Orthogroup	E_salsugineum	S_parvula
OG0014262	Thhalv10018391m.g	Sp5g29890
OG0014263	Thhalv10018022m.g	Sp5g29880
OG0014264	Thhalv10018113m.g	Sp5g29870
OG0014265	Thhalv10018515m.g	Sp5g29800
OG0014266	Thhalv10019477m.g	Sp5g29770
OG0014267	Thhalv10018558m.g	Sp5g29690
OG0014268	Thhalv10019683m.g	Sp5g29680
OG0014269	Thhalv10019143m.g	Sp5g29610
OG0014270	Thhalv10018864m.g	Sp5g29560
OG0014271	Thhalv10019026m.g	Sp5g29530
OG0014272	Thhalv10019650m.g	Sp5g29500
OG0014273	Thhalv10018684m.g	Sp5g29390
OG0014274	Thhalv10019645m.g	Sp5g29340
OG0014275	Thhalv10019277m.g	Sp5g29140
OG0014276	Thhalv10019767m.g	Sp5g29100
OG0014277	Thhalv10018603m.g	Sp5g29000
OG0014278	Thhalv10019361m.g	Sp5g28970
OG0014279	Thhalv10018574m.g	Sp5g28930
OG0014280	Thhalv10019056m.g	Sp5g28830
OG0014281	Thhalv10018278m.g	Sp5g28750
OG0014282	Thhalv10019174m.g	Sp5g28700
OG0014283	Thhalv10019191m.g	Sp5g28690
OG0014284	Thhalv10018766m.g	Sp5g28650
OG0014285	Thhalv10019669m.g	Sp5g28620
OG0014286	Thhalv10018347m.g	Sp5g28610
OG0014287	Thhalv10018586m.g	Sp5g28310
OG0014288	Thhalv10018189m.g	Sp5g28290
OG0014289	Thhalv10019151m.g	Sp5g28240, Sp5g28230
OG0014290	Thhalv10018895m.g	Sp5g28180
OG0014291	Thhalv10018464m.g	Sp5g28110
OG0014292	Thhalv10018630m.g	Sp5g28100
OG0014293	Thhalv10019346m.g	Sp5g28080
OG0014294	Thhalv10018573m.g	Sp5g28070
OG0014295	Thhalv10018762m.g	Sp5g28020
OG0014296	Thhalv10018360m.g	Sp5g28010
OG0014297	Thhalv10019210m.g	Sp5g28000
OG0014298	Thhalv10018211m.g	Sp5g27950
OG0014299	Thhalv10018617m.g	Sp5g27890, Sp5g27920
OG0014300	Thhalv10018692m.g	Sp5g27900
OG0014301	Thhalv10019775m.g	Sp5g27860
OG0014302	Thhalv10019633m.g	Sp5g27840
OG0014303	Thhalv10018950m.g	Sp5g27800
OG0014304	Thhalv10018502m.g	Sp5g27770
OG0014305	Thhalv10018282m.g	Sp5g27710
OG0014306	Thhalv10019625m.g	Sp5g27650
OG0014307	Thhalv10018070m.g	Sp5g27640
OG0014308	Thhalv10018177m.g	Sp5g27580
OG0014309	Thhalv10019851m.g	Sp5g27570
OG0014310	Thhalv10018416m.g	Sp5g27560
OG0014311	Thhalv10019329m.g	Sp5g27510
OG0014312	Thhalv10018006m.g	Sp5g27470
OG0014313	Thhalv10018859m.g	Sp5g27380
OG0014314	Thhalv10019095m.g	Sp5g27360
OG0014315	Thhalv10018491m.g	Sp5g27350
OG0014316	Thhalv10018049m.g	Sp5g27340
OG0014317	Thhalv10019620m.g	Sp5g21540
OG0014318	Thhalv10018557m.g	Sp7g12390, Sp5g33860
OG0014319	Thhalv10019101m.g	Sp5g33900
OG0014320	Thhalv10019668m.g	Sp5g34020
OG0014321	Thhalv10019269m.g	Sp5g34040
OG0014322	Thhalv10019302m.g	Sp5g34090
OG0014323	Thhalv10018594m.g	Sp5g34100
OG0014324	Thhalv10019307m.g	Sp5g34120
OG0014325	Thhalv10019555m.g	Sp5g34170
OG0014326	Thhalv10018933m.g	Sp5g34230
OG0014327	Thhalv10019257m.g	Sp5g34250
OG0014328	Thhalv10018760m.g	Sp5g34480
OG0014329	Thhalv10018394m.g	Sp5g34490
OG0014330	Thhalv10018802m.g	Sp5g34500
OG0014331	Thhalv10018121m.g	Sp5g34540
OG0014332	Thhalv10019001m.g	Sp5g34560
OG0014333	Thhalv10018071m.g	Sp5g34620
OG0014334	Thhalv10018176m.g	Sp5g34690
OG0014335	Thhalv10018218m.g	Sp5g34710
OG0014336	Thhalv10018655m.g	Sp5g34720
OG0014337	Thhalv10018131m.g	Sp5g34750
OG0014338	Thhalv10018877m.g	Sp5g34760
OG0014339	Thhalv10018461m.g	Sp5g34780
OG0014340	Thhalv10019121m.g	Sp5g34800
OG0014341	Thhalv10019250m.g	Sp5g34820
OG0014342	Thhalv10018204m.g	Sp5g34870
OG0014343	Thhalv10019243m.g	Sp5g34900
OG0014344	Thhalv10018925m.g	Sp5g34920
OG0014345	Thhalv10019105m.g	Sp5g35050
OG0014346	Thhalv10018796m.g	Sp5g35090
OG0014347	Thhalv10018582m.g	Sp5g35120
OG0014348	Thhalv10019140m.g	Sp5g35160
OG0014349	Thhalv10018494m.g	Sp5g35210
OG0014350	Thhalv10018541m.g	Sp5g35240
OG0014351	Thhalv10018376m.g	Sp5g35250
OG0014352	Thhalv10018350m.g	Sp5g35260
OG0014353	Thhalv10018560m.g	Sp5g35320
OG0014354	Thhalv10019207m.g	Sp5g35370
OG0014355	Thhalv10018540m.g	Sp5g35430
OG0014356	Thhalv10018674m.g	Sp5g35450
OG0014357	Thhalv10018398m.g	Sp5g35460
OG0014358	Thhalv10019779m.g	Sp5g35500
OG0014359	Thhalv10018648m.g	Sp5g35600
OG0014360	Thhalv10019155m.g	Sp5g35610
OG0014361	Thhalv10019690m.g	Sp5g35620
OG0014362	Thhalv10018548m.g	Sp5g35630
OG0014363	Thhalv10018671m.g	Sp5g35650
OG0014364	Thhalv10019134m.g	Sp5g35680
OG0014365	Thhalv10019654m.g	Sp5g35700
OG0014366	Thhalv10019813m.g	Sp5g35740
OG0014367	Thhalv10018072m.g	Sp5g35730
OG0014368	Thhalv10018901m.g	Sp5g35850
OG0014369	Thhalv10019547m.g	Sp5g35880
OG0014370	Thhalv10018906m.g	Sp5g35900
OG0014371	Thhalv10018077m.g	Sp5g35930
OG0014373	Thhalv10018106m.g	Sp5g32660
OG0014374	Thhalv10018129m.g	Sp5g32570
OG0014375	Thhalv10000289m.g, Thhalv10019004m.g	Sp5g32210
OG0014376	Thhalv10018029m.g	Sp5g31790
OG0014377	Thhalv10003353m.g	SpUn0429_0010, SpUn0744_0010
OG0014378	Thhalv10003342m.g, Thhalv10003305m.g	Sp2g08390
OG0014379	Thhalv10018585m.g	Sp5g23890
OG0014380	Thhalv10011792m.g	Sp1g34410
OG0014381	Thhalv10011908m.g	Sp1g34420
OG0014382	Thhalv10012081m.g	Sp1g34530
OG0014384	Thhalv10011729m.g, Thhalv10012004m.g	Sp1g34620
OG0014385	Thhalv10012008m.g	Sp1g34650
OG0014386	Thhalv10011754m.g	Sp1g34660
OG0014387	Thhalv10011426m.g	Sp1g34820, SpUn0813_0010
OG0014388	Thhalv10011682m.g	Sp1g34890
OG0014389	Thhalv10011677m.g	Sp1g34920
OG0014390	Thhalv10011351m.g	Sp1g35020
OG0014391	Thhalv10011170m.g	Sp1g35040
OG0014392	Thhalv10011452m.g	Sp1g35060
OG0014393	Thhalv10011184m.g	Sp1g35090
OG0014394	Thhalv10012121m.g	Sp1g35100
OG0014395	Thhalv10012182m.g	Sp1g35220
OG0014396	Thhalv10011644m.g	Sp1g35230
OG0014397	Thhalv10011287m.g	Sp1g35260
OG0014398	Thhalv10011822m.g	Sp1g35300
OG0014399	Thhalv10011221m.g	Sp1g35310
OG0014400	Thhalv10011620m.g	Sp1g35330
OG0014401	Thhalv10012064m.g	Sp1g35340
OG0014402	Thhalv10011628m.g	Sp1g35410
OG0014403	Thhalv10011302m.g, Thhalv10011306m.g	Sp1g35565
OG0014404	Thhalv10012306m.g	Sp1g41590
OG0014405	Thhalv10012149m.g, Thhalv10011779m.g	Sp1g37830
OG0014406	Thhalv10006197m.g	Sp5g00050
OG0014407	Thhalv10017315m.g	Sp4g11990
OG0014408	Thhalv10017331m.g	Sp4g15480
OG0014410	Thhalv10004205m.g	Sp7g05990
OG0014412	Thhalv10004207m.g	Sp7g05920
OG0014413	Thhalv10004016m.g	Sp7g05790
OG0014414	Thhalv10027809m.g	Sp7g05690
OG0014415	Thhalv10028136m.g	Sp2g13730, Sp7g05650
OG0014417	Thhalv10028177m.g	Sp7g05570
OG0014418	Thhalv10027701m.g	Sp7g05540
OG0014419	Thhalv10027988m.g	Sp7g05530
OG0014420	Thhalv10028131m.g	Sp7g05520
OG0014421	Thhalv10018248m.g	Sp7g05490
OG0014423	Thhalv10027890m.g	SpUn0053_0010, Sp7g05370
OG0014424	Thhalv10027639m.g	Sp7g05280
OG0014426	Thhalv10008216m.g	Sp1g26960
OG0014427	Thhalv10007930m.g	Sp1g27070, Sp1g27080
OG0014428	Thhalv10009448m.g, Thhalv10028258m.g, Thhalv10009680m.g	Sp1g27610
OG0014429	Thhalv10006801m.g, Thhalv10027652m.g	Sp1g29520
OG0014430	Thhalv10023336m.g	Sp2g05420
OG0014431	Thhalv10009143m.g	Sp1g24790
OG0014432	Thhalv10008037m.g	Sp1g24430, Sp1g24440
OG0014433	Thhalv10027956m.g	Sp1g30670
OG0014434	Thhalv10009488m.g, Thhalv10009810m.g	Sp1g12140
OG0014435	Thhalv10007099m.g	Sp1g12170
OG0014436	Thhalv10006784m.g	Sp1g10900
OG0014436	Thhalv10002924m.g	Sp1g10910
OG0014437	Thhalv10023983m.g	Sp2g02530
OG0014437	Thhalv10007904m.g	Sp1g10340
OG0014438	Thhalv10019471m.g, Thhalv10009955m.g	Sp1g09890
OG0014439	Thhalv10006881m.g	Sp1g09820
OG0014440	Thhalv10019840m.g	SpUn0095_0010, Sp5g26780
OG0014441	Thhalv10018208m.g	SpUn0020_0130, Sp5g26840
OG0014442	Thhalv10018714m.g	Sp5g27430
OG0014443	Thhalv10019489m.g	Sp5g27540
OG0014444	Thhalv10018520m.g, Thhalv10019203m.g	Sp5g28940
OG0014445	Thhalv10019838m.g	Sp5g29670
OG0014446	Thhalv10000950m.g	Sp2g10600
OG0014447	Thhalv10000963m.g, Thhalv10003056m.g, Thhalv10000953m.g	Sp2g11960
OG0014448	Thhalv10000820m.g	Sp2g12100
OG0014449	Thhalv10000905m.g	Sp2g12150
OG0014450	Thhalv10000935m.g	Sp2g12230
OG0014451	Thhalv10001176m.g	Sp2g12240
OG0014452	Thhalv10000911m.g	Sp2g12260
OG0014453	Thhalv10001034m.g	Sp2g12330
OG0014454	Thhalv10001056m.g	Sp2g12340
OG0014455	Thhalv10001185m.g	Sp2g12380
OG0014456	Thhalv10001057m.g	Sp2g12410
OG0014457	Thhalv10000897m.g	Sp2g12420
OG0014458	Thhalv10000981m.g	Sp2g12530
OG0014459	Thhalv10000865m.g	Sp2g12540
OG0014460	Thhalv10001009m.g	Sp2g12550
OG0014461	Thhalv10001024m.g	Sp2g12570
OG0014462	Thhalv10000894m.g	Sp2g12590
OG0014463	Thhalv10000752m.g	Sp2g12600
OG0014464	Thhalv10000800m.g	Sp2g12670
OG0014465	Thhalv10000909m.g	Sp2g12680
OG0014466	Thhalv10000918m.g	Sp2g12710
OG0014467	Thhalv10000862m.g	Sp2g12730
OG0014468	Thhalv10001001m.g	Sp2g12740
OG0014469	Thhalv10000998m.g	Sp2g12750
OG0014470	Thhalv10000791m.g	Sp2g12770
OG0014471	Thhalv10000908m.g	Sp2g12800
OG0014472	Thhalv10000833m.g	Sp2g12820
OG0014473	Thhalv10001208m.g	Sp2g12840
OG0014474	Thhalv10000760m.g	Sp2g12880
OG0014475	Thhalv10000832m.g	Sp2g12890
OG0014476	Thhalv10000985m.g	Sp2g12940
OG0014478	Thhalv10001115m.g	Sp2g12970
OG0014479	Thhalv10005039m.g	Sp2g13030
OG0014480	Thhalv10003910m.g	Sp2g13040
OG0014481	Thhalv10004706m.g	Sp2g13070
OG0014482	Thhalv10005665m.g	Sp2g13090
OG0014483	Thhalv10003970m.g	Sp2g13140
OG0014484	Thhalv10005716m.g	Sp2g13160
OG0014485	Thhalv10005303m.g	Sp2g13180
OG0014486	Thhalv10004999m.g	Sp2g13210
OG0014487	Thhalv10004402m.g	Sp6g00760, Sp2g13220
OG0014488	Thhalv10005015m.g	Sp2g13290
OG0014489	Thhalv10004597m.g	Sp2g13300
OG0014490	Thhalv10004281m.g	Sp2g13320
OG0014491	Thhalv10003548m.g	Sp2g13390
OG0014492	Thhalv10005178m.g	Sp2g13460
OG0014493	Thhalv10003689m.g	Sp2g13510
OG0014495	Thhalv10004194m.g	Sp2g13560
OG0014496	Thhalv10003688m.g	Sp2g13565
OG0014497	Thhalv10004604m.g	Sp2g13670
OG0014498	Thhalv10004663m.g	Sp2g13680
OG0014499	Thhalv10004613m.g	Sp2g13810
OG0014500	Thhalv10004326m.g	Sp2g13820
OG0014502	Thhalv10004758m.g	Sp2g13840
OG0014503	Thhalv10004763m.g	Sp2g13850
OG0014504	Thhalv10003878m.g	Sp2g13890
OG0014505	Thhalv10004126m.g	Sp2g13900
OG0014506	Thhalv10005123m.g	Sp2g13930
OG0014507	Thhalv10004185m.g	Sp2g13970
OG0014508	Thhalv10004698m.g	Sp2g14000
OG0014509	Thhalv10003943m.g	Sp2g14010
OG0014510	Thhalv10004863m.g	Sp2g14030
OG0014511	Thhalv10004730m.g	Sp2g14050
OG0014512	Thhalv10004409m.g	Sp2g14060
OG0014513	Thhalv10004551m.g	Sp2g14090
OG0014514	Thhalv10005550m.g	Sp2g14100
OG0014515	Thhalv10005557m.g	Sp2g14140
OG0014516	Thhalv10003931m.g	Sp2g14150
OG0014517	Thhalv10004015m.g	Sp2g14270
OG0014518	Thhalv10005001m.g	Sp2g14280
OG0014519	Thhalv10005714m.g	Sp2g14320
OG0014520	Thhalv10004968m.g	Sp2g14360
OG0014521	Thhalv10003799m.g	Sp2g14370
OG0014522	Thhalv10005386m.g	Sp2g14380
OG0014523	Thhalv10005319m.g	Sp2g14750
OG0014524	Thhalv10022340m.g	Sp3g20340, Sp3g20350
OG0014525	Thhalv10020286m.g, Thhalv10006820m.g	Sp3g20750
OG0014526	Thhalv10021074m.g	Sp3g21230
OG0014527	Thhalv10002711m.g	Sp3g21550
OG0014529	Thhalv10020164m.g	Sp3g12860
OG0014530	Thhalv10016847m.g	Sp4g24450
OG0014531	Thhalv10003709m.g	Sp2g14180
OG0014532	Thhalv10010561m.g	Sp5g12810
OG0014533	Thhalv10010198m.g	Sp5g12060
OG0014534	Thhalv10027614m.g, Thhalv10006113m.g	Sp5g11790
OG0014535	Thhalv10010154m.g	Sp5g11740
OG0014536	Thhalv10010773m.g	Sp5g11360
OG0014537	Thhalv10010986m.g	Sp5g11350
OG0014538	Thhalv10010616m.g	Sp5g11340
OG0014539	Thhalv10010588m.g	Sp5g11330
OG0014540	Thhalv10010693m.g	Sp5g11310
OG0014541	Thhalv10010117m.g	Sp5g11250
OG0014542	Thhalv10010762m.g	Sp5g11240
OG0014543	Thhalv10010748m.g	Sp5g11200
OG0014544	Thhalv10010795m.g	Sp5g11180
OG0014545	Thhalv10010695m.g	Sp5g11170
OG0014546	Thhalv10010167m.g	Sp5g11160
OG0014547	Thhalv10010399m.g	Sp5g10980
OG0014548	Thhalv10010357m.g	Sp5g10970
OG0014549	Thhalv10010283m.g	Sp5g10910
OG0014550	Thhalv10010850m.g	Sp5g10840
OG0014551	Thhalv10010756m.g	Sp5g10730
OG0014552	Thhalv10010550m.g	Sp5g10720
OG0014553	Thhalv10010826m.g	Sp5g10680
OG0014554	Thhalv10010401m.g	Sp7g08830, Sp5g10560
OG0014555	Thhalv10010716m.g	Sp5g10550
OG0014556	Thhalv10010929m.g	Sp5g10520
OG0014557	Thhalv10010652m.g	Sp5g10510
OG0014558	Thhalv10010632m.g	Sp5g10490
OG0014559	Thhalv10010408m.g	Sp5g10450
OG0014560	Thhalv10010245m.g	Sp5g10440
OG0014561	Thhalv10010359m.g	Sp5g10410
OG0014562	Thhalv10010447m.g	Sp5g10400
OG0014563	Thhalv10011051m.g	Sp5g10360
OG0014565	Thhalv10010410m.g	Sp5g10250
OG0014566	Thhalv10010507m.g	Sp5g10240
OG0014567	Thhalv10010511m.g	Sp5g10230
OG0014568	Thhalv10011065m.g	Sp5g10190
OG0014569	Thhalv10010216m.g	Sp5g10170
OG0014570	Thhalv10010306m.g	Sp5g10100
OG0014571	Thhalv10010456m.g	Sp5g10090
OG0014572	Thhalv10010192m.g	Sp5g10070
OG0014573	Thhalv10010496m.g	Sp5g10060
OG0014574	Thhalv10010678m.g	Sp5g10040
OG0014575	Thhalv10010446m.g	Sp5g10000
OG0014576	Thhalv10011052m.g	Sp5g09990
OG0014577	Thhalv10010479m.g	Sp5g09980
OG0014578	Thhalv10010395m.g	Sp5g09970
OG0014579	Thhalv10010138m.g	Sp5g09950
OG0014580	Thhalv10010381m.g	Sp5g09920
OG0014581	Thhalv10010548m.g	Sp5g09910
OG0014582	Thhalv10010578m.g	Sp5g09900
OG0014583	Thhalv10010514m.g	Sp5g09890
OG0014584	Thhalv10010886m.g	Sp5g09880
OG0014585	Thhalv10011026m.g	Sp5g09790
OG0014586	Thhalv10010329m.g	Sp5g09680
OG0014587	Thhalv10010342m.g	Sp5g09580
OG0014588	Thhalv10010920m.g	Sp5g09550
OG0014589	Thhalv10010784m.g	Sp5g09480
OG0014590	Thhalv10010763m.g	Sp5g09440
OG0014591	Thhalv10010768m.g	Sp5g09430
OG0014592	Thhalv10010453m.g	Sp5g09420
OG0014593	Thhalv10010775m.g	Sp5g09410
OG0014594	Thhalv10010464m.g	Sp5g09390
OG0014595	Thhalv10010582m.g	Sp5g09320
OG0014596	Thhalv10010602m.g	Sp5g09310
OG0014597	Thhalv10010281m.g	Sp5g09290
OG0014598	Thhalv10010639m.g	Sp5g07660
OG0014599	Thhalv10010226m.g	Sp5g07700
OG0014600	Thhalv10010393m.g	Sp5g07710
OG0014601	Thhalv10010720m.g	Sp5g07770
OG0014602	Thhalv10010227m.g	Sp5g07800
OG0014603	Thhalv10010558m.g	Sp5g07810
OG0014604	Thhalv10010247m.g	Sp5g07850
OG0014605	Thhalv10010628m.g	Sp5g07940
OG0014606	Thhalv10010334m.g	Sp5g07950
OG0014607	Thhalv10010067m.g	Sp5g07960
OG0014608	Thhalv10010080m.g	Sp5g07980
OG0014609	Thhalv10010394m.g	Sp5g08070
OG0014610	Thhalv10010949m.g	Sp5g08080
OG0014611	Thhalv10010674m.g	Sp5g08090
OG0014612	Thhalv10010402m.g, Thhalv10023476m.g	Sp5g08120
OG0014613	Thhalv10010451m.g	Sp5g08140
OG0014614	Thhalv10010093m.g	Sp5g08170
OG0014615	Thhalv10010557m.g	Sp5g08240
OG0014616	Thhalv10010246m.g	Sp5g08250
OG0014617	Thhalv10010328m.g	Sp5g08300
OG0014618	Thhalv10010778m.g	Sp5g08410
OG0014619	Thhalv10010577m.g	Sp5g08430
OG0014620	Thhalv10010595m.g	Sp5g08500
OG0014621	Thhalv10010121m.g	Sp5g08660
OG0014622	Thhalv10010142m.g	Sp5g08680
OG0014623	Thhalv10010118m.g	Sp5g08690
OG0014624	Thhalv10010743m.g	Sp5g08720
OG0014625	Thhalv10010704m.g	Sp5g08730
OG0014626	Thhalv10010698m.g	Sp5g08850
OG0014627	Thhalv10010814m.g	Sp5g08870
OG0014628	Thhalv10010573m.g	Sp5g08930
OG0014629	Thhalv10011158m.g	Sp5g08940
OG0014630	Thhalv10010158m.g	Sp5g08970
OG0014631	Thhalv10010915m.g	Sp5g09130
OG0014633	Thhalv10023961m.g, Thhalv10011062m.g	Sp5g09170
OG0014634	Thhalv10010278m.g	Sp5g07590
OG0014635	Thhalv10010199m.g	Sp5g07570
OG0014636	Thhalv10010229m.g	Sp5g07560
OG0014637	Thhalv10010843m.g	Sp5g07545
OG0014638	Thhalv10010491m.g	Sp5g07450
OG0014639	Thhalv10010587m.g	Sp5g07383
OG0014640	Thhalv10010445m.g	Sp5g07370
OG0014641	Thhalv10010113m.g	Sp5g07360
OG0014642	Thhalv10019974m.g	Sp3g07490
OG0014643	Thhalv10029387m.g	Sp6g06050
OG0014643	Thhalv10020789m.g	Sp3g07790
OG0014644	Thhalv10020482m.g	Sp3g08380
OG0014645	Thhalv10019913m.g	Sp3g08460
OG0014646	Thhalv10021967m.g	Sp3g09140
OG0014647	Thhalv10020827m.g	Sp3g09640
OG0014648	Thhalv10020559m.g	Sp3g09650
OG0014649	Thhalv10020574m.g	Sp3g09660
OG0014650	Thhalv10020455m.g	Sp3g09670
OG0014651	Thhalv10020260m.g	Sp3g09680
OG0014652	Thhalv10020761m.g	Sp3g09720
OG0014653	Thhalv10019881m.g	Sp3g11530
OG0014654	Thhalv10001897m.g, Thhalv10001896m.g	Sp3g33240
OG0014656	Thhalv10001924m.g	Sp3g33340
OG0014657	Thhalv10001889m.g	Sp3g33360
OG0014658	Thhalv10002020m.g	Sp3g33390
OG0014659	Thhalv10001974m.g	Sp3g33420
OG0014660	Thhalv10001935m.g	Sp3g33450
OG0014661	Thhalv10002021m.g	Sp3g33510
OG0014662	Thhalv10011066m.g, Thhalv10001969m.g	Sp3g33580
OG0014663	Thhalv10001932m.g	Sp3g33620
OG0014664	Thhalv10002017m.g	Sp3g33850
OG0014665	Thhalv10002078m.g	Sp3g33940
OG0014666	Thhalv10011092m.g	SpUn0952_0010
OG0014667	Thhalv10002053m.g	Sp3g33980
OG0014668	Thhalv10002095m.g	Sp3g33990
OG0014669	Thhalv10001810m.g, Thhalv10002370m.g	Sp1g30300
OG0014670	Thhalv10004827m.g, Thhalv10027838m.g	Sp1g31520
OG0014671	Thhalv10006512m.g	Sp5g05580
OG0014672	Thhalv10002091m.g	Sp4g06990
OG0014673	Thhalv10002014m.g	Sp4g07000
OG0014674	Thhalv10002008m.g	Sp4g07080
OG0014675	Thhalv10016700m.g	Sp4g10410
OG0014676	Thhalv10000989m.g	Sp2g12360
OG0014677	Thhalv10003728m.g	Sp2g13240
OG0014678	Thhalv10003446m.g	Sp7g07090
OG0014679	Thhalv10003462m.g	Sp7g07100
OG0014680	Thhalv10003438m.g	Sp7g07190
OG0014681	Thhalv10024313m.g	Sp7g14590
OG0014682	Thhalv10024623m.g	Sp7g14580
OG0014683	Thhalv10025823m.g	Sp7g14530
OG0014684	Thhalv10024582m.g	Sp7g14480
OG0014685	Thhalv10026570m.g	Sp7g14380
OG0014686	Thhalv10024904m.g	Sp7g14250
OG0014687	Thhalv10024402m.g	Sp7g14240
OG0014688	Thhalv10025856m.g	Sp7g14230
OG0014689	Thhalv10027491m.g	Sp7g14210
OG0014690	Thhalv10025032m.g	Sp7g14200
OG0014691	Thhalv10024270m.g	Sp7g14180
OG0014692	Thhalv10026579m.g	Sp7g14170
OG0014693	Thhalv10026991m.g	Sp7g14080
OG0014694	Thhalv10025397m.g	Sp7g13890
OG0014695	Thhalv10002073m.g	Sp3g32960
OG0014697	Thhalv10022701m.g	Sp3g32870
OG0014698	Thhalv10022727m.g	Sp3g32860
OG0014699	Thhalv10022917m.g	Sp3g32830
OG0014700	Thhalv10022647m.g	Sp3g32780
OG0014701	Thhalv10022960m.g	Sp3g32700
OG0014702	Thhalv10023028m.g	Sp3g32660
OG0014703	Thhalv10022561m.g	Sp3g32490
OG0014708	Thhalv10022551m.g	SpUn0483_0010
OG0014709	Thhalv10022604m.g	Sp3g32250
OG0014710	Thhalv10022714m.g	Sp3g32120
OG0014713	Thhalv10022737m.g	SpUn0030_0010, Sp3g31820
OG0014714	Thhalv10023187m.g	Sp3g31720, SpUn0030_0110
OG0014715	Thhalv10022772m.g	Sp3g31710
OG0014716	Thhalv10022866m.g	Sp3g31700
OG0014717	Thhalv10022793m.g, Thhalv10022982m.g	Sp3g31680
OG0014718	Thhalv10022844m.g	Sp3g31640
OG0014719	Thhalv10022555m.g	Sp3g31520
OG0014720	Thhalv10022756m.g	Sp3g31500
OG0014721	Thhalv10022882m.g	Sp3g31490
OG0014722	Thhalv10022913m.g	Sp3g31470
OG0014723	Thhalv10022807m.g	Sp3g31400
OG0014724	Thhalv10022884m.g	Sp3g31390
OG0014725	Thhalv10022664m.g	Sp3g31340
OG0014726	Thhalv10022795m.g	Sp3g31330
OG0014727	Thhalv10022897m.g	Sp3g31120
OG0014729	Thhalv10024859m.g	Sp7g36800
OG0014730	Thhalv10025960m.g	Sp7g36790
OG0014731	Thhalv10025567m.g	Sp7g35660
OG0014732	Thhalv10025561m.g	Sp7g35620
OG0014733	Thhalv10026340m.g	Sp7g35110
OG0014734	Thhalv10025343m.g	Sp7g34700
OG0014735	Thhalv10023015m.g, Thhalv10025194m.g	Sp7g33630
OG0014736	Thhalv10024351m.g	Sp3g30600, Sp7g33080
OG0014737	Thhalv10026018m.g	Sp7g31980
OG0014738	Thhalv10027468m.g	Sp7g31560
OG0014738	Thhalv10024995m.g	Sp7g31570
OG0014739	Thhalv10024632m.g	Sp7g30420
OG0014740	Thhalv10025954m.g	Sp7g29770
OG0014741	Thhalv10025784m.g	Sp7g29540
OG0014742	Thhalv10026789m.g	Sp7g29180
OG0014743	Thhalv10024182m.g, Thhalv10009353m.g	Sp7g28860
OG0014744	Thhalv10025935m.g	Sp7g28600
OG0014745	Thhalv10029251m.g, Thhalv10027333m.g	Sp7g28030, Sp7g03060
OG0014746	Thhalv10025601m.g	Sp7g28000, Sp7g27990
OG0014747	Thhalv10026917m.g	Sp7g27910
OG0014748	Thhalv10026872m.g, Thhalv10027477m.g, Thhalv10024144m.g	Sp7g26980
OG0014749	Thhalv10025301m.g	Sp7g25900
OG0014750	Thhalv10024534m.g	Sp7g25450
OG0014751	Thhalv10026687m.g	Sp7g15080
OG0014752	Thhalv10026056m.g	Sp7g15110
OG0014753	Thhalv10026497m.g	Sp7g15180
OG0014754	Thhalv10024535m.g	Sp7g15190
OG0014755	Thhalv10025106m.g	Sp7g15200
OG0014756	Thhalv10026010m.g	Sp7g15230
OG0014757	Thhalv10025550m.g	Sp7g15240
OG0014758	Thhalv10024831m.g	Sp7g15265
OG0014759	Thhalv10024376m.g	Sp7g15270
OG0014760	Thhalv10025772m.g	Sp7g17230
OG0014761	Thhalv10024882m.g	Sp7g16370
OG0014762	Thhalv10022600m.g	SpUn0347_0010, Sp3g26970
OG0014763	Thhalv10006153m.g, Thhalv10006082m.g	Sp5g03780
OG0014764	Thhalv10005885m.g	Sp5g03980
OG0014765	Thhalv10006492m.g	Sp5g04640, SpUn0003_0290
OG0014766	Thhalv10006097m.g	Sp5g04930
OG0014767	Thhalv10005800m.g	Sp5g05070
OG0014768	Thhalv10003126m.g, Thhalv10007971m.g	Sp5g05330
OG0014769	Thhalv10005873m.g, Thhalv10006039m.g	Sp5g05560
OG0014770	Thhalv10006232m.g	Sp5g05770
OG0014771	Thhalv10005859m.g	Sp5g06010
OG0014773	Thhalv10006186m.g	Sp5g06120
OG0014774	Thhalv10006296m.g	Sp5g06100
OG0014775	Thhalv10006476m.g	Sp5g06050
OG0014776	Thhalv10006215m.g	Sp5g06150
OG0014777	Thhalv10005987m.g	Sp5g06190
OG0014778	Thhalv10005843m.g	Sp5g06180
OG0014779	Thhalv10027573m.g, Thhalv10001140m.g	Sp5g06200
OG0014780	Thhalv10005963m.g	Sp5g06230
OG0014781	Thhalv10006252m.g	Sp5g06290
OG0014782	Thhalv10005990m.g	Sp5g06300
OG0014783	Thhalv10006240m.g	Sp5g06320
OG0014784	Thhalv10006101m.g	Sp5g06330
OG0014785	Thhalv10005775m.g	Sp5g06380
OG0014786	Thhalv10006145m.g	Sp5g06400
OG0014787	Thhalv10005845m.g	Sp5g06450
OG0014788	Thhalv10006270m.g	Sp5g06460
OG0014789	Thhalv10005911m.g	Sp5g06490
OG0014790	Thhalv10005783m.g	Sp5g06500
OG0014791	Thhalv10006239m.g	Sp5g06520
OG0014792	Thhalv10006119m.g	Sp5g06570
OG0014793	Thhalv10005797m.g	Sp5g06580
OG0014794	Thhalv10010330m.g	Sp5g06590
OG0014795	Thhalv10010699m.g	Sp5g06600
