Orthogroup	C_amplexicaulis	S_parvula
OG0013067	Caamp.0214s0112, Caamp.0078s0862	Sp3g08520
OG0013068	Caamp.0078s0860, Caamp.0214s0114	Sp3g08500
OG0013069	Caamp.0078s0859, Caamp.0214s0115	Sp3g08490
OG0013070	Caamp.0078s0855, Caamp.0214s0120	Sp3g08440
OG0013071	Caamp.0214s0121, Caamp.0078s0853	Sp3g08420
OG0013072	Caamp.0214s0125, Caamp.0078s0849	Sp3g08370
OG0013073	Caamp.0214s0128, Caamp.0078s0847	Sp3g08340
OG0013074	Caamp.0214s0129, Caamp.0078s0846	Sp3g08330
OG0013075	Caamp.0214s0130, Caamp.0078s0845	Sp3g08320
OG0013076	Caamp.0214s0131	Sp3g08310
OG0013077	Caamp.0214s0136, Caamp.0078s0840	Sp3g08260
OG0013078	Caamp.0214s0138, Caamp.0078s0838	Sp3g08240
OG0013079	Caamp.0214s0141, Caamp.0078s0834	Sp3g08200
OG0013080	Caamp.0214s0142, Caamp.0078s0833	Sp3g08180
OG0013081	Caamp.0078s0822, Caamp.0214s0154	Sp3g08080
OG0013082	Caamp.0078s0820, Caamp.0214s0156	Sp3g08060
OG0013083	Caamp.0214s0157, Caamp.0078s0819	Sp3g08050
OG0013084	Caamp.0214s0160, Caamp.0078s0817	Sp3g08030
OG0013085	Caamp.0214s0163, Caamp.0078s0814	Sp3g08000
OG0013086	Caamp.0078s0813, Caamp.0214s0164	Sp3g07990
OG0013087	Caamp.0078s0812, Caamp.0214s0165	Sp3g07980
OG0013088	Caamp.0214s0166, Caamp.0078s0811	Sp3g07970
OG0013089	Caamp.0078s0801, Caamp.0214s0172	Sp3g07880
OG0013090	Caamp.0214s0175, Caamp.0078s0797	Sp3g07840
OG0013091	Caamp.0214s0183	Sp6g40270, Sp3g07720
OG0013092	Caamp.0078s0785, Caamp.0214s0187	Sp3g07690
OG0013093	Caamp.0214s0188, Caamp.0078s0784	Sp3g07680
OG0013094	Caamp.0078s0779, Caamp.0214s0194	Sp3g07620
OG0013095	Caamp.0078s0776, Caamp.0214s0198	Sp3g07580
OG0013096	Caamp.0214s0199, Caamp.0078s0765	Sp3g07570
OG0013097	Caamp.0078s0767, Caamp.0214s0200	Sp3g07560
OG0013098	Caamp.0078s0768, Caamp.0214s0201	Sp3g07550
OG0013099	Caamp.0078s0773, Caamp.0214s0205	Sp3g07500
OG0013100	Caamp.0078s0775, Caamp.0214s0207	Sp3g07480
OG0013101	Caamp.0214s0215, Caamp.0078s0756	Sp3g07390
OG0013102	Caamp.0078s0755, Caamp.0214s0216	Sp3g07380
OG0013103	Caamp.0214s0217, Caamp.0078s0754	Sp3g07370
OG0013104	Caamp.0078s0749, Caamp.0214s0223	Sp3g07300
OG0013105	Caamp.0214s0230, Caamp.0078s0743	Sp3g07240
OG0013106	Caamp.0214s0232, Caamp.0078s0741	Sp3g07210
OG0013107	Caamp.0214s0247, Caamp.0078s0724	Sp3g07070
OG0013108	Caamp.0214s0252, Caamp.0078s0718	Sp3g07000
OG0013109	Caamp.0078s0717, Caamp.0214s0253	Sp3g06990
OG0013110	Caamp.0214s0255, Caamp.0078s0715	Sp3g06960
OG0013111	Caamp.0214s0256, Caamp.0078s0714	Sp3g06950
OG0013112	Caamp.0214s0257, Caamp.0078s0713	Sp3g06940
OG0013113	Caamp.0078s0712, Caamp.0214s0258	Sp3g06930
OG0013114	Caamp.0214s0259, Caamp.0078s0711	Sp3g06920
OG0013115	Caamp.0214s0260, Caamp.0078s0710	Sp3g06910
OG0013116	Caamp.0078s0701, Caamp.0214s0268	Sp3g06810
OG0013117	Caamp.0078s0698, Caamp.0214s0271	Sp3g06780
OG0013118	Caamp.0078s0693, Caamp.0214s0275	Sp3g06720
OG0013119	Caamp.0078s0692, Caamp.0214s0276	Sp3g06710
OG0013120	Caamp.0078s0691, Caamp.0214s0277	Sp3g06700
OG0013121	Caamp.0078s0690, Caamp.0214s0279	Sp3g06690
OG0013122	Caamp.0078s0686, Caamp.0214s0283	Sp3g06650
OG0013123	Caamp.0214s0290, Caamp.0078s0679	Sp3g06580
OG0013124	Caamp.0214s0291, Caamp.0078s0678	Sp3g06570
OG0013125	Caamp.0078s0671, Caamp.0214s0298	Sp3g06500
OG0013126	Caamp.0078s0670, Caamp.0214s0299	Sp3g06490
OG0013127	Caamp.0078s0669, Caamp.0214s0300	Sp3g06480
OG0013128	Caamp.0214s0303, Caamp.0078s0665	Sp3g06430
OG0013129	Caamp.0078s0664, Caamp.0214s0304	Sp3g06420
OG0013130	Caamp.0078s0661, Caamp.0214s0307	Sp3g06390
OG0013131	Caamp.0214s0310, Caamp.0078s0657	Sp3g06360
OG0013132	Caamp.0078s0654, Caamp.0214s0313	Sp3g06330
OG0013133	Caamp.0078s0648, Caamp.0214s0318	Sp3g06290
OG0013134	Caamp.0078s0647, Caamp.0214s0319	Sp3g06280
OG0013135	Caamp.0214s0323, Caamp.0078s0643	Sp3g06250
OG0013136	Caamp.0214s0336, Caamp.0078s0630	Sp3g06110
OG0013137	Caamp.0214s0338, Caamp.0078s0628	Sp3g06090
OG0013138	Caamp.0214s0343, Caamp.0078s0621	Sp3g06030
OG0013139	Caamp.0214s0357, Caamp.0303s0010	Sp3g05900
OG0013140	Caamp.0303s0015, Caamp.0214s0359	Sp3g05840
OG0013141	Caamp.0214s0360, Caamp.0303s0016	Sp3g05830
OG0013142	Caamp.0214s0361, Caamp.0303s0017	Sp3g05820
OG0013143	Caamp.0303s0022, Caamp.0214s0368	Sp3g05750
OG0013144	Caamp.0303s0024, Caamp.0214s0371	Sp3g05730
OG0013145	Caamp.0214s0372, Caamp.0303s0025	Sp3g05720
OG0013146	Caamp.0214s0373, Caamp.0303s0026	Sp3g05710
OG0013147	Caamp.0214s0378, Caamp.0303s0032	Sp3g05640
OG0013148	Caamp.0303s0036, Caamp.0214s0381	Sp3g05610
OG0013149	Caamp.0303s0042, Caamp.0214s0387	Sp3g05520
OG0013150	Caamp.0214s0388, Caamp.0303s0043	Sp3g05510
OG0013151	Caamp.0214s0390, Caamp.0303s0045	Sp3g05490
OG0013152	Caamp.0214s0393, Caamp.0303s0048	Sp3g05460
OG0013153	Caamp.0303s0049, Caamp.0214s0394	Sp3g05450
OG0013154	Caamp.0303s0051, Caamp.0214s0396	Sp3g05430
OG0013155	Caamp.0303s0052, Caamp.0214s0397	Sp3g05420
OG0013156	Caamp.0303s0059, Caamp.0214s0400	Sp3g05340
OG0013157	Caamp.0214s0405	Sp3g05280
OG0013158	Caamp.0303s0064, Caamp.0214s0406	Sp3g05270
OG0013159	Caamp.0303s0065, Caamp.0214s0407	Sp3g05260
OG0013160	Caamp.0303s0067, Caamp.0214s0409	Sp3g05240
OG0013161	Caamp.0303s0080, Caamp.0214s0424	Sp3g05090
OG0013162	Caamp.0303s0082, Caamp.0214s0426	Sp3g05070
OG0013163	Caamp.0303s0084, Caamp.0214s0431	Sp3g05020
OG0013164	Caamp.0214s0436, Caamp.0303s0088	Sp3g04970
OG0013165	Caamp.0303s0093, Caamp.0214s0441	Sp3g04920
OG0013166	Caamp.0214s0443, Caamp.0303s0095	Sp3g04900
OG0013167	Caamp.0303s0098, Caamp.0214s0446	Sp3g04860
OG0013168	Caamp.0303s0100, Caamp.0214s0448	Sp3g04840
OG0013169	Caamp.0214s0460, Caamp.0303s0113	Sp3g04690
OG0013170	Caamp.0214s0467, Caamp.0303s0120	Sp3g04620
OG0013171	Caamp.0303s0121, Caamp.0214s0469	Sp3g04610
OG0013172	Caamp.0303s0122, Caamp.0214s0470	Sp3g04600
OG0013173	Caamp.0303s0124, Caamp.0214s0472	Sp3g04580
OG0013174	Caamp.0303s0131, Caamp.0214s0478	Sp3g04530
OG0013175	Caamp.0214s0481, Caamp.0303s0137	Sp3g04480
OG0013176	Caamp.0214s0485	Sp3g28660
OG0013176	Caamp.0303s0140	Sp3g04430
OG0013177	Caamp.0214s0488, Caamp.0303s0145	Sp3g04390
OG0013178	Caamp.0303s0151, Caamp.0214s0491	Sp3g04340
OG0013179	Caamp.0303s0159, Caamp.0214s0500	Sp3g04260
OG0013181	Caamp.0303s0167, Caamp.0214s0512	Sp3g04180
OG0013182	Caamp.0303s0182, Caamp.0214s0524	Sp3g04030
OG0013183	Caamp.0303s0189, Caamp.0214s0529	Sp3g03930
OG0013184	Caamp.0303s0192, Caamp.0214s0532	Sp3g03900
OG0013185	Caamp.0214s0537, Caamp.0303s0199	Sp3g03830
OG0013186	Caamp.0303s0200, Caamp.0214s0538	Sp3g03820
OG0013187	Caamp.0214s0539	SpUn1454_0010
OG0013188	Caamp.0303s0201, Caamp.0214s0540	Sp3g03800
OG0013189	Caamp.0303s0211, Caamp.0214s0552	Sp3g03680
OG0013190	Caamp.0303s0215, Caamp.0214s0555	Sp3g03650
OG0013191	Caamp.0303s0221, Caamp.0214s0562	Sp3g03590
OG0013192	Caamp.0303s0232, Caamp.0214s0570	Sp3g03490
OG0013193	Caamp.0214s0579, Caamp.0303s0243	Sp3g03390
OG0013194	Caamp.0303s0244, Caamp.0214s0580	Sp3g03380
OG0013195	Caamp.0303s0247, Caamp.0214s0581	Sp3g03350
OG0013196	Caamp.0303s0264, Caamp.0214s0598	Sp3g03180
OG0013197	Caamp.0303s0265, Caamp.0214s0600	Sp3g03170
OG0013198	Caamp.0303s0270, Caamp.0214s0605	Sp3g03110
OG0013199	Caamp.0214s0606, Caamp.0303s0271	Sp3g03100
OG0013200	Caamp.0214s0611, Caamp.0303s0275	Sp3g03040
OG0013201	Caamp.0303s0281, Caamp.0214s0614	Sp3g02990
OG0013202	Caamp.0214s0617, Caamp.0303s0285	Sp3g02940
OG0013203	Caamp.0214s0625, Caamp.0303s0293	Sp3g02860
OG0013204	Caamp.0214s0628	Sp3g02830
OG0013205	Caamp.0214s0630	Sp3g02810
OG0013206	Caamp.0303s0314, Caamp.0214s0642	Sp3g02670
OG0013207	Caamp.0303s0319, Caamp.0214s0647	Sp3g02630
OG0013208	Caamp.0303s0322, Caamp.0214s0651	Sp3g02600
OG0013209	Caamp.0214s0655, Caamp.0303s0326	Sp3g02540
OG0013210	Caamp.0303s0334, Caamp.0214s0661	Sp3g02460
OG0013211	Caamp.0214s0666, Caamp.0303s0340	Sp3g02380
OG0013212	Caamp.0214s0668, Caamp.0303s0341	Sp3g02360
OG0013213	Caamp.0303s0342, Caamp.0214s0669	Sp3g02350
OG0013214	Caamp.0303s0353, Caamp.0214s0680	Sp3g02260
OG0013215	Caamp.0214s0686, Caamp.0303s0360	Sp3g02190
OG0013216	Caamp.0214s0688, Caamp.0303s0362	Sp3g02170
OG0013217	Caamp.0214s0690, Caamp.0303s0365	Sp3g02140
OG0013218	Caamp.0214s0691, Caamp.0303s0368	Sp3g02110
OG0013219	Caamp.0214s0692, Caamp.0303s0369	Sp3g02100
OG0013220	Caamp.0303s0373, Caamp.0214s0697	Sp3g02070
OG0013221	Caamp.0214s0706, Caamp.0303s0381	Sp3g01980
OG0013222	Caamp.0214s0707, Caamp.0303s0382	Sp3g01970
OG0013223	Caamp.0214s0708, Caamp.0303s0383	Sp3g01960
OG0013224	Caamp.0214s0713, Caamp.0303s0387	Sp3g01910
OG0013225	Caamp.0214s0714, Caamp.0303s0388	Sp3g01900
OG0013226	Caamp.0214s0716, Caamp.0303s0390	Sp3g01880
OG0013227	Caamp.0303s0393, Caamp.0214s0719	Sp3g01850
OG0013228	Caamp.0214s0720, Caamp.0303s0394	Sp3g01840
OG0013229	Caamp.0214s0729, Caamp.0303s0404	Sp3g01740
OG0013230	Caamp.0303s0406, Caamp.0214s0731	Sp3g01720
OG0013231	Caamp.0303s0407, Caamp.0214s0732	Sp3g01710
OG0013232	Caamp.0214s0733, Caamp.0303s0408	Sp3g01700
OG0013233	Caamp.0214s0734, Caamp.0303s0409	Sp3g01690
OG0013234	Caamp.0303s0414, Caamp.0214s0738	Sp3g01640
OG0013235	Caamp.0214s0741, Caamp.0303s0417	Sp3g01610
OG0013236	Caamp.0214s0748, Caamp.0303s0424	Sp3g01540
OG0013237	Caamp.0214s0757, Caamp.0303s0434	Sp3g01460
OG0013238	Caamp.0214s0760, Caamp.0303s0439	Sp3g01420
OG0013239	Caamp.0303s0441, Caamp.0214s0762	Sp3g01400
OG0013240	Caamp.0214s0765, Caamp.0303s0445	Sp3g01350
OG0013241	Caamp.0303s0448, Caamp.0214s0769	Sp3g01310
OG0013242	Caamp.0303s0450, Caamp.0214s0771	Sp3g01290
OG0013243	Caamp.0214s0773, Caamp.0303s0454	Sp3g01260
OG0013244	Caamp.0303s0456, Caamp.0214s0775	Sp3g01240
OG0013245	Caamp.0214s0776, Caamp.0303s0457	Sp3g01220
OG0013246	Caamp.0303s0459, Caamp.0214s0778	Sp3g01200
OG0013247	Caamp.0214s0780, Caamp.0303s0461	Sp3g01180
OG0013248	Caamp.0214s0782, Caamp.0303s0465	Sp3g01150
OG0013249	Caamp.0214s0789, Caamp.0303s0472	Sp3g01070
OG0013250	Caamp.0214s0794, Caamp.0303s0476	Sp3g01010
OG0013251	Caamp.0214s0798, Caamp.0303s0480	Sp3g00970
OG0013252	Caamp.0214s0801, Caamp.0303s0483	Sp3g00940
OG0013253	Caamp.0303s0485, Caamp.0214s0803	Sp3g00910
OG0013254	Caamp.0303s0488, Caamp.0214s0804	Sp3g00880
OG0013255	Caamp.0303s0491, Caamp.0214s0808	Sp3g00830
OG0013256	Caamp.0214s0826, Caamp.0303s0507	Sp3g00630
OG0013257	Caamp.0214s0831, Caamp.0303s0513	Sp3g00590
OG0013258	Caamp.0303s0514, Caamp.0214s0832	Sp3g00580
OG0013259	Caamp.0303s0516, Caamp.0214s0835	Sp3g00560
OG0013260	Caamp.0214s0837, Caamp.0303s0517	Sp3g00540
OG0013261	Caamp.0303s0523, Caamp.0214s0841	Sp3g00480
OG0013262	Caamp.0303s0533, Caamp.0214s0847	Sp3g00380
OG0013263	Caamp.0214s0850, Caamp.0303s0537	Sp3g00340
OG0013264	Caamp.0303s0538, Caamp.0214s0851	Sp3g00330
OG0013265	Caamp.0303s0542, Caamp.0214s0857	Sp3g00270
OG0013266	Caamp.0214s0864	Sp3g00210
OG0013267	Caamp.0022s0001, Caamp.0097s0475	Sp7g13860
OG0013268	Caamp.0095s0002, Caamp.0022s0006	Sp7g13800
OG0013269	Caamp.0022s0008, Caamp.0097s0479	Sp7g13780
OG0013270	Caamp.0097s0480, Caamp.0022s0009	Sp7g13770
OG0013271	Caamp.0097s0482, Caamp.0022s0011	Sp7g13750
OG0013272	Caamp.0022s0012, Caamp.0097s0484	Sp7g13740
OG0013273	Caamp.0097s0488, Caamp.0022s0015	Sp7g13700
OG0013274	Caamp.0022s0018, Caamp.0097s0490	Sp7g13670
OG0013275	Caamp.0022s0022, Caamp.0097s0493	Sp7g13620
OG0013276	Caamp.0022s0029, Caamp.0097s0499	SpUn0325_0010
OG0013277	Caamp.0022s0038, Caamp.0097s0509	Sp7g13450
OG0013278	Caamp.0022s0044	Sp7g13400
OG0013279	Caamp.0097s0518, Caamp.0022s0048	Sp7g13360
OG0013280	Caamp.0097s0522, Caamp.0022s0053	Sp7g13320
OG0013281	Caamp.0022s0060, Caamp.0022s0059, Caamp.0097s0526	Sp7g13213
OG0013282	Caamp.0022s0068, Caamp.0097s0532	Sp7g13140
OG0013283	Caamp.0022s0069, Caamp.0097s0535	Sp7g13100
OG0013284	Caamp.0097s0536, Caamp.0022s0070	Sp7g13090
OG0013285	Caamp.0022s0072, Caamp.0097s0537	Sp7g13080
OG0013286	Caamp.0022s0086, Caamp.0097s0552	Sp7g12970
OG0013287	Caamp.0097s0554, Caamp.0022s0088	Sp7g12950
OG0013288	Caamp.0022s0092, Caamp.0097s0561	Sp7g12890
OG0013289	Caamp.0097s0566, Caamp.0022s0095	Sp7g12860
OG0013290	Caamp.0022s0107, Caamp.0097s0580	Sp7g12760
OG0013291	Caamp.0022s0108, Caamp.0097s0581	Sp7g12750
OG0013292	Caamp.0022s0129, Caamp.0097s0604	Sp7g12490
OG0013293	Caamp.0097s0607, Caamp.0022s0132	Sp7g12460
OG0013294	Caamp.0097s0615, Caamp.0022s0145	Sp7g12370
OG0013295	Caamp.0022s0154, Caamp.0097s0646	Sp7g12310
OG0013296	Caamp.0097s0637, Caamp.0022s0159	Sp7g12280
OG0013297	Caamp.0022s0168, Caamp.0097s0622	Sp7g12070
OG0013298	Caamp.0022s0179, Caamp.0097s0662	Sp7g12000
OG0013299	Caamp.0022s0183, Caamp.0097s0667	Sp7g11950
OG0013300	Caamp.0022s0187, Caamp.0097s0642	Sp7g11890
OG0013301	Caamp.0022s0189, Caamp.0097s0674	Sp7g11860
OG0013302	Caamp.0022s0197, Caamp.0097s0680	Sp7g11800
OG0013303	Caamp.0022s0198, Caamp.0097s0681	Sp7g11790
OG0013304	Caamp.0097s0683, Caamp.0022s0199	Sp7g11770
OG0013305	Caamp.0022s0208, Caamp.0097s0693	Sp7g11680
OG0013307	Caamp.0061s0008, Caamp.0022s0220	Sp7g11510
OG0013308	Caamp.0061s0022, Caamp.0022s0221	Sp7g11500
OG0013309	Caamp.0022s0224, Caamp.0061s0026	Sp7g11350
OG0013310	Caamp.0078s0988, Caamp.0023s0003	Sp3g09840
OG0013311	Caamp.0078s0999, Caamp.0023s0014	Sp3g09950
OG0013312	Caamp.0078s1002, Caamp.0023s0017	Sp3g09980
OG0013313	Caamp.0023s0019, Caamp.0078s1004	Sp3g10000
OG0013314	Caamp.0078s1005, Caamp.0023s0020	Sp3g10010
OG0013315	Caamp.0023s0028, Caamp.0078s1013	Sp3g10100
OG0013316	Caamp.0023s0033, Caamp.0078s1019	Sp3g10170
OG0013317	Caamp.0023s0034, Caamp.0078s1020	Sp3g10180
OG0013318	Caamp.0078s1021, Caamp.0023s0035	Sp3g10190
OG0013319	Caamp.0023s0036, Caamp.0078s1022	Sp3g10200
OG0013320	Caamp.0023s0046, Caamp.0078s1035	Sp3g10310
OG0013321	Caamp.0023s0048, Caamp.0078s1037	Sp3g10330
OG0013322	Caamp.0078s1040, Caamp.0023s0051	Sp3g10360
OG0013323	Caamp.0023s0053, Caamp.0078s1042	Sp3g10370
OG0013324	Caamp.0078s1044, Caamp.0023s0055	Sp3g10390
OG0013325	Caamp.0023s0056, Caamp.0078s1045	Sp3g10400
OG0013326	Caamp.0078s1048, Caamp.0023s0059	Sp3g10430
OG0013327	Caamp.0078s1116, Caamp.0023s0064	Sp3g10480
OG0013328	Caamp.0078s1108, Caamp.0023s0071	Sp3g10550
OG0013329	Caamp.0078s1107, Caamp.0023s0072	Sp3g10560
OG0013330	Caamp.0078s1106, Caamp.0023s0073	Sp3g10570
OG0013331	Caamp.0095s0589, Caamp.0023s0079	Sp5g05760
OG0013332	Caamp.0023s0080, Caamp.0095s0588	Sp5g05750
OG0013333	Caamp.0023s0083, Caamp.0095s0585	Sp5g05720
OG0013334	Caamp.0023s0084, Caamp.0095s0584	Sp5g05710
OG0013335	Caamp.0095s0580, Caamp.0023s0090	Sp5g05670
OG0013336	Caamp.0095s0579, Caamp.0023s0091	Sp5g05660
OG0013337	Caamp.0023s0092, Caamp.0095s0578	Sp5g05650
OG0013338	Caamp.0023s0093, Caamp.0095s0577	Sp5g05640
OG0013339	Caamp.0095s0569, Caamp.0023s0095	Sp5g05550
OG0013340	Caamp.0023s0096, Caamp.0095s0568	Sp5g05540
OG0013341	Caamp.0023s0097, Caamp.0095s0567	Sp5g05530
OG0013342	Caamp.0095s0566, Caamp.0023s0098	Sp5g05520
OG0013343	Caamp.0095s0564, Caamp.0023s0101	Sp5g05500
OG0013344	Caamp.0095s0562, Caamp.0023s0103	Sp5g05480
OG0013345	Caamp.0023s0106, Caamp.0095s0559	Sp5g05450
OG0013346	Caamp.0095s0557, Caamp.0023s0108	Sp5g05430
OG0013347	Caamp.0095s0552, Caamp.0023s0112	Sp5g05390
OG0013348	Caamp.0095s0549, Caamp.0023s0113	Sp5g05380
OG0013349	Caamp.0095s0528, Caamp.0023s0140	Sp5g05120
OG0013350	Caamp.0023s0142, Caamp.0095s0526	Sp5g05100
OG0013351	Caamp.0023s0143, Caamp.0095s0525	Sp5g05090
OG0013352	Caamp.0095s0522, Caamp.0023s0145	Sp5g05050
OG0013353	Caamp.0023s0147, Caamp.0095s0520	Sp5g05030
OG0013354	Caamp.0023s0148, Caamp.0095s0519	Sp5g05020
OG0013355	Caamp.0023s0150, Caamp.0095s0517	Sp5g05000
OG0013356	Caamp.0095s0516, Caamp.0023s0151	Sp5g04990
OG0013357	Caamp.0023s0155, Caamp.0095s0511	Sp5g04950
OG0013358	Caamp.0095s0507, Caamp.0023s0162	Sp5g04890
OG0013359	Caamp.0095s0506, Caamp.0023s0163	Sp5g04880
OG0013360	Caamp.0095s0498, Caamp.0023s0172	Sp5g04800
OG0013361	Caamp.0023s0173, Caamp.0095s0497	Sp5g04790
OG0013362	Caamp.0023s0177, Caamp.0095s0494	Sp5g04750
OG0013363	Caamp.0095s0493, Caamp.0023s0178	Sp5g04740
OG0013364	Caamp.0095s0490, Caamp.0023s0181	Sp5g04710
OG0013365	Caamp.0023s0184, Caamp.0095s0486	Sp5g04670
OG0013366	Caamp.0023s0190, Caamp.0095s0481	Sp5g04620
OG0013367	Caamp.0023s0191, Caamp.0095s0480	Sp5g04610
OG0013368	Caamp.0095s0462, Caamp.0023s0206	Sp5g04420
OG0013369	Caamp.0023s0210, Caamp.0095s0458	Sp5g04380
OG0013370	Caamp.0023s0213	Sp5g04350
OG0013371	Caamp.0095s0454, Caamp.0023s0214	Sp5g04340
OG0013372	Caamp.0095s0442	Sp5g04230
OG0013372	Caamp.0023s0223	Sp1g02140, Sp5g04240
OG0013373	Caamp.0023s0225, Caamp.0095s0441	Sp5g04220
OG0013374	Caamp.0095s0437, Caamp.0023s0229	Sp5g04180
OG0013375	Caamp.0095s0435, Caamp.0023s0231	Sp5g04160
OG0013376	Caamp.0023s0242, Caamp.0095s0427	Sp5g04050
OG0013377	Caamp.0095s0426, Caamp.0023s0243	Sp5g04040
OG0013378	Caamp.0095s0425, Caamp.0023s0244	Sp5g04030
OG0013379	Caamp.0095s0423, Caamp.0023s0246	Sp5g04010
OG0013380	Caamp.0023s0260, Caamp.0095s0409	Sp5g03870
OG0013382	Caamp.0095s0406, Caamp.0023s0264	Sp5g03850
OG0013383	Caamp.0023s0265, Caamp.0095s0403	Sp5g03820
OG0013384	Caamp.0095s0402, Caamp.0023s0266	Sp5g03800
OG0013385	Caamp.0023s0271, Caamp.0095s0394	Sp5g03750
OG0013386	Caamp.0023s0274, Caamp.0095s0391	Sp5g03720
OG0013387	Caamp.0095s0389, Caamp.0023s0276	Sp5g03700
OG0013388	Caamp.0023s0277, Caamp.0095s0388	Sp5g03690
OG0013389	Caamp.0023s0279, Caamp.0095s0386	Sp5g03670
OG0013390	Caamp.0095s0383, Caamp.0023s0283	Sp5g03640
OG0013391	Caamp.0023s0288, Caamp.0095s0378	Sp5g03580
OG0013392	Caamp.0023s0296, Caamp.0095s0369	Sp5g03510
OG0013393	Caamp.0095s0368, Caamp.0023s0297	Sp5g03500
OG0013394	Caamp.0023s0313, Caamp.0095s0353	Sp5g03270
OG0013395	Caamp.0023s0316, Caamp.0095s0351	Sp5g03260
OG0013396	Caamp.0095s0347, Caamp.0023s0320	Sp5g03220
OG0013397	Caamp.0023s0322, Caamp.0095s0345	Sp5g03200
OG0013398	Caamp.0095s0342, Caamp.0023s0327	Sp5g03150
OG0013399	Caamp.0023s0334, Caamp.0095s0337	Sp5g03080
OG0013400	Caamp.0095s0336, Caamp.0023s0335	Sp5g03070
OG0013401	Caamp.0023s0337	Sp5g03050
OG0013402	Caamp.0023s0341, Caamp.0095s0333	Sp5g03010
OG0013403	Caamp.0023s0342, Caamp.0095s0332	Sp5g03000
OG0013404	Caamp.0023s0347, Caamp.0095s0327	Sp5g02950
OG0013405	Caamp.0023s0353, Caamp.0095s0321	Sp5g02890
OG0013406	Caamp.0095s0317, Caamp.0023s0357	SpUn0080_0020, Sp5g02840
OG0013407	Caamp.0023s0359, Caamp.0095s0309	Sp5g02820
OG0013408	Caamp.0095s0308, Caamp.0023s0360	Sp5g02810
OG0013409	Caamp.0023s0362	Sp5g02790, Sp5g14680
OG0013410	Caamp.0095s0307, Caamp.0023s0363	Sp5g02780
OG0013411	Caamp.0023s0369, Caamp.0095s0301	Sp5g02710
OG0013412	Caamp.0023s0380, Caamp.0065s0007	Sp5g02620
OG0013413	Caamp.0065s0008, Caamp.0023s0381	Sp5g02610
OG0013414	Caamp.0065s0010, Caamp.0023s0383	Sp5g02580
OG0013415	Caamp.0065s0020, Caamp.0023s0397	Sp5g02440
OG0013416	Caamp.0023s0399, Caamp.0065s0022	Sp5g02420
OG0013417	Caamp.0065s0033, Caamp.0023s0411	Sp5g02310
OG0013418	Caamp.0023s0412, Caamp.0065s0034	Sp5g02300
OG0013419	Caamp.0023s0414, Caamp.0065s0036	Sp5g02280
OG0013420	Caamp.0065s0041, Caamp.0023s0419	Sp5g02230
OG0013421	Caamp.0065s0042, Caamp.0023s0420	Sp5g02220
OG0013422	Caamp.0065s0043, Caamp.0023s0421	Sp5g02210
OG0013423	Caamp.0023s0432, Caamp.0065s0050	Sp5g02150
OG0013424	Caamp.0065s0058, Caamp.0023s0442	Sp5g02060
OG0013425	Caamp.0065s0059, Caamp.0023s0445	Sp5g02040
OG0013426	Caamp.0023s0448, Caamp.0065s0062	Sp5g02000, Sp5g02010
OG0013427	Caamp.0023s0449, Caamp.0065s0063	Sp5g01990
OG0013428	Caamp.0023s0452, Caamp.0065s0066	Sp5g01960
OG0013429	Caamp.0023s0455, Caamp.0065s0069	Sp5g01930
OG0013430	Caamp.0023s0460, Caamp.0065s0075	Sp5g01870
OG0013431	Caamp.0023s0470, Caamp.0065s0082	Sp5g01800
OG0013432	Caamp.0023s0475, Caamp.0065s0088	Sp5g01740
OG0013433	Caamp.0023s0477, Caamp.0065s0091	Sp5g01710
OG0013434	Caamp.0065s0098, Caamp.0023s0481	Sp5g01640
OG0013435	Caamp.0065s0099, Caamp.0023s0482	Sp5g01630
OG0013436	Caamp.0065s0100, Caamp.0023s0483	Sp5g01620
OG0013437	Caamp.0023s0485, Caamp.0065s0103	Sp5g01590
OG0013438	Caamp.0023s0487, Caamp.0065s0104	Sp5g01570
OG0013439	Caamp.0065s0108, Caamp.0023s0492	Sp5g01520
OG0013440	Caamp.0023s0498, Caamp.0065s0115	Sp5g01460
OG0013441	Caamp.0023s0499, Caamp.0065s0116	Sp5g01450
OG0013442	Caamp.0023s0500, Caamp.0065s0117	Sp5g01440
OG0013443	Caamp.0065s0123, Caamp.0023s0508	Sp5g01360
OG0013444	Caamp.0023s0509	Sp5g01350
OG0013445	Caamp.0023s0510, Caamp.0065s0124	Sp5g01340
OG0013446	Caamp.0065s0125, Caamp.0023s0512	Sp5g01330
OG0013447	Caamp.0008s0033, Caamp.0023s0514	Sp5g01300
OG0013448	Caamp.0023s0515, Caamp.0008s0032	Sp5g01290
OG0013449	Caamp.0065s0130, Caamp.0023s0518	Sp5g01260
OG0013450	Caamp.0023s0521, Caamp.0065s0133	Sp5g01240
OG0013451	Caamp.0023s0522, Caamp.0065s0134	Sp5g01230
OG0013452	Caamp.0065s0137, Caamp.0023s0524	Sp5g01210
OG0013453	Caamp.0023s0527	Sp5g01180
OG0013454	Caamp.0065s0142, Caamp.0023s0532	Sp5g01120
OG0013455	Caamp.0065s0146, Caamp.0023s0536	Sp5g01090
OG0013456	Caamp.0023s0542, Caamp.0065s0150	Sp5g01030
OG0013457	Caamp.0065s0154, Caamp.0023s0544	Sp5g01000
OG0013458	Caamp.0065s0155, Caamp.0023s0545	Sp5g00990
