Orthogroup	S_diversifolius	S_parvula
OG0012146	Sdiv_ptg000005l_1524-R	Sp7g29790
OG0012147	Sdiv_ptg000005l_1520-R	Sp7g29750
OG0012148	Sdiv_ptg000005l_1517-R	Sp7g29710
OG0012149	Sdiv_ptg000004l_1803-R	Sp7g29640
OG0012150	Sdiv_ptg000004l_1801-R	Sp7g29630
OG0012151	Sdiv_ptg000004l_1800-R	Sp7g29620
OG0012152	Sdiv_ptg000004l_1799-R	Sp7g29600
OG0012153	Sdiv_ptg000004l_1796-R	Sp7g29560
OG0012154	Sdiv_ptg000005l_1507-R	Sp7g29530
OG0012155	Sdiv_ptg000005l_1505-R	Sp7g29520
OG0012156	Sdiv_ptg000004l_1789-R	Sp7g29430
OG0012157	Sdiv_ptg000004l_1785-R, Sdiv_ptg000005l_1496-R	Sp7g29380
OG0012158	Sdiv_ptg000005l_1494-R	Sp7g29360
OG0012160	Sdiv_ptg000009l_0307-R, Sdiv_ptg000010l_2624-R	Sp6g37260
OG0012163	Sdiv_ptg000009l_0109-R, Sdiv_ptg000010l_2793-R	Sp6g39700
OG0012164	Sdiv_ptg000007l_0338-R	Sp2g05470
OG0012165	Sdiv_ptg000012l_2003-R	Sp2g05480
OG0012166	Sdiv_ptg000012l_1996-R	Sp2g05650
OG0012167	Sdiv_ptg000007l_0344-R	Sp2g05670
OG0012168	Sdiv_ptg000012l_1993-R	Sp2g05740
OG0012169	Sdiv_ptg000012l_1992-R	Sp2g05760
OG0012170	Sdiv_ptg000012l_1991-R	Sp2g05780
OG0012171	Sdiv_ptg000012l_1981-R	Sp2g05970, Sp1g28800
OG0012172	Sdiv_ptg000007l_0358-R	Sp2g06000
OG0012173	Sdiv_ptg000007l_0361-R	Sp2g06020
OG0012174	Sdiv_ptg000012l_1976-R	Sp2g06100
OG0012175	Sdiv_ptg000007l_0366-R	Sp2g06160
OG0012176	Sdiv_ptg000007l_0369-R	Sp2g06210
OG0012177	Sdiv_ptg000012l_1960-R	Sp2g06300
OG0012178	Sdiv_ptg000012l_1958-R	Sp2g06370
OG0012179	Sdiv_ptg000012l_1957-R	Sp2g06420
OG0012180	Sdiv_ptg000012l_1954-R	Sp2g06480
OG0012181	Sdiv_ptg000007l_0376-R, Sdiv_ptg000012l_1953-R	Sp2g06490
OG0012182	Sdiv_ptg000012l_1946-R	Sp2g06650
OG0012183	Sdiv_ptg000007l_0387-R	Sp2g06680
OG0012184	Sdiv_ptg000012l_1945-R	Sp2g06720
OG0012185	Sdiv_ptg000007l_0392-R	SpUn0004_0240
OG0012186	Sdiv_ptg000012l_1925-R	SpUn0002_0640
OG0012187	Sdiv_ptg000012l_1923-R	SpUn0002_0620
OG0012188	Sdiv_ptg000012l_1920-R	SpUn0002_0540
OG0012189	Sdiv_ptg000012l_1919-R	SpUn0002_0470
OG0012190	Sdiv_ptg000007l_0414-R	SpUn0002_0320
OG0012191	Sdiv_ptg000012l_1805-R	SpUn0001_0200
OG0012192	Sdiv_ptg000012l_1807-R	SpUn0001_0400
OG0012193	Sdiv_ptg000012l_1813-R	SpUn0001_0730
OG0012194	Sdiv_ptg000007l_0487-R	SpUn0001_0760
OG0012195	Sdiv_ptg000007l_0489-R	SpUn0001_0780
OG0012200	Sdiv_ptg000113l_0014-R, Sdiv_ptg000089l_0026-R, Sdiv_ptg000089l_0046-R	Sp3g25910
OG0012204	Sdiv_ptg000001l_0469-R	Sp3g25380
OG0012205	Sdiv_ptg000004l_0398-R	Sp7g08930
OG0012206	Sdiv_ptg000004l_0397-R	Sp7g08980
OG0012207	Sdiv_ptg000005l_0115-R	Sp7g09150
OG0012208	Sdiv_ptg000004l_0364-R	Sp7g07270
OG0012209	Sdiv_ptg000005l_0092-R	Sp7g07330
OG0012210	Sdiv_ptg000005l_0093-R	Sp7g07340
OG0012211	Sdiv_ptg000004l_0368-R	Sp7g07370
OG0012212	Sdiv_ptg000005l_0096-R	Sp7g07410
OG0012213	Sdiv_ptg000005l_0098-R	Sp7g07500
OG0012214	Sdiv_ptg000010l_1361-R	Sp6g10710
OG0012215	Sdiv_ptg000004l_0402-R	Sp7g09530
OG0012216	Sdiv_ptg000004l_0404-R	Sp7g09540
OG0012217	Sdiv_ptg000005l_0137-R	Sp7g09690
OG0012218	Sdiv_ptg000005l_0140-R	Sp7g09800
OG0012219	Sdiv_ptg000005l_0145-R	Sp7g10090
OG0012220	Sdiv_ptg000007l_1003-R	Sp2g14400
OG0012221	Sdiv_ptg000007l_1010-R	Sp2g14460
OG0012222	Sdiv_ptg000012l_1223-R	Sp2g14470
OG0012223	Sdiv_ptg000007l_1015-R	Sp2g14530
OG0012224	Sdiv_ptg000012l_1213-R	Sp2g14610
OG0012225	Sdiv_ptg000007l_1019-R	Sp2g14620
OG0012226	Sdiv_ptg000007l_1022-R	Sp2g14660
OG0012227	Sdiv_ptg000012l_1209-R	Sp2g14670
OG0012228	Sdiv_ptg000012l_1203-R	Sp2g14800
OG0012229	Sdiv_ptg000012l_1202-R	Sp2g14810
OG0012230	Sdiv_ptg000007l_1033-R	Sp2g14870
OG0012231	Sdiv_ptg000012l_1198-R	Sp2g14880
OG0012232	Sdiv_ptg000012l_1196-R	Sp2g14900
OG0012233	Sdiv_ptg000012l_1193-R	Sp2g14940
OG0012234	Sdiv_ptg000012l_1192-R	Sp2g14950
OG0012235	Sdiv_ptg000007l_1038-R	Sp2g14960
OG0012237	Sdiv_ptg000012l_1031-R, Sdiv_ptg000007l_1185-R	Sp2g17020
OG0012238	Sdiv_ptg000012l_1018-R, Sdiv_ptg000007l_1200-R	Sp2g17200
OG0012239	Sdiv_ptg000007l_1378-R, Sdiv_ptg000012l_0837-R	Sp2g19700
OG0012240	Sdiv_ptg000007l_1546-R	Sp2g22100
OG0012241	Sdiv_ptg000007l_1588-R	Sp2g22730, SpUn0007_0020
OG0012242	Sdiv_ptg000007l_1597-R	Sp2g22810
OG0012243	Sdiv_ptg000007l_1609-R	Sp2g23000
OG0012244	Sdiv_ptg000007l_1721-R	Sp2g30700
OG0012245	Sdiv_ptg000012l_0451-R, Sdiv_ptg000007l_1743-R	Sp2g24780
OG0012246	Sdiv_ptg000005l_0070-R	Sp7g06800
OG0012247	Sdiv_ptg000004l_0335-R	Sp7g06790
OG0012250	Sdiv_ptg000005l_0063-R	Sp7g06570
OG0012251	Sdiv_ptg000005l_0060-R, Sdiv_ptg000004l_0323-R	Sp7g06500
OG0012252	Sdiv_ptg000005l_0057-R	Sp7g06340
OG0012253	Sdiv_ptg000004l_0313-R	Sp7g06110
OG0012255	Sdiv_ptg000008l_0613-R	Sp4g11910
OG0012256	Sdiv_ptg000022l_0642-R	Sp4g11880
OG0012257	Sdiv_ptg000008l_0609-R	Sp4g11870
OG0012258	Sdiv_ptg000008l_0607-R	Sp4g11840
OG0012260	Sdiv_ptg000022l_0586-R	Sp4g11040
OG0012261	Sdiv_ptg000001l_0523-R	Sp3g23440
OG0012262	Sdiv_ptg000013l_0487-R	Sp3g23480
OG0012263	Sdiv_ptg000001l_0521-R	Sp3g23500
OG0012265	Sdiv_ptg000001l_0510-R	Sp3g23770
OG0012266	Sdiv_ptg000001l_0506-R	Sp3g24080
OG0012267	Sdiv_ptg000005l_0409-R	Sp7g14950
OG0012268	Sdiv_ptg000005l_0411-R	Sp7g14970
OG0012269	Sdiv_ptg000005l_0413-R	Sp7g14990
OG0012270	Sdiv_ptg000005l_0415-R	Sp7g15010
OG0012273	Sdiv_ptg000022l_0886-R	Sp1g40730, Sp4g13780
OG0012274	Sdiv_ptg000022l_0932-R	Sp4g13260, Sp4g13270
OG0012276	Sdiv_ptg000022l_0424-R	Sp4g07280
OG0012277	Sdiv_ptg000007l_0468-R	Sp7g08460
OG0012278	Sdiv_ptg000007l_0457-R	Sp7g08220
OG0012279	Sdiv_ptg000014l_0597-R	Sp1g10970
OG0012280	Sdiv_ptg000007l_0456-R	Sp7g08160
OG0012281	Sdiv_ptg000007l_0452-R	Sp7g07940
OG0012282	Sdiv_ptg000007l_0450-R	Sp7g07890
OG0012283	Sdiv_ptg000007l_0449-R	Sp7g07880
OG0012284	Sdiv_ptg000012l_1834-R	Sp7g07860
OG0012285	Sdiv_ptg000007l_0314-R	Sp2g05160
OG0012286	Sdiv_ptg000007l_0310-R	Sp2g05040
OG0012287	Sdiv_ptg000012l_2051-R	Sp2g05010
OG0012288	Sdiv_ptg000007l_0306-R	Sp2g04980
OG0012289	Sdiv_ptg000012l_2055-R	Sp2g04920
OG0012290	Sdiv_ptg000012l_2058-R	Sp2g04860
OG0012291	Sdiv_ptg000012l_2059-R	Sp2g04840
OG0012292	Sdiv_ptg000007l_0295-R	Sp2g04810
OG0012293	Sdiv_ptg000007l_0291-R	Sp2g04790
OG0012294	Sdiv_ptg000007l_0290-R	Sp2g04780
OG0012295	Sdiv_ptg000007l_2094-R	Sp2g30060
OG0012296	Sdiv_ptg000012l_2078-R	Sp2g04670
OG0012297	Sdiv_ptg000007l_0276-R	Sp2g04550
OG0012298	Sdiv_ptg000012l_2091-R	Sp2g04480
OG0012299	Sdiv_ptg000012l_2098-R	Sp2g04420
OG0012300	Sdiv_ptg000007l_0264-R	Sp2g04400
OG0012301	Sdiv_ptg000012l_2101-R	Sp2g04330
OG0012302	Sdiv_ptg000007l_0262-R	Sp2g04320
OG0012303	Sdiv_ptg000007l_0259-R, Sdiv_ptg000012l_2103-R	Sp2g04270
OG0012304	Sdiv_ptg000012l_2138-R	Sp2g03500
OG0012305	Sdiv_ptg000007l_0216-R	Sp2g03510
OG0012306	Sdiv_ptg000012l_2137-R	Sp2g03520
OG0012307	Sdiv_ptg000012l_2136-R	Sp2g03530
OG0012308	Sdiv_ptg000007l_0218-R	Sp2g03600
OG0012309	Sdiv_ptg000007l_0220-R	Sp2g03620
OG0012310	Sdiv_ptg000012l_2123-R	Sp2g03910
OG0012311	Sdiv_ptg000012l_2122-R	Sp2g03940
OG0012312	Sdiv_ptg000007l_0239-R	Sp2g04050
OG0012313	Sdiv_ptg000012l_2117-R	Sp2g04070
OG0012314	Sdiv_ptg000007l_0212-R	Sp2g03440
OG0012315	Sdiv_ptg000012l_2149-R	Sp2g03420
OG0012316	Sdiv_ptg000012l_2151-R	Sp2g03360, Sp2g03350
OG0012319	Sdiv_ptg000012l_2155-R	Sp2g03300
OG0012321	Sdiv_ptg000012l_2158-R	Sp2g03240
OG0012322	Sdiv_ptg000007l_0192-R	Sp2g02990
OG0012323	Sdiv_ptg000012l_2171-R	Sp2g02980
OG0012324	Sdiv_ptg000012l_2174-R	Sp2g02920
OG0012325	Sdiv_ptg000007l_0178-R	Sp2g02770
OG0012326	Sdiv_ptg000012l_2187-R	Sp2g02760
OG0012327	Sdiv_ptg000007l_0176-R	Sp2g02740
OG0012328	Sdiv_ptg000007l_0168-R	Sp2g02620
OG0012330	Sdiv_ptg000012l_2208-R	Sp2g02490
OG0012331	Sdiv_ptg000007l_0150-R	Sp2g02330
OG0012332	Sdiv_ptg000012l_2214-R	Sp2g02320
OG0012333	Sdiv_ptg000007l_0146-R, Sdiv_ptg000012l_2219-R	Sp2g02260
OG0012334	Sdiv_ptg000012l_2226-R	Sp2g02150
OG0012335	Sdiv_ptg000007l_0134-R	Sp2g02080
OG0012336	Sdiv_ptg000007l_0132-R	Sp2g02070
OG0012337	Sdiv_ptg000012l_2230-R	Sp2g02060
OG0012338	Sdiv_ptg000012l_2238-R	Sp2g01960
OG0012339	Sdiv_ptg000007l_0124-R	Sp2g01930
OG0012340	Sdiv_ptg000012l_2245-R	Sp2g01860
OG0012341	Sdiv_ptg000012l_2246-R	Sp2g01790
OG0012342	Sdiv_ptg000007l_0109-R	Sp2g01660
OG0012343	Sdiv_ptg000012l_2255-R	Sp2g01630
OG0012344	Sdiv_ptg000007l_0106-R	Sp2g01610
OG0012345	Sdiv_ptg000007l_0105-R	Sp2g01590
OG0012346	Sdiv_ptg000007l_0101-R	Sp2g01520
OG0012347	Sdiv_ptg000007l_0098-R	Sp2g01480
OG0012348	Sdiv_ptg000007l_0095-R	Sp2g01460
OG0012349	Sdiv_ptg000007l_0093-R	Sp2g01410
OG0012350	Sdiv_ptg000007l_0088-R	Sp2g01260
OG0012351	Sdiv_ptg000015l_1318-R	Sp2g01250
OG0012352	Sdiv_ptg000007l_0087-R	Sp2g01240
OG0012353	Sdiv_ptg000012l_2277-R	Sp2g01130
OG0012354	Sdiv_ptg000012l_2278-R	Sp2g01100
OG0012355	Sdiv_ptg000008l_0860-R	Sp4g15020
OG0012356	Sdiv_ptg000015l_1046-R	Sp5g21210
OG0012357	Sdiv_ptg000015l_1047-R	Sp5g21190
OG0012358	Sdiv_ptg000002l_1067-R, Sdiv_ptg000015l_1049-R	Sp5g21120
OG0012359	Sdiv_ptg000002l_1066-R	Sp5g21090
OG0012360	Sdiv_ptg000002l_1065-R	Sp5g21080
OG0012361	Sdiv_ptg000002l_1058-R	Sp5g21020
OG0012362	Sdiv_ptg000002l_1057-R	Sp5g21000
OG0012363	Sdiv_ptg000002l_1054-R	Sp5g20950
OG0012365	Sdiv_ptg000002l_1044-R	Sp5g20630
OG0012366	Sdiv_ptg000002l_1043-R	Sp5g20610
OG0012367	Sdiv_ptg000015l_1078-R	Sp5g20520
OG0012368	Sdiv_ptg000015l_1079-R	Sp5g20510
OG0012369	Sdiv_ptg000015l_1084-R	Sp5g20460
OG0012370	Sdiv_ptg000002l_1035-R, Sdiv_ptg000015l_1086-R	Sp5g20450
OG0012371	Sdiv_ptg000015l_1093-R	Sp5g20230
OG0012372	Sdiv_ptg000015l_1096-R	Sp5g20190
OG0012373	Sdiv_ptg000002l_1026-R	Sp5g20150
OG0012374	Sdiv_ptg000002l_1024-R	Sp5g20120
OG0012375	Sdiv_ptg000015l_1103-R	Sp5g19990
OG0012376	Sdiv_ptg000015l_1107-R	Sp5g19940
OG0012377	Sdiv_ptg000015l_1108-R	Sp5g19930
OG0012378	Sdiv_ptg000015l_1111-R	Sp5g19910
OG0012380	Sdiv_ptg000015l_1130-R	Sp5g19570
OG0012381	Sdiv_ptg000015l_1131-R	Sp5g19410
OG0012382	Sdiv_ptg000002l_1011-R	Sp5g19380
OG0012383	Sdiv_ptg000002l_1015-R	Sp5g19260
OG0012384	Sdiv_ptg000022l_0457-R	Sp4g09230
OG0012385	Sdiv_ptg000008l_0421-R	Sp4g09290
OG0012386	Sdiv_ptg000022l_0445-R	Sp4g09520
OG0012387	Sdiv_ptg000008l_0434-R	Sp4g08770
OG0012388	Sdiv_ptg000008l_0435-R	Sp4g08760
OG0012389	Sdiv_ptg000008l_0436-R	Sp4g08750
OG0012390	Sdiv_ptg000008l_0437-R	Sp4g08740
OG0012391	Sdiv_ptg000008l_0443-R, Sdiv_ptg000022l_0469-R	Sp4g08720
OG0012392	Sdiv_ptg000022l_0472-R	Sp4g08680
OG0012393	Sdiv_ptg000008l_0445-R	Sp4g08660
OG0012394	Sdiv_ptg000004l_0395-R	Sp7g09050
OG0012395	Sdiv_ptg000004l_0396-R	Sp7g09040
OG0012396	Sdiv_ptg000022l_1816-R	Sp4g27010
OG0012397	Sdiv_ptg000022l_1829-R	Sp7g08210
OG0012398	Sdiv_ptg000018l_0192-R, Sdiv_ptg000022l_1847-R	Sp4g27410
OG0012399	Sdiv_ptg000022l_1900-R	Sp5g01900, Sp4g28140
OG0012400	Sdiv_ptg000022l_1988-R	Sp4g29220
OG0012401	Sdiv_ptg000018l_0048-R, Sdiv_ptg000022l_2002-R	Sp4g29390
OG0012402	Sdiv_ptg000001l_2310-R	Sp3g00020
OG0012403	Sdiv_ptg000001l_2308-R	Sp3g00040
OG0012404	Sdiv_ptg000013l_2192-R	Sp3g00050
OG0012405	Sdiv_ptg000001l_2305-R	Sp3g00070
OG0012406	Sdiv_ptg000013l_2189-R	Sp3g00080
OG0012407	Sdiv_ptg000001l_2302-R	Sp3g00120
OG0012408	Sdiv_ptg000001l_2300-R, Sdiv_ptg000013l_2184-R	Sp3g00140
OG0012409	Sdiv_ptg000001l_2293-R	Sp3g00220
OG0012410	Sdiv_ptg000001l_2292-R	Sp3g00240
OG0012411	Sdiv_ptg000001l_2291-R	Sp3g00250
OG0012412	Sdiv_ptg000003l_2446-R	Sp1g07080
OG0012413	Sdiv_ptg000003l_2441-R	Sp1g07150
OG0012414	Sdiv_ptg000003l_2440-R	Sp1g07160
OG0012415	Sdiv_ptg000003l_2438-R	Sp1g07180
OG0012416	Sdiv_ptg000003l_2436-R	Sp1g07200
OG0012417	Sdiv_ptg000003l_2435-R	Sp1g07210
OG0012418	Sdiv_ptg000003l_2434-R	Sp1g07220
OG0012419	Sdiv_ptg000014l_0511-R	Sp1g07290
OG0012420	Sdiv_ptg000014l_0512-R	Sp1g07300
OG0012421	Sdiv_ptg000003l_2424-R	Sp1g07350
OG0012422	Sdiv_ptg000003l_2418-R	Sp1g07390
OG0012423	Sdiv_ptg000014l_0523-R	Sp1g07420
OG0012424	Sdiv_ptg000014l_0525-R	Sp1g07440
OG0012425	Sdiv_ptg000003l_2410-R	Sp1g07470
OG0012426	Sdiv_ptg000014l_0534-R	Sp1g07500
OG0012427	Sdiv_ptg000014l_0540-R	Sp1g07560
OG0012428	Sdiv_ptg000014l_0541-R	Sp1g07570
OG0012429	Sdiv_ptg000014l_0544-R	Sp1g07590
OG0012430	Sdiv_ptg000014l_0545-R	Sp1g07600
OG0012431	Sdiv_ptg000003l_2394-R	Sp1g07720
OG0012432	Sdiv_ptg000003l_2393-R	Sp1g07730
OG0012433	Sdiv_ptg000003l_2392-R	Sp1g07750
OG0012434	Sdiv_ptg000003l_2388-R	Sp1g07830
OG0012435	Sdiv_ptg000003l_2387-R	Sp1g07840
OG0012436	Sdiv_ptg000003l_2386-R	Sp1g07870
OG0012437	Sdiv_ptg000003l_2383-R	Sp1g07890
OG0012438	Sdiv_ptg000003l_2382-R	Sp1g07900
OG0012439	Sdiv_ptg000003l_2379-R	Sp1g07930
OG0012440	Sdiv_ptg000003l_2375-R	Sp1g07990
OG0012441	Sdiv_ptg000014l_0578-R	Sp1g08210
OG0012442	Sdiv_ptg000014l_0584-R	Sp1g11120
OG0012443	Sdiv_ptg000014l_0585-R	Sp1g11110
OG0012444	Sdiv_ptg000003l_2120-R	Sp1g11090
OG0012445	Sdiv_ptg000003l_2121-R	Sp1g11080
OG0012446	Sdiv_ptg000014l_0588-R	Sp1g11070
OG0012447	Sdiv_ptg000014l_0595-R	Sp1g11000
OG0012448	Sdiv_ptg000014l_0599-R	Sp1g10950
OG0012449	Sdiv_ptg000014l_0604-R	Sp1g10870
OG0012450	Sdiv_ptg000003l_2138-R	Sp1g10860
OG0012451	Sdiv_ptg000014l_0606-R	Sp1g10840
OG0012452	Sdiv_ptg000321l_0001-R, Sdiv_ptg000014l_0609-R	Sp1g10800
OG0012453	Sdiv_ptg000014l_0612-R	Sp1g10740
OG0012454	Sdiv_ptg000014l_0614-R	Sp1g10720
OG0012455	Sdiv_ptg000014l_0621-R	Sp1g10690
OG0012456	Sdiv_ptg000003l_2154-R	Sp1g10640
OG0012458	Sdiv_ptg000014l_0630-R	Sp1g10580
OG0012459	Sdiv_ptg000014l_0634-R	Sp1g10530
OG0012460	Sdiv_ptg000003l_2173-R	Sp1g10420
OG0012461	Sdiv_ptg000014l_0644-R	Sp1g10410
OG0012462	Sdiv_ptg000014l_0648-R	Sp1g10350
OG0012463	Sdiv_ptg000014l_0650-R	Sp1g10330
OG0012465	Sdiv_ptg000003l_2186-R	Sp1g10200
OG0012466	Sdiv_ptg000003l_2187-R, Sdiv_ptg000014l_0668-R	Sp1g10160
OG0012467	Sdiv_ptg000014l_0674-R	Sp1g10070
OG0012468	Sdiv_ptg000003l_2215-R	Sp1g09880
OG0012469	Sdiv_ptg000003l_2216-R	Sp1g09870
OG0012470	Sdiv_ptg000003l_2217-R	Sp1g09860
OG0012471	Sdiv_ptg000003l_2223-R	Sp1g09810
OG0012472	Sdiv_ptg000003l_2229-R	Sp1g09740
OG0012473	Sdiv_ptg000014l_0698-R	Sp1g09730
OG0012474	Sdiv_ptg000003l_2230-R	Sp1g09710
OG0012475	Sdiv_ptg000014l_0700-R	Sp1g09700
OG0012476	Sdiv_ptg000003l_2232-R	Sp1g09690
OG0012477	Sdiv_ptg000003l_2236-R	Sp1g09630
OG0012478	Sdiv_ptg000014l_0708-R	Sp1g09550
OG0012479	Sdiv_ptg000003l_2244-R	Sp1g09540
OG0012480	Sdiv_ptg000003l_2250-R	Sp1g09490
OG0012481	Sdiv_ptg000003l_2251-R	Sp1g09480
OG0012482	Sdiv_ptg000014l_0715-R	Sp1g09590
OG0012483	Sdiv_ptg000014l_0718-R	Sp1g09420
OG0012484	Sdiv_ptg000003l_2257-R	Sp1g09400
OG0012485	Sdiv_ptg000003l_2258-R	Sp1g09360
OG0012486	Sdiv_ptg000014l_0728-R	Sp1g09280
OG0012487	Sdiv_ptg000014l_0732-R	Sp1g09170
OG0012488	Sdiv_ptg000003l_2277-R	Sp1g09100
OG0012489	Sdiv_ptg000003l_2279-R	Sp1g09080
OG0012490	Sdiv_ptg000003l_2288-R	Sp1g08980
OG0012491	Sdiv_ptg000003l_2299-R	Sp1g08860
OG0012492	Sdiv_ptg000014l_0755-R	Sp1g08850
OG0012493	Sdiv_ptg000014l_0758-R	Sp1g08840
OG0012494	Sdiv_ptg000014l_0759-R	Sp1g08820
OG0012495	Sdiv_ptg000014l_0763-R	Sp1g08780
OG0012496	Sdiv_ptg000014l_0765-R	Sp1g08750
OG0012498	Sdiv_ptg000003l_2312-R	Sp1g08730
OG0012499	Sdiv_ptg000003l_2313-R, Sdiv_ptg000014l_0768-R	Sp1g08710
OG0012500	Sdiv_ptg000014l_0771-R	Sp1g08680
OG0012501	Sdiv_ptg000014l_0774-R	Sp1g08650
OG0012502	Sdiv_ptg000014l_0777-R	Sp1g08620
OG0012503	Sdiv_ptg000003l_2325-R	Sp1g08590
OG0012504	Sdiv_ptg000003l_2326-R	Sp1g08580
OG0012505	Sdiv_ptg000014l_0781-R	Sp1g08570
OG0012506	Sdiv_ptg000014l_0782-R	Sp1g08560
OG0012507	Sdiv_ptg000003l_2329-R, Sdiv_ptg000014l_0784-R	Sp1g08530
OG0012508	Sdiv_ptg000003l_2332-R, Sdiv_ptg000014l_0789-R	Sp1g08480
OG0012509	Sdiv_ptg000014l_0791-R	Sp1g08460
OG0012510	Sdiv_ptg000014l_0793-R	Sp1g08450
OG0012511	Sdiv_ptg000003l_2336-R	Sp1g08420
OG0012512	Sdiv_ptg000014l_0798-R	Sp1g08390
OG0012513	Sdiv_ptg000014l_0803-R	Sp1g08330
OG0012514	Sdiv_ptg000014l_0805-R	Sp1g08310
OG0012515	Sdiv_ptg000003l_2115-R	Sp1g11150
OG0012516	Sdiv_ptg000014l_0809-R	Sp1g11170
OG0012517	Sdiv_ptg000014l_0810-R	Sp1g11180
OG0012518	Sdiv_ptg000014l_0815-R	Sp1g11300
OG0012519	Sdiv_ptg000003l_2102-R	Sp1g11310
OG0012520	Sdiv_ptg000014l_0819-R	Sp1g11330
OG0012521	Sdiv_ptg000003l_2093-R	Sp1g11400
OG0012522	Sdiv_ptg000014l_0825-R	Sp1g11410
OG0012524	Sdiv_ptg000003l_2090-R	Sp1g11430
OG0012525	Sdiv_ptg000014l_0837-R	Sp1g11560
OG0012526	Sdiv_ptg000003l_2065-R	Sp1g11590
OG0012527	Sdiv_ptg000003l_2066-R	Sp1g11600
OG0012528	Sdiv_ptg000003l_2068-R	Sp1g11630, Sp1g32170
OG0012529	Sdiv_ptg000014l_0849-R	Sp1g11690
OG0012530	Sdiv_ptg000014l_0859-R	Sp1g11810
OG0012531	Sdiv_ptg000003l_2081-R	Sp1g11840
OG0012532	Sdiv_ptg000014l_0865-R	Sp1g11870
OG0012533	Sdiv_ptg000014l_0868-R	Sp1g11890
OG0012534	Sdiv_ptg000003l_2054-R	Sp1g11930
OG0012535	Sdiv_ptg000014l_0874-R	Sp1g11955
OG0012536	Sdiv_ptg000014l_0876-R	Sp1g11970
OG0012537	Sdiv_ptg000003l_2047-R	Sp1g12280
OG0012538	Sdiv_ptg000014l_0882-R	Sp1g12270
OG0012539	Sdiv_ptg000014l_0883-R	Sp1g12230
OG0012540	Sdiv_ptg000014l_0891-R	Sp1g12110
OG0012541	Sdiv_ptg000003l_2035-R, Sdiv_ptg000014l_0893-R	Sp1g12090
OG0012542	Sdiv_ptg000003l_2032-R	Sp1g12040
OG0012543	Sdiv_ptg000014l_0901-R	Sp1g12320
OG0012544	Sdiv_ptg000003l_2028-R	Sp1g12330
OG0012545	Sdiv_ptg000014l_0906-R	Sp1g12380
OG0012546	Sdiv_ptg000003l_2023-R	Sp1g12390
OG0012547	Sdiv_ptg000014l_0914-R	Sp1g12480
OG0012548	Sdiv_ptg000014l_0916-R	Sp1g12500
OG0012549	Sdiv_ptg000003l_2014-R	Sp1g12530
OG0012550	Sdiv_ptg000014l_0920-R	Sp1g12550
OG0012551	Sdiv_ptg000014l_0921-R	Sp1g12560
OG0012552	Sdiv_ptg000003l_2006-R	Sp1g12620
OG0012553	Sdiv_ptg000003l_2002-R	Sp1g12660
OG0012554	Sdiv_ptg000003l_2000-R	Sp1g12690
OG0012555	Sdiv_ptg000014l_0930-R	Sp1g12710
OG0012556	Sdiv_ptg000014l_0935-R	Sp1g12760
OG0012557	Sdiv_ptg000014l_0938-R, Sdiv_ptg000003l_1990-R	Sp1g12790
OG0012558	Sdiv_ptg000003l_1989-R	Sp1g12800
OG0012559	Sdiv_ptg000014l_0939-R	Sp1g12810
OG0012560	Sdiv_ptg000014l_0945-R	Sp1g12910
OG0012561	Sdiv_ptg000014l_0946-R	Sp1g12920
OG0012562	Sdiv_ptg000003l_1979-R, Sdiv_ptg000014l_0947-R	Sp1g12930
OG0012563	Sdiv_ptg000014l_0953-R	Sp1g12990
OG0012565	Sdiv_ptg000003l_1972-R	Sp1g13090
OG0012566	Sdiv_ptg000014l_0956-R	Sp1g13100
OG0012567	Sdiv_ptg000014l_0958-R	Sp1g13160
OG0012568	Sdiv_ptg000014l_0959-R	Sp1g13170
OG0012569	Sdiv_ptg000003l_1964-R	Sp1g13200
OG0012570	Sdiv_ptg000014l_0966-R	Sp1g13250
OG0012571	Sdiv_ptg000014l_0969-R	Sp1g13280
OG0012572	Sdiv_ptg000014l_0970-R	Sp1g13290
OG0012573	Sdiv_ptg000003l_1956-R	Sp1g13330
OG0012574	Sdiv_ptg000014l_0974-R	Sp1g13350
OG0012575	Sdiv_ptg000014l_0981-R	Sp1g13380
OG0012576	Sdiv_ptg000003l_1950-R	Sp1g13390
OG0012577	Sdiv_ptg000003l_1949-R	Sp1g13400
OG0012578	Sdiv_ptg000014l_0983-R	Sp1g13420
OG0012579	Sdiv_ptg000014l_0984-R	Sp1g13430
OG0012580	Sdiv_ptg000003l_1942-R	Sp1g13440
OG0012582	Sdiv_ptg000014l_0992-R	Sp1g13470
OG0012583	Sdiv_ptg000003l_1936-R	Sp1g13490
OG0012584	Sdiv_ptg000014l_0995-R	Sp1g13510
OG0012585	Sdiv_ptg000003l_1933-R	Sp1g13530
OG0012586	Sdiv_ptg000014l_0997-R	Sp1g13560
OG0012587	Sdiv_ptg000003l_1920-R, Sdiv_ptg000014l_1007-R	Sp1g13690
OG0012588	Sdiv_ptg000003l_1917-R	Sp1g13730
OG0012589	Sdiv_ptg000014l_1013-R	Sp1g13770
OG0012590	Sdiv_ptg000014l_1015-R	Sp1g13790
OG0012591	Sdiv_ptg000003l_1910-R	Sp1g13810
OG0012592	Sdiv_ptg000003l_1909-R	Sp1g13840
OG0012593	Sdiv_ptg000014l_1023-R	Sp1g13890
OG0012594	Sdiv_ptg000014l_1025-R	Sp1g13900
