Orthogroup	S_parvula	C_amplexicaulis
OG0014715	Sp3g31710	Caamp.0095s1177, Caamp.0093s0121
OG0014716	Sp3g31700	Caamp.0093s0122, Caamp.0095s1176
OG0014717	Sp3g31680	Caamp.0095s1174, Caamp.0093s0124
OG0014718	Sp3g31640	Caamp.0095s1169, Caamp.0093s0128
OG0014719	Sp3g31520	Caamp.0095s1154, Caamp.0093s0141
OG0014720	Sp3g31500	Caamp.0093s0144, Caamp.0095s1152
OG0014721	Sp3g31490	Caamp.0095s1151, Caamp.0093s0145
OG0014722	Sp3g31470	Caamp.0095s1149, Caamp.0093s0147
OG0014723	Sp3g31400	Caamp.0095s1142, Caamp.0093s0158
OG0014724	Sp3g31390	Caamp.0093s0159, Caamp.0095s1141
OG0014725	Sp3g31340	Caamp.0093s0164, Caamp.0095s1136
OG0014726	Sp3g31330	Caamp.0095s1134, Caamp.0093s0166
OG0014727	Sp3g31120	Caamp.0093s0181, Caamp.0095s1123
OG0014729	Sp7g36800	Caamp.0094s0028
OG0014730	Sp7g36790	Caamp.0094s0029
OG0014731	Sp7g35660	Caamp.0094s0129
OG0014732	Sp7g35620	Caamp.0094s0131
OG0014733	Sp7g35110	Caamp.0094s0163
OG0014734	Sp7g34700	Caamp.0094s0213, Caamp.0094s0215
OG0014735	Sp7g33630	Caamp.0094s0318
OG0014736	Sp3g30600, Sp7g33080	Caamp.0094s0373
OG0014737	Sp7g31980	Caamp.0094s0470
OG0014738	Sp7g31560, Sp7g31570	Caamp.0094s0505
OG0014739	Sp7g30420	Caamp.0094s0617
OG0014740	Sp7g29770	Caamp.0094s0679
OG0014741	Sp7g29540	Caamp.0094s0698
OG0014742	Sp7g29180	Caamp.0094s0733
OG0014743	Sp7g28860	Caamp.0094s0759
OG0014744	Sp7g28600	Caamp.0094s0784
OG0014745	Sp7g28030, Sp7g03060	Caamp.0094s0841
OG0014746	Sp7g28000, Sp7g27990	Caamp.0094s0845
OG0014747	Sp7g27910	Caamp.0094s0854, Caamp.0094s0877, Caamp.0094s0853
OG0014748	Sp7g26980	Caamp.0094s0949
OG0014749	Sp7g25900	Caamp.0094s1050
OG0014750	Sp7g25450	Caamp.0094s1090
OG0014751	Sp7g15080	Caamp.0097s0382, Caamp.0095s0107
OG0014752	Sp7g15110	Caamp.0095s0111, Caamp.0097s0384
OG0014753	Sp7g15180	Caamp.0095s0116, Caamp.0097s0388
OG0014754	Sp7g15190	Caamp.0095s0117, Caamp.0097s0389
OG0014755	Sp7g15200	Caamp.0097s0391, Caamp.0095s0118
OG0014756	Sp7g15230	Caamp.0095s0121, Caamp.0097s0394
OG0014757	Sp7g15240	Caamp.0097s0395, Caamp.0095s0122
OG0014758	Sp7g15265	Caamp.0095s0126, Caamp.0097s0398
OG0014759	Sp7g15270	Caamp.0095s0127, Caamp.0097s0399
OG0014760	Sp7g17230	Caamp.0097s0423, Caamp.0095s0150
OG0014761	Sp7g16370	Caamp.0095s0232
OG0014762	SpUn0347_0010, Sp3g26970	Caamp.0095s0298
OG0014763	Sp5g03780	Caamp.0095s0400
OG0014764	Sp5g03980	Caamp.0095s0421
OG0014765	Sp5g04640, SpUn0003_0290	Caamp.0095s0484, Caamp.0095s0483
OG0014766	Sp5g04930	Caamp.0095s0508, Caamp.0095s0509
OG0014767	Sp5g05070	Caamp.0095s0524
OG0014768	Sp5g05330	Caamp.0095s0545
OG0014769	Sp5g05560	Caamp.0095s0570
OG0014770	Sp5g05770	Caamp.0095s0590
OG0014771	Sp5g06010	Caamp.0099s0127, Caamp.0095s0611
OG0014773	Sp5g06120	Caamp.0099s0125, Caamp.0095s0614
OG0014774	Sp5g06100	Caamp.0095s0616, Caamp.0099s0123
OG0014775	Sp5g06050	Caamp.0095s0620, Caamp.0099s0117
OG0014776	Sp5g06150	Caamp.0095s0625, Caamp.0099s0112
OG0014777	Sp5g06190	Caamp.0095s0626, Caamp.0099s0107
OG0014778	Sp5g06180	Caamp.0099s0108, Caamp.0095s0627
OG0014779	Sp5g06200	Caamp.0099s0106, Caamp.0095s0632
OG0014780	Sp5g06230	Caamp.0095s0636, Caamp.0099s0104
OG0014781	Sp5g06290	Caamp.0099s0097, Caamp.0095s0644
OG0014782	Sp5g06300	Caamp.0095s0645, Caamp.0099s0096
OG0014783	Sp5g06320	Caamp.0095s0647, Caamp.0099s0094
OG0014784	Sp5g06330	Caamp.0099s0093, Caamp.0095s0648
OG0014785	Sp5g06380	Caamp.0095s0651, Caamp.0099s0090
OG0014786	Sp5g06400	Caamp.0099s0087, Caamp.0095s0652
OG0014787	Sp5g06450	Caamp.0095s0657, Caamp.0099s0082
OG0014788	Sp5g06460	Caamp.0099s0081, Caamp.0095s0658
OG0014789	Sp5g06490	Caamp.0099s0078, Caamp.0095s0660
OG0014790	Sp5g06500	Caamp.0099s0077, Caamp.0095s0661
OG0014791	Sp5g06520	Caamp.0095s0663, Caamp.0099s0076
OG0014792	Sp5g06570	Caamp.0099s0070, Caamp.0095s0668
OG0014793	Sp5g06580	Caamp.0095s0669, Caamp.0099s0069
OG0014794	Sp5g06590	Caamp.0095s0670, Caamp.0099s0068
OG0014795	Sp5g06600	Caamp.0095s0671, Caamp.0099s0067
OG0014796	Sp5g06610	Caamp.0095s0672, Caamp.0099s0066
OG0014797	Sp5g06620	Caamp.0095s0673, Caamp.0099s0065
OG0014798	Sp5g06640	Caamp.0095s0675, Caamp.0099s0063
OG0014799	Sp5g06650	Caamp.0095s0676, Caamp.0099s0062
OG0014800	Sp5g06820	Caamp.0095s0691, Caamp.0099s0046
OG0014801	Sp5g06830	Caamp.0099s0045, Caamp.0095s0692
OG0014802	Sp5g06840	Caamp.0099s0044, Caamp.0095s0693
OG0014803	Sp5g06900	Caamp.0095s0698, Caamp.0099s0038
OG0014804	Sp5g06960	Caamp.0095s0703, Caamp.0099s0030
OG0014805	Sp5g06970	Caamp.0095s0705, Caamp.0099s0028
OG0014806	Sp5g06990	Caamp.0099s0026, Caamp.0095s0707
OG0014807	Sp5g07000	Caamp.0099s0025, Caamp.0095s0708
OG0014808	Sp5g07010	Caamp.0099s0024, Caamp.0095s0709
OG0014809	Sp5g07100	Caamp.0099s0015, Caamp.0095s0718
OG0014810	Sp5g07140	Caamp.0099s0011, Caamp.0095s0721
OG0014811	Sp5g07190	Caamp.0095s0725, Caamp.0099s0006
OG0014812	Sp5g07200	Caamp.0099s0005, Caamp.0095s0726
OG0014813	Sp5g08160	Caamp.0095s0815
OG0014814	Sp5g18210, Sp5g08320	Caamp.0095s0833
OG0014815	Sp5g09190	Caamp.0095s0917
OG0014816	Sp1g22390	Caamp.0095s1166
OG0014817	Sp3g32010, Sp3g32020, Sp3g31150	Caamp.0095s1207, Caamp.0095s1206
OG0014818	Sp3g32150	Caamp.0095s1215
OG0014819	Sp3g32160	Caamp.0095s1216
OG0014820	Sp3g32790	Caamp.0095s1263
OG0014821	Sp3g32970	Caamp.0095s1279
OG0014822	Sp3g33380	Caamp.0095s1318
OG0014823	Sp3g33460	Caamp.0095s1327
OG0014824	Sp3g34020	Caamp.0095s1376
OG0014826	Sp3g34120	Caamp.0095s1389
OG0014827	Sp6g31180	Caamp.0097s0033
OG0014828	Sp5g15880	Caamp.0097s0181
OG0014829	Sp5g15790, Sp5g15760	Caamp.0097s0192
OG0014830	Sp7g03740	Caamp.0097s0278, Caamp.0097s0440
OG0014831	Sp1g34710	Caamp.0097s0339
OG0014832	Sp7g15340	Caamp.0097s0402
OG0014833	Sp7g03590	Caamp.0097s0430
OG0014834	Sp7g03710	Caamp.0097s0438
OG0014835	Sp7g04020	Caamp.0097s0779, Caamp.0097s0454
OG0014836	Sp7g04090	Caamp.0097s0809, Caamp.0097s0459
OG0014837	Sp7g04170	Caamp.0097s0463, Caamp.0097s0803
OG0014839	Sp7g13420	Caamp.0097s0511
OG0014841	Sp7g12910	Caamp.0097s0559
OG0014842	Sp7g12690	Caamp.0097s0588
OG0014843	Sp3g21110, Sp7g12320	Caamp.0097s0647
OG0014844	Sp4g11000	Caamp.0097s0699
OG0014845	Sp7g03940	Caamp.0097s0771
OG0014846	Sp7g03980	Caamp.0097s0777
OG0014847	Sp7g00750, SpUn0010_0230	Caamp.0097s0807
OG0014848	Sp7g05510	Caamp.0097s0865
OG0014849	Sp1g01080	Caamp.0097s0942
OG0014850	Sp7g06590	Caamp.0097s0945
OG0014895	Sp2g12020	Caamp.0001s0005, Caamp.0076s0830
OG0014896	Sp5g02203	Caamp.0001s0017, Caamp.0065s0045, Caamp.0023s0428
OG0014897	Sp2g11860	Caamp.0001s0020
OG0014899	Sp2g11580, SpUn0036_0030	Caamp.0001s0049
OG0014900	Sp2g11240	Caamp.0001s0079
OG0014901	Sp2g11230	Caamp.0001s0080
OG0014902	Sp2g10850	Caamp.0076s0721, Caamp.0001s0123
OG0014903	Sp2g10840	Caamp.0001s0124
OG0014905	Sp2g10740	Caamp.0076s0710, Caamp.0001s0135
OG0014906	Sp2g10570	Caamp.0001s0150
OG0014908	Sp2g10370	Caamp.0076s0669, Caamp.0001s0166
OG0014910	Sp2g10330	Caamp.0001s0170
OG0014911	Sp2g10270	Caamp.0076s0660, Caamp.0001s0175
OG0014912	Sp6g06630, Sp2g10030	Caamp.0001s0191
OG0014913	Sp2g09880	Caamp.0001s0201
OG0014915	Sp2g09850, Sp2g09860	Caamp.0001s0205
OG0014917	Sp2g09630	Caamp.0001s0219, Caamp.0076s0607
OG0014918	Sp2g09600	Caamp.0076s0604, Caamp.0001s0222
OG0014919	Sp2g09580	Caamp.0001s0224
OG0014920	Sp2g09570	Caamp.0001s0226
OG0014921	Sp2g09330	Caamp.0001s0252, Caamp.0076s0575
OG0014922	Sp7g11290	Caamp.0001s0266, Caamp.0061s0029
OG0014923	Sp7g11130	Caamp.0001s0278
OG0014924	Sp7g11110	Caamp.0001s0279, Caamp.0061s0046
OG0014925	Sp7g11010	Caamp.0001s0285
OG0014927	Sp7g10950	Caamp.0001s0294
OG0014928	Sp7g10920	Caamp.0001s0297
OG0014929	Sp7g10880	Caamp.0001s0302
OG0014932	Sp7g10660	Caamp.0001s0322
OG0014933	Sp3g28020	Caamp.0001s0340
OG0014934	Sp4g05610	Caamp.0010s0046
OG0014935	Sp4g05550	Caamp.0010s0051
OG0014936	Sp4g05200	Caamp.0010s0070
OG0014937	Sp4g04350	Caamp.1039s0397, Caamp.0010s0119
OG0014938	SpUn0318_0010	Caamp.1039s0384, Caamp.0010s0142
OG0014939	Sp4g03690	Caamp.0010s0149, Caamp.0010s0153
OG0014940	Sp4g03510	Caamp.0010s0169
OG0014941	Sp4g03430	Caamp.0010s0177, Caamp.1039s0298
OG0014942	Sp4g03410	Caamp.0010s0179
OG0014943	Sp4g03250	Caamp.0010s0198
OG0014945	Sp4g02950	Caamp.0010s0221
OG0014946	Sp4g02940	Caamp.0010s0222
OG0014948	Sp4g02740	Caamp.1039s0239, Caamp.0010s0239
OG0014949	Sp4g02720	Caamp.0010s0241
OG0014950	Sp4g02700	Caamp.0010s0242, Caamp.1039s0234
OG0014952	Sp4g02480	Caamp.0010s0265
OG0014954	Sp4g02430	Caamp.0010s0271
OG0014955	Sp4g02420	Caamp.0010s0272
OG0014956	Sp4g02280	Caamp.0010s0281
OG0014957	Sp7g10140	Caamp.0012s0128, Caamp.0010s0317
OG0014960	Sp7g13570	Caamp.0010s0358, Caamp.0022s0027
OG0014961	Sp7g10540	Caamp.0010s0361
OG0014962	Sp4g11720	Caamp.0101s0004, Caamp.0013s0018
OG0014963	Sp4g11660	Caamp.0101s0010
OG0014964	Sp4g11500	Caamp.0013s0045, Caamp.0101s0027
OG0014965	Sp4g11480	Caamp.0101s0029, Caamp.0013s0047
OG0014966	Sp4g11340	Caamp.0101s0041
OG0014967	Sp4g11260	Caamp.0101s0047, Caamp.0013s0071
OG0014970	Sp4g10910	Caamp.0101s0079
OG0014971	Sp4g10890	Caamp.0101s0081
OG0014972	Sp4g10830	Caamp.0101s0088, Caamp.0097s0716
OG0014973	Sp4g10770	Caamp.0101s0094
OG0014974	Sp4g10760	Caamp.0101s0095, Caamp.0097s0724
OG0014975	Sp4g10600	Caamp.0101s0109, Caamp.0097s0740
OG0014976	Sp3g11150	Caamp.0101s0128
OG0014977	Sp3g24570	Caamp.0101s0144, Caamp.0064s0509
OG0014978	Sp1g31940, Sp3g26960	Caamp.0101s0160
OG0014980	Sp3g25120	Caamp.0101s0174
OG0014981	Sp4g22730	Caamp.0102s0014
OG0014982	Sp4g22670	Caamp.0102s0020, Caamp.1031s0266
OG0014984	Sp4g22530	Caamp.0102s0033
OG0014985	Sp4g22500	Caamp.0102s0036
OG0014986	Sp4g22430	Caamp.0102s0044
OG0014987	Sp4g22290	Caamp.1031s0227, Caamp.0102s0059
OG0014988	Sp4g22240	Caamp.0102s0064
OG0014989	Sp4g22160	Caamp.0102s0071
OG0014990	Sp4g21970	Caamp.0102s0087, Caamp.1031s0192
OG0014991	Sp4g21940	Caamp.0102s0090
OG0014992	Sp4g21880	Caamp.0102s0095, Caamp.1031s0184
OG0014994	SpUn0165_0020	Caamp.0102s0110, Caamp.1031s0170
OG0014995	Sp4g21680	Caamp.0102s0115, Caamp.1031s0164
OG0014996	Sp4g21510	Caamp.1031s0146, Caamp.0102s0129
OG0014997	Sp4g21430	Caamp.0102s0137, Caamp.1031s0138
OG0014998	Sp4g21360	Caamp.0102s0146
OG0014999	Sp4g21330	Caamp.0102s0148
OG0015000	Sp4g21280	Caamp.1031s0125, Caamp.0102s0158
OG0015001	Sp4g21220	Caamp.0102s0166
OG0015002	Sp4g21180	Caamp.1031s0114, Caamp.0102s0170
OG0015003	Sp4g21170	Caamp.0102s0171
OG0015004	Sp4g20850	Caamp.0102s0198, Caamp.1031s0088
OG0015005	Sp4g20830	Caamp.1031s0086, Caamp.0102s0200
OG0015006	Sp4g20540	Caamp.1031s0055, Caamp.0102s0224
OG0015007	Sp4g20500	Caamp.0102s0228
OG0015008	Sp4g20390	Caamp.0102s0239, Caamp.1031s0040
OG0015009	Sp4g20330	Caamp.0102s0246
OG0015010	Sp4g20230	Caamp.1031s0025, Caamp.0102s0256
OG0015011	Sp4g20170	Caamp.1031s0019, Caamp.0102s0264
OG0015012	Sp4g20150	Caamp.1031s0014, Caamp.0102s0269
OG0015013	Sp4g20130	Caamp.0102s0272
OG0015014	Sp4g20030	Caamp.0102s0282
OG0015015	Sp4g19970	Caamp.0105s0778, Caamp.0102s0288
OG0015016	Sp4g19940	Caamp.0102s0291
OG0015018	Sp4g19740	Caamp.0102s0312, Caamp.0105s0751
OG0015019	Sp4g19690	Caamp.0105s0746, Caamp.0102s0316
OG0015020	Sp4g19610	Caamp.0102s0323
OG0015021	Sp4g19330	Caamp.0105s0712, Caamp.0102s0351
OG0015022	Sp4g19260	Caamp.0102s0358, Caamp.0105s0706
OG0015023	Sp4g19010	Caamp.0105s0682, Caamp.0102s0378
OG0015024	Sp4g18750	Caamp.0105s0662, Caamp.0102s0402
OG0015025	Sp4g18710	Caamp.0102s0405
OG0015026	Sp4g18570	Caamp.0102s0415, Caamp.0105s0647
OG0015028	Sp4g18540	Caamp.0102s0418
OG0015029	Sp4g18460	Caamp.0102s0427
OG0015030	Sp4g18450	Caamp.0102s0428
OG0015031	Sp4g18430	Caamp.0102s0430, Caamp.0105s0635
OG0015032	Sp4g18380	Caamp.0102s0435, Caamp.0105s0630
OG0015033	Sp4g18320	Caamp.0102s0440, Caamp.0105s0625
OG0015034	Sp4g18300	Caamp.0105s0623, Caamp.0102s0442
OG0015035	Sp4g18230	Caamp.0102s0447, Caamp.0105s0616
OG0015036	Sp4g18130	Caamp.0102s0457
OG0015037	Sp4g18000	Caamp.0105s0594, Caamp.0102s0471
OG0015038	Sp4g17960	Caamp.0102s0474
OG0015039	Sp4g17930	Caamp.0102s0477
OG0015040	Sp4g17920	Caamp.0102s0479
OG0015041	Sp4g17910	Caamp.0102s0480
OG0015042	Sp4g17900	Caamp.0102s0481
OG0015043	Sp4g17890	Caamp.0102s0482
OG0015044	Sp4g17830	Caamp.0105s0584, Caamp.0102s0488
OG0015045	Sp4g17710	Caamp.0102s0497
OG0015046	Sp4g17640	Caamp.0102s0504, Caamp.0105s0566
OG0015047	Sp4g17490	Caamp.0105s0553, Caamp.0102s0515
OG0015048	Sp4g17380	Caamp.0105s0541, Caamp.0102s0526
OG0015049	Sp4g17370	Caamp.0102s0527
OG0015050	Sp4g17360	Caamp.0102s0528
OG0015051	Sp2g07050	Caamp.0105s0525, Caamp.0102s0540
OG0015052	Sp4g17230	Caamp.0102s0545
OG0015054	Sp4g17210	Caamp.0105s0518, Caamp.0102s0549
OG0015055	Sp4g17100	Caamp.0102s0556, Caamp.0105s0509
OG0015056	Sp4g16980	Caamp.0102s0569
OG0015057	Sp4g16840	Caamp.0102s0580, Caamp.0105s0486
OG0015058	Sp4g16730	Caamp.0102s0591
OG0015059	Sp4g16710	Caamp.0102s0593, Caamp.0105s0471
OG0015060	Sp4g16670	Caamp.0102s0595
OG0015061	Sp4g16660	Caamp.0102s0597
OG0015062	Sp4g16400	Caamp.0105s0437, Caamp.0102s0625
OG0015063	Sp4g16270	Caamp.0102s0636, Caamp.0105s0423
OG0015064	Sp4g16170	Caamp.0102s0646, Caamp.0105s0413
OG0015065	Sp4g16150	Caamp.0102s0648, Caamp.0105s0412
OG0015066	Sp4g16140	Caamp.0105s0411, Caamp.0102s0649
OG0015067	Sp4g16100	Caamp.0102s0652
OG0015068	Sp4g16030	Caamp.0105s0399, Caamp.0102s0659
OG0015069	Sp4g15990	Caamp.0102s0663
OG0015071	Sp4g15700	Caamp.0102s0690
OG0015072	Sp4g15630	Caamp.0105s0362, Caamp.0102s0697
OG0015073	Sp6g05560	Caamp.0102s0704, Caamp.0028s0239
OG0015076	Sp6g05800	Caamp.0102s0720
OG0015077	Sp6g05880	Caamp.0102s0726
OG0015078	Sp6g05900	Caamp.0102s0727
OG0015079	Sp6g06100	Caamp.0102s0742
OG0015080	Sp6g06340	Caamp.0102s0774
OG0015081	Sp6g06640	Caamp.0102s0778
OG0015082	Sp6g06590	Caamp.0102s0780, Caamp.0028s0157
OG0015084	Sp6g06440	Caamp.0102s0791, Caamp.0028s0167
OG0015085	Sp6g06820	Caamp.0028s0137, Caamp.0102s0824
OG0015086	Sp6g06840	Caamp.0102s0826
OG0015087	Sp5g02160	Caamp.0102s0832
OG0015088	Sp6g06990	Caamp.0102s0837
OG0015089	Sp6g07100	Caamp.0102s0846
OG0015090	Sp6g07150	Caamp.0102s0853
OG0015091	Sp6g07390	Caamp.0102s0875
OG0015092	Sp6g07500	Caamp.0102s0881
OG0015093	Sp6g07540	Caamp.0102s0883
OG0015094	Sp6g07560	Caamp.0102s0885
OG0015095	Sp6g07600	Caamp.0102s0886, Caamp.0028s0076
OG0015096	Sp6g07710	Caamp.0102s0892
OG0015097	Sp6g08110	Caamp.0102s0915, Caamp.0028s0049
OG0015098	Sp6g08200	Caamp.0028s0045, Caamp.0102s0920
OG0015099	Sp6g08480	Caamp.0102s0940
OG0015100	Sp7g37590	Caamp.0059s0145, Caamp.1027s0005
OG0015101	Sp7g37540	Caamp.1027s0010
OG0015102	Sp7g37510	Caamp.1027s0013, Caamp.0059s0139
OG0015103	Sp7g37440	Caamp.1027s0019
OG0015104	Sp7g37410	Caamp.1027s0022
OG0015105	Sp7g37380	Caamp.1027s0025
OG0015106	Sp7g37370	Caamp.1027s0026
OG0015107	Sp7g37350	Caamp.1027s0028
OG0015108	Sp7g37340	Caamp.1027s0029
OG0015109	Sp7g37320	Caamp.1027s0030
OG0015110	Sp7g37310	Caamp.1027s0031
OG0015111	Sp7g37280	Caamp.1027s0034
OG0015112	Sp7g37230	Caamp.1027s0039
OG0015113	Sp7g37190	Caamp.1027s0041
OG0015114	Sp7g37160	Caamp.1027s0043
OG0015115	Sp7g37150	Caamp.1027s0044
OG0015116	Sp7g37140	Caamp.1027s0045
OG0015117	Sp7g37130	Caamp.1027s0046
OG0015118	Sp7g37120	Caamp.1027s0047
OG0015119	Sp7g37110	Caamp.1027s0048
OG0015120	Sp4g00200	Caamp.0059s0109
OG0015120	Sp1g23630	Caamp.1027s0049
OG0015121	Sp7g36980	Caamp.0094s0009, Caamp.1027s0061
OG0015122	Sp7g36970	Caamp.0094s0010, Caamp.1027s0062
OG0015123	Sp7g36860	Caamp.1027s0072, Caamp.0094s0023
OG0015124	Sp7g36830	Caamp.1027s0074
OG0015125	Sp7g36730	Caamp.0094s0034, Caamp.1027s0079
OG0015126	Sp7g36670	Caamp.0094s0040, Caamp.1027s0085
OG0015128	Sp7g02900	Caamp.1027s0096
OG0015129	Sp7g36460	Caamp.1027s0107, Caamp.0094s0059
OG0015130	Sp7g36420	Caamp.1027s0111
OG0015131	Sp7g36280	Caamp.0094s0071, Caamp.1027s0123
OG0015132	Sp7g36170	Caamp.0094s0084, Caamp.1027s0132
OG0015133	Sp7g36150	Caamp.1027s0134
OG0015134	Sp7g36120	Caamp.1027s0140, Caamp.0094s0087
OG0015135	Sp7g36070	Caamp.1027s0145, Caamp.0094s0092
OG0015136	Sp7g36050	Caamp.0094s0093, Caamp.1027s0147
OG0015137	Sp7g36030	Caamp.1027s0149, Caamp.0094s0095
OG0015138	Sp7g35960	Caamp.0094s0103, Caamp.1027s0157
OG0015139	Sp7g35900	Caamp.1027s0162
OG0015140	Sp7g35760	Caamp.1027s0174, Caamp.0094s0121
OG0015141	Sp7g35750	Caamp.1027s0176
OG0015142	Sp7g35630	Caamp.1027s0185
OG0015143	Sp7g35610	Caamp.1027s0186
OG0015144	Sp7g35540	Caamp.1027s0192
OG0015145	Sp7g35500	Caamp.1027s0197
OG0015146	Sp7g35380	Caamp.1027s0208, Caamp.0094s0157
OG0015147	Sp7g35170	Caamp.1027s0225
OG0015148	Sp7g34820	Caamp.1027s0256
OG0015149	Sp7g34810	Caamp.1027s0257, Caamp.0094s0202
OG0015150	Sp7g34740	Caamp.1027s0265
OG0015151	Sp7g34660	Caamp.1027s0270
OG0015152	Sp7g34540	Caamp.1027s0282, Caamp.0094s0229
OG0015153	Sp4g20420	Caamp.1031s0043
OG0015154	Sp4g20590	Caamp.1031s0060
OG0015155	Sp4g20800	Caamp.1031s0083
OG0015156	Sp4g20920	Caamp.1031s0095
OG0015157	Sp4g21050	Caamp.1031s0105
OG0015158	Sp4g21450	Caamp.1031s0140
OG0015159	Sp4g21810	Caamp.1031s0180
OG0015160	Sp4g22610	Caamp.1031s0260
OG0015161	Sp4g22630	Caamp.1031s0262
OG0015162	Sp4g22830	Caamp.1031s0282
OG0015163	Sp4g22920	Caamp.1031s0293, Caamp.0076s1681
OG0015164	Sp4g23030	Caamp.0076s1669, Caamp.1031s0304
OG0015165	Sp4g23080	Caamp.1031s0309, Caamp.0076s1664
OG0015166	Sp4g23090	Caamp.1031s0310
OG0015167	Sp4g23330	Caamp.0076s1639, Caamp.1031s0334
OG0015169	Sp4g23630	Caamp.1031s0361, Caamp.0076s1610
OG0015170	Sp4g23640	Caamp.1031s0362, Caamp.0076s1609
OG0015171	Sp4g23670	Caamp.1031s0365
OG0015172	Sp4g23690	Caamp.1031s0367
OG0015173	Sp4g23730	Caamp.0076s1600, Caamp.1031s0371
OG0015174	Sp2g15640	Caamp.1031s0403
OG0015175	Sp4g24190	Caamp.0076s1558, Caamp.1031s0410
OG0015176	Sp4g24200	Caamp.0076s1557, Caamp.1031s0411
OG0015177	Sp4g24260	Caamp.0076s1551, Caamp.1031s0417
OG0015178	Sp4g24270	Caamp.1031s0419, Caamp.0076s1549
OG0015179	Sp4g24420	Caamp.1031s0429
OG0015180	Sp4g24430	Caamp.1031s0430
OG0015181	Sp4g24530	Caamp.1031s0441
OG0015182	Sp4g24560	Caamp.1031s0443, Caamp.0076s1523
OG0015183	Sp4g24750	Caamp.1031s0460, Caamp.0076s1504
OG0015184	Sp4g24760	Caamp.1031s0461, Caamp.0076s1503
OG0015185	Sp4g24880	Caamp.1031s0470
OG0015186	Sp4g24920	Caamp.0076s1488, Caamp.1031s0475
OG0015187	Sp4g25030	Caamp.1031s0485
OG0015188	Sp4g25070	Caamp.0076s1474, Caamp.1031s0487
OG0015189	Sp4g25110	Caamp.0076s1470, Caamp.1031s0490
OG0015190	Sp4g25180	Caamp.1031s0498
OG0015191	Sp4g25230	Caamp.0076s1458, Caamp.1031s0503
OG0015193	Sp4g25400	Caamp.1031s0520, Caamp.0076s1440
OG0015194	Sp7g17780	Caamp.1031s0528
OG0015195	Sp4g25480	Caamp.1031s0530
OG0015196	Sp4g25550	Caamp.1031s0536
OG0015197	Sp4g25680	Caamp.1031s0546, Caamp.1031s0544
OG0015198	Sp4g25700	Caamp.1031s0549
OG0015199	Sp4g26070	Caamp.1031s0582
OG0015200	Sp4g26210	Caamp.1031s0596, Caamp.0018s0014
OG0015201	Sp4g26300	Caamp.1031s0604
OG0015202	Sp4g26310	Caamp.1031s0605
OG0015203	Sp4g26400	Caamp.0018s0029, Caamp.1031s0608
OG0015204	Sp4g26420	Caamp.1031s0610
OG0015205	Sp4g26430	Caamp.1031s0611, Caamp.0018s0031
OG0015206	Sp4g26570	Caamp.1031s0625
OG0015207	Sp4g26580	Caamp.1031s0626
OG0015208	Sp4g26690	Caamp.0018s0050, Caamp.1031s0636
OG0015209	Sp4g26710	Caamp.1031s0638
OG0015210	Sp4g26750	Caamp.1031s0641
OG0015211	Sp4g26760	Caamp.1031s0642
OG0015212	Sp4g26770	Caamp.0018s0058, Caamp.1031s0643
OG0015213	Sp4g27020	Caamp.0018s0079, Caamp.1031s0663
OG0015214	Sp4g27040	Caamp.1031s0665, Caamp.0018s0081
OG0015215	Sp4g27100	Caamp.1031s0670
OG0015216	SpUn0031_0110	Caamp.0018s0097, Caamp.1031s0681
OG0015217	Sp4g27340	Caamp.1031s0695
OG0015218	Sp4g27640	Caamp.1031s0717, Caamp.0018s0138
OG0015219	Sp4g27750	Caamp.1031s0728
OG0015220	Sp4g27770	Caamp.1031s0730, Caamp.0018s0149
OG0015221	Sp4g27820	Caamp.1031s0735, Caamp.0018s0154
OG0015222	Sp4g27830	Caamp.1031s0736, Caamp.0018s0155
OG0015223	Sp4g28100	Caamp.1031s0761
OG0015224	Sp4g28210	Caamp.1031s0771, Caamp.0018s0190
OG0015225	Sp4g28290	Caamp.1031s0780
OG0015226	Sp4g28350	Caamp.1031s0785, Caamp.0018s0203
OG0015227	Sp4g28470	Caamp.1031s0798
OG0015228	Sp4g28650	Caamp.1031s0812, Caamp.0018s0236
OG0015229	Sp4g28760	Caamp.0018s0246, Caamp.1031s0823
OG0015231	Sp4g28860	Caamp.0018s0257, Caamp.1031s0832
OG0015232	Sp4g28890	Caamp.0018s0260, Caamp.1031s0835
OG0015233	Sp4g29020	Caamp.1031s0848
OG0015234	Sp4g29040	Caamp.1031s0850, Caamp.0018s0275
OG0015235	Sp4g29130	Caamp.1031s0857, Caamp.0018s0285
OG0015236	Sp4g29270	Caamp.1031s0873, Caamp.0018s0302
OG0015237	Sp4g29450	Caamp.0018s0319, Caamp.1031s0889
OG0015238	Sp4g29480	Caamp.1031s0892
OG0015239	Sp4g29500	Caamp.0018s0322, Caamp.1031s0894
OG0015241	Sp4g29600	Caamp.1031s0903
OG0015242	Sp4g29650	Caamp.1031s0906, Caamp.0018s0335
OG0015243	Sp4g29730	Caamp.0018s0342, Caamp.1031s0914
OG0015245	Sp4g29830	Caamp.1031s0923
OG0015246	Sp4g29870	Caamp.0018s0355, Caamp.1031s0927
OG0015247	Sp4g29990	Caamp.1031s0939, Caamp.0018s0366
OG0015248	Sp4g30010	Caamp.1031s0941, Caamp.0018s0367
OG0015249	Sp4g30040	Caamp.0018s0369, Caamp.1031s0946
