Orthogroup	S_parvula	E_salsugineum
OG0017166	Sp5g04540	Thhalv10006107m.g
OG0017167	Sp5g04410	Thhalv10006199m.g
OG0017168	Sp5g04330	Thhalv10006273m.g
OG0017169	Sp5g04280	Thhalv10006485m.g
OG0017170	Sp5g04070	Thhalv10005808m.g
OG0017171	Sp5g03940	Thhalv10005856m.g
OG0017172	Sp5g03920	Thhalv10005929m.g
OG0017173	Sp5g03910	Thhalv10005882m.g
OG0017175	Sp5g03650	Thhalv10006500m.g
OG0017177	Sp5g03450	Thhalv10005989m.g
OG0017179	Sp5g03240	Thhalv10006395m.g
OG0017180	Sp5g03130	Thhalv10006114m.g
OG0017181	Sp5g03120	Thhalv10006454m.g
OG0017182	Sp5g02800	Thhalv10006156m.g
OG0017184	Sp5g02730	Thhalv10006200m.g
OG0017185	Sp5g02650	Thhalv10006508m.g
OG0017186	Sp5g02640	Thhalv10006432m.g
OG0017187	Sp5g02550	Thhalv10006509m.g
OG0017188	Sp5g02520	Thhalv10006472m.g
OG0017189	Sp5g02410	Thhalv10005817m.g
OG0017190	Sp5g02380	Thhalv10006144m.g
OG0017191	Sp5g02360	Thhalv10006309m.g
OG0017192	Sp5g02260	Thhalv10006419m.g
OG0017194	Sp5g02080	Thhalv10005769m.g
OG0017195	Sp5g02050	Thhalv10006061m.g
OG0017196	Sp5g01940	Thhalv10006258m.g
OG0017197	Sp5g01860	Thhalv10006504m.g
OG0017198	Sp5g01780	Thhalv10006118m.g
OG0017199	Sp5g01580	Thhalv10006100m.g
OG0017200	Sp5g01560	Thhalv10006482m.g
OG0017201	Sp5g01550	Thhalv10005923m.g
OG0017202	Sp5g01420	Thhalv10006380m.g
OG0017203	Sp5g01400	Thhalv10006045m.g
OG0017205	Sp5g01190	Thhalv10006305m.g
OG0017206	Sp5g01070	Thhalv10006447m.g, Thhalv10001867m.g
OG0017207	Sp5g01050	Thhalv10006458m.g
OG0017209	Sp5g00840	Thhalv10006452m.g
OG0017210	Sp5g00630	Thhalv10006495m.g
OG0017212	Sp5g00580	Thhalv10006094m.g
OG0017213	Sp5g00530	Thhalv10006446m.g
OG0017214	Sp5g00440	Thhalv10006016m.g
OG0017215	Sp5g00430	Thhalv10006499m.g
OG0017216	Sp5g00270	Thhalv10006026m.g
OG0017217	Sp5g00200	Thhalv10005760m.g
OG0017219	Sp1g06330	Thhalv10007444m.g
OG0017220	Sp1g06340	Thhalv10007259m.g
OG0017221	Sp1g17750	Thhalv10009918m.g
OG0017223	Sp1g17560	Thhalv10006756m.g
OG0017224	Sp1g17460	Thhalv10009784m.g
OG0017225	Sp1g17450	Thhalv10029442m.g, Thhalv10009242m.g
OG0017227	Sp1g17380	Thhalv10009748m.g
OG0017229	Sp1g17200	Thhalv10008059m.g
OG0017230	Sp1g17110	Thhalv10009812m.g
OG0017231	Sp1g16980	Thhalv10009213m.g
OG0017232	Sp1g16900	Thhalv10007356m.g
OG0017233	Sp1g16890	Thhalv10006659m.g
OG0017234	Sp1g16810	Thhalv10009699m.g
OG0017235	Sp1g16790	Thhalv10007914m.g
OG0017236	Sp1g16620	Thhalv10008839m.g
OG0017237	Sp1g16480	Thhalv10008984m.g
OG0017240	Sp1g16130	Thhalv10007176m.g
OG0017241	Sp1g16050	Thhalv10007558m.g
OG0017242	Sp1g15980	Thhalv10008184m.g
OG0017243	Sp1g15960	Thhalv10007206m.g
OG0017244	Sp1g15910	Thhalv10009965m.g
OG0017245	Sp1g15800	Thhalv10008386m.g
OG0017246	Sp1g15790	Thhalv10009485m.g
OG0017247	Sp1g15450	Thhalv10008690m.g
OG0017248	Sp1g15270	Thhalv10008156m.g
OG0017249	Sp1g15260	Thhalv10008080m.g
OG0017250	Sp1g15090	Thhalv10009335m.g
OG0017251	Sp1g04210	Thhalv10009262m.g
OG0017252	Sp1g04440	Thhalv10007179m.g
OG0017253	Sp1g04450	Thhalv10007424m.g
OG0017254	Sp1g04490	Thhalv10010012m.g
OG0017255	Sp1g04580	Thhalv10009079m.g
OG0017256	Sp1g04600	Thhalv10009478m.g
OG0017257	Sp1g04940	Thhalv10018358m.g, Thhalv10023151m.g
OG0017258	Sp1g04960	Thhalv10022616m.g
OG0017259	Sp1g04990	Thhalv10008531m.g
OG0017260	Sp1g05080	Thhalv10008110m.g
OG0017261	Sp1g05090	Thhalv10008796m.g
OG0017262	Sp1g05290	Thhalv10009835m.g
OG0017264	Sp1g05520	Thhalv10009104m.g
OG0017265	Sp1g05580	Thhalv10008146m.g
OG0017266	Sp1g05650	Thhalv10008904m.g
OG0017268	Sp1g06000	Thhalv10007519m.g
OG0017269	Sp1g06210	Thhalv10009441m.g
OG0017270	Sp1g06220	Thhalv10009168m.g
OG0017272	Sp1g06310	Thhalv10009927m.g
OG0017273	Sp1g06490	Thhalv10009425m.g
OG0017275	Sp1g06660	Thhalv10009338m.g
OG0017276	Sp4g08900	Thhalv10017402m.g
OG0017279	Sp3g22350	Thhalv10002431m.g
OG0017281	Sp3g22920	Thhalv10002560m.g
OG0017282	Sp3g22990	Thhalv10002617m.g
OG0017283	Sp3g23200	Thhalv10002607m.g
OG0017284	Sp3g23320	Thhalv10002523m.g
OG0017285	Sp3g23350	Thhalv10002525m.g
OG0017286	Sp3g23430	Thhalv10002661m.g
OG0017287	Sp3g23620	Thhalv10003383m.g, Thhalv10003371m.g
OG0017288	Sp3g23760	Thhalv10002726m.g
OG0017290	Sp3g24270	Thhalv10002579m.g
OG0017291	Sp5g14730	Thhalv10010268m.g
OG0017292	Sp5g14600	Thhalv10010717m.g
OG0017294	Sp5g14400	Thhalv10011004m.g
OG0017296	Sp5g14310	Thhalv10010525m.g
OG0017297	Sp5g14290	Thhalv10011054m.g
OG0017299	Sp5g13630	Thhalv10011000m.g
OG0017300	Sp5g13510	Thhalv10027059m.g
OG0017302	Sp5g13160	Thhalv10010688m.g
OG0017303	Sp5g13130	Thhalv10010657m.g
OG0017304	Sp5g13090	Thhalv10011050m.g
OG0017305	Sp5g12990	Thhalv10010396m.g
OG0017308	Sp5g12460	Thhalv10010537m.g
OG0017309	Sp5g12420	Thhalv10010551m.g
OG0017310	Sp5g12400	Thhalv10010576m.g
OG0017311	Sp5g12380	Thhalv10010157m.g
OG0017312	Sp5g12360	Thhalv10010236m.g
OG0017313	Sp5g12340	Thhalv10010148m.g
OG0017314	Sp5g12320	Thhalv10010997m.g
OG0017315	Sp5g12290	Thhalv10010387m.g
OG0017317	Sp5g12180	Thhalv10010909m.g
OG0017319	Sp5g12080	Thhalv10010908m.g
OG0017320	Sp5g12050	Thhalv10010581m.g
OG0017321	Sp5g11770	Thhalv10010350m.g
OG0017322	Sp5g11750	Thhalv10010640m.g
OG0017323	Sp5g11590	Thhalv10010715m.g
OG0017324	Sp5g11570	Thhalv10011122m.g
OG0017325	Sp5g11520	Thhalv10011053m.g
OG0017327	Sp3g30670	Thhalv10022914m.g
OG0017328	Sp3g30450	Thhalv10022752m.g
OG0017332	Sp3g27460	Thhalv10022868m.g
OG0017333	Sp6g10510	Thhalv10028685m.g
OG0017334	Sp2g00850	Thhalv10023722m.g
OG0017335	Sp2g00830	Thhalv10023706m.g
OG0017336	Sp2g00770	Thhalv10023948m.g
OG0017337	Sp2g00760	Thhalv10023488m.g
OG0017338	Sp2g00560	Thhalv10024130m.g
OG0017339	Sp2g00530	Thhalv10023635m.g
OG0017340	Sp2g00500	Thhalv10023808m.g
OG0017341	Sp2g00450	Thhalv10023386m.g
OG0017342	Sp2g00430	Thhalv10023387m.g
OG0017343	Sp2g00420	Thhalv10023644m.g
OG0017344	Sp2g00400	Thhalv10023703m.g
OG0017345	Sp2g00320	Thhalv10023875m.g
OG0017346	Sp2g00270	Thhalv10023688m.g
OG0017347	Sp2g00140	Thhalv10023562m.g
OG0017348	Sp2g00030	Thhalv10023888m.g
OG0017349	Sp1g32720	Thhalv10011634m.g
OG0017350	Sp1g32910	Thhalv10012331m.g
OG0017351	Sp4g03010	Thhalv10012184m.g, Thhalv10012151m.g
OG0017352	Sp1g33390	Thhalv10011442m.g
OG0017353	Sp1g33450	Thhalv10011600m.g
OG0017354	Sp1g33590	Thhalv10011817m.g
OG0017355	Sp1g33800	Thhalv10011722m.g
OG0017356	Sp1g22750	Thhalv10008284m.g
OG0017357	Sp1g00110	Thhalv10007459m.g
OG0017358	Sp1g00210	Thhalv10008117m.g
OG0017359	Sp1g00330	Thhalv10007755m.g
OG0017360	Sp1g00360	Thhalv10008970m.g
OG0017361	Sp1g00380	Thhalv10007294m.g
OG0017362	Sp1g00440	Thhalv10009990m.g
OG0017363	Sp1g00570	Thhalv10008538m.g
OG0017364	Sp1g00630	Thhalv10008431m.g
OG0017365	Sp1g00690	Thhalv10008535m.g
OG0017366	Sp3g26140	Thhalv10023075m.g
OG0017367	Sp6g08970	Thhalv10028628m.g
OG0017368	Sp6g08910	Thhalv10028381m.g
OG0017369	Sp6g08400	Thhalv10028465m.g
OG0017370	Sp6g08010	Thhalv10028527m.g
OG0017372	Sp6g07970	Thhalv10028444m.g
OG0017373	Sp6g07450	Thhalv10028826m.g
OG0017374	Sp6g07190	Thhalv10029371m.g
OG0017375	Sp6g06500	Thhalv10028955m.g
OG0017376	Sp6g06280	Thhalv10028370m.g
OG0017377	Sp6g06130	Thhalv10028740m.g
OG0017378	Sp6g05780	Thhalv10028537m.g
OG0017379	Sp6g05770, Sp6g05760	Thhalv10029495m.g
OG0017380	Sp6g05730	Thhalv10028515m.g
OG0017381	Sp6g05590	Thhalv10029460m.g
OG0017382	Sp6g05240	Thhalv10028864m.g
OG0017384	Sp6g05220	Thhalv10029151m.g, Thhalv10029362m.g
OG0017385	Sp6g05140	Thhalv10029032m.g
OG0017386	Sp3g26820	Thhalv10022712m.g
OG0017387	Sp7g24440	Thhalv10027179m.g
OG0017388	SpUN0102_0030	Thhalv10025674m.g
OG0017389	Sp7g24050	Thhalv10027087m.g
OG0017390	Sp7g23690	Thhalv10024869m.g
OG0017391	Sp7g23360	Thhalv10025104m.g
OG0017392	Sp7g23160	Thhalv10024396m.g
OG0017393	Sp7g23210	Thhalv10025380m.g
OG0017394	Sp7g21940	Thhalv10024554m.g
OG0017395	Sp7g21830	Thhalv10026259m.g
OG0017396	Sp7g21420	Thhalv10026755m.g
OG0017397	Sp7g21410	Thhalv10027371m.g
OG0017398	Sp7g21390	Thhalv10027042m.g
OG0017399	Sp7g21270	Thhalv10025716m.g
OG0017400	Sp7g21130	Thhalv10024532m.g
OG0017401	Sp7g21050	Thhalv10027519m.g
OG0017402	Sp7g20540	Thhalv10026536m.g
OG0017403	Sp7g20490	Thhalv10025487m.g
OG0017404	Sp7g19720	Thhalv10025712m.g
OG0017405	Sp7g10800, Sp7g14120	Thhalv10027074m.g
OG0017407	Sp7g17740	Thhalv10024787m.g
OG0017408	Sp7g17590	Thhalv10025409m.g
OG0017409	Sp7g17400	Thhalv10027005m.g
OG0017410	Sp7g15790	Thhalv10025036m.g
OG0017411	Sp7g16300	Thhalv10025859m.g
OG0017413	Sp7g16530	Thhalv10024595m.g
OG0017414	Sp7g16660	Thhalv10027401m.g
OG0017415	Sp7g16700	Thhalv10026142m.g
OG0017416	Sp3g05910	Thhalv10020620m.g
OG0017417	Sp3g05870	Thhalv10020026m.g
OG0017418	Sp3g05860	Thhalv10020659m.g
OG0017419	Sp3g05650	Thhalv10020778m.g
OG0017420	Sp3g05600	Thhalv10019983m.g
OG0017421	Sp3g05390	Thhalv10020147m.g
OG0017422	Sp3g05380	Thhalv10020308m.g
OG0017423	Sp3g05300	Thhalv10020194m.g
OG0017424	Sp3g05130	Thhalv10020850m.g
OG0017425	Sp3g04820	Thhalv10021490m.g
OG0017426	Sp3g04560	Thhalv10019873m.g
OG0017427	Sp3g04550	Thhalv10020747m.g
OG0017428	Sp3g04520	Thhalv10019963m.g
OG0017429	Sp3g04510	Thhalv10021364m.g
OG0017430	Sp3g04500	Thhalv10020457m.g
OG0017431	Sp3g04420	Thhalv10021849m.g
OG0017432	Sp3g02730	Thhalv10021301m.g
OG0017433	Sp3g04350	Thhalv10021069m.g
OG0017434	Sp3g04230	Thhalv10020169m.g
OG0017435	Sp3g04100	Thhalv10021312m.g
OG0017436	Sp3g03570	Thhalv10021503m.g
OG0017437	Sp3g03560	Thhalv10021723m.g
OG0017438	Sp3g03550	Thhalv10020698m.g
OG0017439	Sp3g03545	Thhalv10021572m.g
OG0017440	Sp3g03400	Thhalv10020805m.g
OG0017441	Sp3g03370	Thhalv10021036m.g
OG0017442	Sp3g03330	Thhalv10020155m.g
OG0017443	Sp3g03300	Thhalv10020942m.g
OG0017444	Sp3g03000	Thhalv10021212m.g
OG0017446	Sp3g02780	Thhalv10021203m.g
OG0017447	Sp3g02720	Thhalv10021023m.g
OG0017448	Sp3g02570	Thhalv10021710m.g
OG0017449	Sp3g02530	Thhalv10022279m.g
OG0017450	Sp3g02510	Thhalv10020514m.g
OG0017451	Sp3g02470	Thhalv10022173m.g
OG0017452	Sp3g02420	Thhalv10021562m.g
OG0017453	Sp3g01730	Thhalv10021380m.g
OG0017454	Sp3g01360	Thhalv10020658m.g
OG0017455	Sp3g01280	Thhalv10020716m.g
OG0017456	Sp3g01160	Thhalv10020693m.g
OG0017457	Sp3g01130	Thhalv10020582m.g
OG0017458	Sp3g00900	Thhalv10020923m.g
OG0017459	Sp3g00890	Thhalv10021386m.g
OG0017460	Sp3g00770	Thhalv10022210m.g
OG0017461	Sp3g00740	Thhalv10021032m.g
OG0017462	Sp3g00700	Thhalv10019986m.g
OG0017463	Sp3g00490	Thhalv10020517m.g
OG0017464	Sp3g00390	Thhalv10021286m.g
OG0017465	Sp3g00360	Thhalv10021231m.g
OG0017466	Sp1g06870	Thhalv10008429m.g
OG0017467	Sp1g06830	Thhalv10009156m.g
OG0017468	Sp1g06810	Thhalv10009522m.g
OG0017469	Sp5g22970	Thhalv10018968m.g
OG0017470	Sp5g22750	Thhalv10019165m.g
OG0017471	Sp5g22700	Thhalv10018396m.g
OG0017472	Sp5g22650	Thhalv10019446m.g
OG0017473	Sp5g22500	Thhalv10017996m.g
OG0017474	Sp5g22110	Thhalv10018524m.g
OG0017475	Sp5g22090	Thhalv10017993m.g
OG0017476	Sp5g21890	Thhalv10018994m.g
OG0017477	Sp5g27310	Thhalv10018579m.g
OG0017478	Sp5g27290	Thhalv10019648m.g
OG0017480	Sp5g27200	Thhalv10018554m.g
OG0017481	Sp5g27110	Thhalv10018309m.g
OG0017482	Sp5g27090	Thhalv10019369m.g
OG0017484	Sp5g26620	Thhalv10019712m.g
OG0017485	Sp5g26610	Thhalv10019659m.g
OG0017486	Sp5g26590	Thhalv10019781m.g
OG0017487	Sp5g26530	Thhalv10018312m.g
OG0017488	Sp5g26500	Thhalv10019786m.g
OG0017489	Sp5g26370	Thhalv10018115m.g
OG0017490	Sp5g26040	Thhalv10019291m.g
OG0017491	Sp5g26000	Thhalv10018305m.g
OG0017492	Sp5g25680	Thhalv10018240m.g
OG0017493	Sp5g25640	Thhalv10018252m.g
OG0017494	Sp5g25610	Thhalv10018876m.g
OG0017495	Sp5g25540	Thhalv10019272m.g
OG0017496	Sp5g25090	Thhalv10019139m.g
OG0017498	Sp5g25010	Thhalv10019850m.g
OG0017499	Sp5g24990	Thhalv10019609m.g
OG0017500	Sp2g00160, Sp2g00170	Thhalv10023944m.g
OG0017501	SpUn0393_0010	Thhalv10023582m.g
OG0017502	Sp2g00370, Sp2g00350	Thhalv10023588m.g
OG0017503	Sp2g00470	Thhalv10023365m.g
OG0017504	Sp2g00580	Thhalv10023558m.g
OG0017505	Sp2g00700	Thhalv10023831m.g
OG0017506	Sp2g00970	Thhalv10023292m.g
OG0017507	Sp2g00990	Thhalv10023318m.g
OG0017508	Sp2g01220	Thhalv10023231m.g
OG0017509	Sp2g01230	Thhalv10023740m.g
OG0017510	Sp2g01310	Thhalv10023394m.g
OG0017511	Sp2g01510	Thhalv10023743m.g
OG0017512	Sp2g01540, Sp2g01530	Thhalv10023678m.g
OG0017513	Sp2g01560	Thhalv10023214m.g
OG0017514	Sp2g01820	Thhalv10023739m.g
OG0017515	Sp2g01970	Thhalv10023397m.g
OG0017516	Sp2g02510	Thhalv10023357m.g
OG0017517	Sp2g02630	Thhalv10023699m.g
OG0017518	Sp2g02820	Thhalv10023503m.g
OG0017519	Sp2g02900	Thhalv10023487m.g
OG0017520	Sp2g02930	Thhalv10023866m.g
OG0017521	Sp2g03130	Thhalv10023284m.g
OG0017522	Sp2g03480	Thhalv10023338m.g
OG0017523	Sp2g03580	Thhalv10023863m.g, Thhalv10024151m.g
OG0017526	Sp1g37310	Thhalv10003646m.g
OG0017527	Sp6g10020	Thhalv10028466m.g
OG0017528	Sp6g09870	Thhalv10028488m.g
OG0017529	Sp6g09800	Thhalv10028622m.g
OG0017530	Sp6g09710	Thhalv10028726m.g
OG0017532	Sp2g25420	Thhalv10005582m.g
OG0017533	Sp2g25900	Thhalv10003918m.g
OG0017535	Sp2g26270	Thhalv10004379m.g
OG0017536	Sp2g26290	Thhalv10004447m.g
OG0017537	Sp2g26310	Thhalv10005274m.g
OG0017538	Sp2g27130	Thhalv10004501m.g
OG0017539	Sp2g27170	Thhalv10004557m.g
OG0017540	Sp2g27180	Thhalv10004581m.g
OG0017541	Sp2g27290	Thhalv10004757m.g
OG0017542	Sp2g27340	Thhalv10003941m.g
OG0017543	Sp2g27430	Thhalv10004840m.g
OG0017544	Sp2g27500	Thhalv10003716m.g
OG0017545	Sp2g27520	Thhalv10004027m.g
OG0017546	Sp2g27900	Thhalv10005069m.g
OG0017547	Sp2g28250	Thhalv10005495m.g
OG0017548	Sp2g28720	Thhalv10003870m.g
OG0017549	Sp2g28930	Thhalv10004770m.g
OG0017550	Sp2g28970	Thhalv10004129m.g
OG0017551	Sp2g29220	Thhalv10005629m.g
OG0017552	Sp2g29410	Thhalv10004441m.g
OG0017553	Sp2g29470	Thhalv10003753m.g
OG0017554	Sp2g29500	Thhalv10004429m.g
OG0017555	Sp2g29610	Thhalv10005130m.g
OG0017556	Sp2g29670	Thhalv10005560m.g
OG0017557	Sp2g29860	Thhalv10005488m.g
OG0017558	Sp2g29890	Thhalv10003840m.g
OG0017559	Sp2g29900	Thhalv10005154m.g
OG0017560	Sp2g30070	Thhalv10005592m.g
OG0017561	Sp2g30080	Thhalv10003845m.g
OG0017562	Sp2g30240	Thhalv10005334m.g
OG0017563	Sp2g30350	Thhalv10003607m.g
OG0017564	Sp2g30360	Thhalv10005112m.g
OG0017565	Sp2g30370	Thhalv10004509m.g
OG0017566	Sp2g30380	Thhalv10004431m.g
OG0017567	Sp2g30400	Thhalv10004659m.g
OG0017568	Sp2g30430	Thhalv10005393m.g
OG0017569	Sp2g30440	Thhalv10004494m.g
OG0017570	Sp2g30540	Thhalv10003575m.g
OG0017571	Sp2g30560	Thhalv10003881m.g
OG0017573	Sp2g30610	Thhalv10004883m.g
OG0017575	Sp2g30730	Thhalv10004346m.g
OG0017577	Sp4g07970	Thhalv10001243m.g
OG0017578	Sp4g08080	Thhalv10028786m.g
OG0017581	Sp4g08400	Thhalv10002171m.g
OG0017582	Sp4g08250	Thhalv10002108m.g
OG0017584	Sp4g10430	Thhalv10017649m.g
OG0017585	Sp4g10170	Thhalv10002312m.g
OG0017586	Sp7g08670	Thhalv10027850m.g
OG0017588	Sp3g27060	Thhalv10022608m.g
OG0017589	Sp3g26980	Thhalv10022845m.g
OG0017591	Sp4g07400	Thhalv10001249m.g
OG0017592	Sp1g12700	Thhalv10009553m.g
OG0017594	Sp2g07160	Thhalv10003333m.g
OG0017595	Sp2g07240	Thhalv10003213m.g
OG0017596	Sp2g07430	Thhalv10009416m.g
OG0017597	Sp2g07440	Thhalv10003407m.g
OG0017599	Sp1g41750	Thhalv10011943m.g
OG0017600	Sp1g41660	Thhalv10011519m.g
OG0017601	Sp1g41510	Thhalv10011655m.g
OG0017602	Sp1g41350	Thhalv10012280m.g
OG0017604	Sp1g41080	Thhalv10011881m.g
OG0017605	Sp1g40980	Thhalv10011267m.g
OG0017606	Sp1g40930	Thhalv10011815m.g
OG0017608	Sp1g40330	Thhalv10011342m.g
OG0017609	Sp1g40000	Thhalv10011680m.g
OG0017610	Sp1g39960	Thhalv10012029m.g
OG0017611	Sp1g39850	Thhalv10011974m.g
OG0017612	Sp1g39740	Thhalv10011796m.g
OG0017613	Sp1g39710	Thhalv10012165m.g
OG0017615	Sp1g39390	Thhalv10011658m.g
OG0017616	Sp1g39190	Thhalv10011389m.g
OG0017617	Sp1g39100	Thhalv10011859m.g
OG0017619	Sp1g38820	Thhalv10011404m.g
OG0017621	Sp1g19710	Thhalv10008468m.g
OG0017622	Sp1g19940	Thhalv10007232m.g
OG0017623	Sp1g20310	Thhalv10009874m.g
OG0017624	Sp1g20560	Thhalv10009398m.g, Thhalv10009023m.g
OG0017625	Sp1g20830	Thhalv10007835m.g
OG0017626	Sp1g20990	Thhalv10008227m.g
OG0017627	Sp1g21740	Thhalv10008672m.g
OG0017628	Sp1g21840	Thhalv10008695m.g
OG0017629	Sp1g22800	Thhalv10008210m.g
OG0017630	Sp1g23060	Thhalv10008145m.g
OG0017632	Sp1g34350	Thhalv10011575m.g
OG0017638	Sp1g33650	Thhalv10011803m.g
OG0017639	Sp1g33640	Thhalv10011453m.g
OG0017640	Sp1g33510	Thhalv10012213m.g
OG0017641	Sp1g33360	Thhalv10012190m.g
OG0017643	Sp1g32260	Thhalv10004335m.g
OG0017647	Sp4g05890	Thhalv10002167m.g
OG0017649	Sp4g06200	Thhalv10001960m.g
OG0017650	Sp4g06560	Thhalv10001942m.g
OG0017651	Sp1g12830	Thhalv10006609m.g
OG0017652	Sp1g13230	Thhalv10006629m.g
OG0017653	Sp1g13410	Thhalv10007339m.g
OG0017654	Sp1g13870	Thhalv10006770m.g
OG0017655	Sp1g40290	Thhalv10011359m.g
OG0017657	Sp1g39880	Thhalv10011281m.g, Thhalv10022059m.g
OG0017658	Sp1g39340	Thhalv10011482m.g
OG0017659	Sp1g39110	Thhalv10012289m.g
OG0017660	Sp4g07760	Thhalv10001252m.g
OG0017661	Sp2g30390	Thhalv10005567m.g
OG0017662	Sp2g30530	Thhalv10004724m.g
OG0017663	Sp2g30650	Thhalv10005068m.g
OG0017664	Sp4g00020	Thhalv10000588m.g
OG0017665	Sp7g00460	Thhalv10027658m.g
OG0017666	Sp7g00470	Thhalv10028213m.g
OG0017667	Sp7g01240	Thhalv10028263m.g
OG0017668	Sp7g01380	Thhalv10027995m.g
OG0017669	Sp7g01440	Thhalv10028043m.g
OG0017670	Sp7g01910	Thhalv10028295m.g
OG0017672	Sp7g02100	Thhalv10027668m.g
OG0017674	Sp7g02300	Thhalv10027654m.g, Thhalv10023152m.g
OG0017675	Sp7g02420	Thhalv10027782m.g
OG0017676	Sp7g02760	Thhalv10027834m.g
OG0017677	Sp4g28900	Thhalv10018823m.g
OG0017678	Sp7g03530	Thhalv10027732m.g
OG0017679	Sp7g17200	Thhalv10026423m.g
OG0017680	Sp7g17160	Thhalv10026076m.g
OG0017683	Sp3g34150	Thhalv10002185m.g
OG0017684	Sp4g14520	Thhalv10016453m.g
OG0017685	Sp1g41850	Thhalv10011478m.g
OG0017686	Sp1g41610	Thhalv10011583m.g
OG0017687	Sp1g41180	Thhalv10011232m.g
OG0017688	Sp1g41070	Thhalv10011527m.g
OG0017689	Sp1g40860	Thhalv10011259m.g
OG0017690	Sp1g40800	Thhalv10011744m.g
OG0017691	Sp1g40430	Thhalv10011584m.g
OG0017692	Sp1g40450	Thhalv10011572m.g
OG0017693	Sp1g14560	Thhalv10007301m.g
OG0017694	Sp1g14590	Thhalv10007415m.g
OG0017695	Sp1g14790	Thhalv10007372m.g
OG0017696	Sp1g14920	Thhalv10009697m.g
OG0017697	Sp1g14940	Thhalv10006526m.g
OG0017698	Sp1g15370	Thhalv10006611m.g
OG0017699	Sp1g15390	Thhalv10006710m.g
OG0017700	Sp1g15600	Thhalv10007199m.g
OG0017701	Sp1g15650	Thhalv10009138m.g
OG0017702	Sp1g16350	Thhalv10008517m.g
OG0017703	Sp1g16500	Thhalv10006920m.g
OG0017704	Sp1g16680	Thhalv10006967m.g
OG0017705	Sp1g16740	Thhalv10008902m.g
OG0017706	Sp1g17250	Thhalv10007768m.g
OG0017707	Sp1g17510	Thhalv10008201m.g
OG0017708	Sp1g17520	Thhalv10008056m.g
OG0017709	Sp1g17680	Thhalv10007331m.g
OG0017710	Sp1g17800	Thhalv10008241m.g
OG0017711	Sp1g17820	Thhalv10006798m.g
OG0017712	Sp1g18110	Thhalv10007295m.g
OG0017713	Sp1g18240	Thhalv10007083m.g
OG0017714	Sp6g09240	Thhalv10029043m.g
OG0017716	Sp5g16650	Thhalv10002499m.g
OG0017717	Sp5g16620	Thhalv10002732m.g
OG0017719	Sp5g16360	Thhalv10002852m.g
OG0017720	Sp5g16350	Thhalv10002598m.g
OG0017721	Sp5g16150	Thhalv10002745m.g
OG0017723	Sp5g16010	Thhalv10002530m.g
OG0017724	Sp5g15870	Thhalv10002508m.g
OG0017725	Sp5g15460, Sp5g15730	Thhalv10011169m.g
OG0017726	Sp5g15520	Thhalv10002648m.g
OG0017727	Sp5g15060	Thhalv10002566m.g
OG0017728	Sp5g14890	Thhalv10010149m.g
OG0017729	Sp5g14850, Sp5g14840	Thhalv10010785m.g
OG0017730	Sp5g14810	Thhalv10010300m.g
OG0017731	Sp5g14750	Thhalv10010122m.g
OG0017732	Sp5g14740	Thhalv10010272m.g
OG0017733	Sp5g14630	Thhalv10010088m.g, Thhalv10010172m.g
OG0017734	Sp5g14560	Thhalv10001913m.g
OG0017736	Sp5g14120	Thhalv10010893m.g
OG0017737	Sp5g13910	Thhalv10010547m.g
OG0017738	Sp5g13840	Thhalv10010050m.g
OG0017740	Sp5g13580	Thhalv10011071m.g
OG0017741	Sp5g13570	Thhalv10010448m.g
OG0017742	Sp5g13520	Thhalv10027320m.g
OG0017743	Sp5g13480	Thhalv10015397m.g
OG0017744	Sp5g13440	Thhalv10010696m.g
OG0017745	Sp5g13340	Thhalv10010188m.g
OG0017746	Sp5g13310	Thhalv10010131m.g
OG0017747	Sp5g13150	Thhalv10010222m.g
OG0017748	Sp3g00170	Thhalv10000573m.g
OG0017750	Sp4g12030	Thhalv10016376m.g
OG0017751	Sp4g12040	Thhalv10016944m.g
OG0017752	Sp4g12180	Thhalv10017210m.g
OG0017753	Sp4g12460	Thhalv10016305m.g
OG0017754	Sp4g12560	Thhalv10017505m.g
OG0017755	Sp4g12600	Thhalv10016604m.g
OG0017757	Sp4g12990	Thhalv10016873m.g
OG0017758	Sp3g14590	Thhalv10021339m.g
OG0017759	Sp3g14890	Thhalv10021369m.g
OG0017760	Sp3g15260	Thhalv10020271m.g
OG0017761	Sp3g15510	Thhalv10019950m.g
OG0017762	Sp3g16210	Thhalv10019931m.g
OG0017763	Sp3g16450	Thhalv10003730m.g, Thhalv10020051m.g
OG0017764	Sp3g16930	Thhalv10020206m.g
OG0017765	Sp3g16970	Thhalv10022350m.g
OG0017766	Sp1g06470, Sp6g06490	Thhalv10007118m.g
OG0017767	Sp1g06430	Thhalv10008243m.g
OG0017768	Sp4g05030	Thhalv10006976m.g
OG0017769	Sp1g06720	Thhalv10014359m.g, Thhalv10008451m.g
OG0017770	Sp1g06730	Thhalv10006910m.g
OG0017771	Sp1g06880	Thhalv10007611m.g
OG0017772	Sp1g07050	Thhalv10006826m.g
OG0017773	Sp1g07620	Thhalv10006730m.g
OG0017774	Sp1g07690	Thhalv10006793m.g
OG0017775	Sp1g07780	Thhalv10007209m.g
OG0017776	Sp1g07960	Thhalv10008154m.g
OG0017777	Sp1g08010	Thhalv10009352m.g
OG0017778	Sp1g08030	Thhalv10007053m.g
