Orthogroup	S_parvula	S_diversifolius
OG0012670	Sp1g00990	Sdiv_ptg000003l_2894-R
OG0012671	Sp1g00910	Sdiv_ptg000014l_0059-R
OG0012672	Sp1g00880	Sdiv_ptg000003l_2899-R
OG0012674	Sp1g00870	Sdiv_ptg000003l_2902-R
OG0012675	Sp1g00830	Sdiv_ptg000003l_2904-R
OG0012676	Sp1g00820	Sdiv_ptg000014l_0053-R, Sdiv_ptg000003l_2905-R
OG0012677	Sp1g00810	Sdiv_ptg000014l_0051-R
OG0012678	Sp1g00800	Sdiv_ptg000014l_0050-R
OG0012679	Sp1g00790	Sdiv_ptg000003l_2908-R
OG0012680	Sp1g00780	Sdiv_ptg000003l_2909-R
OG0012681	Sp1g00730	Sdiv_ptg000003l_2912-R
OG0012682	Sp1g00670	Sdiv_ptg000003l_2915-R
OG0012683	Sp1g00640	Sdiv_ptg000014l_0037-R
OG0012684	Sp1g00620	Sdiv_ptg000014l_0035-R
OG0012685	Sp1g00590	Sdiv_ptg000003l_2919-R
OG0012686	Sp1g00460	Sdiv_ptg000014l_0026-R
OG0012687	Sp1g00450	Sdiv_ptg000003l_2927-R
OG0012688	Sp1g00420	Sdiv_ptg000003l_2930-R
OG0012689	Sp1g00400	Sdiv_ptg000003l_2933-R
OG0012690	Sp1g00170	Sdiv_ptg000003l_2948-R
OG0012691	Sp1g00160	Sdiv_ptg000003l_2949-R
OG0012692	Sp1g00120	Sdiv_ptg000014l_0008-R
OG0012693	Sp1g00090	Sdiv_ptg000014l_0005-R
OG0012694	Sp1g00050	Sdiv_ptg000014l_0001-R
OG0012695	SpUn0003_0310	Sdiv_ptg000002l_0985-R
OG0012696	SpUn0003_0280	Sdiv_ptg000015l_1148-R
OG0012698	Sp5g19000	Sdiv_ptg000015l_1145-R
OG0012699	Sp1g17850	Sdiv_ptg000003l_0383-R
OG0012700	Sp1g17900	Sdiv_ptg000003l_0387-R
OG0012703	Sp1g17930	Sdiv_ptg000003l_0388-R
OG0012704	Sp1g17940	Sdiv_ptg000014l_1324-R
OG0012705	Sp1g17950	Sdiv_ptg000003l_0390-R
OG0012706	Sp1g17990	Sdiv_ptg000003l_0394-R
OG0012707	Sp1g18190	Sdiv_ptg000003l_0409-R
OG0012709	Sp1g18270	Sdiv_ptg000003l_0413-R
OG0012710	Sp1g18280	Sdiv_ptg000003l_0414-R
OG0012711	Sp1g18320	Sdiv_ptg000003l_0417-R
OG0012712	Sp1g18370	Sdiv_ptg000014l_1356-R
OG0012713	Sp1g18500	Sdiv_ptg000014l_1367-R
OG0012714	Sp1g18520	Sdiv_ptg000014l_1368-R
OG0012716	Sp1g18750	Sdiv_ptg000014l_1395-R
OG0012717	Sp1g18870	Sdiv_ptg000014l_1407-R
OG0012718	Sp1g18930	Sdiv_ptg000014l_1412-R
OG0012719	Sp1g18950	Sdiv_ptg000003l_0466-R
OG0012720	Sp1g18960	Sdiv_ptg000003l_0467-R
OG0012721	Sp1g18970	Sdiv_ptg000003l_0468-R
OG0012722	Sp1g19000	Sdiv_ptg000003l_0471-R
OG0012723	Sp1g19010	Sdiv_ptg000003l_0472-R
OG0012724	Sp1g19020	Sdiv_ptg000003l_0473-R
OG0012725	Sp1g19030	Sdiv_ptg000014l_1422-R
OG0012726	Sp1g19040	Sdiv_ptg000003l_0474-R
OG0012727	Sp1g19050	Sdiv_ptg000003l_0475-R
OG0012730	Sp1g19430	Sdiv_ptg000003l_0505-R, Sdiv_ptg000014l_1452-R
OG0012732	Sp1g37580	Sdiv_ptg000014l_1511-R
OG0012733	Sp1g37670	Sdiv_ptg000003l_1677-R
OG0012734	Sp1g37790	Sdiv_ptg000014l_1501-R
OG0012735	Sp1g37840	Sdiv_ptg000003l_1687-R
OG0012737	SpUn0424_0010	Sdiv_ptg000003l_1700-R, Sdiv_ptg000014l_1485-R
OG0012738	Sp7g25970	Sdiv_ptg000005l_1236-R
OG0012739	Sp7g25960	Sdiv_ptg000005l_1235-R
OG0012740	Sp7g25910	Sdiv_ptg000005l_1231-R
OG0012741	Sp7g25850	Sdiv_ptg000004l_1533-R
OG0012742	Sp7g25840	Sdiv_ptg000004l_1532-R
OG0012743	Sp7g25830	Sdiv_ptg000004l_1531-R
OG0012744	Sp7g25750	Sdiv_ptg000004l_1528-R
OG0012745	Sp7g25740	Sdiv_ptg000005l_1223-R
OG0012746	Sp7g25710	Sdiv_ptg000005l_1220-R
OG0012747	Sp7g25650	Sdiv_ptg000005l_1213-R
OG0012748	Sp7g25630	Sdiv_ptg000005l_1212-R
OG0012749	Sp7g25600	Sdiv_ptg000004l_1516-R
OG0012750	Sp7g25400	Sdiv_ptg000004l_1499-R
OG0012751	Sp7g25320	Sdiv_ptg000004l_1491-R
OG0012752	Sp7g25270	Sdiv_ptg000004l_1488-R
OG0012753	Sp7g25240	Sdiv_ptg000004l_1486-R
OG0012754	Sp7g25230	Sdiv_ptg000005l_1181-R
OG0012755	Sp7g25170	Sdiv_ptg000005l_1177-R
OG0012756	Sp7g25090	Sdiv_ptg000005l_1172-R
OG0012757	Sp7g25050	Sdiv_ptg000005l_1169-R
OG0012758	Sp7g24960	Sdiv_ptg000004l_1470-R
OG0012760	Sp7g24910	Sdiv_ptg000004l_1466-R
OG0012761	Sp7g24850	Sdiv_ptg000005l_1160-R, Sdiv_ptg000004l_1464-R
OG0012762	Sp7g24820	Sdiv_ptg000004l_1463-R
OG0012763	Sp7g24790	Sdiv_ptg000005l_1156-R
OG0012764	Sp7g24780	Sdiv_ptg000004l_1458-R
OG0012765	Sp7g24750	Sdiv_ptg000005l_1153-R
OG0012766	SpUn0999_0010	Sdiv_ptg000004l_1452-R
OG0012767	Sp7g24710	Sdiv_ptg000004l_1450-R
OG0012769	Sp7g24650	Sdiv_ptg000005l_1143-R
OG0012770	Sp7g24560	Sdiv_ptg000004l_1440-R
OG0012771	Sp7g24360	Sdiv_ptg000005l_1120-R
OG0012772	Sp7g24330	Sdiv_ptg000005l_1118-R
OG0012773	Sp7g24310	Sdiv_ptg000004l_1428-R
OG0012774	Sp7g24300	Sdiv_ptg000005l_1116-R
OG0012775	Sp7g24260	Sdiv_ptg000004l_1424-R
OG0012776	Sp7g24240	Sdiv_ptg000004l_1420-R
OG0012779	Sp7g24080	Sdiv_ptg000004l_1407-R
OG0012780	Sp7g24070	Sdiv_ptg000005l_1098-R
OG0012781	SpUn0576_0010	Sdiv_ptg000005l_1097-R
OG0012782	Sp7g24000	Sdiv_ptg000004l_1401-R
OG0012783	Sp7g23960	Sdiv_ptg000005l_1088-R
OG0012784	Sp7g23950	Sdiv_ptg000005l_1087-R
OG0012785	Sp7g23940	Sdiv_ptg000005l_1086-R
OG0012787	Sp7g23870	Sdiv_ptg000005l_1080-R
OG0012788	Sp7g23850	Sdiv_ptg000004l_1391-R
OG0012789	Sp7g23820	Sdiv_ptg000005l_1076-R
OG0012790	Sp7g23790	Sdiv_ptg000005l_1074-R
OG0012791	Sp7g23760	Sdiv_ptg000005l_1072-R
OG0012792	Sp7g23750	Sdiv_ptg000005l_1071-R
OG0012793	Sp7g23740	Sdiv_ptg000005l_1070-R
OG0012794	Sp7g23650	Sdiv_ptg000004l_1375-R
OG0012795	Sp7g23640	Sdiv_ptg000004l_1374-R
OG0012796	Sp7g23500	Sdiv_ptg000004l_1362-R
OG0012797	Sp7g23490	Sdiv_ptg000005l_1046-R
OG0012798	Sp7g23430	Sdiv_ptg000005l_1044-R
OG0012799	Sp7g23420	Sdiv_ptg000004l_1359-R
OG0012800	Sp7g23290	Sdiv_ptg000005l_1034-R
OG0012801	Sp7g23280	Sdiv_ptg000004l_1345-R
OG0012802	Sp7g23200	Sdiv_ptg000004l_1339-R
OG0012803	Sp7g23150	Sdiv_ptg000005l_1008-R
OG0012804	Sp7g23130	Sdiv_ptg000004l_1335-R
OG0012805	Sp7g23120	Sdiv_ptg000004l_1334-R
OG0012806	Sp7g23100	Sdiv_ptg000005l_1012-R
OG0012807	Sp7g23090	Sdiv_ptg000004l_1333-R
OG0012808	Sp7g23080	Sdiv_ptg000004l_1332-R
OG0012809	Sp7g23050	Sdiv_ptg000004l_1328-R
OG0012810	Sp7g23040	Sdiv_ptg000005l_1015-R
OG0012811	Sp7g23000	Sdiv_ptg000004l_0570-R
OG0012812	Sp7g22860	Sdiv_ptg000005l_1020-R, Sdiv_ptg000004l_1311-R
OG0012813	Sp7g22820	Sdiv_ptg000004l_1308-R
OG0012814	Sp7g22760	Sdiv_ptg000005l_0997-R, Sdiv_ptg000004l_1303-R
OG0012815	Sp7g22740	Sdiv_ptg000004l_1301-R
OG0012816	Sp7g22730	Sdiv_ptg000004l_1300-R
OG0012817	Sp7g22720	Sdiv_ptg000004l_1299-R
OG0012818	Sp7g22710	Sdiv_ptg000004l_1298-R
OG0012819	Sp7g22660	Sdiv_ptg000004l_1294-R
OG0012820	Sp7g22630	Sdiv_ptg000005l_0983-R
OG0012821	Sp7g22570	Sdiv_ptg000005l_0977-R
OG0012822	Sp7g22550	Sdiv_ptg000004l_1285-R
OG0012823	Sp7g22540	Sdiv_ptg000004l_1284-R
OG0012824	Sp7g22530	Sdiv_ptg000004l_1283-R
OG0012825	Sp7g22470	Sdiv_ptg000004l_1278-R
OG0012827	Sp7g22330	Sdiv_ptg000005l_0958-R
OG0012828	Sp7g22325	Sdiv_ptg000004l_1266-R
OG0012829	Sp7g22310	Sdiv_ptg000005l_0957-R
OG0012830	Sp7g22230	Sdiv_ptg000005l_0951-R
OG0012831	Sp7g22180	Sdiv_ptg000004l_1255-R
OG0012832	Sp7g22170	Sdiv_ptg000005l_0946-R
OG0012833	Sp7g22120	Sdiv_ptg000004l_1251-R
OG0012834	Sp7g22090	Sdiv_ptg000005l_0939-R
OG0012835	Sp7g21910	Sdiv_ptg000004l_1234-R
OG0012836	Sp7g21900	Sdiv_ptg000004l_1233-R
OG0012837	Sp7g21860	Sdiv_ptg000004l_1231-R
OG0012838	Sp7g21790	Sdiv_ptg000004l_1226-R
OG0012839	Sp7g21780	Sdiv_ptg000005l_0915-R
OG0012840	Sp7g21700	Sdiv_ptg000004l_1220-R
OG0012841	Sp7g21630	Sdiv_ptg000005l_0907-R
OG0012842	Sp7g21480	Sdiv_ptg000004l_1209-R
OG0012843	Sp7g21400	Sdiv_ptg000004l_1205-R
OG0012844	Sp7g21370	Sdiv_ptg000005l_0892-R
OG0012845	Sp7g21340	Sdiv_ptg000004l_1199-R
OG0012846	Sp7g21330	Sdiv_ptg000004l_1198-R
OG0012848	Sp7g21150	Sdiv_ptg000005l_0872-R
OG0012849	Sp7g21110	Sdiv_ptg000004l_1182-R
OG0012851	Sp7g21040	Sdiv_ptg000004l_1178-R, Sdiv_ptg000005l_0863-R
OG0012852	Sp7g20900	Sdiv_ptg000005l_0852-R
OG0012854	Sp7g20850	Sdiv_ptg000005l_0850-R
OG0012855	Sp7g20830	Sdiv_ptg000005l_0848-R
OG0012856	Sp7g20820	Sdiv_ptg000005l_0847-R
OG0012857	Sp7g20810	Sdiv_ptg000004l_1165-R
OG0012858	Sp7g20780	Sdiv_ptg000005l_0844-R, Sdiv_ptg000004l_1162-R
OG0012859	Sp7g20770	Sdiv_ptg000004l_1161-R
OG0012862	Sp7g20690	Sdiv_ptg000004l_1157-R
OG0012863	Sp7g20610	Sdiv_ptg000004l_1153-R
OG0012864	Sp7g20390	Sdiv_ptg000005l_0815-R
OG0012865	Sp7g20360	Sdiv_ptg000004l_1130-R
OG0012866	Sp7g20340	Sdiv_ptg000004l_1128-R
OG0012867	Sp7g20250	Sdiv_ptg000004l_1121-R
OG0012868	Sp7g20230	Sdiv_ptg000004l_1119-R, Sdiv_ptg000005l_0804-R
OG0012870	Sp7g20020	Sdiv_ptg000004l_1106-R, Sdiv_ptg000005l_0792-R
OG0012871	Sp7g19970	Sdiv_ptg000005l_0786-R
OG0012872	Sp7g19960	Sdiv_ptg000005l_0785-R
OG0012873	Sp7g19940	Sdiv_ptg000004l_1099-R
OG0012874	Sp7g19910	Sdiv_ptg000004l_1096-R
OG0012875	Sp7g19860	Sdiv_ptg000004l_1092-R
OG0012876	Sp7g19840	Sdiv_ptg000005l_0774-R
OG0012878	Sp7g19740	Sdiv_ptg000005l_0767-R
OG0012879	Sp7g19700	Sdiv_ptg000004l_1084-R
OG0012880	Sp7g19640	Sdiv_ptg000005l_0758-R
OG0012881	Sp7g19630	Sdiv_ptg000004l_1080-R
OG0012882	SpUn0889_0010	Sdiv_ptg000004l_1079-R
OG0012883	Sp7g19600	Sdiv_ptg000004l_1078-R
OG0012884	Sp7g19550	Sdiv_ptg000005l_0754-R
OG0012885	Sp7g19530	Sdiv_ptg000005l_0753-R
OG0012886	Sp7g19380	Sdiv_ptg000004l_1066-R
OG0012887	Sp7g19340	Sdiv_ptg000004l_1062-R
OG0012888	Sp7g19310	Sdiv_ptg000005l_0742-R
OG0012889	Sp7g19280	Sdiv_ptg000005l_0739-R
OG0012890	Sp7g19270	Sdiv_ptg000004l_1057-R
OG0012891	Sp7g19260	Sdiv_ptg000004l_1056-R
OG0012892	Sp7g19250	Sdiv_ptg000005l_0734-R
OG0012893	Sp7g19240	Sdiv_ptg000004l_1055-R
OG0012894	Sp7g19230	Sdiv_ptg000004l_1054-R
OG0012895	Sp7g19210	Sdiv_ptg000005l_0731-R
OG0012896	Sp7g19160	Sdiv_ptg000004l_1047-R
OG0012897	Sp7g19140	Sdiv_ptg000005l_0727-R
OG0012898	Sp7g19100	Sdiv_ptg000005l_0726-R
OG0012899	Sp7g18860	Sdiv_ptg000004l_1032-R
OG0012900	Sp7g18830	Sdiv_ptg000004l_1030-R, Sdiv_ptg000005l_0714-R
OG0012901	Sp7g18690	Sdiv_ptg000004l_1019-R
OG0012902	Sp7g18670	Sdiv_ptg000004l_1018-R
OG0012903	Sp7g18660	Sdiv_ptg000005l_0697-R
OG0012904	Sp7g18650	Sdiv_ptg000005l_0696-R
OG0012905	Sp7g18640	Sdiv_ptg000005l_0694-R
OG0012906	Sp7g18620	Sdiv_ptg000005l_0692-R
OG0012907	Sp7g18580	Sdiv_ptg000004l_1007-R
OG0012908	Sp7g18560	Sdiv_ptg000005l_0684-R
OG0012909	Sp7g18490	Sdiv_ptg000005l_0675-R
OG0012910	Sp7g18380	Sdiv_ptg000004l_0989-R
OG0012911	Sp7g18330	Sdiv_ptg000004l_0986-R
OG0012912	Sp7g18310	Sdiv_ptg000005l_0661-R
OG0012913	Sp7g18210	Sdiv_ptg000004l_0977-R
OG0012914	Sp7g18200	Sdiv_ptg000004l_0975-R
OG0012915	Sp7g18180	Sdiv_ptg000005l_0654-R
OG0012916	Sp7g17890	Sdiv_ptg000005l_0628-R
OG0012917	Sp7g17880	Sdiv_ptg000004l_0947-R
OG0012918	Sp7g17800	Sdiv_ptg000004l_0940-R
OG0012919	Sp7g17790	Sdiv_ptg000004l_0938-R
OG0012920	Sp7g17750	Sdiv_ptg000004l_0936-R
OG0012921	Sp7g17680	Sdiv_ptg000005l_0610-R
OG0012922	Sp7g17620	Sdiv_ptg000005l_0605-R
OG0012923	Sp7g17530	Sdiv_ptg000004l_0919-R, Sdiv_ptg000005l_0598-R
OG0012924	Sp7g17520	Sdiv_ptg000004l_0918-R
OG0012925	Sp7g17510	Sdiv_ptg000004l_0917-R
OG0012926	Sp7g17490	Sdiv_ptg000005l_0595-R
OG0012927	Sp7g17460	Sdiv_ptg000005l_0592-R, Sdiv_ptg000004l_0911-R
OG0012928	Sp7g17390	Sdiv_ptg000005l_0585-R
OG0012929	Sp7g15380	Sdiv_ptg000005l_0584-R
OG0012930	Sp7g15450	Sdiv_ptg000005l_0575-R
OG0012931	Sp7g15480	Sdiv_ptg000004l_0894-R
OG0012933	Sp7g15520	Sdiv_ptg000005l_0571-R
OG0012934	Sp7g15560	Sdiv_ptg000004l_0888-R
OG0012935	Sp7g15570	Sdiv_ptg000004l_0887-R
OG0012936	Sp7g15690	Sdiv_ptg000005l_0558-R
OG0012937	Sp7g15780	Sdiv_ptg000004l_0872-R, Sdiv_ptg000005l_0554-R
OG0012938	Sp7g15870	Sdiv_ptg000005l_0550-R, Sdiv_ptg000004l_0866-R
OG0012939	Sp7g15980	Sdiv_ptg000004l_0858-R
OG0012941	Sp7g16030	Sdiv_ptg000004l_0855-R
OG0012942	Sp3g27580	Sdiv_ptg000013l_0379-R, Sdiv_ptg000011l_0383-R
OG0012943	Sp3g27640	Sdiv_ptg000013l_0377-R, Sdiv_ptg000011l_0381-R
OG0012944	Sp3g27750	Sdiv_ptg000001l_0400-R
OG0012945	Sp3g27770	Sdiv_ptg000001l_0398-R
OG0012946	Sp3g27780	Sdiv_ptg000001l_0397-R
OG0012947	Sp3g28090	Sdiv_ptg000001l_0372-R
OG0012948	Sp3g28230	Sdiv_ptg000011l_0356-R
OG0012949	Sp3g28310	Sdiv_ptg000013l_0354-R, Sdiv_ptg000011l_0355-R
OG0012950	Sp3g28470	Sdiv_ptg000013l_0344-R
OG0012951	Sp3g28490	Sdiv_ptg000001l_0389-R
OG0012952	Sp3g28530	Sdiv_ptg000001l_0369-R
OG0012953	Sp3g28610	Sdiv_ptg000013l_0336-R
OG0012954	Sp3g28890	Sdiv_ptg000001l_0351-R
OG0012955	Sp3g29010	Sdiv_ptg000001l_0347-R
OG0012956	Sp3g29170	Sdiv_ptg000013l_0313-R, Sdiv_ptg000001l_0343-R
OG0012957	Sp3g29210	Sdiv_ptg000001l_0342-R
OG0012958	Sp3g29270	Sdiv_ptg000011l_0310-R
OG0012959	Sp3g29420	Sdiv_ptg000001l_0332-R
OG0012960	Sp3g29460	Sdiv_ptg000001l_0329-R
OG0012961	Sp3g29660	Sdiv_ptg000001l_0322-R
OG0012962	Sp3g29670	Sdiv_ptg000001l_0321-R
OG0012963	Sp3g29740	Sdiv_ptg000001l_0316-R
OG0012964	Sp3g30080	Sdiv_ptg000001l_0304-R
OG0012965	Sp3g29970	Sdiv_ptg000001l_0294-R
OG0012966	Sp3g29930	Sdiv_ptg000001l_0290-R
OG0012967	Sp3g30160	Sdiv_ptg000001l_0288-R
OG0012968	Sp3g30270	Sdiv_ptg000013l_0259-R
OG0012969	Sp3g30540	Sdiv_ptg000001l_0266-R
OG0012970	Sp3g30620	Sdiv_ptg000001l_0260-R
OG0012971	Sp5g20760, Sp6g04640	Sdiv_ptg000002l_1050-R
OG0012972	Sp5g21330	Sdiv_ptg000015l_1038-R
OG0012973	Sp5g21340	Sdiv_ptg000015l_1036-R
OG0012974	Sp5g21350	Sdiv_ptg000015l_1035-R
OG0012975	Sp5g21500	Sdiv_ptg000015l_1030-R
OG0012976	Sp5g21520	Sdiv_ptg000015l_1029-R
OG0012977	Sp5g21560	Sdiv_ptg000002l_1089-R
OG0012978	Sp5g21570	Sdiv_ptg000002l_1090-R
OG0012979	Sp5g21600, Sp5g21605	Sdiv_ptg000002l_1093-R
OG0012980	Sp5g21610	Sdiv_ptg000002l_1094-R
OG0012981	Sp5g21620	Sdiv_ptg000015l_1023-R
OG0012982	Sp5g21810	Sdiv_ptg000015l_1007-R, Sdiv_ptg000002l_1104-R
OG0012984	Sp5g21990	Sdiv_ptg000002l_1110-R
OG0012985	Sp5g22000	Sdiv_ptg000002l_1111-R
OG0012986	Sp5g22010	Sdiv_ptg000015l_1002-R
OG0012987	Sp5g22030	Sdiv_ptg000002l_1113-R
OG0012988	Sp5g22120	Sdiv_ptg000015l_0993-R
OG0012989	Sp5g22130	Sdiv_ptg000015l_0991-R
OG0012990	Sp5g22160	Sdiv_ptg000002l_1120-R
OG0012991	Sp5g22210	Sdiv_ptg000002l_1124-R
OG0012992	Sp5g22240	Sdiv_ptg000002l_1125-R
OG0012993	Sp5g22270	Sdiv_ptg000002l_1128-R
OG0012994	Sp5g22320	Sdiv_ptg000002l_1132-R
OG0012995	Sp5g22330	Sdiv_ptg000015l_0979-R
OG0012996	Sp5g22340	Sdiv_ptg000015l_0978-R
OG0012997	Sp5g22350	Sdiv_ptg000015l_0977-R
OG0012998	Sp5g22590	Sdiv_ptg000002l_1152-R
OG0013000	Sp5g22630	Sdiv_ptg000002l_1158-R
OG0013001	Sp5g22680	Sdiv_ptg000002l_1161-R
OG0013002	Sp5g22690	Sdiv_ptg000002l_1162-R
OG0013003	Sp5g22710	Sdiv_ptg000002l_1164-R
OG0013004	Sp5g22730	Sdiv_ptg000002l_1165-R
OG0013005	Sp5g22760	Sdiv_ptg000002l_1169-R, Sdiv_ptg000015l_0950-R
OG0013006	Sp5g22800	Sdiv_ptg000002l_1174-R
OG0013007	Sp5g22830	Sdiv_ptg000002l_1178-R
OG0013008	Sp5g22840	Sdiv_ptg000002l_1179-R
OG0013009	Sp5g22890	Sdiv_ptg000015l_0938-R
OG0013010	Sp5g22900	Sdiv_ptg000002l_1182-R
OG0013011	Sp5g22910	Sdiv_ptg000015l_0937-R
OG0013012	Sp5g22940	Sdiv_ptg000015l_0935-R
OG0013013	Sp5g23040	Sdiv_ptg000002l_1193-R
OG0013014	Sp5g23080	Sdiv_ptg000015l_0926-R
OG0013015	Sp5g23120	Sdiv_ptg000015l_0922-R
OG0013016	Sp5g23130	Sdiv_ptg000015l_0921-R, Sdiv_ptg000002l_1202-R
OG0013017	Sp5g23280	Sdiv_ptg000002l_1212-R
OG0013018	Sp5g23300	Sdiv_ptg000002l_1214-R
OG0013019	Sp1g30110, Sp5g23330	Sdiv_ptg000002l_1215-R
OG0013020	Sp5g23350	Sdiv_ptg000015l_0914-R
OG0013021	Sp5g23390	Sdiv_ptg000002l_1219-R
OG0013022	Sp5g23450	Sdiv_ptg000015l_0909-R
OG0013023	Sp5g23540	Sdiv_ptg000002l_1227-R
OG0013024	Sp5g23570	Sdiv_ptg000015l_0902-R
OG0013025	Sp5g23590	Sdiv_ptg000002l_1231-R
OG0013027	Sp5g23730	Sdiv_ptg000002l_1249-R
OG0013028	Sp5g23780	Sdiv_ptg000002l_1254-R
OG0013029	Sp5g23790	Sdiv_ptg000002l_1255-R, Sdiv_ptg000015l_0888-R
OG0013032	Sp1g30920	Sdiv_ptg000003l_1322-R
OG0013033	Sp1g31180	Sdiv_ptg000003l_1331-R
OG0013034	Sp1g31190	Sdiv_ptg000003l_1332-R
OG0013035	Sp1g31260	Sdiv_ptg000014l_1868-R
OG0013036	Sp3g09770	Sdiv_ptg000001l_1580-R
OG0013037	Sp3g09800	Sdiv_ptg000013l_1509-R
OG0013038	Sp3g09820	Sdiv_ptg000001l_1574-R
OG0013039	Sp3g09830	Sdiv_ptg000013l_1506-R
OG0013040	Sp3g09600	Sdiv_ptg000001l_1596-R
OG0013041	Sp3g09550	Sdiv_ptg000001l_1600-R
OG0013042	Sp3g09510	Sdiv_ptg000001l_1603-R
OG0013043	Sp3g09500	Sdiv_ptg000001l_1604-R
OG0013044	Sp3g09350	Sdiv_ptg000001l_1612-R
OG0013045	Sp3g09330	Sdiv_ptg000013l_1545-R
OG0013046	Sp3g09310	Sdiv_ptg000001l_1617-R
OG0013047	Sp3g09290	Sdiv_ptg000013l_1550-R
OG0013048	Sp3g09250	Sdiv_ptg000013l_1553-R
OG0013049	Sp3g09230	Sdiv_ptg000001l_1624-R
OG0013050	Sp3g09220	Sdiv_ptg000001l_1625-R
OG0013051	Sp3g09170	Sdiv_ptg000013l_1558-R
OG0013052	Sp3g09150	Sdiv_ptg000001l_1631-R, Sdiv_ptg000013l_1559-R
OG0013053	Sp3g09100	Sdiv_ptg000013l_1564-R
OG0013054	Sp3g08990	Sdiv_ptg000013l_1574-R
OG0013055	Sp3g08970	Sdiv_ptg000001l_1644-R
OG0013056	Sp3g08930	Sdiv_ptg000001l_1648-R
OG0013057	Sp3g08910	Sdiv_ptg000001l_1646-R
OG0013059	Sp3g08870	Sdiv_ptg000013l_1583-R
OG0013060	Sp3g08790	Sdiv_ptg000001l_1656-R
OG0013061	Sp3g08760	Sdiv_ptg000013l_1590-R
OG0013062	Sp3g08710	Sdiv_ptg000001l_1661-R
OG0013063	Sp3g08690	Sdiv_ptg000001l_1663-R
OG0013064	Sp3g08680	Sdiv_ptg000001l_1664-R
OG0013065	Sp3g08670	Sdiv_ptg000001l_1665-R
OG0013066	Sp3g08660	Sdiv_ptg000001l_1666-R
OG0013067	Sp3g08520	Sdiv_ptg000001l_1677-R
OG0013068	Sp3g08500	Sdiv_ptg000013l_1608-R
OG0013069	Sp3g08490	Sdiv_ptg000013l_1609-R
OG0013070	Sp3g08440	Sdiv_ptg000013l_1613-R
OG0013071	Sp3g08420	Sdiv_ptg000001l_1682-R
OG0013072	Sp3g08370	Sdiv_ptg000001l_1685-R
OG0013073	Sp3g08340	Sdiv_ptg000001l_1688-R
OG0013074	Sp3g08330	Sdiv_ptg000001l_1689-R
OG0013075	Sp3g08320	Sdiv_ptg000001l_1691-R
OG0013076	Sp3g08310	Sdiv_ptg000001l_1692-R, Sdiv_ptg000013l_1627-R
OG0013077	Sp3g08260	Sdiv_ptg000001l_1695-R
OG0013078	Sp3g08240	Sdiv_ptg000001l_1696-R
OG0013079	Sp3g08200	Sdiv_ptg000013l_1635-R
OG0013080	Sp3g08180	Sdiv_ptg000001l_1700-R
OG0013081	Sp3g08080	Sdiv_ptg000001l_1708-R
OG0013082	Sp3g08060	Sdiv_ptg000001l_1710-R
OG0013083	Sp3g08050	Sdiv_ptg000001l_1711-R
OG0013084	Sp3g08030	Sdiv_ptg000001l_1713-R
OG0013085	Sp3g08000	Sdiv_ptg000001l_1715-R
OG0013086	Sp3g07990	Sdiv_ptg000001l_1716-R
OG0013087	Sp3g07980	Sdiv_ptg000001l_1717-R
OG0013088	Sp3g07970	Sdiv_ptg000013l_1649-R
OG0013089	Sp3g07880	Sdiv_ptg000013l_1659-R
OG0013090	Sp3g07840	Sdiv_ptg000001l_1726-R
OG0013091	Sp6g40270, Sp3g07720	Sdiv_ptg000001l_1737-R
OG0013092	Sp3g07690	Sdiv_ptg000013l_1668-R
OG0013093	Sp3g07680	Sdiv_ptg000001l_1741-R
OG0013094	Sp3g07620	Sdiv_ptg000001l_1744-R
OG0013095	Sp3g07580	Sdiv_ptg000013l_1677-R
OG0013096	Sp3g07570	Sdiv_ptg000001l_1748-R
OG0013097	Sp3g07560	Sdiv_ptg000013l_1678-R
OG0013098	Sp3g07550	Sdiv_ptg000013l_1679-R
OG0013099	Sp3g07500	Sdiv_ptg000001l_1754-R
OG0013100	Sp3g07480	Sdiv_ptg000013l_1685-R
OG0013101	Sp3g07390	Sdiv_ptg000001l_1760-R
OG0013102	Sp3g07380	Sdiv_ptg000001l_1761-R
OG0013103	Sp3g07370	Sdiv_ptg000001l_1762-R
OG0013104	Sp3g07300	Sdiv_ptg000013l_1699-R
OG0013105	Sp3g07240	Sdiv_ptg000001l_1774-R
OG0013106	Sp3g07210	Sdiv_ptg000001l_1775-R
OG0013107	Sp3g07070	Sdiv_ptg000001l_1787-R
OG0013108	Sp3g07000	Sdiv_ptg000001l_1793-R
OG0013109	Sp3g06990	Sdiv_ptg000001l_1794-R
OG0013110	Sp3g06960	Sdiv_ptg000001l_1796-R
OG0013111	Sp3g06950	Sdiv_ptg000001l_1797-R
OG0013112	Sp3g06940	Sdiv_ptg000001l_1798-R
OG0013113	Sp3g06930	Sdiv_ptg000013l_1730-R
OG0013114	Sp3g06920	Sdiv_ptg000001l_1799-R
OG0013115	Sp3g06910	Sdiv_ptg000001l_1800-R
OG0013116	Sp3g06810	Sdiv_ptg000013l_1737-R
OG0013117	Sp3g06780	Sdiv_ptg000013l_1740-R
OG0013118	Sp3g06720	Sdiv_ptg000013l_1745-R
OG0013119	Sp3g06710	Sdiv_ptg000013l_1746-R
OG0013120	Sp3g06700	Sdiv_ptg000013l_1747-R
OG0013121	Sp3g06690	Sdiv_ptg000013l_1748-R
