Orthogroup	S_pinnata	E_salsugineum
OG0016942	Stapi.8858s0003	Thhalv10021486m.g, Thhalv10019769m.g
OG0016947	Stapi.4811s0001	Thhalv10007924m.g
OG0016951	Stapi.4125s0004	Thhalv10007580m.g
OG0016953	Stapi.5937s0002	Thhalv10008649m.g
OG0016954	Stapi.4536s0009	Thhalv10009804m.g
OG0016956	Stapi.1957s0001	Thhalv10009088m.g
OG0016957	Stapi.1957s0002	Thhalv10009682m.g
OG0016958	Stapi.11899s0001	Thhalv10008206m.g
OG0016959	Stapi.15560s0001	Thhalv10009653m.g
OG0016961	Stapi.2436s0009	Thhalv10008347m.g
OG0016962	Stapi.11845s0002	Thhalv10007886m.g
OG0016963	Stapi.12838s0002	Thhalv10008790m.g
OG0016964	Stapi.1922s0006	Thhalv10007399m.g
OG0016965	Stapi.2340s0008	Thhalv10009923m.g
OG0016966	Stapi.1724s0003	Thhalv10009480m.g
OG0016967	Stapi.4662s0004	Thhalv10006804m.g
OG0016968	Stapi.5464s0001, Stapi.2130s0005	Thhalv10009722m.g
OG0016969	Stapi.1152s0009, Stapi.12936s0001	Thhalv10009622m.g
OG0016973	Stapi.3217s0007	Thhalv10009171m.g
OG0016974	Stapi.1930s0005	Thhalv10009615m.g
OG0016976	Stapi.31374s0001	Thhalv10008760m.g
OG0016983	Stapi.4338s0004	Thhalv10007093m.g
OG0016987	Stapi.1193s0006	Thhalv10007446m.g
OG0016988	Stapi.0741s0001	Thhalv10009647m.g
OG0016990	Stapi.9765s0002	Thhalv10007253m.g
OG0016991	Stapi.25411s0001, Stapi.8971s0001	Thhalv10009489m.g
OG0016992	Stapi.1095s0009	Thhalv10007959m.g
OG0016993	Stapi.1095s0002	Thhalv10008825m.g
OG0016994	Stapi.6772s0003, Stapi.23523s0001, Stapi.7445s0002	Thhalv10009911m.g
OG0016995	Stapi.2595s0002	Thhalv10009936m.g
OG0016996	Stapi.1211s0009	Thhalv10008501m.g
OG0016999	Stapi.3065s0005	Thhalv10007159m.g
OG0017001	Stapi.4155s0004	Thhalv10008342m.g
OG0017003	Stapi.2920s0004	Thhalv10009317m.g
OG0017004	Stapi.2920s0001	Thhalv10008246m.g
OG0017006	Stapi.2825s0004	Thhalv10008067m.g
OG0017007	Stapi.5794s0003	Thhalv10009838m.g
OG0017008	Stapi.1293s0018	Thhalv10006733m.g
OG0017010	Stapi.0327s0006	Thhalv10007474m.g
OG0017011	Stapi.1603s0008	Thhalv10007917m.g
OG0017014	Stapi.4476s0001, Stapi.4234s0003	Thhalv10009218m.g
OG0017015	Stapi.0701s0003	Thhalv10006845m.g
OG0017016	Stapi.0701s0004	Thhalv10006806m.g
OG0017018	Stapi.0701s0014	Thhalv10009015m.g
OG0017020	Stapi.5169s0002	Thhalv10007033m.g
OG0017021	Stapi.9164s0001	Thhalv10007912m.g
OG0017022	Stapi.9164s0002	Thhalv10008833m.g
OG0017026	Stapi.5033s0006	Thhalv10006639m.g
OG0017031	Stapi.14739s0001	Thhalv10007144m.g
OG0017033	Stapi.17518s0001	Thhalv10009393m.g
OG0017036	Stapi.6008s0004	Thhalv10006788m.g
OG0017044	Stapi.9728s0002	Thhalv10009863m.g
OG0017051	Stapi.12221s0001	Thhalv10000094m.g
OG0017052	Stapi.8346s0004	Thhalv10009010m.g
OG0017053	Stapi.3788s0002	Thhalv10006937m.g
OG0017055	Stapi.25181s0001	Thhalv10008396m.g
OG0017056	Stapi.7098s0004	Thhalv10009871m.g
OG0017057	Stapi.7098s0003	Thhalv10007447m.g
OG0017058	Stapi.6424s0003	Thhalv10007665m.g
OG0017059	Stapi.6977s0001	Thhalv10006531m.g
OG0017073	Stapi.6934s0002	Thhalv10006878m.g
OG0017074	Stapi.4500s0001	Thhalv10008559m.g
OG0017075	Stapi.4500s0003	Thhalv10006939m.g
OG0017076	Stapi.4504s0012, Stapi.2523s0004	Thhalv10007056m.g
OG0017079	Stapi.0124s0001	Thhalv10011151m.g
OG0017080	Stapi.1460s0005	Thhalv10011123m.g
OG0017081	Stapi.0980s0002	Thhalv10008606m.g
OG0017085	Stapi.1538s0009	Thhalv10009034m.g
OG0017088	Stapi.6888s0001	Thhalv10008766m.g
OG0017089	Stapi.5980s0001	Thhalv10007437m.g
OG0017090	Stapi.5980s0002	Thhalv10008709m.g
OG0017092	Stapi.2403s0001	Thhalv10015517m.g, Thhalv10009360m.g
OG0017093	Stapi.3000s0006	Thhalv10009737m.g
OG0017096	Stapi.1104s0010	Thhalv10011419m.g
OG0017097	Stapi.1535s0004	Thhalv10012337m.g
OG0017099	Stapi.1702s0003	Thhalv10026081m.g
OG0017100	Stapi.2699s0008	Thhalv10025690m.g
OG0017101	Stapi.2699s0002	Thhalv10026645m.g
OG0017102	Stapi.5724s0004	Thhalv10026727m.g
OG0017104	Stapi.8078s0001	Thhalv10024254m.g
OG0017105	Stapi.1030s0011	Thhalv10025946m.g
OG0017106	Stapi.2423s0002	Thhalv10025260m.g
OG0017108	Stapi.2137s0002	Thhalv10014489m.g, Thhalv10026070m.g
OG0017110	Stapi.1742s0017	Thhalv10027345m.g
OG0017111	Stapi.1742s0005	Thhalv10024581m.g
OG0017113	Stapi.5954s0002	Thhalv10026261m.g
OG0017114	Stapi.0340s0001	Thhalv10024272m.g
OG0017115	Stapi.0340s0013	Thhalv10027010m.g
OG0017116	Stapi.0340s0029	Thhalv10025245m.g
OG0017118	Stapi.9617s0003	Thhalv10025518m.g
OG0017120	Stapi.7090s0002	Thhalv10026381m.g
OG0017122	Stapi.1126s0008	Thhalv10026336m.g
OG0017123	Stapi.1368s0015	Thhalv10025829m.g
OG0017124	Stapi.1368s0009	Thhalv10024274m.g
OG0017125	Stapi.1368s0008, Stapi.1368s0007	Thhalv10026333m.g
OG0017126	Stapi.2460s0003	Thhalv10027146m.g
OG0017127	Stapi.3387s0001, Stapi.2460s0001	Thhalv10027278m.g
OG0017128	Stapi.1368s0001, Stapi.3387s0002	Thhalv10026205m.g
OG0017129	Stapi.0556s0018	Thhalv10024578m.g
OG0017130	Stapi.7219s0002	Thhalv10027167m.g
OG0017131	Stapi.1395s0004	Thhalv10026521m.g
OG0017132	Stapi.1395s0006, Stapi.5713s0002	Thhalv10027478m.g
OG0017133	Stapi.1264s0008	Thhalv10024379m.g
OG0017134	Stapi.0380s0009	Thhalv10025263m.g
OG0017135	Stapi.0380s0010	Thhalv10024230m.g
OG0017136	Stapi.0380s0018	Thhalv10025575m.g, Thhalv10027599m.g
OG0017137	Stapi.2401s0005	Thhalv10025762m.g
OG0017138	Stapi.4612s0004	Thhalv10027272m.g
OG0017140	Stapi.3594s0002	Thhalv10025754m.g
OG0017141	Stapi.1001s0006	Thhalv10026690m.g
OG0017143	Stapi.1574s0006	Thhalv10024949m.g
OG0017144	Stapi.0593s0017	Thhalv10027461m.g
OG0017147	Stapi.0382s0014	Thhalv10024914m.g
OG0017148	Stapi.3177s0004, Stapi.0333s0013	Thhalv10017522m.g
OG0017149	Stapi.3692s0004	Thhalv10026450m.g
OG0017150	Stapi.3692s0003	Thhalv10026873m.g
OG0017152	Stapi.3228s0003	Thhalv10026963m.g
OG0017153	Stapi.10356s0002	Thhalv10027254m.g
OG0017155	Stapi.6836s0004	Thhalv10024323m.g
OG0017157	Stapi.2051s0008	Thhalv10026172m.g
OG0017162	Stapi.2662s0010	Thhalv10025304m.g
OG0017163	Stapi.4448s0007	Thhalv10024886m.g
OG0017164	Stapi.0981s0003, Stapi.3820s0006	Thhalv10024457m.g
OG0017165	Stapi.6612s0003, Stapi.0981s0004	Thhalv10024515m.g
OG0017166	Stapi.2997s0004	Thhalv10026298m.g
OG0017168	Stapi.3631s0001	Thhalv10024260m.g
OG0017169	Stapi.2598s0010	Thhalv10026244m.g
OG0017170	Stapi.3679s0003	Thhalv10026564m.g
OG0017173	Stapi.12817s0001	Thhalv10024711m.g
OG0017174	Stapi.4978s0004	Thhalv10026806m.g
OG0017176	Stapi.10450s0002	Thhalv10027536m.g
OG0017177	Stapi.3799s0002	Thhalv10025465m.g
OG0017178	Stapi.2821s0002, Stapi.0079s0027	Thhalv10024458m.g
OG0017179	Stapi.3853s0004	Thhalv10025476m.g
OG0017180	Stapi.1978s0003	Thhalv10026131m.g
OG0017184	Stapi.2024s0002	Thhalv10022589m.g
OG0017185	Stapi.5090s0005, Stapi.0331s0003	Thhalv10023054m.g, Thhalv10022780m.g
OG0017187	Stapi.2132s0001	Thhalv10022517m.g
OG0017188	Stapi.0621s0005	Thhalv10022658m.g
OG0017190	Stapi.10001s0001	Thhalv10022646m.g
OG0017191	Stapi.8508s0003	Thhalv10022660m.g
OG0017192	Stapi.6970s0001	Thhalv10022578m.g
OG0017193	Stapi.5118s0001	Thhalv10023002m.g
OG0017195	Stapi.7016s0002	Thhalv10023104m.g
OG0017196	Stapi.8158s0003	Thhalv10022716m.g
OG0017197	Stapi.8158s0004	Thhalv10022675m.g
OG0017198	Stapi.0433s0018	Thhalv10023020m.g
OG0017201	Stapi.0321s0003	Thhalv10018634m.g
OG0017202	Stapi.1537s0005	Thhalv10018274m.g
OG0017203	Stapi.0249s0013	Thhalv10019182m.g
OG0017204	Stapi.0095s0016	Thhalv10018436m.g
OG0017206	Stapi.1259s0005, Stapi.1274s0006	Thhalv10018010m.g
OG0017207	Stapi.1012s0005	Thhalv10019525m.g
OG0017208	Stapi.0169s0026	Thhalv10017991m.g
OG0017209	Stapi.0677s0006	Thhalv10019499m.g
OG0017211	Stapi.0287s0022	Thhalv10018120m.g
OG0017212	Stapi.8760s0001	Thhalv10018382m.g
OG0017213	Stapi.0909s0012	Thhalv10019416m.g
OG0017214	Stapi.4957s0002	Thhalv10019740m.g
OG0017215	Stapi.2698s0003, Stapi.2681s0001	Thhalv10018284m.g
OG0017216	Stapi.2681s0008	Thhalv10018742m.g
OG0017217	Stapi.9772s0001	Thhalv10019127m.g
OG0017218	Stapi.1081s0005	Thhalv10018954m.g
OG0017219	Stapi.5936s0001	Thhalv10019825m.g
OG0017221	Stapi.0728s0001	Thhalv10018918m.g
OG0017222	Stapi.5982s0001	Thhalv10019299m.g
OG0017223	Stapi.1330s0005	Thhalv10018517m.g
OG0017224	Stapi.1314s0007	Thhalv10019326m.g
OG0017225	Stapi.1716s0004	Thhalv10018020m.g
OG0017227	Stapi.1716s0002	Thhalv10019239m.g
OG0017230	Stapi.0130s0016	Thhalv10009847m.g
OG0017231	Stapi.0166s0012	Thhalv10025813m.g
OG0017240	Stapi.7481s0004	Thhalv10022017m.g
OG0017241	Stapi.7213s0002	Thhalv10022012m.g
OG0017242	Stapi.3811s0001	Thhalv10020993m.g
OG0017243	Stapi.11189s0001	Thhalv10022203m.g
OG0017244	Stapi.6286s0004	Thhalv10021674m.g
OG0017246	Stapi.11574s0002	Thhalv10022413m.g
OG0017247	Stapi.1924s0009	Thhalv10021258m.g
OG0017249	Stapi.4748s0004	Thhalv10021361m.g
OG0017252	Stapi.0296s0005	Thhalv10020904m.g
OG0017255	Stapi.10087s0002	Thhalv10020795m.g
OG0017257	Stapi.13619s0001	Thhalv10022090m.g
OG0017260	Stapi.2816s0006	Thhalv10020117m.g
OG0017263	Stapi.4452s0005	Thhalv10020500m.g
OG0017264	Stapi.4452s0009	Thhalv10022039m.g
OG0017265	Stapi.0793s0012	Thhalv10020392m.g
OG0017266	Stapi.6930s0003	Thhalv10021991m.g
OG0017268	Stapi.7223s0001	Thhalv10022307m.g
OG0017269	Stapi.7223s0002	Thhalv10022431m.g
OG0017270	Stapi.3857s0007	Thhalv10021504m.g
OG0017276	Stapi.1628s0015	Thhalv10020696m.g
OG0017280	Stapi.3932s0003	Thhalv10021367m.g
OG0017282	Stapi.2892s0001	Thhalv10021452m.g
OG0017286	Stapi.25812s0001	Thhalv10021591m.g
OG0017287	Stapi.0862s0002	Thhalv10022432m.g
OG0017294	Stapi.4349s0003	Thhalv10020330m.g
OG0017295	Stapi.8619s0003	Thhalv10021285m.g
OG0017297	Stapi.16305s0001	Thhalv10021311m.g
OG0017299	Stapi.20112s0001	Thhalv10022430m.g
OG0017308	Stapi.5270s0002	Thhalv10020681m.g
OG0017310	Stapi.16507s0001	Thhalv10020868m.g
OG0017317	Stapi.6862s0003	Thhalv10020244m.g
OG0017319	Stapi.7718s0003	Thhalv10020890m.g
OG0017320	Stapi.11507s0001	Thhalv10022237m.g
OG0017327	Stapi.15395s0001	Thhalv10021155m.g
OG0017329	Stapi.9039s0003	Thhalv10021487m.g
OG0017337	Stapi.9918s0002	Thhalv10021666m.g
OG0017343	Stapi.7009s0004	Thhalv10020937m.g
OG0017350	Stapi.25588s0001	Thhalv10021481m.g
OG0017351	Stapi.1635s0002	Thhalv10020728m.g
OG0017355	Stapi.19423s0002	Thhalv10021165m.g
OG0017357	Stapi.30101s0001	Thhalv10022338m.g
OG0017359	Stapi.7235s0002	Thhalv10021787m.g
OG0017360	Stapi.14743s0001	Thhalv10021623m.g
OG0017364	Stapi.5396s0002	Thhalv10021975m.g
OG0017367	Stapi.9525s0003	Thhalv10021359m.g
OG0017369	Stapi.0736s0009	Thhalv10027308m.g
OG0017370	Stapi.2573s0004	Thhalv10025982m.g
OG0017372	Stapi.2994s0007	Thhalv10025050m.g
OG0017373	Stapi.2412s0007	Thhalv10025275m.g
OG0017374	Stapi.2112s0004	Thhalv10025713m.g
OG0017375	Stapi.1097s0002	Thhalv10026342m.g
OG0017376	Stapi.0116s0013	Thhalv10024215m.g
OG0017377	Stapi.1460s0011, Stapi.0694s0009	Thhalv10027111m.g
OG0017380	Stapi.5466s0002	Thhalv10024976m.g
OG0017382	Stapi.1313s0005, Stapi.3216s0002	Thhalv10026089m.g
OG0017384	Stapi.2221s0003	Thhalv10025929m.g
OG0017385	Stapi.1780s0002	Thhalv10026334m.g
OG0017386	Stapi.0025s0026	Thhalv10027233m.g
OG0017388	Stapi.5490s0002	Thhalv10021180m.g
OG0017389	Stapi.4857s0001	Thhalv10022400m.g
OG0017393	Stapi.4360s0001	Thhalv10006453m.g
OG0017403	Stapi.4840s0002	Thhalv10006199m.g
OG0017406	Stapi.0255s0003	Thhalv10006273m.g
OG0017409	Stapi.1150s0003	Thhalv10005856m.g
OG0017410	Stapi.7808s0002	Thhalv10006024m.g
OG0017412	Stapi.8957s0004	Thhalv10006096m.g
OG0017413	Stapi.8957s0001	Thhalv10006500m.g
OG0017416	Stapi.2476s0003	Thhalv10006308m.g
OG0017417	Stapi.4235s0001	Thhalv10006395m.g
OG0017428	Stapi.7252s0002	Thhalv10006508m.g
OG0017431	Stapi.24059s0002	Thhalv10006309m.g
OG0017435	Stapi.28758s0001, Stapi.30950s0001, Stapi.29205s0001	Thhalv10006428m.g
OG0017445	Stapi.10539s0001	Thhalv10006482m.g
OG0017446	Stapi.24097s0001	Thhalv10006487m.g
OG0017447	Stapi.8127s0003	Thhalv10006210m.g
OG0017451	Stapi.9900s0002	Thhalv10022152m.g
OG0017457	Stapi.9362s0001	Thhalv10005803m.g
OG0017458	Stapi.14722s0001	Thhalv10001867m.g, Thhalv10006447m.g
OG0017467	Stapi.5508s0003	Thhalv10006495m.g
OG0017468	Stapi.17015s0001	Thhalv10006446m.g
OG0017474	Stapi.3227s0001	Thhalv10007444m.g
OG0017475	Stapi.3227s0002	Thhalv10007259m.g
OG0017476	Stapi.6886s0001	Thhalv10009918m.g
OG0017478	Stapi.5673s0004	Thhalv10007470m.g
OG0017480	Stapi.9673s0001	Thhalv10008059m.g
OG0017481	Stapi.4099s0002	Thhalv10009812m.g
OG0017483	Stapi.2784s0005	Thhalv10009213m.g
OG0017484	Stapi.4493s0003	Thhalv10008728m.g
OG0017485	Stapi.0311s0006	Thhalv10008839m.g
OG0017486	Stapi.1133s0009	Thhalv10008984m.g
OG0017488	Stapi.3188s0006	Thhalv10007176m.g
OG0017489	Stapi.0963s0009	Thhalv10008183m.g
OG0017490	Stapi.3368s0007	Thhalv10007206m.g
OG0017491	Stapi.14937s0001	Thhalv10009485m.g
OG0017492	Stapi.1520s0009, Stapi.2740s0001	Thhalv10006928m.g
OG0017493	Stapi.1321s0015	Thhalv10008080m.g
OG0017496	Stapi.2939s0004	Thhalv10009335m.g
OG0017505	Stapi.2549s0001	Thhalv10009478m.g
OG0017511	Stapi.2728s0005	Thhalv10006830m.g
OG0017512	Stapi.2728s0008	Thhalv10008796m.g
OG0017516	Stapi.12148s0003	Thhalv10009532m.g
OG0017521	Stapi.5336s0004	Thhalv10008904m.g
OG0017522	Stapi.9411s0002	Thhalv10010023m.g
OG0017531	Stapi.3245s0004	Thhalv10006786m.g
OG0017533	Stapi.4430s0006	Thhalv10009425m.g
OG0017536	Stapi.3310s0008	Thhalv10009338m.g
OG0017538	Stapi.0393s0003	Thhalv10029489m.g, Thhalv10012095m.g
OG0017539	Stapi.0616s0001, Stapi.1410s0002	Thhalv10002966m.g
OG0017540	Stapi.0341s0015	Thhalv10002431m.g
OG0017541	Stapi.0172s0002, Stapi.0275s0016	Thhalv10002922m.g
OG0017542	Stapi.0071s0048	Thhalv10002560m.g
OG0017543	Stapi.0348s0014	Thhalv10002617m.g
OG0017544	Stapi.3171s0003	Thhalv10002523m.g
OG0017545	Stapi.0153s0028	Thhalv10002661m.g
OG0017547	Stapi.0450s0004	Thhalv10003371m.g, Thhalv10003383m.g
OG0017548	Stapi.1398s0016	Thhalv10010268m.g
OG0017549	Stapi.0382s0008	Thhalv10010717m.g
OG0017550	Stapi.0343s0002	Thhalv10010883m.g
OG0017551	Stapi.0343s0020	Thhalv10011032m.g
OG0017552	Stapi.0930s0016	Thhalv10011054m.g
OG0017555	Stapi.2672s0002, Stapi.0326s0001	Thhalv10010486m.g
OG0017556	Stapi.2183s0009	Thhalv10010688m.g
OG0017557	Stapi.3285s0004	Thhalv10010144m.g
OG0017558	Stapi.2340s0003, Stapi.0915s0016	Thhalv10010586m.g
OG0017559	Stapi.1017s0006, Stapi.20545s0001	Thhalv10010701m.g
OG0017562	Stapi.1124s0008	Thhalv10010551m.g
OG0017563	Stapi.0538s0001	Thhalv10010576m.g
OG0017564	Stapi.2655s0008	Thhalv10010157m.g
OG0017565	Stapi.2266s0004	Thhalv10010236m.g
OG0017566	Stapi.0892s0006	Thhalv10010997m.g
OG0017567	Stapi.12317s0001, Stapi.1074s0001	Thhalv10011022m.g
OG0017568	Stapi.2046s0002	Thhalv10010776m.g
OG0017569	Stapi.2046s0008	Thhalv10010909m.g
OG0017570	Stapi.0692s0004	Thhalv10010908m.g
OG0017571	Stapi.0692s0007	Thhalv10010581m.g
OG0017572	Stapi.0692s0009	Thhalv10011152m.g
OG0017573	Stapi.13016s0001	Thhalv10010533m.g
OG0017574	Stapi.4336s0002	Thhalv10010350m.g
OG0017575	Stapi.3360s0001, Stapi.2157s0007	Thhalv10010714m.g
OG0017576	Stapi.10303s0003	Thhalv10011122m.g
OG0017577	Stapi.0307s0019	Thhalv10011020m.g
OG0017580	Stapi.2510s0002	Thhalv10022752m.g
OG0017583	Stapi.2875s0007	Thhalv10022868m.g
OG0017584	Stapi.0097s0003	Thhalv10022938m.g
OG0017585	Stapi.1526s0001	Thhalv10028685m.g
OG0017587	Stapi.18646s0001	Thhalv10023706m.g
OG0017588	Stapi.1450s0004	Thhalv10023488m.g
OG0017589	Stapi.7757s0005	Thhalv10023386m.g
OG0017592	Stapi.4899s0004	Thhalv10023703m.g
OG0017598	Stapi.0020s0037	Thhalv10012331m.g
OG0017599	Stapi.0165s0006	Thhalv10011442m.g
OG0017603	Stapi.7680s0001	Thhalv10008117m.g
OG0017604	Stapi.2523s0013	Thhalv10008970m.g
OG0017605	Stapi.6934s0005	Thhalv10007294m.g
OG0017606	Stapi.0777s0010	Thhalv10009990m.g
OG0017607	Stapi.15654s0003	Thhalv10008535m.g
OG0017608	Stapi.28116s0001	Thhalv10009834m.g
OG0017609	Stapi.0272s0009	Thhalv10023075m.g
OG0017610	Stapi.0202s0032	Thhalv10028628m.g
OG0017611	Stapi.0109s0012	Thhalv10029503m.g
OG0017612	Stapi.0109s0013	Thhalv10028465m.g
OG0017613	Stapi.1295s0005	Thhalv10028527m.g
OG0017614	Stapi.1524s0001	Thhalv10028444m.g
OG0017615	Stapi.1439s0001	Thhalv10028538m.g
OG0017616	Stapi.1182s0002	Thhalv10028772m.g
OG0017617	Stapi.1250s0005	Thhalv10028826m.g
OG0017618	Stapi.0290s0004	Thhalv10028370m.g
OG0017619	Stapi.0472s0012	Thhalv10028740m.g
OG0017620	Stapi.1091s0008	Thhalv10028537m.g
OG0017621	Stapi.2301s0008	Thhalv10029495m.g
OG0017622	Stapi.1091s0005	Thhalv10028515m.g
OG0017623	Stapi.0751s0006	Thhalv10029460m.g
OG0017624	Stapi.0338s0011	Thhalv10028864m.g
OG0017625	Stapi.5454s0001	Thhalv10029151m.g, Thhalv10029362m.g
OG0017626	Stapi.3003s0003	Thhalv10027087m.g
OG0017627	Stapi.1264s0001	Thhalv10025788m.g
OG0017628	Stapi.8270s0001	Thhalv10024647m.g
OG0017629	Stapi.0202s0028	Thhalv10027371m.g
OG0017631	Stapi.0095s0003	Thhalv10024532m.g
OG0017632	Stapi.0593s0025	Thhalv10027519m.g
OG0017633	Stapi.3130s0005	Thhalv10025487m.g
OG0017634	Stapi.12039s0001	Thhalv10027464m.g, Thhalv10017553m.g, Thhalv10017617m.g
OG0017635	Stapi.7561s0003, Stapi.2296s0008	Thhalv10024896m.g
OG0017636	Stapi.5113s0001	Thhalv10025712m.g
OG0017637	Stapi.8562s0002	Thhalv10024760m.g
OG0017638	Stapi.0539s0011	Thhalv10024787m.g
OG0017639	Stapi.1452s0001	Thhalv10027005m.g
OG0017640	Stapi.7105s0004, Stapi.2821s0003	Thhalv10027182m.g
OG0017642	Stapi.6043s0006	Thhalv10024595m.g
OG0017643	Stapi.0327s0015	Thhalv10027401m.g
OG0017645	Stapi.8531s0001	Thhalv10020620m.g
OG0017646	Stapi.8531s0002	Thhalv10020486m.g
OG0017647	Stapi.8531s0003	Thhalv10020026m.g
OG0017648	Stapi.8531s0004	Thhalv10020659m.g
OG0017649	Stapi.1175s0012	Thhalv10020147m.g
OG0017651	Stapi.4929s0006	Thhalv10020850m.g
OG0017652	Stapi.2614s0003	Thhalv10021490m.g
OG0017653	Stapi.8032s0001	Thhalv10020747m.g
OG0017654	Stapi.6677s0005	Thhalv10021364m.g
OG0017655	Stapi.6677s0004	Thhalv10020457m.g
OG0017656	Stapi.0947s0011	Thhalv10022427m.g
OG0017657	Stapi.3831s0004	Thhalv10021069m.g
OG0017658	Stapi.0308s0027, Stapi.3831s0007	Thhalv10022221m.g
OG0017659	Stapi.0308s0028, Stapi.6863s0001, Stapi.3831s0008	Thhalv10021511m.g
OG0017661	Stapi.4681s0006	Thhalv10020698m.g
OG0017662	Stapi.30073s0001	Thhalv10021036m.g
OG0017663	Stapi.7718s0002	Thhalv10020390m.g
OG0017665	Stapi.26471s0001	Thhalv10021562m.g
OG0017666	Stapi.17962s0002	Thhalv10021380m.g
OG0017667	Stapi.4386s0004	Thhalv10021286m.g
OG0017669	Stapi.5148s0002	Thhalv10009156m.g
OG0017670	Stapi.6924s0001	Thhalv10017996m.g
OG0017671	Stapi.6896s0004	Thhalv10018524m.g
OG0017672	Stapi.0562s0014, Stapi.1700s0008, Stapi.0457s0007	Thhalv10002354m.g
OG0017673	Stapi.1041s0002, Stapi.0286s0007	Thhalv10029488m.g
OG0017679	Stapi.0244s0046	Thhalv10019712m.g
OG0017680	Stapi.0244s0039	Thhalv10018312m.g
OG0017683	Stapi.2945s0001	Thhalv10019291m.g
OG0017685	Stapi.1421s0001	Thhalv10018876m.g
OG0017686	Stapi.2316s0003	Thhalv10019272m.g
OG0017687	Stapi.3128s0001	Thhalv10019609m.g
OG0017688	Stapi.10738s0001	Thhalv10023558m.g
OG0017689	Stapi.5048s0002	Thhalv10023743m.g
OG0017690	Stapi.2167s0003	Thhalv10023252m.g
OG0017691	Stapi.5598s0004	Thhalv10023739m.g
OG0017692	Stapi.1381s0005	Thhalv10023357m.g
OG0017693	Stapi.2894s0005	Thhalv10023284m.g
OG0017694	Stapi.8889s0001	Thhalv10023338m.g
OG0017696	Stapi.0390s0022, Stapi.0390s0021	Thhalv10023738m.g
OG0017697	Stapi.9984s0002, Stapi.0429s0002, Stapi.2858s0018	Thhalv10011029m.g
OG0017698	Stapi.0178s0002	Thhalv10003646m.g
OG0017700	Stapi.0015s0072	Thhalv10028466m.g
OG0017701	Stapi.0061s0022	Thhalv10028622m.g
OG0017702	Stapi.0106s0005	Thhalv10028726m.g
OG0017703	Stapi.14256s0002	Thhalv10003918m.g
OG0017705	Stapi.18362s0001, Stapi.5474s0001	Thhalv10003516m.g
OG0017707	Stapi.9474s0001	Thhalv10004447m.g
OG0017709	Stapi.19780s0001, Stapi.11748s0001	Thhalv10005313m.g
OG0017710	Stapi.8609s0005	Thhalv10004129m.g
OG0017711	Stapi.6812s0002	Thhalv10005560m.g
OG0017712	Stapi.2720s0010	Thhalv10005488m.g
OG0017713	Stapi.2720s0002	Thhalv10004287m.g
OG0017714	Stapi.8038s0002	Thhalv10005334m.g
OG0017715	Stapi.11299s0002	Thhalv10005112m.g
OG0017716	Stapi.5488s0012	Thhalv10005393m.g
OG0017717	Stapi.5488s0011	Thhalv10004494m.g
OG0017718	Stapi.1768s0010	Thhalv10003575m.g
OG0017723	Stapi.0174s0005	Thhalv10001243m.g
OG0017724	Stapi.0036s0005	Thhalv10028786m.g
OG0017726	Stapi.9841s0001	Thhalv10028101m.g, Thhalv10024031m.g
OG0017727	Stapi.0017s0020, Stapi.0099s0013	Thhalv10002171m.g
OG0017728	Stapi.0037s0003	Thhalv10002108m.g
OG0017729	Stapi.0351s0015	Thhalv10017649m.g
OG0017731	Stapi.0093s0021, Stapi.2035s0006	Thhalv10002148m.g
OG0017732	Stapi.12539s0002	Thhalv10003282m.g
OG0017736	Stapi.0103s0016	Thhalv10009553m.g
OG0017738	Stapi.0005s0051	Thhalv10003333m.g
OG0017740	Stapi.0013s0037	Thhalv10003213m.g
OG0017741	Stapi.0408s0015	Thhalv10026792m.g
OG0017742	Stapi.0072s0018	Thhalv10009416m.g
OG0017743	Stapi.0072s0023	Thhalv10003407m.g
OG0017745	Stapi.2113s0013	Thhalv10011943m.g
OG0017746	Stapi.6525s0002	Thhalv10011519m.g
OG0017747	Stapi.11266s0004	Thhalv10011655m.g
OG0017748	Stapi.3843s0002	Thhalv10012280m.g
OG0017760	Stapi.0336s0007	Thhalv10011329m.g
OG0017763	Stapi.0820s0003	Thhalv10011796m.g
OG0017764	Stapi.0820s0001	Thhalv10012165m.g
OG0017766	Stapi.4190s0005	Thhalv10012262m.g
OG0017767	Stapi.13809s0002, Stapi.4190s0002	Thhalv10011980m.g
OG0017771	Stapi.10202s0002	Thhalv10008909m.g, Thhalv10011984m.g, Thhalv10011950m.g
OG0017772	Stapi.6965s0001	Thhalv10008087m.g
OG0017773	Stapi.6965s0002	Thhalv10008258m.g
OG0017774	Stapi.5985s0004, Stapi.8464s0002	Thhalv10009182m.g
OG0017775	Stapi.0211s0001	Thhalv10009874m.g
OG0017776	Stapi.10589s0001	Thhalv10007182m.g
OG0017777	Stapi.0945s0004	Thhalv10007835m.g
OG0017778	Stapi.0512s0002	Thhalv10007901m.g
OG0017779	Stapi.5618s0004	Thhalv10007269m.g
OG0017780	Stapi.6122s0002	Thhalv10008695m.g
OG0017782	Stapi.3900s0002, Stapi.5224s0003	Thhalv10007288m.g
OG0017783	Stapi.1325s0005	Thhalv10008135m.g
OG0017784	Stapi.8769s0002	Thhalv10008145m.g
OG0017785	Stapi.1438s0002	Thhalv10008647m.g
OG0017787	Stapi.2187s0002	Thhalv10011662m.g
OG0017789	Stapi.0595s0002	Thhalv10011958m.g
