Orthogroup	S_diversifolius	S_pinnata
OG0010445	Sdiv_ptg000015l_0502-R	Stapi.1292s0009
OG0010446	Sdiv_ptg000015l_0503-R	Stapi.0641s0004
OG0010448	Sdiv_ptg000002l_1655-R, Sdiv_ptg000015l_0505-R	Stapi.0641s0011
OG0010449	Sdiv_ptg000002l_1651-R	Stapi.5114s0005
OG0010450	Sdiv_ptg000002l_1650-R	Stapi.0641s0013, Stapi.5114s0004
OG0010451	Sdiv_ptg000015l_0512-R	Stapi.0641s0023
OG0010452	Sdiv_ptg000015l_0513-R	Stapi.0641s0024
OG0010453	Sdiv_ptg000002l_1644-R, Sdiv_ptg000015l_0514-R	Stapi.0641s0025
OG0010455	Sdiv_ptg000002l_1638-R	Stapi.11057s0001
OG0010456	Sdiv_ptg000015l_0521-R	Stapi.4829s0003
OG0010457	Sdiv_ptg000015l_0532-R	Stapi.12142s0001
OG0010458	Sdiv_ptg000002l_1621-R	Stapi.4603s0003, Stapi.3292s0003
OG0010459	Sdiv_ptg000002l_1619-R	Stapi.6651s0003
OG0010460	Sdiv_ptg000015l_0544-R, Sdiv_ptg000002l_1611-R	Stapi.7300s0006
OG0010461	Sdiv_ptg000015l_0545-R	Stapi.7300s0005
OG0010462	Sdiv_ptg000002l_1608-R, Sdiv_ptg000015l_0548-R	Stapi.7300s0003
OG0010463	Sdiv_ptg000002l_1605-R, Sdiv_ptg000015l_0551-R	Stapi.0665s0008
OG0010464	Sdiv_ptg000002l_1603-R, Sdiv_ptg000015l_0554-R	Stapi.20430s0002
OG0010465	Sdiv_ptg000002l_1599-R, Sdiv_ptg000015l_0558-R	Stapi.5134s0002
OG0010466	Sdiv_ptg000002l_1598-R, Sdiv_ptg000015l_0559-R	Stapi.5134s0001
OG0010467	Sdiv_ptg000015l_0561-R	Stapi.2029s0017
OG0010468	Sdiv_ptg000002l_1596-R	Stapi.2029s0016, Stapi.3913s0012
OG0010469	Sdiv_ptg000015l_0569-R	Stapi.3913s0005, Stapi.0378s0004
OG0010470	Sdiv_ptg000015l_0570-R	Stapi.2029s0004
OG0010471	Sdiv_ptg000002l_1584-R	Stapi.2934s0004
OG0010472	Sdiv_ptg000002l_1579-R, Sdiv_ptg000015l_0580-R	Stapi.1384s0002
OG0010473	Sdiv_ptg000015l_0582-R	Stapi.1384s0004, Stapi.24991s0001
OG0010474	Sdiv_ptg000015l_0588-R	Stapi.2378s0009, Stapi.4570s0001, Stapi.1384s0013
OG0010475	Sdiv_ptg000002l_1568-R	Stapi.2378s0011
OG0010476	Sdiv_ptg000002l_1565-R, Sdiv_ptg000015l_0591-R	Stapi.16435s0001
OG0010477	Sdiv_ptg000002l_1557-R, Sdiv_ptg000015l_0600-R	Stapi.3008s0005
OG0010478	Sdiv_ptg000002l_1556-R	Stapi.6361s0001
OG0010479	Sdiv_ptg000002l_1554-R	Stapi.2050s0002, Stapi.6727s0001
OG0010480	Sdiv_ptg000015l_0606-R, Sdiv_ptg000002l_1551-R	Stapi.2050s0008
OG0010481	Sdiv_ptg000015l_0611-R	Stapi.2168s0007
OG0010483	Sdiv_ptg000015l_1018-R	Stapi.1259s0006
OG0010485	Sdiv_ptg000002l_2013-R, Sdiv_ptg000015l_0150-R	Stapi.12117s0001
OG0010486	Sdiv_ptg000015l_0144-R	Stapi.7145s0001
OG0010487	Sdiv_ptg000002l_2024-R, Sdiv_ptg000015l_0142-R	Stapi.23515s0001
OG0010488	Sdiv_ptg000002l_2037-R	Stapi.3729s0001
OG0010489	Sdiv_ptg000015l_0121-R, Sdiv_ptg000002l_2048-R	Stapi.28558s0001
OG0010490	Sdiv_ptg000002l_2054-R, Sdiv_ptg000015l_0115-R	Stapi.7900s0003
OG0010491	Sdiv_ptg000015l_0113-R, Sdiv_ptg000002l_2058-R	Stapi.7468s0001
OG0010492	Sdiv_ptg000015l_0111-R, Sdiv_ptg000002l_2061-R	Stapi.17107s0001
OG0010493	Sdiv_ptg000015l_0108-R	Stapi.10987s0002
OG0010494	Sdiv_ptg000015l_0104-R, Sdiv_ptg000002l_2070-R	Stapi.13440s0003
OG0010495	Sdiv_ptg000002l_2081-R	Stapi.6797s0006, Stapi.6797s0005
OG0010496	Sdiv_ptg000015l_0091-R, Sdiv_ptg000002l_2084-R	Stapi.6797s0004
OG0010497	Sdiv_ptg000015l_0088-R	Stapi.6797s0001
OG0010498	Sdiv_ptg000015l_0087-R	Stapi.10234s0001
OG0010500	Sdiv_ptg000002l_2092-R, Sdiv_ptg000015l_0081-R	Stapi.30261s0001
OG0010501	Sdiv_ptg000015l_0070-R	Stapi.5130s0003, Stapi.7154s0002
OG0010502	Sdiv_ptg000002l_2114-R	Stapi.3200s0003
OG0010503	Sdiv_ptg000002l_2115-R, Sdiv_ptg000015l_0059-R	Stapi.2661s0001
OG0010504	Sdiv_ptg000015l_0054-R	Stapi.13056s0002, Stapi.2661s0002
OG0010505	Sdiv_ptg000002l_2121-R, Sdiv_ptg000015l_0048-R	Stapi.2661s0008
OG0010506	Sdiv_ptg000015l_0039-R, Sdiv_ptg000002l_2126-R	Stapi.14527s0001
OG0010507	Sdiv_ptg000002l_2131-R	Stapi.4083s0005, Stapi.6212s0002, Stapi.29850s0001
OG0010508	Sdiv_ptg000002l_2136-R	Stapi.5200s0002
OG0010509	Sdiv_ptg000015l_0025-R	Stapi.2163s0002, Stapi.5200s0008
OG0010510	Sdiv_ptg000002l_2143-R	Stapi.7665s0007
OG0010511	Sdiv_ptg000015l_0010-R	Stapi.1786s0012
OG0010512	Sdiv_ptg000015l_0006-R, Sdiv_ptg000002l_2149-R	Stapi.1786s0008
OG0010513	Sdiv_ptg000002l_2152-R	Stapi.5651s0008, Stapi.1786s0004
OG0010514	Sdiv_ptg000022l_0490-R	Stapi.0101s0018
OG0010515	Sdiv_ptg000004l_0475-R	Stapi.3536s0001, Stapi.0413s0003
OG0010516	Sdiv_ptg000002l_1877-R	Stapi.7304s0005
OG0010518	Sdiv_ptg000002l_1263-R	Stapi.1196s0003, Stapi.2115s0003, Stapi.17200s0001
OG0010519	Sdiv_ptg000014l_1723-R, Sdiv_ptg000003l_1474-R	Stapi.0596s0005
OG0010520	Sdiv_ptg000014l_1717-R	Stapi.0511s0008
OG0010521	Sdiv_ptg000014l_1715-R	Stapi.3126s0003, Stapi.0565s0004
OG0010522	Sdiv_ptg000003l_1463-R	Stapi.4278s0002
OG0010522	Sdiv_ptg000014l_1713-R	Stapi.1243s0008
OG0010525	Sdiv_ptg000003l_1456-R, Sdiv_ptg000014l_1704-R	Stapi.0267s0010
OG0010526	Sdiv_ptg000014l_1702-R	Stapi.0267s0005
OG0010527	Sdiv_ptg000014l_1699-R	Stapi.0267s0002
OG0010528	Sdiv_ptg000003l_1451-R	Stapi.0267s0001
OG0010529	Sdiv_ptg000003l_1486-R, Sdiv_ptg000014l_1695-R	Stapi.14619s0001
OG0010530	Sdiv_ptg000014l_1689-R	Stapi.8054s0001
OG0010530	Sdiv_ptg000003l_1490-R	Stapi.0867s0009
OG0010531	Sdiv_ptg000014l_1687-R	Stapi.7552s0002
OG0010532	Sdiv_ptg000003l_1493-R	Stapi.3483s0002
OG0010532	Sdiv_ptg000014l_1684-R	Stapi.2478s0006
OG0010533	Sdiv_ptg000003l_1494-R	Stapi.3483s0001
OG0010533	Sdiv_ptg000014l_1683-R	Stapi.2478s0005
OG0010534	Sdiv_ptg000003l_1495-R	Stapi.3357s0001
OG0010534	Sdiv_ptg000014l_1681-R	Stapi.2478s0004
OG0010535	Sdiv_ptg000003l_1496-R	Stapi.0634s0013
OG0010535	Sdiv_ptg000014l_1680-R	Stapi.1989s0004
OG0010536	Sdiv_ptg000014l_1673-R, Sdiv_ptg000003l_1505-R	Stapi.7560s0003
OG0010537	Sdiv_ptg000014l_1668-R	Stapi.1644s0005
OG0010538	Sdiv_ptg000014l_1666-R	Stapi.6600s0001
OG0010539	Sdiv_ptg000003l_1513-R	Stapi.1644s0002, Stapi.1959s0010
OG0010540	Sdiv_ptg000003l_1516-R	Stapi.1959s0006
OG0010541	Sdiv_ptg000014l_1660-R, Sdiv_ptg000003l_1518-R	Stapi.3137s0009
OG0010542	Sdiv_ptg000014l_1659-R	Stapi.3137s0007, Stapi.2762s0006
OG0010543	Sdiv_ptg000014l_1658-R	Stapi.3137s0004
OG0010544	Sdiv_ptg000003l_1521-R	Stapi.3137s0002, Stapi.2762s0001
OG0010545	Sdiv_ptg000003l_1529-R	Stapi.2872s0008
OG0010546	Sdiv_ptg000003l_1535-R	Stapi.1975s0005
OG0010546	Sdiv_ptg000014l_1642-R	Stapi.3263s0005
OG0010548	Sdiv_ptg000003l_1686-R	Stapi.1779s0003, Stapi.3305s0007
OG0010549	Sdiv_ptg000015l_2399-R	Stapi.3122s0004, Stapi.3223s0008, Stapi.0594s0010
OG0010550	Sdiv_ptg000015l_2413-R	Stapi.0594s0022
OG0010550	Sdiv_ptg000016l_0306-R	Stapi.7773s0003
OG0010551	Sdiv_ptg000004l_0301-R, Sdiv_ptg000005l_0044-R	Stapi.2091s0005
OG0010552	Sdiv_ptg000004l_0298-R, Sdiv_ptg000005l_0039-R	Stapi.2366s0003
OG0010553	Sdiv_ptg000005l_0038-R	Stapi.1140s0008
OG0010554	Sdiv_ptg000004l_0284-R, Sdiv_ptg000005l_0035-R	Stapi.2041s0002
OG0010555	Sdiv_ptg000004l_0285-R	Stapi.9008s0002
OG0010556	Sdiv_ptg000005l_0031-R	Stapi.1400s0001
OG0010557	Sdiv_ptg000005l_0025-R	Stapi.0207s0003
OG0010558	Sdiv_ptg000004l_0275-R	Stapi.0494s0003
OG0010559	Sdiv_ptg000005l_0012-R	Stapi.0996s0006, Stapi.0403s0009
OG0010560	Sdiv_ptg000004l_0274-R	Stapi.0082s0017
OG0010561	Sdiv_ptg000014l_2185-R	Stapi.3047s0003
OG0010561	Sdiv_ptg000003l_1011-R	Stapi.5157s0002
OG0010562	Sdiv_ptg000014l_2137-R	Stapi.8161s0001
OG0010562	Sdiv_ptg000003l_1050-R	Stapi.2751s0005
OG0010563	Sdiv_ptg000014l_2131-R	Stapi.11966s0001, Stapi.4514s0001
OG0010564	Sdiv_ptg000003l_1063-R	Stapi.2777s0001, Stapi.1568s0009
OG0010565	Sdiv_ptg000003l_1222-R	Stapi.15834s0001, Stapi.1678s0002, Stapi.0346s0007
OG0010566	Sdiv_ptg000014l_1965-R	Stapi.0317s0015, Stapi.0449s0009
OG0010567	Sdiv_ptg000003l_2038-R	Stapi.1211s0002
OG0010569	Sdiv_ptg000002l_1552-R	Stapi.2050s0006
OG0010569	Sdiv_ptg000015l_0603-R	Stapi.6727s0003
OG0010570	Sdiv_ptg000012l_1656-R	Stapi.1911s0002, Stapi.0903s0004, Stapi.1923s0002
OG0010571	Sdiv_ptg000012l_1577-R	Stapi.0745s0004, Stapi.0745s0003, Stapi.3627s0002
OG0010572	Sdiv_ptg000012l_1506-R	Stapi.0581s0009, Stapi.0761s0003
OG0010573	Sdiv_ptg000012l_1470-R	Stapi.0518s0008
OG0010574	Sdiv_ptg000012l_1437-R	Stapi.2826s0006
OG0010575	Sdiv_ptg000012l_1435-R	Stapi.1814s0010
OG0010576	Sdiv_ptg000012l_1434-R	Stapi.2330s0004, Stapi.10350s0001
OG0010577	Sdiv_ptg000012l_1432-R, Sdiv_ptg000007l_0826-R	Stapi.6613s0002
OG0010578	Sdiv_ptg000007l_0836-R	Stapi.1065s0009
OG0010579	Sdiv_ptg000007l_0843-R	Stapi.1065s0019, Stapi.0549s0020
OG0010580	Sdiv_ptg000007l_0844-R	Stapi.1065s0020
OG0010581	Sdiv_ptg000007l_0847-R	Stapi.0549s0015, Stapi.0635s0002
OG0010582	Sdiv_ptg000007l_0852-R	Stapi.0635s0005
OG0010583	Sdiv_ptg000012l_1400-R	Stapi.0549s0005
OG0010583	Sdiv_ptg000007l_0858-R	Stapi.0635s0011
OG0010584	Sdiv_ptg000012l_1389-R	Stapi.0635s0024, Stapi.0222s0006
OG0010585	Sdiv_ptg000012l_1388-R	Stapi.0222s0005
OG0010586	Sdiv_ptg000012l_1387-R, Sdiv_ptg000007l_0865-R	Stapi.0222s0002
OG0010587	Sdiv_ptg000007l_0871-R, Sdiv_ptg000012l_1380-R	Stapi.2367s0006
OG0010588	Sdiv_ptg000012l_1378-R, Sdiv_ptg000007l_0874-R	Stapi.2367s0004
OG0010589	Sdiv_ptg000007l_0875-R	Stapi.2367s0003
OG0010590	Sdiv_ptg000012l_1375-R	Stapi.7990s0003
OG0010591	Sdiv_ptg000012l_1370-R	Stapi.3996s0012
OG0010592	Sdiv_ptg000012l_1369-R	Stapi.3996s0011
OG0010593	Sdiv_ptg000012l_1367-R	Stapi.3996s0008
OG0010594	Sdiv_ptg000007l_0884-R, Sdiv_ptg000012l_1366-R	Stapi.3996s0006
OG0010595	Sdiv_ptg000012l_1364-R	Stapi.3996s0003
OG0010596	Sdiv_ptg000012l_1363-R	Stapi.3996s0001
OG0010597	Sdiv_ptg000012l_1360-R, Sdiv_ptg000007l_0888-R	Stapi.1073s0010
OG0010598	Sdiv_ptg000012l_1359-R	Stapi.1073s0011, Stapi.5912s0001
OG0010599	Sdiv_ptg000007l_0890-R	Stapi.5912s0002
OG0010600	Sdiv_ptg000007l_0892-R, Sdiv_ptg000012l_1357-R	Stapi.0860s0016
OG0010601	Sdiv_ptg000012l_1356-R	Stapi.1083s0003, Stapi.0860s0014
OG0010602	Sdiv_ptg000012l_1353-R	Stapi.0860s0010
OG0010603	Sdiv_ptg000007l_0898-R	Stapi.1302s0005, Stapi.1380s0012
OG0010604	Sdiv_ptg000012l_1342-R	Stapi.1380s0004
OG0010605	Sdiv_ptg000007l_0906-R	Stapi.0456s0002
OG0010606	Sdiv_ptg000007l_0916-R, Sdiv_ptg000012l_1324-R	Stapi.3014s0002
OG0010607	Sdiv_ptg000012l_1316-R, Sdiv_ptg000007l_0924-R	Stapi.0376s0011
OG0010608	Sdiv_ptg000007l_0929-R, Sdiv_ptg000012l_1313-R	Stapi.8000s0001
OG0010609	Sdiv_ptg000012l_1307-R	Stapi.4201s0004, Stapi.2331s0003
OG0010610	Sdiv_ptg000007l_0935-R, Sdiv_ptg000012l_1306-R	Stapi.9244s0001
OG0010611	Sdiv_ptg000012l_1304-R	Stapi.1364s0014
OG0010612	Sdiv_ptg000012l_1291-R	Stapi.3867s0005
OG0010613	Sdiv_ptg000007l_0948-R, Sdiv_ptg000012l_1288-R	Stapi.3867s0002
OG0010614	Sdiv_ptg000012l_1285-R, Sdiv_ptg000007l_0953-R	Stapi.8072s0003
OG0010615	Sdiv_ptg000012l_1279-R, Sdiv_ptg000007l_0959-R	Stapi.3080s0003
OG0010616	Sdiv_ptg000007l_0960-R	Stapi.3080s0004
OG0010616	Sdiv_ptg000012l_1278-R	Stapi.1113s0013
OG0010617	Sdiv_ptg000012l_1271-R	Stapi.3080s0008, Stapi.7784s0002, Stapi.1113s0005
OG0010618	Sdiv_ptg000007l_0967-R	Stapi.7784s0001
OG0010619	Sdiv_ptg000007l_0968-R	Stapi.0641s0026
OG0010620	Sdiv_ptg000012l_1264-R	Stapi.1113s0001
OG0010621	Sdiv_ptg000012l_1262-R	Stapi.11160s0003
OG0010622	Sdiv_ptg000012l_1257-R	Stapi.7951s0003
OG0010623	Sdiv_ptg000012l_1253-R	Stapi.2057s0004
OG0010624	Sdiv_ptg000012l_1248-R	Stapi.3644s0004, Stapi.4229s0004
OG0010625	Sdiv_ptg000007l_0986-R	Stapi.3644s0003
OG0010626	Sdiv_ptg000012l_1239-R	Stapi.0356s0008
OG0010627	Sdiv_ptg000007l_0996-R	Stapi.6784s0004, Stapi.0356s0013
OG0010628	Sdiv_ptg000012l_1235-R	Stapi.0356s0014
OG0010629	Sdiv_ptg000007l_0999-R, Sdiv_ptg000012l_1233-R	Stapi.0356s0017
OG0010630	Sdiv_ptg000007l_1001-R	Stapi.10868s0002
OG0010630	Sdiv_ptg000012l_1231-R	Stapi.0356s0021
OG0010631	Sdiv_ptg000012l_1226-R, Sdiv_ptg000007l_1008-R	Stapi.2605s0003, Stapi.3511s0006
OG0010633	Sdiv_ptg000001l_0775-R	Stapi.0126s0022, Stapi.3637s0005
OG0010634	Sdiv_ptg000001l_0738-R	Stapi.2125s0006
OG0010635	Sdiv_ptg000013l_0651-R	Stapi.0554s0010, Stapi.0311s0026, Stapi.0792s0016
OG0010636	Sdiv_ptg000001l_0678-R	Stapi.1593s0003
OG0010637	Sdiv_ptg000013l_0627-R	Stapi.2326s0001
OG0010638	Sdiv_ptg000001l_1347-R, Sdiv_ptg000013l_1282-R	Stapi.7645s0002, Stapi.1980s0006
OG0010639	Sdiv_ptg000022l_1599-R	Stapi.16287s0001, Stapi.11301s0001, Stapi.2463s0005
OG0010640	Sdiv_ptg000015l_1497-R	Stapi.7074s0002
OG0010640	Sdiv_ptg000002l_0635-R	Stapi.4791s0007
OG0010642	Sdiv_ptg000002l_0590-R	Stapi.3886s0002
OG0010642	Sdiv_ptg000015l_1538-R	Stapi.0692s0006
OG0010643	Sdiv_ptg000002l_0588-R	Stapi.3084s0001
OG0010644	Sdiv_ptg000002l_0543-R	Stapi.0307s0010
OG0010645	Sdiv_ptg000015l_1584-R	Stapi.4123s0008
OG0010645	Sdiv_ptg000002l_0541-R	Stapi.0573s0006
OG0010646	Sdiv_ptg000002l_0534-R	Stapi.2841s0006, Stapi.0264s0005
OG0010647	Sdiv_ptg000015l_1593-R	Stapi.10409s0001
OG0010648	Sdiv_ptg000015l_1597-R, Sdiv_ptg000002l_0522-R	Stapi.0264s0018
OG0010649	Sdiv_ptg000015l_1598-R, Sdiv_ptg000002l_0521-R	Stapi.0264s0019
OG0010650	Sdiv_ptg000002l_0517-R	Stapi.1166s0019
OG0010651	Sdiv_ptg000015l_1609-R	Stapi.4270s0004
OG0010652	Sdiv_ptg000002l_0506-R	Stapi.1166s0003
OG0010654	Sdiv_ptg000015l_1622-R, Sdiv_ptg000002l_0494-R	Stapi.2129s0007
OG0010655	Sdiv_ptg000015l_1627-R, Sdiv_ptg000002l_0491-R	Stapi.0237s0003
OG0010656	Sdiv_ptg000002l_0489-R, Sdiv_ptg000015l_1629-R	Stapi.0237s0005
OG0010657	Sdiv_ptg000015l_1631-R, Sdiv_ptg000002l_0487-R	Stapi.1068s0008
OG0010658	Sdiv_ptg000002l_0486-R	Stapi.1068s0007
OG0010659	Sdiv_ptg000002l_0480-R	Stapi.5191s0005
OG0010660	Sdiv_ptg000002l_0479-R, Sdiv_ptg000015l_1638-R	Stapi.3812s0001
OG0010661	Sdiv_ptg000002l_0477-R	Stapi.3422s0004
OG0010662	Sdiv_ptg000002l_0475-R, Sdiv_ptg000015l_1640-R	Stapi.3422s0006
OG0010663	Sdiv_ptg000002l_0474-R	Stapi.0307s0003
OG0010664	Sdiv_ptg000002l_0467-R	Stapi.0573s0009
OG0010665	Sdiv_ptg000015l_1651-R	Stapi.0573s0015, Stapi.5602s0004
OG0010667	Sdiv_ptg000002l_0449-R	Stapi.4950s0001, Stapi.0218s0033
OG0010668	Sdiv_ptg000002l_0444-R	Stapi.0218s0028
OG0010669	Sdiv_ptg000002l_0442-R	Stapi.0725s0003, Stapi.6409s0002, Stapi.0218s0026
OG0010671	Sdiv_ptg000002l_0439-R	Stapi.0218s0022
OG0010672	Sdiv_ptg000002l_0437-R	Stapi.0218s0019
OG0010673	Sdiv_ptg000002l_0434-R	Stapi.1645s0007, Stapi.0218s0014
OG0010674	Sdiv_ptg000015l_1676-R, Sdiv_ptg000002l_0430-R	Stapi.0218s0010
OG0010675	Sdiv_ptg000015l_1679-R	Stapi.1645s0004
OG0010676	Sdiv_ptg000015l_1680-R	Stapi.9259s0001
OG0010677	Sdiv_ptg000015l_1685-R, Sdiv_ptg000002l_0421-R	Stapi.0758s0007
OG0010678	Sdiv_ptg000015l_1687-R	Stapi.4780s0002, Stapi.0758s0011
OG0010679	Sdiv_ptg000015l_1688-R	Stapi.0758s0012, Stapi.13365s0003
OG0010680	Sdiv_ptg000002l_0417-R	Stapi.13365s0002, Stapi.4780s0003
OG0010681	Sdiv_ptg000002l_0414-R	Stapi.2583s0001
OG0010683	Sdiv_ptg000002l_0409-R, Sdiv_ptg000015l_1698-R	Stapi.2257s0007
OG0010684	Sdiv_ptg000002l_0407-R	Stapi.0855s0018
OG0010685	Sdiv_ptg000002l_0404-R, Sdiv_ptg000015l_1701-R	Stapi.4212s0001
OG0010686	Sdiv_ptg000015l_1705-R	Stapi.7523s0002
OG0010687	Sdiv_ptg000002l_0399-R	Stapi.1456s0014
OG0010688	Sdiv_ptg000015l_1714-R, Sdiv_ptg000002l_0392-R	Stapi.2696s0007
OG0010689	Sdiv_ptg000002l_0389-R	Stapi.2796s0002
OG0010690	Sdiv_ptg000015l_1719-R	Stapi.1554s0011
OG0010691	Sdiv_ptg000015l_1720-R	Stapi.1554s0012
OG0010692	Sdiv_ptg000015l_1721-R	Stapi.8416s0001, Stapi.2796s0005
OG0010693	Sdiv_ptg000015l_1723-R	Stapi.8416s0003
OG0010694	Sdiv_ptg000002l_0378-R	Stapi.0647s0017
OG0010695	Sdiv_ptg000015l_1732-R	Stapi.3215s0006
OG0010696	Sdiv_ptg000002l_0264-R	Stapi.0010s0007
OG0010697	Sdiv_ptg000015l_1840-R	Stapi.2020s0003
OG0010698	Sdiv_ptg000015l_1839-R	Stapi.0010s0005, Stapi.2020s0004
OG0010699	Sdiv_ptg000002l_0266-R	Stapi.0010s0004
OG0010700	Sdiv_ptg000015l_1828-R	Stapi.3017s0009
OG0010701	Sdiv_ptg000002l_0282-R	Stapi.3017s0006, Stapi.1198s0011
OG0010702	Sdiv_ptg000015l_1822-R, Sdiv_ptg000002l_0284-R	Stapi.1198s0008
OG0010703	Sdiv_ptg000015l_1820-R, Sdiv_ptg000002l_0287-R	Stapi.0292s0013
OG0010704	Sdiv_ptg000002l_0289-R	Stapi.0292s0015
OG0010705	Sdiv_ptg000002l_0290-R	Stapi.0292s0016
OG0010706	Sdiv_ptg000015l_1814-R, Sdiv_ptg000002l_0292-R	Stapi.2031s0003
OG0010707	Sdiv_ptg000002l_0296-R	Stapi.4342s0001
OG0010709	Sdiv_ptg000015l_1805-R	Stapi.1686s0001, Stapi.2700s0003
OG0010710	Sdiv_ptg000002l_0306-R	Stapi.4103s0006
OG0010711	Sdiv_ptg000002l_0307-R	Stapi.4103s0005
OG0010712	Sdiv_ptg000015l_1800-R	Stapi.2298s0002, Stapi.4103s0003
OG0010714	Sdiv_ptg000002l_0312-R	Stapi.2298s0006
OG0010715	Sdiv_ptg000002l_0313-R	Stapi.2298s0007
OG0010716	Sdiv_ptg000002l_0316-R, Sdiv_ptg000015l_1792-R	Stapi.8035s0001
OG0010717	Sdiv_ptg000015l_1786-R	Stapi.2277s0006
OG0010718	Sdiv_ptg000002l_0323-R	Stapi.5898s0003
OG0010719	Sdiv_ptg000002l_0325-R	Stapi.2176s0007
OG0010720	Sdiv_ptg000015l_1782-R	Stapi.2277s0013
OG0010721	Sdiv_ptg000002l_0334-R	Stapi.0619s0004
OG0010722	Sdiv_ptg000015l_1777-R	Stapi.3274s0002
OG0010723	Sdiv_ptg000002l_0338-R	Stapi.3274s0005, Stapi.0619s0008
OG0010724	Sdiv_ptg000015l_1774-R, Sdiv_ptg000002l_0339-R	Stapi.0619s0010
OG0010725	Sdiv_ptg000002l_0340-R	Stapi.0619s0012
OG0010726	Sdiv_ptg000002l_0341-R	Stapi.0619s0013
OG0010727	Sdiv_ptg000015l_1771-R	Stapi.3252s0002
OG0010728	Sdiv_ptg000002l_0345-R, Sdiv_ptg000015l_1768-R	Stapi.0728s0009
OG0010729	Sdiv_ptg000002l_0346-R	Stapi.0728s0008
OG0010730	Sdiv_ptg000002l_0348-R	Stapi.0728s0004
OG0010731	Sdiv_ptg000002l_0355-R, Sdiv_ptg000015l_1758-R	Stapi.2398s0002
OG0010732	Sdiv_ptg000015l_1753-R	Stapi.3515s0006
OG0010733	Sdiv_ptg000015l_1748-R, Sdiv_ptg000002l_0363-R	Stapi.3826s0006
OG0010734	Sdiv_ptg000002l_0368-R	Stapi.0647s0002
OG0010734	Sdiv_ptg000015l_1742-R	Stapi.4427s0001
OG0010735	Sdiv_ptg000002l_0370-R	Stapi.0647s0004
OG0010736	Sdiv_ptg000002l_0246-R	Stapi.2896s0008
OG0010737	Sdiv_ptg000015l_1855-R	Stapi.2118s0002
OG0010738	Sdiv_ptg000002l_0242-R	Stapi.2896s0004
OG0010739	Sdiv_ptg000002l_0241-R	Stapi.2896s0003
OG0010740	Sdiv_ptg000002l_0240-R	Stapi.2896s0002
OG0010741	Sdiv_ptg000002l_0237-R, Sdiv_ptg000015l_1861-R	Stapi.2118s0007
OG0010742	Sdiv_ptg000002l_0224-R	Stapi.4455s0007
OG0010743	Sdiv_ptg000002l_0221-R	Stapi.4784s0004, Stapi.4455s0004
OG0010744	Sdiv_ptg000015l_1874-R	Stapi.4784s0003
OG0010744	Sdiv_ptg000002l_0220-R	Stapi.8493s0002
OG0010745	Sdiv_ptg000013l_1750-R	Stapi.1082s0003
OG0010746	Sdiv_ptg000001l_1802-R	Stapi.8347s0003, Stapi.22481s0001, Stapi.9065s0001
OG0010747	Sdiv_ptg000001l_1630-R	Stapi.4748s0005, Stapi.4748s0006, Stapi.6784s0007
OG0010748	Sdiv_ptg000001l_1627-R	Stapi.4748s0002, Stapi.1924s0001, Stapi.1944s0008
OG0010749	Sdiv_ptg000013l_1519-R	Stapi.4725s0001
OG0010749	Sdiv_ptg000001l_1588-R	Stapi.3717s0001
OG0010750	Sdiv_ptg000013l_1518-R	Stapi.4725s0002
OG0010750	Sdiv_ptg000001l_1587-R	Stapi.3717s0002
OG0010751	Sdiv_ptg000013l_1373-R	Stapi.6913s0002
OG0010751	Sdiv_ptg000001l_1442-R	Stapi.2160s0001
OG0010752	Sdiv_ptg000001l_1426-R	Stapi.2389s0001, Stapi.6662s0008, Stapi.6662s0009
OG0010753	Sdiv_ptg000011l_0071-R, Sdiv_ptg000013l_0070-R	Stapi.9229s0001
OG0010756	Sdiv_ptg000013l_0057-R, Sdiv_ptg000011l_0056-R	Stapi.7832s0003
OG0010757	Sdiv_ptg000001l_0072-R	Stapi.7832s0001
OG0010759	Sdiv_ptg000001l_0067-R	Stapi.9257s0002
OG0010762	Sdiv_ptg000011l_0044-R, Sdiv_ptg000013l_0045-R	Stapi.0622s0011
OG0010763	Sdiv_ptg000001l_0053-R	Stapi.2986s0005, Stapi.2974s0009
OG0010766	Sdiv_ptg000001l_0043-R	Stapi.14131s0001
OG0010768	Sdiv_ptg000011l_0019-R, Sdiv_ptg000013l_0024-R	Stapi.4572s0004
OG0010769	Sdiv_ptg000011l_0018-R, Sdiv_ptg000013l_0023-R, Sdiv_ptg000001l_0032-R	Stapi.4572s0003
OG0010770	Sdiv_ptg000011l_0009-R, Sdiv_ptg000013l_0014-R	Stapi.6177s0003
OG0010771	Sdiv_ptg000014l_1921-R	Stapi.2912s0001, Stapi.0732s0006
OG0010772	Sdiv_ptg000014l_1860-R	Stapi.5884s0002, Stapi.0011s0028
OG0010773	Sdiv_ptg000022l_0328-R	Stapi.14100s0001, Stapi.0709s0003, Stapi.0193s0009
OG0010774	Sdiv_ptg000022l_0367-R	Stapi.0010s0052, Stapi.0200s0001
OG0010775	Sdiv_ptg000022l_0381-R	Stapi.0133s0017
OG0010776	Sdiv_ptg000022l_0382-R	Stapi.0133s0018
OG0010777	Sdiv_ptg000022l_0540-R, Sdiv_ptg000008l_0483-R	Stapi.6533s0001, Stapi.0037s0031
OG0010778	Sdiv_ptg000015l_0046-R, Sdiv_ptg000002l_2123-R	Stapi.4516s0003
