Orthogroup	S_diversifolius	E_salsugineum
OG0013284	Sdiv_ptg000129l_0018-R, Sdiv_ptg000089l_0020-R, Sdiv_ptg000113l_0002-R	Thhalv10001273m.g
OG0013286	Sdiv_ptg000001l_0469-R	Thhalv10022493m.g
OG0013289	Sdiv_ptg000004l_0398-R	Thhalv10004271m.g
OG0013290	Sdiv_ptg000004l_0397-R	Thhalv10003829m.g
OG0013291	Sdiv_ptg000005l_0115-R	Thhalv10026014m.g
OG0013292	Sdiv_ptg000004l_0364-R	Thhalv10005689m.g
OG0013293	Sdiv_ptg000005l_0092-R	Thhalv10003449m.g
OG0013294	Sdiv_ptg000005l_0093-R	Thhalv10020287m.g
OG0013295	Sdiv_ptg000004l_0368-R	Thhalv10003451m.g
OG0013296	Sdiv_ptg000005l_0096-R	Thhalv10003685m.g
OG0013297	Sdiv_ptg000010l_1361-R	Thhalv10028801m.g
OG0013300	Sdiv_ptg000004l_0404-R	Thhalv10025444m.g
OG0013301	Sdiv_ptg000005l_0140-R	Thhalv10026192m.g
OG0013303	Sdiv_ptg000005l_0154-R	Thhalv10025736m.g
OG0013305	Sdiv_ptg000005l_0145-R	Thhalv10025457m.g
OG0013306	Sdiv_ptg000012l_1223-R	Thhalv10005553m.g
OG0013307	Sdiv_ptg000007l_1015-R	Thhalv10005456m.g
OG0013308	Sdiv_ptg000012l_1218-R, Sdiv_ptg000007l_1016-R	Thhalv10004191m.g
OG0013309	Sdiv_ptg000007l_1019-R	Thhalv10004640m.g
OG0013310	Sdiv_ptg000007l_1021-R, Sdiv_ptg000012l_1210-R	Thhalv10005500m.g
OG0013311	Sdiv_ptg000012l_1209-R	Thhalv10005187m.g
OG0013314	Sdiv_ptg000007l_1033-R	Thhalv10005058m.g
OG0013315	Sdiv_ptg000012l_1193-R	Thhalv10003928m.g
OG0013316	Sdiv_ptg000007l_1038-R	Thhalv10004188m.g
OG0013318	Sdiv_ptg000007l_1066-R	Thhalv10004062m.g
OG0013319	Sdiv_ptg000007l_1243-R	Thhalv10004155m.g
OG0013320	Sdiv_ptg000007l_1365-R	Thhalv10004314m.g
OG0013322	Sdiv_ptg000007l_1713-R	Thhalv10003505m.g
OG0013323	Sdiv_ptg000007l_1721-R	Thhalv10009790m.g
OG0013324	Sdiv_ptg000007l_1734-R	Thhalv10003566m.g, Thhalv10012532m.g
OG0013325	Sdiv_ptg000007l_1743-R, Sdiv_ptg000012l_0451-R	Thhalv10011046m.g
OG0013326	Sdiv_ptg000005l_0070-R	Thhalv10003461m.g
OG0013327	Sdiv_ptg000004l_0335-R	Thhalv10003439m.g
OG0013328	Sdiv_ptg000004l_0325-R	Thhalv10003746m.g
OG0013331	Sdiv_ptg000008l_0613-R	Thhalv10016581m.g
OG0013332	Sdiv_ptg000022l_0637-R	Thhalv10017635m.g
OG0013333	Sdiv_ptg000022l_0586-R	Thhalv10017586m.g, Thhalv10002659m.g
OG0013335	Sdiv_ptg000001l_0523-R	Thhalv10002554m.g
OG0013336	Sdiv_ptg000013l_0487-R	Thhalv10002517m.g
OG0013337	Sdiv_ptg000001l_0521-R	Thhalv10002727m.g
OG0013338	Sdiv_ptg000001l_0512-R	Thhalv10002426m.g
OG0013339	Sdiv_ptg000001l_0510-R	Thhalv10002538m.g
OG0013343	Sdiv_ptg000022l_0873-R	Thhalv10017140m.g
OG0013344	Sdiv_ptg000022l_0886-R	Thhalv10017462m.g
OG0013345	Sdiv_ptg000022l_0931-R	Thhalv10016605m.g
OG0013346	Sdiv_ptg000022l_0424-R	Thhalv10011371m.g
OG0013349	Sdiv_ptg000007l_0456-R	Thhalv10003204m.g
OG0013350	Sdiv_ptg000007l_0452-R	Thhalv10003241m.g
OG0013351	Sdiv_ptg000007l_0450-R	Thhalv10005936m.g
OG0013352	Sdiv_ptg000007l_0449-R	Thhalv10003325m.g
OG0013353	Sdiv_ptg000012l_1834-R	Thhalv10003229m.g
OG0013354	Sdiv_ptg000012l_2022-R	Thhalv10011975m.g
OG0013355	Sdiv_ptg000007l_0319-R, Sdiv_ptg000012l_2026-R	Thhalv10023308m.g
OG0013356	Sdiv_ptg000007l_0314-R	Thhalv10023406m.g
OG0013357	Sdiv_ptg000012l_2051-R	Thhalv10023277m.g
OG0013358	Sdiv_ptg000007l_0307-R	Thhalv10023530m.g
OG0013359	Sdiv_ptg000007l_0306-R	Thhalv10023590m.g
OG0013360	Sdiv_ptg000007l_0301-R, Sdiv_ptg000012l_2056-R	Thhalv10024106m.g
OG0013361	Sdiv_ptg000012l_2072-R, Sdiv_ptg000007l_0286-R	Thhalv10023992m.g
OG0013362	Sdiv_ptg000012l_2078-R	Thhalv10023662m.g
OG0013363	Sdiv_ptg000012l_2082-R, Sdiv_ptg000007l_0278-R	Thhalv10023650m.g
OG0013364	Sdiv_ptg000012l_2083-R, Sdiv_ptg000007l_0277-R	Thhalv10023720m.g
OG0013365	Sdiv_ptg000012l_2098-R	Thhalv10023352m.g
OG0013367	Sdiv_ptg000007l_0264-R	Thhalv10023374m.g
OG0013368	Sdiv_ptg000012l_2103-R, Sdiv_ptg000007l_0259-R	Thhalv10023451m.g
OG0013369	Sdiv_ptg000012l_2112-R	Thhalv10023528m.g
OG0013370	Sdiv_ptg000012l_2136-R	Thhalv10023478m.g
OG0013371	Sdiv_ptg000007l_0218-R	Thhalv10023412m.g
OG0013372	Sdiv_ptg000012l_2130-R	Thhalv10023824m.g
OG0013373	Sdiv_ptg000007l_0229-R	Thhalv10023294m.g
OG0013374	Sdiv_ptg000012l_2122-R	Thhalv10023395m.g
OG0013375	Sdiv_ptg000007l_0239-R	Thhalv10023651m.g
OG0013376	Sdiv_ptg000007l_0244-R, Sdiv_ptg000012l_2116-R	Thhalv10023615m.g
OG0013377	Sdiv_ptg000007l_0212-R	Thhalv10023269m.g
OG0013378	Sdiv_ptg000012l_2149-R	Thhalv10023985m.g
OG0013379	Sdiv_ptg000012l_2155-R	Thhalv10023735m.g
OG0013380	Sdiv_ptg000012l_2158-R	Thhalv10023474m.g
OG0013381	Sdiv_ptg000012l_2169-R, Sdiv_ptg000007l_0195-R	Thhalv10023372m.g
OG0013382	Sdiv_ptg000007l_0192-R	Thhalv10023477m.g
OG0013383	Sdiv_ptg000012l_2177-R	Thhalv10023415m.g
OG0013384	Sdiv_ptg000012l_2193-R	Thhalv10023219m.g
OG0013385	Sdiv_ptg000007l_0173-R, Sdiv_ptg000012l_2194-R	Thhalv10023513m.g
OG0013386	Sdiv_ptg000012l_2195-R, Sdiv_ptg000007l_0172-R	Thhalv10023417m.g
OG0013387	Sdiv_ptg000007l_0171-R, Sdiv_ptg000012l_2197-R	Thhalv10023466m.g
OG0013388	Sdiv_ptg000012l_2200-R, Sdiv_ptg000007l_0166-R	Thhalv10023915m.g, Thhalv10023868m.g
OG0013389	Sdiv_ptg000012l_2215-R	Thhalv10023846m.g
OG0013390	Sdiv_ptg000012l_2217-R, Sdiv_ptg000007l_0148-R	Thhalv10023371m.g
OG0013391	Sdiv_ptg000007l_0138-R, Sdiv_ptg000012l_2224-R	Thhalv10023471m.g
OG0013392	Sdiv_ptg000007l_0135-R, Sdiv_ptg000012l_2227-R	Thhalv10023732m.g
OG0013393	Sdiv_ptg000001l_0810-R	Thhalv10023531m.g
OG0013394	Sdiv_ptg000007l_0132-R	Thhalv10024037m.g
OG0013395	Sdiv_ptg000007l_0127-R, Sdiv_ptg000012l_2235-R	Thhalv10023331m.g
OG0013396	Sdiv_ptg000012l_2239-R, Sdiv_ptg000007l_0124-R	Thhalv10023430m.g
OG0013397	Sdiv_ptg000012l_2242-R, Sdiv_ptg000007l_0121-R	Thhalv10023385m.g
OG0013398	Sdiv_ptg000012l_2243-R, Sdiv_ptg000007l_0120-R	Thhalv10023290m.g
OG0013399	Sdiv_ptg000007l_0114-R, Sdiv_ptg000012l_2248-R	Thhalv10023661m.g
OG0013400	Sdiv_ptg000012l_2251-R, Sdiv_ptg000007l_0111-R	Thhalv10012471m.g
OG0013401	Sdiv_ptg000012l_2255-R	Thhalv10023637m.g
OG0013402	Sdiv_ptg000007l_0098-R	Thhalv10023435m.g
OG0013403	Sdiv_ptg000012l_2262-R, Sdiv_ptg000007l_0097-R	Thhalv10023919m.g
OG0013404	Sdiv_ptg000007l_0095-R	Thhalv10023594m.g
OG0013405	Sdiv_ptg000012l_2268-R, Sdiv_ptg000007l_0091-R	Thhalv10023745m.g
OG0013406	Sdiv_ptg000007l_0089-R, Sdiv_ptg000012l_2269-R	Thhalv10023287m.g
OG0013407	Sdiv_ptg000007l_0088-R	Thhalv10023642m.g
OG0013409	Sdiv_ptg000012l_2277-R	Thhalv10023217m.g
OG0013410	Sdiv_ptg000012l_2280-R, Sdiv_ptg000007l_0072-R	Thhalv10000074m.g
OG0013413	Sdiv_ptg000008l_0846-R	Thhalv10017466m.g
OG0013415	Sdiv_ptg000002l_1065-R	Thhalv10019185m.g
OG0013417	Sdiv_ptg000015l_1079-R	Thhalv10018379m.g
OG0013418	Sdiv_ptg000015l_1096-R	Thhalv10018351m.g
OG0013419	Sdiv_ptg000002l_1026-R	Thhalv10019157m.g
OG0013420	Sdiv_ptg000002l_1024-R	Thhalv10018195m.g
OG0013421	Sdiv_ptg000015l_1103-R	Thhalv10018605m.g
OG0013422	Sdiv_ptg000015l_1107-R	Thhalv10018947m.g
OG0013423	Sdiv_ptg000015l_1111-R	Thhalv10018969m.g
OG0013424	Sdiv_ptg000015l_1130-R	Thhalv10022466m.g
OG0013425	Sdiv_ptg000008l_0434-R	Thhalv10028574m.g
OG0013426	Sdiv_ptg000008l_0443-R, Sdiv_ptg000022l_0469-R	Thhalv10001906m.g
OG0013427	Sdiv_ptg000008l_0445-R	Thhalv10002083m.g
OG0013428	Sdiv_ptg000018l_0192-R, Sdiv_ptg000022l_1847-R	Thhalv10001578m.g
OG0013429	Sdiv_ptg000018l_0140-R, Sdiv_ptg000022l_1898-R	Thhalv10001314m.g
OG0013430	Sdiv_ptg000001l_2310-R	Thhalv10020567m.g
OG0013431	Sdiv_ptg000013l_2192-R	Thhalv10021033m.g
OG0013432	Sdiv_ptg000001l_2305-R	Thhalv10021007m.g
OG0013433	Sdiv_ptg000013l_2189-R	Thhalv10020241m.g
OG0013435	Sdiv_ptg000001l_2302-R	Thhalv10020734m.g
OG0013436	Sdiv_ptg000013l_2185-R, Sdiv_ptg000001l_2301-R	Thhalv10021329m.g
OG0013437	Sdiv_ptg000001l_2296-R	Thhalv10021883m.g
OG0013438	Sdiv_ptg000001l_2292-R	Thhalv10021323m.g
OG0013439	Sdiv_ptg000014l_0499-R, Sdiv_ptg000003l_2444-R	Thhalv10008858m.g
OG0013440	Sdiv_ptg000003l_2441-R	Thhalv10007548m.g
OG0013441	Sdiv_ptg000003l_2438-R	Thhalv10006894m.g
OG0013442	Sdiv_ptg000003l_2436-R	Thhalv10007187m.g
OG0013443	Sdiv_ptg000003l_2435-R	Thhalv10007587m.g
OG0013444	Sdiv_ptg000003l_2434-R	Thhalv10008289m.g
OG0013446	Sdiv_ptg000003l_2418-R	Thhalv10007907m.g
OG0013447	Sdiv_ptg000014l_0523-R	Thhalv10009095m.g
OG0013448	Sdiv_ptg000014l_0524-R, Sdiv_ptg000003l_2415-R	Thhalv10009929m.g
OG0013449	Sdiv_ptg000014l_0525-R	Thhalv10006726m.g
OG0013450	Sdiv_ptg000003l_2413-R, Sdiv_ptg000014l_0526-R	Thhalv10008426m.g
OG0013451	Sdiv_ptg000003l_2405-R, Sdiv_ptg000014l_0538-R	Thhalv10007539m.g
OG0013452	Sdiv_ptg000014l_0541-R	Thhalv10007271m.g
OG0013453	Sdiv_ptg000014l_0544-R	Thhalv10007679m.g
OG0013454	Sdiv_ptg000014l_0545-R	Thhalv10007230m.g
OG0013456	Sdiv_ptg000003l_2394-R	Thhalv10008203m.g
OG0013457	Sdiv_ptg000003l_2392-R, Sdiv_ptg000014l_0551-R	Thhalv10007698m.g
OG0013458	Sdiv_ptg000003l_2388-R	Thhalv10007397m.g
OG0013459	Sdiv_ptg000003l_2387-R	Thhalv10007645m.g
OG0013460	Sdiv_ptg000003l_2386-R	Thhalv10008777m.g
OG0013461	Sdiv_ptg000003l_2363-R, Sdiv_ptg000014l_0573-R	Thhalv10008000m.g
OG0013462	Sdiv_ptg000014l_0578-R	Thhalv10006949m.g
OG0013463	Sdiv_ptg000014l_0595-R	Thhalv10009271m.g
OG0013464	Sdiv_ptg000014l_0599-R	Thhalv10007416m.g
OG0013465	Sdiv_ptg000003l_2132-R, Sdiv_ptg000014l_0600-R	Thhalv10008740m.g
OG0013466	Sdiv_ptg000003l_2138-R	Thhalv10008640m.g
OG0013467	Sdiv_ptg000003l_2139-R	Thhalv10007016m.g
OG0013469	Sdiv_ptg000014l_0612-R	Thhalv10009916m.g
OG0013470	Sdiv_ptg000014l_0614-R	Thhalv10007724m.g
OG0013471	Sdiv_ptg000014l_0621-R	Thhalv10010010m.g
OG0013472	Sdiv_ptg000014l_0624-R	Thhalv10007237m.g
OG0013473	Sdiv_ptg000003l_2154-R	Thhalv10006772m.g
OG0013475	Sdiv_ptg000014l_0648-R	Thhalv10009555m.g
OG0013477	Sdiv_ptg000014l_0656-R	Thhalv10009979m.g
OG0013478	Sdiv_ptg000014l_0658-R	Thhalv10007409m.g
OG0013479	Sdiv_ptg000003l_2186-R	Thhalv10007263m.g
OG0013481	Sdiv_ptg000014l_0668-R, Sdiv_ptg000003l_2187-R	Thhalv10008296m.g
OG0013482	Sdiv_ptg000014l_0674-R	Thhalv10008605m.g
OG0013483	Sdiv_ptg000003l_2215-R	Thhalv10008322m.g
OG0013484	Sdiv_ptg000003l_2216-R	Thhalv10008344m.g
OG0013485	Sdiv_ptg000003l_2217-R	Thhalv10008305m.g
OG0013487	Sdiv_ptg000003l_2229-R	Thhalv10007041m.g
OG0013488	Sdiv_ptg000003l_2230-R	Thhalv10008262m.g
OG0013489	Sdiv_ptg000014l_0700-R	Thhalv10007202m.g
OG0013490	Sdiv_ptg000003l_2235-R	Thhalv10006602m.g
OG0013491	Sdiv_ptg000003l_2236-R	Thhalv10007006m.g
OG0013492	Sdiv_ptg000003l_2240-R, Sdiv_ptg000014l_0706-R	Thhalv10006873m.g
OG0013493	Sdiv_ptg000014l_0708-R	Thhalv10007013m.g
OG0013494	Sdiv_ptg000003l_2250-R	Thhalv10009702m.g
OG0013495	Sdiv_ptg000003l_2258-R	Thhalv10008229m.g
OG0013496	Sdiv_ptg000003l_2261-R	Thhalv10007255m.g
OG0013497	Sdiv_ptg000003l_2263-R, Sdiv_ptg000014l_0727-R	Thhalv10006940m.g
OG0013498	Sdiv_ptg000014l_0728-R	Thhalv10008718m.g
OG0013500	Sdiv_ptg000003l_2279-R	Thhalv10006620m.g
OG0013501	Sdiv_ptg000014l_0767-R, Sdiv_ptg000003l_2310-R	Thhalv10006880m.g
OG0013502	Sdiv_ptg000003l_2312-R	Thhalv10007897m.g
OG0013503	Sdiv_ptg000014l_0771-R	Thhalv10009099m.g
OG0013504	Sdiv_ptg000014l_0781-R	Thhalv10009349m.g
OG0013505	Sdiv_ptg000014l_0782-R	Thhalv10008829m.g
OG0013507	Sdiv_ptg000003l_2332-R, Sdiv_ptg000014l_0789-R	Thhalv10007640m.g
OG0013508	Sdiv_ptg000003l_2335-R, Sdiv_ptg000014l_0795-R	Thhalv10009091m.g
OG0013509	Sdiv_ptg000003l_2336-R	Thhalv10009895m.g
OG0013510	Sdiv_ptg000014l_0803-R	Thhalv10008924m.g
OG0013511	Sdiv_ptg000014l_0809-R	Thhalv10007216m.g
OG0013514	Sdiv_ptg000014l_0815-R	Thhalv10007534m.g
OG0013515	Sdiv_ptg000014l_0819-R	Thhalv10007276m.g
OG0013516	Sdiv_ptg000003l_2094-R, Sdiv_ptg000014l_0823-R	Thhalv10007195m.g
OG0013517	Sdiv_ptg000003l_2093-R	Thhalv10008746m.g
OG0013518	Sdiv_ptg000014l_0825-R	Thhalv10007948m.g
OG0013519	Sdiv_ptg000003l_2091-R, Sdiv_ptg000014l_0826-R	Thhalv10010043m.g
OG0013521	Sdiv_ptg000014l_0837-R	Thhalv10007793m.g
OG0013522	Sdiv_ptg000003l_2069-R, Sdiv_ptg000014l_0843-R	Thhalv10007507m.g, Thhalv10007439m.g
OG0013523	Sdiv_ptg000003l_2070-R	Thhalv10007425m.g
OG0013524	Sdiv_ptg000014l_0848-R	Thhalv10005577m.g, Thhalv10006828m.g
OG0013526	Sdiv_ptg000014l_0859-R	Thhalv10008054m.g
OG0013527	Sdiv_ptg000014l_0862-R, Sdiv_ptg000003l_2082-R	Thhalv10007815m.g
OG0013528	Sdiv_ptg000014l_0868-R	Thhalv10009343m.g
OG0013529	Sdiv_ptg000003l_2054-R	Thhalv10007450m.g
OG0013530	Sdiv_ptg000014l_0876-R	Thhalv10009205m.g
OG0013531	Sdiv_ptg000014l_0880-R	Thhalv10009738m.g, Thhalv10023152m.g
OG0013532	Sdiv_ptg000003l_2047-R	Thhalv10008250m.g
OG0013533	Sdiv_ptg000014l_0901-R	Thhalv10007428m.g
OG0013534	Sdiv_ptg000014l_0906-R	Thhalv10007443m.g
OG0013535	Sdiv_ptg000014l_0914-R	Thhalv10008242m.g
OG0013536	Sdiv_ptg000014l_0916-R	Thhalv10008800m.g
OG0013537	Sdiv_ptg000003l_2016-R, Sdiv_ptg000014l_0917-R	Thhalv10006996m.g
OG0013538	Sdiv_ptg000003l_2015-R, Sdiv_ptg000014l_0918-R	Thhalv10008532m.g
OG0013539	Sdiv_ptg000014l_0920-R	Thhalv10008948m.g
OG0013540	Sdiv_ptg000003l_2007-R, Sdiv_ptg000014l_0924-R	Thhalv10008459m.g
OG0013541	Sdiv_ptg000003l_2004-R, Sdiv_ptg000014l_0926-R	Thhalv10008529m.g
OG0013542	Sdiv_ptg000003l_2000-R	Thhalv10008608m.g
OG0013543	Sdiv_ptg000014l_0930-R	Thhalv10008846m.g
OG0013545	Sdiv_ptg000003l_1989-R	Thhalv10007241m.g
OG0013546	Sdiv_ptg000014l_0939-R	Thhalv10008236m.g
OG0013548	Sdiv_ptg000014l_0946-R	Thhalv10007578m.g
OG0013549	Sdiv_ptg000014l_0958-R	Thhalv10008160m.g
OG0013550	Sdiv_ptg000014l_0962-R	Thhalv10009754m.g
OG0013551	Sdiv_ptg000003l_1957-R	Thhalv10009008m.g
OG0013553	Sdiv_ptg000014l_0974-R	Thhalv10007171m.g
OG0013554	Sdiv_ptg000003l_1953-R	Thhalv10007261m.g
OG0013555	Sdiv_ptg000014l_0981-R	Thhalv10009435m.g
OG0013556	Sdiv_ptg000003l_1950-R	Thhalv10007602m.g
OG0013557	Sdiv_ptg000003l_1942-R	Thhalv10007211m.g
OG0013558	Sdiv_ptg000003l_1941-R, Sdiv_ptg000014l_0988-R	Thhalv10008995m.g
OG0013559	Sdiv_ptg000003l_1937-R, Sdiv_ptg000014l_0993-R	Thhalv10008333m.g
OG0013560	Sdiv_ptg000003l_1933-R	Thhalv10008534m.g
OG0013562	Sdiv_ptg000003l_1925-R	Thhalv10006547m.g
OG0013563	Sdiv_ptg000014l_1007-R, Sdiv_ptg000003l_1920-R	Thhalv10008845m.g
OG0013564	Sdiv_ptg000014l_1013-R	Thhalv10008186m.g
OG0013566	Sdiv_ptg000014l_1023-R	Thhalv10007025m.g
OG0013567	Sdiv_ptg000014l_1025-R	Thhalv10008198m.g
OG0013569	Sdiv_ptg000014l_1034-R	Thhalv10008783m.g
OG0013570	Sdiv_ptg000003l_1883-R, Sdiv_ptg000014l_1046-R	Thhalv10008111m.g
OG0013571	Sdiv_ptg000003l_1879-R	Thhalv10007638m.g
OG0013573	Sdiv_ptg000014l_1056-R	Thhalv10007810m.g
OG0013574	Sdiv_ptg000003l_0122-R	Thhalv10008259m.g
OG0013575	Sdiv_ptg000014l_1062-R	Thhalv10007905m.g
OG0013576	Sdiv_ptg000014l_1067-R	Thhalv10009396m.g
OG0013577	Sdiv_ptg000003l_0133-R	Thhalv10007052m.g
OG0013578	Sdiv_ptg000003l_0135-R	Thhalv10010021m.g
OG0013579	Sdiv_ptg000014l_1071-R	Thhalv10008436m.g
OG0013580	Sdiv_ptg000003l_0149-R	Thhalv10008810m.g
OG0013581	Sdiv_ptg000014l_1080-R	Thhalv10007825m.g
OG0013582	Sdiv_ptg000014l_1081-R	Thhalv10007268m.g
OG0013583	Sdiv_ptg000014l_1086-R	Thhalv10007325m.g
OG0013584	Sdiv_ptg000014l_1089-R	Thhalv10009062m.g
OG0013585	Sdiv_ptg000014l_0295-R	Thhalv10006865m.g
OG0013586	Sdiv_ptg000014l_0294-R	Thhalv10009800m.g
OG0013587	Sdiv_ptg000014l_0291-R	Thhalv10008905m.g
OG0013588	Sdiv_ptg000003l_2678-R	Thhalv10007929m.g
OG0013589	Sdiv_ptg000014l_0288-R	Thhalv10008189m.g
OG0013591	Sdiv_ptg000003l_2684-R	Thhalv10007362m.g
OG0013592	Sdiv_ptg000003l_2690-R	Thhalv10008574m.g
OG0013593	Sdiv_ptg000014l_0276-R	Thhalv10008572m.g
OG0013595	Sdiv_ptg000003l_2692-R	Thhalv10008207m.g
OG0013596	Sdiv_ptg000014l_0273-R	Thhalv10008768m.g
OG0013597	Sdiv_ptg000014l_0266-R	Thhalv10007291m.g
OG0013599	Sdiv_ptg000003l_2703-R	Thhalv10009864m.g
OG0013600	Sdiv_ptg000014l_0257-R	Thhalv10007101m.g
OG0013601	Sdiv_ptg000014l_0252-R	Thhalv10006720m.g
OG0013602	Sdiv_ptg000014l_0250-R, Sdiv_ptg000003l_2715-R	Thhalv10006649m.g
OG0013603	Sdiv_ptg000014l_0249-R	Thhalv10008181m.g
OG0013604	Sdiv_ptg000003l_2718-R	Thhalv10006668m.g
OG0013605	Sdiv_ptg000014l_0226-R, Sdiv_ptg000003l_2738-R	Thhalv10008832m.g
OG0013606	Sdiv_ptg000014l_0224-R, Sdiv_ptg000003l_2740-R	Thhalv10007078m.g
OG0013607	Sdiv_ptg000003l_2749-R	Thhalv10007018m.g
OG0013608	Sdiv_ptg000014l_0205-R	Thhalv10009484m.g
OG0013609	Sdiv_ptg000014l_0195-R, Sdiv_ptg000003l_2766-R	Thhalv10008462m.g
OG0013610	Sdiv_ptg000014l_0194-R	Thhalv10007735m.g
OG0013611	Sdiv_ptg000003l_2768-R, Sdiv_ptg000014l_0193-R	Thhalv10007051m.g
OG0013612	Sdiv_ptg000014l_0187-R, Sdiv_ptg000003l_2770-R	Thhalv10009926m.g
OG0013613	Sdiv_ptg000003l_2798-R	Thhalv10003361m.g
OG0013614	Sdiv_ptg000014l_0177-R	Thhalv10008747m.g, Thhalv10022497m.g
OG0013615	Sdiv_ptg000014l_0175-R, Sdiv_ptg000003l_2791-R	Thhalv10006864m.g
OG0013616	Sdiv_ptg000003l_2790-R	Thhalv10007494m.g
OG0013617	Sdiv_ptg000003l_2788-R	Thhalv10006771m.g
OG0013618	Sdiv_ptg000014l_0166-R, Sdiv_ptg000003l_2782-R	Thhalv10007802m.g
OG0013619	Sdiv_ptg000014l_0165-R, Sdiv_ptg000003l_2781-R	Thhalv10008491m.g
OG0013620	Sdiv_ptg000014l_0164-R, Sdiv_ptg000003l_2780-R	Thhalv10008277m.g
OG0013621	Sdiv_ptg000003l_2779-R, Sdiv_ptg000014l_0163-R	Thhalv10008901m.g
OG0013622	Sdiv_ptg000003l_2778-R, Sdiv_ptg000014l_0162-R	Thhalv10007577m.g
OG0013623	Sdiv_ptg000003l_2774-R	Thhalv10007694m.g
OG0013624	Sdiv_ptg000014l_0386-R	Thhalv10009355m.g
OG0013626	Sdiv_ptg000003l_2896-R, Sdiv_ptg000014l_0061-R	Thhalv10009432m.g
OG0013627	Sdiv_ptg000014l_0060-R	Thhalv10008889m.g
OG0013628	Sdiv_ptg000014l_0046-R, Sdiv_ptg000003l_2911-R	Thhalv10007848m.g
OG0013629	Sdiv_ptg000003l_2916-R, Sdiv_ptg000014l_0038-R	Thhalv10007636m.g
OG0013630	Sdiv_ptg000003l_2925-R, Sdiv_ptg000014l_0029-R	Thhalv10008789m.g
OG0013631	Sdiv_ptg000003l_2933-R	Thhalv10006647m.g
OG0013632	Sdiv_ptg000003l_2940-R, Sdiv_ptg000014l_0017-R	Thhalv10006989m.g
OG0013633	Sdiv_ptg000014l_0009-R	Thhalv10007106m.g
OG0013634	Sdiv_ptg000014l_0008-R	Thhalv10009013m.g
OG0013636	Sdiv_ptg000003l_0383-R	Thhalv10007306m.g
OG0013638	Sdiv_ptg000014l_1346-R	Thhalv10007637m.g, Thhalv10007270m.g
OG0013639	Sdiv_ptg000003l_0417-R	Thhalv10007795m.g
OG0013640	Sdiv_ptg000003l_0439-R, Sdiv_ptg000014l_1377-R	Thhalv10007750m.g
OG0013641	Sdiv_ptg000003l_0453-R, Sdiv_ptg000014l_1396-R	Thhalv10008611m.g
OG0013642	Sdiv_ptg000014l_1412-R	Thhalv10007405m.g
OG0013643	Sdiv_ptg000003l_0467-R	Thhalv10008012m.g
OG0013644	Sdiv_ptg000003l_0473-R	Thhalv10007050m.g
OG0013645	Sdiv_ptg000014l_1422-R	Thhalv10009074m.g
OG0013646	Sdiv_ptg000003l_0474-R	Thhalv10009526m.g
OG0013648	Sdiv_ptg000014l_1450-R	Thhalv10009605m.g
OG0013649	Sdiv_ptg000014l_1452-R, Sdiv_ptg000003l_0505-R	Thhalv10007890m.g
OG0013650	Sdiv_ptg000014l_1456-R	Thhalv10011481m.g
OG0013651	Sdiv_ptg000014l_1511-R	Thhalv10011875m.g
OG0013652	Sdiv_ptg000003l_1677-R	Thhalv10011976m.g
OG0013653	Sdiv_ptg000003l_1679-R	Thhalv10011436m.g
OG0013654	Sdiv_ptg000003l_1687-R	Thhalv10011532m.g
OG0013655	Sdiv_ptg000003l_1692-R, Sdiv_ptg000014l_1497-R	Thhalv10011827m.g
OG0013657	Sdiv_ptg000005l_1236-R	Thhalv10026434m.g
OG0013658	Sdiv_ptg000005l_1235-R	Thhalv10025588m.g
OG0013659	Sdiv_ptg000004l_1533-R	Thhalv10025710m.g
OG0013660	Sdiv_ptg000004l_1532-R	Thhalv10024497m.g
OG0013661	Sdiv_ptg000004l_1531-R	Thhalv10024733m.g
OG0013662	Sdiv_ptg000004l_1528-R	Thhalv10025621m.g
OG0013663	Sdiv_ptg000005l_1220-R	Thhalv10026634m.g
OG0013664	Sdiv_ptg000005l_1219-R	Thhalv10026935m.g
OG0013665	Sdiv_ptg000005l_1213-R	Thhalv10026184m.g
OG0013666	Sdiv_ptg000005l_1212-R	Thhalv10026379m.g
OG0013667	Sdiv_ptg000004l_1516-R	Thhalv10024293m.g
OG0013668	Sdiv_ptg000004l_1490-R, Sdiv_ptg000005l_1185-R	Thhalv10026547m.g
OG0013669	Sdiv_ptg000005l_1181-R	Thhalv10026046m.g
OG0013670	Sdiv_ptg000005l_1180-R	Thhalv10027068m.g
OG0013672	Sdiv_ptg000005l_1169-R	Thhalv10025074m.g
OG0013673	Sdiv_ptg000004l_1472-R	Thhalv10024847m.g
OG0013674	Sdiv_ptg000004l_1465-R, Sdiv_ptg000005l_1161-R	Thhalv10025360m.g
OG0013675	Sdiv_ptg000005l_1160-R, Sdiv_ptg000004l_1464-R	Thhalv10024744m.g
OG0013677	Sdiv_ptg000005l_1159-R, Sdiv_ptg000004l_1462-R	Thhalv10025206m.g
OG0013678	Sdiv_ptg000005l_1156-R	Thhalv10026656m.g
OG0013679	Sdiv_ptg000004l_1458-R	Thhalv10024996m.g
OG0013680	Sdiv_ptg000005l_1153-R	Thhalv10025118m.g
OG0013681	Sdiv_ptg000005l_1151-R	Thhalv10024776m.g
OG0013683	Sdiv_ptg000005l_1136-R	Thhalv10024951m.g
