Orthogroup	E_salsugineum	S_pinnata
OG0012628	Thhalv10020781m.g	Stapi.3496s0001
OG0012629	Thhalv10020883m.g	Stapi.2160s0017
OG0012630	Thhalv10020504m.g	Stapi.4661s0002
OG0012631	Thhalv10021795m.g	Stapi.4661s0007, Stapi.2160s0011
OG0012632	Thhalv10020892m.g	Stapi.2160s0009
OG0012633	Thhalv10019932m.g	Stapi.4436s0003
OG0012634	Thhalv10021230m.g	Stapi.4097s0001
OG0012635	Thhalv10022359m.g	Stapi.2389s0008, Stapi.30795s0001, Stapi.2965s0002
OG0012636	Thhalv10021633m.g	Stapi.4097s0008
OG0012637	Thhalv10022057m.g	Stapi.4477s0002, Stapi.6858s0002
OG0012638	Thhalv10021003m.g	Stapi.0879s0003
OG0012639	Thhalv10020694m.g	Stapi.0879s0002
OG0012640	Thhalv10021499m.g	Stapi.1240s0005, Stapi.3212s0002
OG0012641	Thhalv10020143m.g	Stapi.0807s0001, Stapi.1240s0004
OG0012642	Thhalv10021259m.g	Stapi.1240s0002
OG0012643	Thhalv10021012m.g	Stapi.0807s0012
OG0012644	Thhalv10021042m.g	Stapi.11194s0004, Stapi.3344s0002
OG0012646	Thhalv10020873m.g	Stapi.2694s0001
OG0012647	Thhalv10021772m.g	Stapi.2694s0009
OG0012648	Thhalv10022348m.g	Stapi.4169s0003, Stapi.2694s0010
OG0012649	Thhalv10021005m.g	Stapi.2370s0002
OG0012650	Thhalv10020111m.g	Stapi.2370s0006
OG0012651	Thhalv10022232m.g	Stapi.4046s0003
OG0012652	Thhalv10021716m.g	Stapi.2673s0004
OG0012653	Thhalv10020516m.g	Stapi.5944s0002
OG0012654	Thhalv10020237m.g	Stapi.1258s0001
OG0012655	Thhalv10021836m.g	Stapi.2623s0006
OG0012656	Thhalv10020337m.g	Stapi.15195s0001, Stapi.1258s0006
OG0012658	Thhalv10020856m.g	Stapi.7645s0001, Stapi.1980s0005
OG0012659	Thhalv10020533m.g	Stapi.1980s0011
OG0012660	Thhalv10021962m.g	Stapi.2066s0007
OG0012661	Thhalv10022360m.g	Stapi.0695s0012, Stapi.2066s0003
OG0012662	Thhalv10021658m.g	Stapi.0695s0009
OG0012663	Thhalv10021415m.g	Stapi.0695s0008
OG0012666	Thhalv10021299m.g	Stapi.2958s0009
OG0012667	Thhalv10020515m.g	Stapi.2958s0002
OG0012668	Thhalv10021521m.g	Stapi.0446s0031
OG0012669	Thhalv10021456m.g	Stapi.0446s0029
OG0012670	Thhalv10022019m.g	Stapi.0446s0028
OG0012671	Thhalv10022204m.g	Stapi.0446s0023
OG0012672	Thhalv10021099m.g	Stapi.0446s0022
OG0012673	Thhalv10022381m.g, Thhalv10023181m.g	Stapi.4173s0006, Stapi.10629s0002
OG0012674	Thhalv10021294m.g	Stapi.0446s0016
OG0012675	Thhalv10022301m.g	Stapi.0157s0025
OG0012676	Thhalv10020594m.g	Stapi.0157s0023, Stapi.0446s0007
OG0012677	Thhalv10021902m.g	Stapi.0446s0006
OG0012678	Thhalv10020685m.g	Stapi.5521s0002
OG0012679	Thhalv10021556m.g	Stapi.0284s0004
OG0012680	Thhalv10022354m.g	Stapi.5942s0002, Stapi.10095s0001
OG0012681	Thhalv10021792m.g	Stapi.5942s0003
OG0012682	Thhalv10020425m.g	Stapi.4000s0004
OG0012683	Thhalv10021419m.g	Stapi.6901s0002
OG0012684	Thhalv10021781m.g	Stapi.5971s0005
OG0012686	Thhalv10020955m.g	Stapi.0857s0008
OG0012687	Thhalv10021721m.g	Stapi.3685s0007
OG0012689	Thhalv10021182m.g	Stapi.0780s0004
OG0012690	Thhalv10020584m.g	Stapi.0780s0009
OG0012691	Thhalv10020466m.g	Stapi.8603s0003
OG0012692	Thhalv10020365m.g	Stapi.0780s0018
OG0012695	Thhalv10022175m.g	Stapi.1135s0010
OG0012696	Thhalv10020710m.g	Stapi.5656s0002
OG0012697	Thhalv10020239m.g	Stapi.3779s0005, Stapi.0729s0011
OG0012698	Thhalv10021094m.g	Stapi.9806s0003
OG0012700	Thhalv10021673m.g	Stapi.1279s0009
OG0012703	Thhalv10020638m.g, Thhalv10020640m.g	Stapi.7725s0001
OG0012704	Thhalv10021839m.g	Stapi.6894s0003
OG0012705	Thhalv10020166m.g	Stapi.2030s0006
OG0012706	Thhalv10021424m.g	Stapi.1060s0011, Stapi.0143s0004
OG0012707	Thhalv10020956m.g	Stapi.0143s0008
OG0012708	Thhalv10020367m.g	Stapi.1060s0005
OG0012710	Thhalv10021260m.g	Stapi.1060s0003
OG0012711	Thhalv10021423m.g	Stapi.2767s0005
OG0012712	Thhalv10021704m.g	Stapi.1579s0004
OG0012713	Thhalv10020094m.g	Stapi.1579s0006
OG0012714	Thhalv10021376m.g	Stapi.1579s0008
OG0012717	Thhalv10021207m.g	Stapi.0961s0008
OG0012718	Thhalv10021410m.g	Stapi.3248s0004
OG0012719	Thhalv10021828m.g	Stapi.2382s0015, Stapi.3345s0003
OG0012720	Thhalv10020715m.g	Stapi.4150s0003
OG0012721	Thhalv10020421m.g	Stapi.7007s0002
OG0012722	Thhalv10020940m.g, Thhalv10027521m.g	Stapi.2459s0003
OG0012723	Thhalv10020512m.g	Stapi.3210s0003
OG0012724	Thhalv10022283m.g	Stapi.3210s0006, Stapi.1903s0006
OG0012725	Thhalv10021101m.g	Stapi.1903s0007
OG0012726	Thhalv10021464m.g	Stapi.11944s0002, Stapi.1903s0008
OG0012727	Thhalv10020785m.g	Stapi.1903s0009
OG0012728	Thhalv10019906m.g	Stapi.5410s0007
OG0012729	Thhalv10021236m.g	Stapi.2799s0009
OG0012730	Thhalv10020495m.g	Stapi.2468s0005
OG0012731	Thhalv10020918m.g	Stapi.2468s0002
OG0012732	Thhalv10020309m.g	Stapi.8518s0002
OG0012733	Thhalv10021911m.g	Stapi.0694s0016
OG0012734	Thhalv10020682m.g	Stapi.4433s0004, Stapi.0694s0020
OG0012735	Thhalv10022052m.g	Stapi.2049s0001
OG0012737	Thhalv10022024m.g	Stapi.1161s0005, Stapi.1059s0008
OG0012738	Thhalv10020633m.g	Stapi.1059s0010, Stapi.3225s0002
OG0012739	Thhalv10020363m.g	Stapi.7887s0003, Stapi.3225s0003
OG0012740	Thhalv10022305m.g	Stapi.3225s0006
OG0012741	Thhalv10020616m.g	Stapi.3225s0007, Stapi.6080s0001
OG0012742	Thhalv10021914m.g, Thhalv10021904m.g	Stapi.4035s0006
OG0012743	Thhalv10020631m.g	Stapi.4035s0005
OG0012744	Thhalv10022420m.g	Stapi.3667s0001
OG0012745	Thhalv10021824m.g	Stapi.2554s0005, Stapi.3667s0002
OG0012747	Thhalv10020590m.g	Stapi.7537s0002
OG0012748	Thhalv10022205m.g	Stapi.7537s0001, Stapi.4578s0001
OG0012750	Thhalv10021111m.g	Stapi.0587s0017
OG0012751	Thhalv10020411m.g	Stapi.0587s0013
OG0012752	Thhalv10023630m.g	Stapi.2942s0004
OG0012753	Thhalv10019942m.g	Stapi.2942s0005
OG0012754	Thhalv10020748m.g	Stapi.0587s0002
OG0012755	Thhalv10021597m.g	Stapi.0965s0017
OG0012757	Thhalv10020922m.g	Stapi.1519s0006
OG0012758	Thhalv10021814m.g	Stapi.1519s0008
OG0012759	Thhalv10021595m.g	Stapi.1216s0005
OG0012760	Thhalv10020475m.g	Stapi.4466s0006
OG0012761	Thhalv10022363m.g	Stapi.1435s0004
OG0012762	Thhalv10022015m.g	Stapi.4967s0003
OG0012763	Thhalv10020511m.g	Stapi.2270s0004
OG0012764	Thhalv10021019m.g	Stapi.1687s0003, Stapi.2402s0004
OG0012765	Thhalv10021160m.g	Stapi.1687s0002
OG0012767	Thhalv10020784m.g	Stapi.2629s0003
OG0012768	Thhalv10020825m.g	Stapi.1744s0004
OG0012769	Thhalv10020383m.g	Stapi.2814s0001, Stapi.1744s0001
OG0012770	Thhalv10020368m.g	Stapi.4134s0004, Stapi.0943s0007
OG0012771	Thhalv10021538m.g	Stapi.1480s0003
OG0012772	Thhalv10021373m.g	Stapi.2551s0001
OG0012773	Thhalv10021583m.g	Stapi.5468s0002
OG0012775	Thhalv10021605m.g	Stapi.2286s0007, Stapi.1689s0002
OG0012776	Thhalv10020520m.g	Stapi.2286s0004
OG0012777	Thhalv10020639m.g	Stapi.12060s0002
OG0012778	Thhalv10020880m.g	Stapi.3521s0006
OG0012779	Thhalv10021880m.g	Stapi.6039s0003
OG0012780	Thhalv10021881m.g	Stapi.1315s0002, Stapi.0994s0003
OG0012781	Thhalv10021766m.g	Stapi.1315s0006
OG0012782	Thhalv10021368m.g	Stapi.1613s0007, Stapi.1315s0008
OG0012783	Thhalv10020290m.g	Stapi.1613s0003
OG0012784	Thhalv10020820m.g	Stapi.0126s0021
OG0012785	Thhalv10021547m.g	Stapi.0126s0019
OG0012786	Thhalv10022423m.g	Stapi.0856s0001
OG0012787	Thhalv10022194m.g	Stapi.1160s0005
OG0012788	Thhalv10020490m.g	Stapi.2768s0002
OG0012789	Thhalv10022215m.g	Stapi.8245s0003, Stapi.2059s0003
OG0012790	Thhalv10022108m.g	Stapi.5511s0004, Stapi.15069s0001
OG0012791	Thhalv10019964m.g	Stapi.6442s0002
OG0012792	Thhalv10022172m.g	Stapi.0554s0006
OG0012793	Thhalv10021427m.g	Stapi.3052s0004
OG0012795	Thhalv10021603m.g	Stapi.10713s0001, Stapi.3052s0003
OG0012797	Thhalv10002677m.g	Stapi.0632s0016, Stapi.1486s0004
OG0012798	Thhalv10003083m.g	Stapi.0124s0025
OG0012799	Thhalv10002763m.g	Stapi.0124s0023
OG0012800	Thhalv10002534m.g	Stapi.0124s0012
OG0012801	Thhalv10002927m.g	Stapi.0784s0004
OG0012802	Thhalv10003022m.g	Stapi.0324s0012
OG0012803	Thhalv10002635m.g	Stapi.0324s0016
OG0012804	Thhalv10002653m.g	Stapi.0497s0018
OG0012805	Thhalv10029227m.g, Thhalv10024137m.g, Thhalv10023870m.g	Stapi.0324s0024
OG0012806	Thhalv10002467m.g	Stapi.0324s0035
OG0012807	Thhalv10002822m.g	Stapi.0648s0010, Stapi.0836s0001
OG0012808	Thhalv10002411m.g	Stapi.0648s0006, Stapi.2259s0003
OG0012809	Thhalv10002637m.g	Stapi.0648s0003, Stapi.2259s0006
OG0012810	Thhalv10002887m.g	Stapi.0922s0004
OG0012811	Thhalv10002492m.g	Stapi.0922s0006
OG0012812	Thhalv10002953m.g	Stapi.0255s0011
OG0012814	Thhalv10002702m.g	Stapi.0199s0022
OG0012815	Thhalv10002454m.g	Stapi.0246s0008
OG0012816	Thhalv10002660m.g	Stapi.0172s0001
OG0012817	Thhalv10003068m.g	Stapi.0172s0008
OG0012818	Thhalv10002544m.g	Stapi.0172s0009
OG0012819	Thhalv10002718m.g	Stapi.0172s0014
OG0012820	Thhalv10002537m.g	Stapi.0172s0024
OG0012821	Thhalv10002670m.g	Stapi.1731s0002
OG0012822	Thhalv10002463m.g	Stapi.0386s0012, Stapi.0389s0006
OG0012823	Thhalv10002529m.g	Stapi.0042s0024
OG0012824	Thhalv10002998m.g	Stapi.0389s0025
OG0012825	Thhalv10002592m.g	Stapi.5132s0002
OG0012826	Thhalv10002462m.g	Stapi.0251s0001
OG0012827	Thhalv10029212m.g	Stapi.3088s0006
OG0012828	Thhalv10028362m.g	Stapi.2327s0006, Stapi.1881s0010
OG0012829	Thhalv10028676m.g	Stapi.2327s0008, Stapi.1881s0008
OG0012830	Thhalv10028991m.g	Stapi.9751s0003, Stapi.21223s0001
OG0012831	Thhalv10028751m.g	Stapi.2077s0004
OG0012833	Thhalv10028814m.g	Stapi.0778s0002
OG0012834	Thhalv10029020m.g	Stapi.7635s0003
OG0012835	Thhalv10028509m.g	Stapi.20996s0001
OG0012836	Thhalv10028893m.g	Stapi.8620s0005
OG0012838	Thhalv10028946m.g	Stapi.10547s0002
OG0012839	Thhalv10028404m.g	Stapi.10547s0004
OG0012840	Thhalv10028403m.g	Stapi.1721s0007
OG0012841	Thhalv10028900m.g	Stapi.1721s0009
OG0012842	Thhalv10028582m.g	Stapi.1721s0011
OG0012843	Thhalv10028599m.g	Stapi.1721s0013
OG0012844	Thhalv10028688m.g	Stapi.1721s0014
OG0012846	Thhalv10007597m.g, Thhalv10013505m.g	Stapi.9088s0004, Stapi.3098s0002
OG0012847	Thhalv10015748m.g	Stapi.0789s0018, Stapi.1869s0009
OG0012848	Thhalv10012621m.g	Stapi.1755s0005, Stapi.3470s0001
OG0012849	Thhalv10012803m.g	Stapi.1808s0001, Stapi.1307s0003
OG0012850	Thhalv10015752m.g	Stapi.0492s0008, Stapi.1052s0009
OG0012851	Thhalv10015322m.g	Stapi.0492s0009, Stapi.1052s0008
OG0012852	Thhalv10013720m.g	Stapi.1562s0003, Stapi.4658s0003
OG0012853	Thhalv10013022m.g	Stapi.11425s0001, Stapi.5692s0004
OG0012854	Thhalv10013311m.g	Stapi.5146s0005, Stapi.1685s0009
OG0012855	Thhalv10014968m.g	Stapi.1685s0010, Stapi.0444s0002
OG0012856	Thhalv10013115m.g	Stapi.1685s0011, Stapi.0444s0003
OG0012857	Thhalv10005628m.g, Thhalv10015572m.g	Stapi.0444s0027
OG0012858	Thhalv10015624m.g	Stapi.2733s0009, Stapi.0857s0006
OG0012859	Thhalv10013010m.g	Stapi.0790s0003, Stapi.1057s0007
OG0012860	Thhalv10012618m.g	Stapi.0790s0019
OG0012861	Thhalv10013583m.g, Thhalv10013813m.g	Stapi.1003s0010
OG0012862	Thhalv10021981m.g	Stapi.5800s0002, Stapi.5800s0001, Stapi.1169s0006
OG0012863	Thhalv10014131m.g	Stapi.0210s0029
OG0012864	Thhalv10013651m.g	Stapi.2039s0003
OG0012865	Thhalv10015559m.g	Stapi.1175s0006
OG0012865	Thhalv10015434m.g	Stapi.1051s0010, Stapi.4860s0002
OG0012866	Thhalv10013852m.g	Stapi.3410s0003
OG0012867	Thhalv10014697m.g	Stapi.0265s0010, Stapi.1153s0004
OG0012868	Thhalv10012936m.g	Stapi.1695s0012, Stapi.1475s0004
OG0012869	Thhalv10012954m.g	Stapi.3179s0008, Stapi.6989s0004
OG0012870	Thhalv10028102m.g	Stapi.5169s0004, Stapi.1488s0001, Stapi.5169s0003, Stapi.31334s0001
OG0012871	Thhalv10013410m.g	Stapi.1401s0012, Stapi.1298s0004
OG0012872	Thhalv10012716m.g	Stapi.4441s0002
OG0012873	Thhalv10014591m.g	Stapi.0729s0002, Stapi.0800s0003
OG0012880	Thhalv10029501m.g	Stapi.0108s0016
OG0012881	Thhalv10012073m.g	Stapi.7492s0001, Stapi.5932s0002
OG0012883	Thhalv10012576m.g	Stapi.0059s0010
OG0012886	Thhalv10027775m.g	Stapi.3576s0005
OG0012894	Thhalv10028146m.g	Stapi.10243s0001
OG0012897	Thhalv10027749m.g	Stapi.28271s0001, Stapi.8998s0001
OG0012900	Thhalv10028165m.g	Stapi.17802s0001
OG0012903	Thhalv10027933m.g	Stapi.2756s0004, Stapi.0710s0009
OG0012904	Thhalv10027935m.g	Stapi.0015s0013
OG0012905	Thhalv10027618m.g	Stapi.2685s0002, Stapi.6910s0002
OG0012906	Thhalv10027699m.g	Stapi.1669s0007
OG0012907	Thhalv10028340m.g	Stapi.6953s0001, Stapi.9008s0001
OG0012910	Thhalv10027697m.g	Stapi.12333s0001
OG0012911	Thhalv10027753m.g	Stapi.10374s0001
OG0012912	Thhalv10027894m.g	Stapi.2849s0001
OG0012913	Thhalv10028149m.g	Stapi.1820s0003
OG0012915	Thhalv10027676m.g	Stapi.6112s0003
OG0012916	Thhalv10028155m.g	Stapi.5933s0003
OG0012919	Thhalv10027724m.g	Stapi.25417s0001
OG0012920	Thhalv10025953m.g	Stapi.5682s0002
OG0012921	Thhalv10024610m.g	Stapi.5682s0001
OG0012922	Thhalv10026164m.g	Stapi.2778s0003
OG0012923	Thhalv10025787m.g	Stapi.2778s0004
OG0012924	Thhalv10026931m.g	Stapi.2778s0007
OG0012925	Thhalv10024712m.g	Stapi.1479s0009
OG0012926	Thhalv10024817m.g	Stapi.1479s0015
OG0012928	Thhalv10025325m.g	Stapi.2046s0010
OG0012929	Thhalv10014209m.g	Stapi.4064s0010, Stapi.4588s0001
OG0012930	Thhalv10026083m.g	Stapi.4064s0002
OG0012931	Thhalv10025193m.g	Stapi.8713s0001, Stapi.0721s0007
OG0012933	Thhalv10026407m.g	Stapi.7403s0004
OG0012934	Thhalv10024525m.g	Stapi.7403s0003
OG0012935	Thhalv10024925m.g	Stapi.10963s0002
OG0012936	Thhalv10024190m.g	Stapi.2651s0004
OG0012937	Thhalv10024601m.g	Stapi.3775s0004
OG0012938	Thhalv10024845m.g	Stapi.7424s0001
OG0012939	Thhalv10025433m.g	Stapi.7273s0004, Stapi.1373s0010
OG0012940	Thhalv10024391m.g	Stapi.8112s0001, Stapi.1770s0005
OG0012941	Thhalv10024984m.g	Stapi.5744s0003
OG0012942	Thhalv10025986m.g	Stapi.11350s0001
OG0012943	Thhalv10025288m.g	Stapi.0296s0028
OG0012944	Thhalv10026716m.g	Stapi.1115s0015
OG0012945	Thhalv10024658m.g	Stapi.1115s0009
OG0012946	Thhalv10025424m.g	Stapi.1115s0005
OG0012947	Thhalv10026234m.g	Stapi.2333s0002
OG0012948	Thhalv10026613m.g	Stapi.0247s0017
OG0012952	Thhalv10026253m.g	Stapi.27022s0002
OG0012953	Thhalv10025947m.g	Stapi.4290s0003
OG0012954	Thhalv10025669m.g	Stapi.0952s0011
OG0012955	Thhalv10026359m.g	Stapi.0952s0010
OG0012956	Thhalv10026608m.g	Stapi.0114s0001
OG0012958	Thhalv10024302m.g	Stapi.2208s0010
OG0012959	Thhalv10025330m.g	Stapi.2208s0008
OG0012960	Thhalv10025681m.g	Stapi.2208s0006
OG0012961	Thhalv10026809m.g	Stapi.0719s0007
OG0012962	Thhalv10026479m.g	Stapi.0719s0009
OG0012963	Thhalv10025195m.g	Stapi.3698s0005
OG0012966	Thhalv10026448m.g	Stapi.5304s0004
OG0012967	Thhalv10025985m.g	Stapi.5304s0001
OG0012968	Thhalv10026689m.g	Stapi.1987s0007
OG0012970	Thhalv10026038m.g	Stapi.1987s0011
OG0012971	Thhalv10026095m.g	Stapi.1987s0012
OG0012972	Thhalv10025553m.g	Stapi.3513s0005
OG0012973	Thhalv10025984m.g	Stapi.3513s0006
OG0012974	Thhalv10011780m.g	Stapi.14685s0002
OG0012975	Thhalv10011693m.g	Stapi.5866s0001, Stapi.5278s0002
OG0012976	Thhalv10011639m.g	Stapi.1813s0003
OG0012977	Thhalv10007140m.g	Stapi.1813s0005
OG0012978	Thhalv10011690m.g	Stapi.1814s0003, Stapi.0625s0004
OG0012979	Thhalv10012134m.g	Stapi.1854s0001, Stapi.0043s0031
OG0012980	Thhalv10011799m.g	Stapi.1798s0008
OG0012981	Thhalv10011388m.g	Stapi.2227s0011
OG0012983	Thhalv10011522m.g	Stapi.1038s0002
OG0012984	Thhalv10011316m.g	Stapi.1572s0003, Stapi.0776s0003
OG0012985	Thhalv10011789m.g	Stapi.0410s0005
OG0012986	Thhalv10011741m.g	Stapi.9919s0001
OG0012987	Thhalv10011619m.g	Stapi.6768s0004
OG0012988	Thhalv10011760m.g	Stapi.3701s0004
OG0012989	Thhalv10011694m.g	Stapi.3701s0003
OG0012990	Thhalv10011363m.g	Stapi.6324s0004
OG0012991	Thhalv10012183m.g	Stapi.0576s0010, Stapi.0576s0015
OG0012992	Thhalv10011721m.g	Stapi.0576s0002
OG0012993	Thhalv10012104m.g	Stapi.0517s0013, Stapi.5514s0001
OG0012994	Thhalv10011768m.g	Stapi.0517s0016
OG0012995	Thhalv10011279m.g	Stapi.0297s0016
OG0012996	Thhalv10012350m.g	Stapi.0846s0002
OG0012997	Thhalv10012210m.g	Stapi.1975s0004
OG0013000	Thhalv10027726m.g	Stapi.0560s0003
OG0013003	Thhalv10027940m.g	Stapi.1508s0003, Stapi.0309s0021
OG0013004	Thhalv10027870m.g	Stapi.1508s0013
OG0013006	Thhalv10027989m.g	Stapi.0881s0002
OG0013007	Thhalv10026915m.g	Stapi.9149s0005, Stapi.15090s0001
OG0013008	Thhalv10027926m.g	Stapi.6880s0002
OG0013009	Thhalv10027742m.g	Stapi.6629s0002
OG0013010	Thhalv10028007m.g	Stapi.2965s0004, Stapi.1259s0009, Stapi.13603s0001
OG0013011	Thhalv10027636m.g	Stapi.1259s0008, Stapi.1396s0005, Stapi.2965s0003
OG0013012	Thhalv10000635m.g	Stapi.0436s0014
OG0013013	Thhalv10027973m.g	Stapi.2780s0002
OG0013014	Thhalv10027896m.g	Stapi.7262s0002
OG0013015	Thhalv10027898m.g	Stapi.9000s0001
OG0013016	Thhalv10027783m.g	Stapi.1874s0008
OG0013017	Thhalv10027760m.g	Stapi.1453s0001
OG0013019	Thhalv10012655m.g	Stapi.4964s0008, Stapi.2915s0002
OG0013020	Thhalv10013690m.g	Stapi.4866s0002, Stapi.3761s0001
OG0013021	Thhalv10013341m.g	Stapi.4047s0006
OG0013022	Thhalv10016031m.g	Stapi.1240s0008, Stapi.1170s0002
OG0013023	Thhalv10012669m.g, Thhalv10016027m.g	Stapi.4073s0001
OG0013024	Thhalv10014186m.g	Stapi.4182s0003, Stapi.1825s0008
OG0013025	Thhalv10015739m.g	Stapi.1699s0002
OG0013026	Thhalv10015490m.g, Thhalv10012951m.g	Stapi.4758s0001, Stapi.10347s0001
OG0013027	Thhalv10012967m.g	Stapi.3277s0004, Stapi.0851s0003
OG0013028	Thhalv10018197m.g	Stapi.0080s0022
OG0013029	Thhalv10015753m.g	Stapi.4941s0002, Stapi.3535s0001
OG0013030	Thhalv10013156m.g	Stapi.4517s0002
OG0013031	Thhalv10013977m.g	Stapi.3211s0002
OG0013032	Thhalv10014122m.g	Stapi.2329s0011, Stapi.0819s0005
OG0013033	Thhalv10015392m.g	Stapi.12987s0002
OG0013034	Thhalv10015264m.g	Stapi.2329s0009
OG0013035	Thhalv10012972m.g	Stapi.5269s0002
OG0013036	Thhalv10016003m.g	Stapi.1055s0009, Stapi.2684s0004
OG0013037	Thhalv10012473m.g	Stapi.2684s0008
OG0013038	Thhalv10015485m.g	Stapi.2684s0009
OG0013039	Thhalv10014831m.g	Stapi.4534s0001
OG0013040	Thhalv10015016m.g	Stapi.1916s0007
OG0013041	Thhalv10013162m.g, Thhalv10016036m.g	Stapi.0891s0010
OG0013043	Thhalv10028852m.g	Stapi.3763s0003
OG0013044	Thhalv10028570m.g	Stapi.0234s0007, Stapi.6303s0002
OG0013045	Thhalv10028474m.g	Stapi.0234s0026
OG0013046	Thhalv10028994m.g	Stapi.1845s0001
OG0013047	Thhalv10028859m.g	Stapi.6009s0003
OG0013048	Thhalv10028669m.g	Stapi.2036s0002
OG0013050	Thhalv10028809m.g	Stapi.10169s0002
OG0013051	Thhalv10028734m.g	Stapi.7241s0001
OG0013052	Thhalv10029319m.g	Stapi.0363s0015
OG0013053	Thhalv10028719m.g	Stapi.0363s0002
OG0013054	Thhalv10028578m.g	Stapi.0642s0014
OG0013055	Thhalv10028614m.g	Stapi.2581s0004
OG0013057	Thhalv10029017m.g	Stapi.2175s0006
OG0013059	Thhalv10028808m.g	Stapi.9125s0001
OG0013060	Thhalv10009519m.g	Stapi.5629s0003
OG0013062	Thhalv10029060m.g	Stapi.1015s0007
OG0013063	Thhalv10012263m.g	Stapi.1779s0014
OG0013064	Thhalv10011276m.g	Stapi.2449s0007
OG0013065	Thhalv10011900m.g	Stapi.0576s0012
OG0013066	Thhalv10011593m.g	Stapi.1293s0003, Stapi.2449s0005
OG0013067	Thhalv10011432m.g	Stapi.2449s0004
OG0013068	Thhalv10015607m.g, Thhalv10024042m.g, Thhalv10015529m.g	Stapi.3965s0007
OG0013069	Thhalv10011787m.g	Stapi.1104s0008
OG0013070	Thhalv10011312m.g	Stapi.1720s0009
OG0013071	Thhalv10011542m.g	Stapi.3912s0008, Stapi.0674s0012
OG0013072	Thhalv10011309m.g	Stapi.0674s0005
OG0013074	Thhalv10011348m.g	Stapi.5199s0003
OG0013075	Thhalv10011664m.g	Stapi.2348s0004
OG0013077	Thhalv10011373m.g	Stapi.0979s0008, Stapi.2237s0002
OG0013078	Thhalv10012340m.g	Stapi.11641s0001
OG0013079	Thhalv10011771m.g	Stapi.2296s0003
OG0013084	Thhalv10004001m.g	Stapi.2720s0012
OG0013085	Thhalv10004991m.g	Stapi.2720s0008
OG0013088	Thhalv10004342m.g	Stapi.2720s0001
OG0013090	Thhalv10004242m.g	Stapi.5827s0001
OG0013091	Thhalv10004608m.g	Stapi.21655s0001
OG0013092	Thhalv10004516m.g	Stapi.5827s0004
OG0013094	Thhalv10004794m.g	Stapi.29269s0001
OG0013095	Thhalv10003984m.g	Stapi.8038s0001
OG0013096	Thhalv10004267m.g	Stapi.8038s0003
OG0013097	Thhalv10004263m.g	Stapi.8038s0004
OG0013098	Thhalv10004725m.g	Stapi.8038s0006
OG0013099	Thhalv10016529m.g	Stapi.2310s0005
OG0013100	Thhalv10017642m.g	Stapi.4381s0002
OG0013101	Thhalv10017978m.g	Stapi.0084s0022, Stapi.4381s0001
OG0013102	Thhalv10017228m.g	Stapi.0231s0018
OG0013103	Thhalv10016726m.g	Stapi.2418s0010
OG0013104	Thhalv10017005m.g	Stapi.0777s0006
OG0013105	Thhalv10017149m.g	Stapi.0777s0001, Stapi.2738s0001
OG0013106	Thhalv10016393m.g	Stapi.0551s0009
OG0013109	Thhalv10017539m.g	Stapi.1180s0002
OG0013110	Thhalv10017500m.g	Stapi.0684s0010
OG0013111	Thhalv10016862m.g	Stapi.0381s0012
OG0013112	Thhalv10016374m.g	Stapi.11415s0001
OG0013113	Thhalv10016137m.g	Stapi.0395s0009
OG0013114	Thhalv10016151m.g	Stapi.1584s0005
OG0013115	Thhalv10016222m.g	Stapi.4377s0002
OG0013116	Thhalv10017076m.g	Stapi.1215s0005
OG0013117	Thhalv10017809m.g	Stapi.2565s0005
OG0013118	Thhalv10017053m.g	Stapi.3016s0001
OG0013119	Thhalv10017055m.g	Stapi.5254s0002
OG0013120	Thhalv10017786m.g	Stapi.9974s0005, Stapi.1390s0001
OG0013121	Thhalv10017407m.g	Stapi.0291s0023
OG0013122	Thhalv10016939m.g	Stapi.3396s0006
OG0013123	Thhalv10016507m.g	Stapi.0291s0017, Stapi.3396s0005
OG0013124	Thhalv10016233m.g	Stapi.0291s0009, Stapi.2528s0009
OG0013125	Thhalv10016920m.g	Stapi.0291s0005
OG0013126	Thhalv10016495m.g	Stapi.1185s0003
OG0013127	Thhalv10017763m.g	Stapi.0938s0007
OG0013129	Thhalv10017973m.g	Stapi.2211s0002
OG0013130	Thhalv10016708m.g	Stapi.1058s0009, Stapi.3242s0005
OG0013131	Thhalv10017018m.g	Stapi.2195s0004
OG0013132	Thhalv10016580m.g	Stapi.4129s0003, Stapi.5669s0002
OG0013133	Thhalv10016382m.g	Stapi.3059s0003, Stapi.3603s0005
OG0013134	Thhalv10017663m.g, Thhalv10016577m.g	Stapi.1255s0007
OG0013135	Thhalv10016846m.g	Stapi.1154s0013
OG0013136	Thhalv10015614m.g	Stapi.4463s0001, Stapi.2795s0004
OG0013138	Thhalv10024649m.g	Stapi.5789s0002
OG0013141	Thhalv10000690m.g, Thhalv10024815m.g	Stapi.5917s0005
OG0013145	Thhalv10024709m.g	Stapi.28703s0001
OG0013147	Thhalv10025786m.g	Stapi.4266s0006
OG0013148	Thhalv10026722m.g	Stapi.6963s0003
OG0013149	Thhalv10025822m.g	Stapi.6963s0004
OG0013151	Thhalv10024545m.g	Stapi.5484s0007
OG0013153	Thhalv10027454m.g	Stapi.15685s0001
OG0013155	Thhalv10026930m.g	Stapi.16137s0002, Stapi.8884s0001
OG0013157	Thhalv10024291m.g	Stapi.7127s0001
