Orthogroup	S_diversifolius	C_amplexicaulis
OG0013484	Sdiv_ptg000003l_2216-R	Caamp.0071s0279
OG0013485	Sdiv_ptg000003l_2217-R	Caamp.0188s0248, Caamp.0071s0280
OG0013487	Sdiv_ptg000003l_2229-R	Caamp.0052s0323
OG0013488	Sdiv_ptg000003l_2230-R	Caamp.0052s0321, Caamp.0188s0261
OG0013489	Sdiv_ptg000014l_0700-R	Caamp.0188s0262, Caamp.0052s0320
OG0013490	Sdiv_ptg000003l_2235-R	Caamp.0188s0268, Caamp.0052s0314
OG0013491	Sdiv_ptg000003l_2236-R	Caamp.0052s0313
OG0013492	Sdiv_ptg000003l_2240-R	Caamp.0052s0309
OG0013492	Sdiv_ptg000014l_0706-R	Caamp.0188s0273
OG0013493	Sdiv_ptg000014l_0708-R	Caamp.0188s0276, Caamp.0052s0307
OG0013494	Sdiv_ptg000003l_2250-R	Caamp.0188s0280, Caamp.0052s0301
OG0013495	Sdiv_ptg000003l_2258-R	Caamp.0052s0289, Caamp.0188s0294
OG0013496	Sdiv_ptg000003l_2261-R	Caamp.0052s0286, Caamp.0188s0296
OG0013497	Sdiv_ptg000003l_2263-R	Caamp.0052s0285
OG0013497	Sdiv_ptg000014l_0727-R	Caamp.0188s0298
OG0013498	Sdiv_ptg000014l_0728-R	Caamp.0188s0299, Caamp.0052s0282
OG0013500	Sdiv_ptg000003l_2279-R	Caamp.0188s0317, Caamp.0052s0264
OG0013501	Sdiv_ptg000014l_0767-R	Caamp.0188s0348
OG0013501	Sdiv_ptg000003l_2310-R	Caamp.0052s0228
OG0013502	Sdiv_ptg000003l_2312-R	Caamp.0052s0227
OG0013503	Sdiv_ptg000014l_0771-R	Caamp.0188s0353
OG0013504	Sdiv_ptg000014l_0781-R	Caamp.0052s0211, Caamp.0188s0365
OG0013505	Sdiv_ptg000014l_0782-R	Caamp.0052s0210, Caamp.0188s0366
OG0013506	Sdiv_ptg000003l_2329-R	Caamp.0052s0208
OG0013506	Sdiv_ptg000014l_0784-R	Caamp.0188s0368
OG0013507	Sdiv_ptg000014l_0789-R	Caamp.0188s0373
OG0013508	Sdiv_ptg000003l_2335-R	Caamp.0052s0190
OG0013508	Sdiv_ptg000014l_0795-R	Caamp.0188s0379
OG0013509	Sdiv_ptg000003l_2336-R	Caamp.0052s0191
OG0013510	Sdiv_ptg000014l_0803-R	Caamp.0052s0200, Caamp.0188s0388
OG0013511	Sdiv_ptg000014l_0809-R	Caamp.0188s0398, Caamp.0071s0149
OG0013514	Sdiv_ptg000014l_0815-R	Caamp.0188s0411, Caamp.0071s0137
OG0013515	Sdiv_ptg000014l_0819-R	Caamp.0188s0415
OG0013516	Sdiv_ptg000003l_2094-R	Caamp.0071s0126
OG0013516	Sdiv_ptg000014l_0823-R	Caamp.0188s0420
OG0013517	Sdiv_ptg000003l_2093-R	Caamp.0188s0421, Caamp.0071s0125
OG0013518	Sdiv_ptg000014l_0825-R	Caamp.0188s0422, Caamp.0071s0124
OG0013519	Sdiv_ptg000003l_2091-R	Caamp.0071s0123
OG0013519	Sdiv_ptg000014l_0826-R	Caamp.0188s0423
OG0013521	Sdiv_ptg000014l_0837-R	Caamp.0188s0439
OG0013522	Sdiv_ptg000003l_2069-R, Sdiv_ptg000014l_0843-R	Caamp.0188s0448
OG0013523	Sdiv_ptg000003l_2070-R	Caamp.0188s0449
OG0013524	Sdiv_ptg000014l_0848-R	Caamp.0188s0454
OG0013526	Sdiv_ptg000014l_0859-R	Caamp.0188s0468
OG0013527	Sdiv_ptg000014l_0862-R	Caamp.0188s0473
OG0013527	Sdiv_ptg000003l_2082-R	Caamp.0071s0081
OG0013528	Sdiv_ptg000014l_0868-R	Caamp.0071s0077, Caamp.0188s0478
OG0013529	Sdiv_ptg000003l_2054-R	Caamp.0188s0482, Caamp.0071s0071
OG0013530	Sdiv_ptg000014l_0876-R	Caamp.0071s0062, Caamp.0188s0486
OG0013531	Sdiv_ptg000014l_0880-R	Caamp.0188s0493
OG0013532	Sdiv_ptg000003l_2047-R	Caamp.0188s0494, Caamp.0071s0056
OG0013533	Sdiv_ptg000014l_0901-R	Caamp.0188s0517
OG0013534	Sdiv_ptg000014l_0906-R	Caamp.0188s0523
OG0013535	Sdiv_ptg000014l_0914-R	Caamp.0188s0534
OG0013536	Sdiv_ptg000014l_0916-R	Caamp.0071s0008, Caamp.0188s0537
OG0013537	Sdiv_ptg000003l_2016-R	Caamp.0071s0006
OG0013537	Sdiv_ptg000014l_0917-R	Caamp.0188s0538
OG0013538	Sdiv_ptg000003l_2015-R	Caamp.0071s0005
OG0013538	Sdiv_ptg000014l_0918-R	Caamp.0188s0539
OG0013539	Sdiv_ptg000014l_0920-R	Caamp.0040s0002, Caamp.0188s0542
OG0013540	Sdiv_ptg000003l_2007-R	Caamp.0040s0007
OG0013540	Sdiv_ptg000014l_0924-R	Caamp.0188s0546
OG0013541	Sdiv_ptg000003l_2004-R	Caamp.0040s0010
OG0013541	Sdiv_ptg000014l_0926-R	Caamp.0188s0549
OG0013542	Sdiv_ptg000003l_2000-R	Caamp.0040s0015, Caamp.0188s0553
OG0013543	Sdiv_ptg000014l_0930-R	Caamp.0188s0554
OG0013544	Sdiv_ptg000014l_0938-R	Caamp.0188s0563
OG0013544	Sdiv_ptg000003l_1990-R	Caamp.0040s0025
OG0013545	Sdiv_ptg000003l_1989-R	Caamp.0040s0026, Caamp.0188s0564
OG0013546	Sdiv_ptg000014l_0939-R	Caamp.0188s0565, Caamp.0040s0027
OG0013548	Sdiv_ptg000014l_0946-R	Caamp.0188s0575
OG0013549	Sdiv_ptg000014l_0958-R	Caamp.0188s0595
OG0013550	Sdiv_ptg000014l_0962-R	Caamp.0188s0599
OG0013551	Sdiv_ptg000003l_1957-R	Caamp.0188s0609, Caamp.0040s0070
OG0013553	Sdiv_ptg000014l_0974-R	Caamp.0188s0612, Caamp.0040s0073
OG0013554	Sdiv_ptg000003l_1953-R	Caamp.0040s0078
OG0013555	Sdiv_ptg000014l_0981-R	Caamp.0188s0618, Caamp.0040s0080
OG0013556	Sdiv_ptg000003l_1950-R	Caamp.0188s0619, Caamp.0040s0081
OG0013557	Sdiv_ptg000003l_1942-R	Caamp.0040s0087, Caamp.0188s0624
OG0013558	Sdiv_ptg000003l_1941-R	Caamp.0040s0089
OG0013558	Sdiv_ptg000014l_0988-R	Caamp.0188s0626
OG0013559	Sdiv_ptg000003l_1937-R	Caamp.0040s0093
OG0013559	Sdiv_ptg000014l_0993-R	Caamp.0188s0631
OG0013560	Sdiv_ptg000003l_1933-R	Caamp.0188s0635, Caamp.0040s0098
OG0013562	Sdiv_ptg000003l_1925-R	Caamp.0188s0644
OG0013563	Sdiv_ptg000014l_1007-R	Caamp.0188s0650
OG0013564	Sdiv_ptg000014l_1013-R	Caamp.0040s0119, Caamp.0188s0657
OG0013566	Sdiv_ptg000014l_1023-R	Caamp.0040s0130, Caamp.0188s0669
OG0013567	Sdiv_ptg000014l_1025-R	Caamp.0040s0131, Caamp.0188s0670
OG0013569	Sdiv_ptg000014l_1034-R	Caamp.0040s0153, Caamp.0188s0685
OG0013570	Sdiv_ptg000003l_1883-R	Caamp.0040s0168
OG0013570	Sdiv_ptg000014l_1046-R	Caamp.0188s0699
OG0013571	Sdiv_ptg000003l_1879-R	Caamp.0188s0705, Caamp.0040s0173
OG0013573	Sdiv_ptg000014l_1056-R	Caamp.0046s0151, Caamp.0188s0711
OG0013574	Sdiv_ptg000003l_0122-R	Caamp.0046s0152
OG0013575	Sdiv_ptg000014l_1062-R	Caamp.0046s0159, Caamp.0188s0722
OG0013576	Sdiv_ptg000014l_1067-R	Caamp.0188s0727
OG0013577	Sdiv_ptg000003l_0133-R	Caamp.0046s0167, Caamp.0188s0729
OG0013578	Sdiv_ptg000003l_0135-R	Caamp.0188s0732, Caamp.0046s0169
OG0013579	Sdiv_ptg000014l_1071-R	Caamp.0046s0177, Caamp.0188s0740
OG0013580	Sdiv_ptg000003l_0149-R	Caamp.0046s0187
OG0013581	Sdiv_ptg000014l_1080-R	Caamp.0046s0192, Caamp.0188s0758
OG0013582	Sdiv_ptg000014l_1081-R	Caamp.0046s0193, Caamp.0188s0759
OG0013583	Sdiv_ptg000014l_1086-R	Caamp.0046s0201, Caamp.0188s0767
OG0013584	Sdiv_ptg000014l_1089-R	Caamp.0046s0206, Caamp.0188s0770
OG0013585	Sdiv_ptg000014l_0295-R	Caamp.0056s0152, Caamp.0188s0772
OG0013586	Sdiv_ptg000014l_0294-R	Caamp.0188s0773, Caamp.0056s0151
OG0013587	Sdiv_ptg000014l_0291-R	Caamp.0188s0777
OG0013588	Sdiv_ptg000003l_2678-R	Caamp.0188s0780, Caamp.0056s0147
OG0013589	Sdiv_ptg000014l_0288-R	Caamp.0056s0146, Caamp.0188s0781
OG0013591	Sdiv_ptg000003l_2684-R	Caamp.0188s0788, Caamp.0056s0138
OG0013592	Sdiv_ptg000003l_2690-R	Caamp.0056s0129
OG0013593	Sdiv_ptg000014l_0276-R	Caamp.0056s0128, Caamp.0188s0799
OG0013595	Sdiv_ptg000003l_2692-R	Caamp.0188s0804, Caamp.0056s0124
OG0013596	Sdiv_ptg000014l_0273-R	Caamp.0056s0123, Caamp.0188s0805
OG0013597	Sdiv_ptg000014l_0266-R	Caamp.0188s0812, Caamp.0056s0117
OG0013598	Sdiv_ptg000014l_0264-R	Caamp.0188s0814
OG0013598	Sdiv_ptg000003l_2698-R	Caamp.0056s0115
OG0013599	Sdiv_ptg000003l_2703-R	Caamp.0056s0109, Caamp.0188s0820
OG0013600	Sdiv_ptg000014l_0257-R	Caamp.0056s0103, Caamp.0188s0827
OG0013601	Sdiv_ptg000014l_0252-R	Caamp.0188s0832
OG0013602	Sdiv_ptg000014l_0250-R	Caamp.0188s0834
OG0013602	Sdiv_ptg000003l_2715-R	Caamp.0056s0094
OG0013603	Sdiv_ptg000014l_0249-R	Caamp.0056s0093
OG0013604	Sdiv_ptg000003l_2718-R	Caamp.0056s0090
OG0013605	Sdiv_ptg000014l_0226-R	Caamp.0188s0860
OG0013605	Sdiv_ptg000003l_2738-R	Caamp.0056s0069
OG0013606	Sdiv_ptg000014l_0224-R	Caamp.0188s0863
OG0013606	Sdiv_ptg000003l_2740-R	Caamp.0056s0066
OG0013607	Sdiv_ptg000003l_2749-R	Caamp.0056s0051
OG0013608	Sdiv_ptg000014l_0205-R	Caamp.0056s0039, Caamp.0188s0886
OG0013609	Sdiv_ptg000014l_0195-R	Caamp.0188s0897
OG0013609	Sdiv_ptg000003l_2766-R	Caamp.0056s0027
OG0013610	Sdiv_ptg000014l_0194-R	Caamp.0056s0026, Caamp.0188s0898
OG0013611	Sdiv_ptg000003l_2768-R	Caamp.0056s0024
OG0013611	Sdiv_ptg000014l_0193-R	Caamp.0188s0900
OG0013612	Sdiv_ptg000014l_0187-R	Caamp.0188s0903
OG0013612	Sdiv_ptg000003l_2770-R	Caamp.0056s0022
OG0013613	Sdiv_ptg000003l_2798-R	Caamp.0188s0909
OG0013614	Sdiv_ptg000014l_0177-R	Caamp.0188s0918
OG0013615	Sdiv_ptg000014l_0175-R, Sdiv_ptg000003l_2791-R	Caamp.0188s0922
OG0013616	Sdiv_ptg000003l_2790-R	Caamp.0188s0923
OG0013617	Sdiv_ptg000003l_2788-R	Caamp.0056s0002
OG0013618	Sdiv_ptg000014l_0166-R	Caamp.0188s0933
OG0013618	Sdiv_ptg000003l_2782-R	Caamp.0056s0010
OG0013619	Sdiv_ptg000014l_0165-R, Sdiv_ptg000003l_2781-R	Caamp.0188s0934, Caamp.0056s0011
OG0013620	Sdiv_ptg000014l_0164-R	Caamp.0188s0935
OG0013620	Sdiv_ptg000003l_2780-R	Caamp.0056s0012
OG0013621	Sdiv_ptg000003l_2779-R	Caamp.0056s0013
OG0013621	Sdiv_ptg000014l_0163-R	Caamp.0188s0936
OG0013622	Sdiv_ptg000003l_2778-R	Caamp.0056s0014
OG0013622	Sdiv_ptg000014l_0162-R	Caamp.0188s0937
OG0013623	Sdiv_ptg000003l_2774-R	Caamp.0056s0020
OG0013624	Sdiv_ptg000014l_0386-R	Caamp.0056s0265, Caamp.0188s0949, Caamp.0024s0380
OG0013626	Sdiv_ptg000003l_2896-R	Caamp.0275s0085
OG0013626	Sdiv_ptg000014l_0061-R	Caamp.0188s1090
OG0013627	Sdiv_ptg000014l_0060-R	Caamp.0188s1092, Caamp.0275s0083
OG0013628	Sdiv_ptg000014l_0046-R	Caamp.0188s1113
OG0013628	Sdiv_ptg000003l_2911-R	Caamp.0275s0068
OG0013629	Sdiv_ptg000003l_2916-R, Sdiv_ptg000014l_0038-R	Caamp.0188s1120
OG0013630	Sdiv_ptg000003l_2925-R	Caamp.0275s0048
OG0013630	Sdiv_ptg000014l_0029-R	Caamp.0188s1130
OG0013631	Sdiv_ptg000003l_2933-R	Caamp.0188s1138, Caamp.0275s0037
OG0013632	Sdiv_ptg000003l_2940-R	Caamp.0275s0028
OG0013632	Sdiv_ptg000014l_0017-R	Caamp.0188s1145
OG0013633	Sdiv_ptg000014l_0009-R	Caamp.0188s1158
OG0013634	Sdiv_ptg000014l_0008-R	Caamp.0275s0009, Caamp.0188s1159
OG0013636	Sdiv_ptg000003l_0383-R	Caamp.0190s0005, Caamp.0046s0480
OG0013637	Sdiv_ptg000014l_1333-R	Caamp.0190s0023, Caamp.0046s0495
OG0013638	Sdiv_ptg000014l_1346-R	Caamp.0190s0036
OG0013639	Sdiv_ptg000003l_0417-R	Caamp.0046s0518, Caamp.0190s0046
OG0013640	Sdiv_ptg000003l_0439-R	Caamp.0046s0543
OG0013640	Sdiv_ptg000014l_1377-R	Caamp.0190s0070
OG0013641	Sdiv_ptg000003l_0453-R	Caamp.0046s0560
OG0013641	Sdiv_ptg000014l_1396-R	Caamp.0190s0087
OG0013642	Sdiv_ptg000014l_1412-R	Caamp.0190s0104, Caamp.0046s0576
OG0013643	Sdiv_ptg000003l_0467-R	Caamp.0046s0579
OG0013644	Sdiv_ptg000003l_0473-R	Caamp.0046s0586
OG0013645	Sdiv_ptg000014l_1422-R	Caamp.0046s0587, Caamp.0190s0114
OG0013646	Sdiv_ptg000003l_0474-R	Caamp.0190s0115, Caamp.0046s0588
OG0013648	Sdiv_ptg000014l_1450-R	Caamp.0190s0151
OG0013649	Sdiv_ptg000014l_1452-R, Sdiv_ptg000003l_0505-R	Caamp.0190s0153
OG0013650	Sdiv_ptg000014l_1456-R	Caamp.0190s0159
OG0013651	Sdiv_ptg000014l_1511-R	Caamp.0064s0866, Caamp.0190s0187
OG0013652	Sdiv_ptg000003l_1677-R	Caamp.0190s0194, Caamp.0064s0875
OG0013653	Sdiv_ptg000003l_1679-R	Caamp.0190s0195, Caamp.0064s0877
OG0013654	Sdiv_ptg000003l_1687-R	Caamp.0190s0205, Caamp.0064s0885
OG0013655	Sdiv_ptg000003l_1692-R, Sdiv_ptg000014l_1497-R	Caamp.0064s0890, Caamp.0190s0210
OG0013657	Sdiv_ptg000005l_1236-R	Caamp.0190s0237, Caamp.0094s1042
OG0013658	Sdiv_ptg000005l_1235-R	Caamp.0094s1043
OG0013659	Sdiv_ptg000004l_1533-R	Caamp.0190s0244, Caamp.0094s1053
OG0013660	Sdiv_ptg000004l_1532-R	Caamp.0094s1054, Caamp.0190s0245
OG0013661	Sdiv_ptg000004l_1531-R	Caamp.0190s0246
OG0013662	Sdiv_ptg000004l_1528-R	Caamp.0190s0249
OG0013663	Sdiv_ptg000005l_1220-R	Caamp.0094s1065, Caamp.0190s0253
OG0013664	Sdiv_ptg000005l_1219-R	Caamp.0190s0254
OG0013665	Sdiv_ptg000005l_1213-R	Caamp.0190s0260, Caamp.0094s1072
OG0013666	Sdiv_ptg000005l_1212-R	Caamp.0094s1074
OG0013667	Sdiv_ptg000004l_1516-R	Caamp.0094s1079, Caamp.0190s0269
OG0013668	Sdiv_ptg000004l_1490-R	Caamp.0190s0292
OG0013668	Sdiv_ptg000005l_1185-R	Caamp.0094s1107
OG0013669	Sdiv_ptg000005l_1181-R	Caamp.0094s1112
OG0013670	Sdiv_ptg000005l_1180-R	Caamp.0190s0302
OG0013672	Sdiv_ptg000005l_1169-R	Caamp.0190s0315, Caamp.0094s1125
OG0013673	Sdiv_ptg000004l_1472-R	Caamp.0190s0323
OG0013674	Sdiv_ptg000004l_1465-R	Caamp.0190s0331
OG0013674	Sdiv_ptg000005l_1161-R	Caamp.0094s1140
OG0013675	Sdiv_ptg000004l_1464-R	Caamp.0190s0333
OG0013677	Sdiv_ptg000005l_1159-R	Caamp.0094s1143
OG0013677	Sdiv_ptg000004l_1462-R	Caamp.0190s0336
OG0013678	Sdiv_ptg000005l_1156-R	Caamp.0094s1146
OG0013679	Sdiv_ptg000004l_1458-R	Caamp.0190s0340, Caamp.0094s1147
OG0013680	Sdiv_ptg000005l_1153-R	Caamp.0190s0343, Caamp.0094s1150
OG0013681	Sdiv_ptg000005l_1151-R	Caamp.0190s0344, Caamp.0094s1151
OG0013683	Sdiv_ptg000005l_1136-R	Caamp.0190s0362
OG0013684	Sdiv_ptg000004l_1420-R	Caamp.0003s0035, Caamp.0190s0395
OG0013686	Sdiv_ptg000004l_1407-R	Caamp.0190s0411
OG0013687	Sdiv_ptg000005l_1098-R	Caamp.0190s0412, Caamp.0003s0048
OG0013688	Sdiv_ptg000005l_1088-R	Caamp.0190s0424, Caamp.0003s0061
OG0013689	Sdiv_ptg000005l_1080-R	Caamp.0003s0073
OG0013690	Sdiv_ptg000005l_1076-R	Caamp.0003s0079, Caamp.0190s0441
OG0013691	Sdiv_ptg000005l_1074-R	Caamp.0190s0444, Caamp.0003s0082
OG0013692	Sdiv_ptg000005l_1071-R	Caamp.0003s0086
OG0013693	Sdiv_ptg000004l_1374-R	Caamp.0003s0099, Caamp.0190s0464
OG0013694	Sdiv_ptg000004l_1362-R	Caamp.0190s0478, Caamp.0003s0111
OG0013695	Sdiv_ptg000005l_1046-R	Caamp.0003s0112
OG0013696	Sdiv_ptg000005l_1044-R	Caamp.0190s0485, Caamp.0003s0114
OG0013697	Sdiv_ptg000005l_1042-R	Caamp.0003s0117
OG0013698	Sdiv_ptg000004l_1354-R	Caamp.0190s0493
OG0013699	Sdiv_ptg000005l_1034-R	Caamp.0190s0499, Caamp.0003s0125
OG0013700	Sdiv_ptg000004l_1345-R	Caamp.0003s0126, Caamp.0190s0500
OG0013701	Sdiv_ptg000004l_1344-R	Caamp.0190s0502
OG0013702	Sdiv_ptg000005l_1008-R	Caamp.0003s0157, Caamp.0190s0511
OG0013703	Sdiv_ptg000004l_1335-R	Caamp.0003s0155, Caamp.0190s0513
OG0013704	Sdiv_ptg000004l_1334-R	Caamp.0003s0154, Caamp.0190s0514
OG0013705	Sdiv_ptg000005l_1012-R	Caamp.0003s0153
OG0013706	Sdiv_ptg000004l_1332-R	Caamp.0190s0517
OG0013707	Sdiv_ptg000004l_1329-R	Caamp.0003s0149, Caamp.0190s0519
OG0013708	Sdiv_ptg000004l_1328-R	Caamp.0003s0148, Caamp.0190s0520
OG0013709	Sdiv_ptg000004l_1325-R	Caamp.0190s0523
OG0013709	Sdiv_ptg000005l_1017-R	Caamp.0003s0145
OG0013710	Sdiv_ptg000004l_0570-R	Caamp.0190s0525, Caamp.0097s0576
OG0013711	Sdiv_ptg000005l_1019-R	Caamp.0003s0142
OG0013711	Sdiv_ptg000004l_1323-R	Caamp.0190s0526
OG0013712	Sdiv_ptg000005l_1027-R	Caamp.0003s0133
OG0013712	Sdiv_ptg000004l_1322-R	Caamp.0190s0527
OG0013713	Sdiv_ptg000004l_1314-R	Caamp.0190s0537
OG0013714	Sdiv_ptg000004l_1311-R, Sdiv_ptg000005l_1020-R	Caamp.0190s0539
OG0013715	Sdiv_ptg000004l_1308-R	Caamp.0003s0174, Caamp.0190s0543
OG0013716	Sdiv_ptg000004l_1301-R	Caamp.0003s0167, Caamp.0190s0550
OG0013717	Sdiv_ptg000004l_1300-R	Caamp.0190s0551
OG0013718	Sdiv_ptg000004l_1299-R	Caamp.0003s0165, Caamp.0190s0552
OG0013719	Sdiv_ptg000005l_0983-R	Caamp.0190s0560, Caamp.0003s0183
OG0013720	Sdiv_ptg000004l_1284-R	Caamp.0003s0192, Caamp.0190s0569
OG0013721	Sdiv_ptg000004l_1283-R	Caamp.0003s0193, Caamp.0190s0570
OG0013722	Sdiv_ptg000004l_1278-R	Caamp.0003s0198, Caamp.0190s0576
OG0013724	Sdiv_ptg000004l_1270-R, Sdiv_ptg000004l_1267-R	Caamp.0190s0584
OG0013725	Sdiv_ptg000005l_0960-R	Caamp.0190s0585
OG0013727	Sdiv_ptg000004l_1266-R	Caamp.0190s0590
OG0013730	Sdiv_ptg000005l_0951-R	Caamp.0190s0600, Caamp.0003s0215
OG0013731	Sdiv_ptg000004l_1255-R	Caamp.0003s0220, Caamp.0190s0605
OG0013732	Sdiv_ptg000004l_1251-R	Caamp.0003s0227, Caamp.0190s0612
OG0013733	Sdiv_ptg000004l_1235-R	Caamp.0003s0247, Caamp.0190s0630
OG0013734	Sdiv_ptg000005l_0920-R	Caamp.0003s0254
OG0013734	Sdiv_ptg000004l_1229-R	Caamp.0190s0638
OG0013735	Sdiv_ptg000004l_1227-R	Caamp.0190s0642, Caamp.0003s0258
OG0013736	Sdiv_ptg000004l_1226-R	Caamp.0003s0259, Caamp.0190s0643
OG0013737	Sdiv_ptg000004l_1224-R	Caamp.0190s0646
OG0013737	Sdiv_ptg000005l_0914-R	Caamp.0003s0261
OG0013738	Sdiv_ptg000004l_1217-R	Caamp.0190s0652
OG0013738	Sdiv_ptg000005l_0909-R	Caamp.0003s0268
OG0013740	Sdiv_ptg000004l_1210-R	Caamp.0190s0664
OG0013741	Sdiv_ptg000004l_1209-R	Caamp.0190s0666
OG0013742	Sdiv_ptg000004l_1182-R	Caamp.0003s0328, Caamp.0190s0696
OG0013743	Sdiv_ptg000004l_1181-R	Caamp.0190s0697
OG0013743	Sdiv_ptg000005l_0867-R	Caamp.0003s0329
OG0013745	Sdiv_ptg000005l_0860-R	Caamp.0190s0703
OG0013746	Sdiv_ptg000004l_1169-R	Caamp.0003s0347, Caamp.0190s0712
OG0013748	Sdiv_ptg000005l_0850-R	Caamp.0190s0715, Caamp.0003s0353
OG0013749	Sdiv_ptg000005l_0848-R	Caamp.0003s0355
OG0013750	Sdiv_ptg000005l_0847-R	Caamp.0190s0718, Caamp.0003s0356
OG0013751	Sdiv_ptg000004l_1161-R	Caamp.0003s0360, Caamp.0190s0724
OG0013752	Sdiv_ptg000005l_0842-R	Caamp.0190s0725, Caamp.0003s0361
OG0013754	Sdiv_ptg000004l_1130-R	Caamp.0003s0402, Caamp.0190s0772
OG0013757	Sdiv_ptg000004l_1108-R	Caamp.0190s0805
OG0013757	Sdiv_ptg000005l_0793-R	Caamp.0003s0425
OG0013758	Sdiv_ptg000005l_0785-R	Caamp.0003s0435, Caamp.0190s0816
OG0013759	Sdiv_ptg000005l_0774-R	Caamp.0190s0824, Caamp.0003s0445
OG0013760	Sdiv_ptg000005l_0768-R	Caamp.0003s0451
OG0013760	Sdiv_ptg000004l_1088-R	Caamp.0190s0831
OG0013761	Sdiv_ptg000005l_0758-R	Caamp.0003s0459
OG0013762	Sdiv_ptg000004l_1080-R	Caamp.0003s0460, Caamp.0190s0843
OG0013763	Sdiv_ptg000004l_1075-R	Caamp.0190s0851
OG0013763	Sdiv_ptg000005l_0755-R	Caamp.0003s0465
OG0013764	Sdiv_ptg000004l_1068-R	Caamp.0190s0859
OG0013765	Sdiv_ptg000004l_1067-R	Caamp.0190s0860
OG0013766	Sdiv_ptg000004l_1063-R	Caamp.0190s0865
OG0013767	Sdiv_ptg000005l_0743-R	Caamp.0003s0477, Caamp.0190s0867
OG0013768	Sdiv_ptg000004l_1054-R	Caamp.0003s0487, Caamp.0190s0876
OG0013769	Sdiv_ptg000004l_1051-R	Caamp.0004s0049, Caamp.0003s0491, Caamp.0190s0880
OG0013770	Sdiv_ptg000004l_1047-R	Caamp.0190s0883, Caamp.0003s0493
OG0013771	Sdiv_ptg000005l_0727-R	Caamp.0190s0885, Caamp.0003s0494
OG0013772	Sdiv_ptg000004l_1032-R	Caamp.0003s0517, Caamp.0190s0907
OG0013773	Sdiv_ptg000004l_1030-R	Caamp.0190s0910
OG0013774	Sdiv_ptg000004l_1019-R	Caamp.0003s0530, Caamp.0190s0922
OG0013775	Sdiv_ptg000005l_0696-R	Caamp.0003s0535
OG0013776	Sdiv_ptg000005l_0695-R	Caamp.0003s0536
OG0013776	Sdiv_ptg000004l_1014-R	Caamp.0190s0927
OG0013777	Sdiv_ptg000005l_0694-R	Caamp.0190s0928, Caamp.0003s0537
OG0013778	Sdiv_ptg000005l_0692-R	Caamp.0190s0930, Caamp.0003s0539
OG0013779	Sdiv_ptg000004l_1007-R	Caamp.0003s0545
OG0013780	Sdiv_ptg000005l_0685-R	Caamp.0003s0546
OG0013780	Sdiv_ptg000004l_1006-R	Caamp.0190s0936
OG0013781	Sdiv_ptg000005l_0684-R	Caamp.0190s0937
OG0013782	Sdiv_ptg000004l_1004-R	Caamp.0190s0939
OG0013783	Sdiv_ptg000005l_0661-R	Caamp.0003s0570, Caamp.0190s0963
OG0013784	Sdiv_ptg000005l_0654-R	Caamp.0003s0581
OG0013786	Sdiv_ptg000004l_0962-R	Caamp.0003s0592, Caamp.0190s0991
OG0013788	Sdiv_ptg000004l_0956-R	Caamp.0190s0998
OG0013788	Sdiv_ptg000005l_0637-R	Caamp.0003s0601
OG0013790	Sdiv_ptg000005l_0628-R	Caamp.0003s0608
OG0013791	Sdiv_ptg000004l_0945-R	Caamp.0190s1011
OG0013792	Sdiv_ptg000004l_0943-R, Sdiv_ptg000005l_0624-R	Caamp.0190s1013
OG0013793	Sdiv_ptg000004l_0938-R	Caamp.0190s1021
OG0013794	Sdiv_ptg000004l_0934-R	Caamp.0003s0626, Caamp.0190s1026
OG0013795	Sdiv_ptg000005l_0610-R	Caamp.0003s0629, Caamp.0190s1030
OG0013796	Sdiv_ptg000005l_0605-R	Caamp.0190s1036, Caamp.0003s0635
OG0013797	Sdiv_ptg000004l_0923-R	Caamp.0190s1039
OG0013797	Sdiv_ptg000005l_0603-R	Caamp.0003s0637
OG0013798	Sdiv_ptg000004l_0921-R	Caamp.0190s1041
OG0013799	Sdiv_ptg000004l_0910-R	Caamp.0190s1052
OG0013800	Sdiv_ptg000005l_0591-R, Sdiv_ptg000004l_0909-R	Caamp.0190s1053
OG0013801	Sdiv_ptg000005l_0585-R	Caamp.0003s0660
OG0013802	Sdiv_ptg000005l_0584-R	Caamp.0190s1063, Caamp.0003s0662
OG0013803	Sdiv_ptg000004l_0894-R	Caamp.0003s0673, Caamp.0190s1073
OG0013805	Sdiv_ptg000005l_0571-R	Caamp.0190s1082, Caamp.0003s0679
OG0013806	Sdiv_ptg000004l_0887-R	Caamp.0190s1087
OG0013807	Sdiv_ptg000004l_0877-R	Caamp.0190s1099
OG0013808	Sdiv_ptg000004l_0876-R	Caamp.0003s0698, Caamp.0190s1100
OG0013809	Sdiv_ptg000004l_0873-R	Caamp.0003s0702, Caamp.0190s1104
OG0013810	Sdiv_ptg000005l_0554-R, Sdiv_ptg000004l_0872-R	Caamp.0003s0703, Caamp.0190s1105
OG0013811	Sdiv_ptg000004l_0865-R	Caamp.0190s1109
OG0013812	Sdiv_ptg000004l_0864-R	Caamp.0190s1110
OG0013813	Sdiv_ptg000004l_0858-R	Caamp.0003s0722, Caamp.0190s1119
OG0013814	Sdiv_ptg000004l_0855-R	Caamp.0190s1123
OG0013815	Sdiv_ptg000004l_0853-R	Caamp.0190s1125
