Orthogroup	E_salsugineum	S_diversifolius
OG0014072	Thhalv10020362m.g	Sdiv_ptg000001l_1514-R
OG0014073	Thhalv10022018m.g	Sdiv_ptg000001l_1512-R
OG0014074	Thhalv10006407m.g	Sdiv_ptg000002l_0107-R
OG0014075	Thhalv10005964m.g	Sdiv_ptg000015l_1994-R
OG0014076	Thhalv10005968m.g	Sdiv_ptg000015l_2000-R, Sdiv_ptg000002l_0100-R
OG0014077	Thhalv10006138m.g	Sdiv_ptg000002l_0099-R
OG0014078	Thhalv10006214m.g	Sdiv_ptg000015l_2003-R
OG0014080	Thhalv10005748m.g	Sdiv_ptg000002l_0093-R
OG0014081	Thhalv10006218m.g	Sdiv_ptg000002l_0092-R
OG0014082	Thhalv10005991m.g	Sdiv_ptg000002l_0086-R
OG0014083	Thhalv10005816m.g	Sdiv_ptg000002l_0084-R
OG0014086	Thhalv10006378m.g	Sdiv_ptg000002l_0072-R, Sdiv_ptg000015l_2027-R
OG0014088	Thhalv10006376m.g	Sdiv_ptg000015l_2036-R, Sdiv_ptg000002l_0060-R
OG0014089	Thhalv10006042m.g	Sdiv_ptg000015l_2041-R
OG0014090	Thhalv10005777m.g	Sdiv_ptg000015l_2042-R
OG0014091	Thhalv10005897m.g	Sdiv_ptg000015l_2048-R
OG0014092	Thhalv10005826m.g	Sdiv_ptg000015l_2052-R, Sdiv_ptg000002l_0045-R
OG0014093	Thhalv10006058m.g	Sdiv_ptg000002l_0037-R
OG0014094	Thhalv10006259m.g	Sdiv_ptg000015l_2062-R, Sdiv_ptg000002l_0034-R
OG0014095	Thhalv10006494m.g	Sdiv_ptg000013l_0145-R, Sdiv_ptg000011l_0156-R
OG0014096	Thhalv10005824m.g	Sdiv_ptg000002l_0032-R
OG0014097	Thhalv10006122m.g	Sdiv_ptg000002l_0029-R
OG0014098	Thhalv10005986m.g	Sdiv_ptg000015l_2067-R, Sdiv_ptg000002l_0028-R
OG0014099	Thhalv10006008m.g	Sdiv_ptg000015l_2070-R, Sdiv_ptg000002l_0024-R
OG0014100	Thhalv10006090m.g	Sdiv_ptg000002l_0020-R, Sdiv_ptg000015l_2073-R
OG0014101	Thhalv10006315m.g	Sdiv_ptg000015l_2078-R, Sdiv_ptg000002l_0013-R
OG0014102	Thhalv10006002m.g	Sdiv_ptg000015l_2094-R, Sdiv_ptg000002l_0005-R
OG0014103	Thhalv10006485m.g	Sdiv_ptg000016l_0052-R
OG0014104	Thhalv10006022m.g	Sdiv_ptg000016l_0008-R
OG0014105	Thhalv10005879m.g	Sdiv_ptg000015l_2118-R
OG0014106	Thhalv10005744m.g	Sdiv_ptg000015l_2129-R
OG0014107	Thhalv10006425m.g	Sdiv_ptg000015l_2130-R, Sdiv_ptg000016l_0032-R
OG0014108	Thhalv10006321m.g	Sdiv_ptg000016l_0034-R
OG0014109	Thhalv10006132m.g	Sdiv_ptg000015l_2143-R
OG0014110	Thhalv10006170m.g	Sdiv_ptg000016l_0054-R
OG0014111	Thhalv10005779m.g	Sdiv_ptg000015l_2150-R, Sdiv_ptg000016l_0060-R
OG0014112	Thhalv10005976m.g, Thhalv10028620m.g	Sdiv_ptg000016l_0061-R
OG0014113	Thhalv10005903m.g	Sdiv_ptg000015l_2157-R, Sdiv_ptg000016l_0066-R
OG0014114	Thhalv10006335m.g	Sdiv_ptg000015l_2170-R, Sdiv_ptg000016l_0074-R
OG0014115	Thhalv10005846m.g	Sdiv_ptg000015l_2177-R
OG0014116	Thhalv10006155m.g	Sdiv_ptg000016l_0079-R
OG0014117	Thhalv10006114m.g	Sdiv_ptg000016l_0083-R
OG0014120	Thhalv10006222m.g	Sdiv_ptg000015l_2207-R
OG0014121	Thhalv10006207m.g	Sdiv_ptg000016l_0105-R
OG0014122	Thhalv10006139m.g	Sdiv_ptg000016l_0117-R, Sdiv_ptg000015l_2219-R
OG0014123	Thhalv10006374m.g	Sdiv_ptg000016l_0123-R, Sdiv_ptg000015l_2225-R
OG0014124	Thhalv10006142m.g	Sdiv_ptg000015l_2227-R, Sdiv_ptg000016l_0125-R
OG0014125	Thhalv10006409m.g	Sdiv_ptg000015l_2234-R, Sdiv_ptg000016l_0132-R
OG0014126	Thhalv10005817m.g	Sdiv_ptg000015l_2236-R, Sdiv_ptg000016l_0134-R
OG0014127	Thhalv10006134m.g	Sdiv_ptg000015l_2242-R
OG0014128	Thhalv10005978m.g	Sdiv_ptg000016l_0144-R, Sdiv_ptg000015l_2246-R
OG0014129	Thhalv10006471m.g	Sdiv_ptg000015l_2251-R
OG0014130	Thhalv10006235m.g	Sdiv_ptg000016l_0153-R, Sdiv_ptg000015l_2257-R
OG0014131	Thhalv10006126m.g	Sdiv_ptg000015l_2260-R, Sdiv_ptg000016l_0155-R
OG0014132	Thhalv10006246m.g	Sdiv_ptg000016l_0156-R, Sdiv_ptg000015l_2261-R
OG0014133	Thhalv10006069m.g	Sdiv_ptg000016l_0160-R, Sdiv_ptg000015l_2263-R
OG0014134	Thhalv10006063m.g	Sdiv_ptg000016l_0168-R, Sdiv_ptg000015l_2272-R
OG0014135	Thhalv10005927m.g	Sdiv_ptg000015l_2277-R, Sdiv_ptg000016l_0175-R
OG0014136	Thhalv10006190m.g	Sdiv_ptg000015l_2280-R, Sdiv_ptg000016l_0177-R
OG0014137	Thhalv10006211m.g	Sdiv_ptg000016l_0183-R, Sdiv_ptg000015l_2286-R
OG0014138	Thhalv10005943m.g	Sdiv_ptg000015l_2287-R, Sdiv_ptg000016l_0184-R
OG0014139	Thhalv10005787m.g	Sdiv_ptg000015l_2290-R
OG0014140	Thhalv10006254m.g	Sdiv_ptg000015l_2292-R, Sdiv_ptg000016l_0185-R
OG0014141	Thhalv10005894m.g	Sdiv_ptg000016l_0191-R, Sdiv_ptg000015l_2296-R
OG0014142	Thhalv10006430m.g	Sdiv_ptg000016l_0192-R
OG0014143	Thhalv10006136m.g	Sdiv_ptg000015l_2299-R, Sdiv_ptg000016l_0195-R
OG0014144	Thhalv10005757m.g	Sdiv_ptg000016l_0196-R
OG0014145	Thhalv10005857m.g	Sdiv_ptg000016l_0200-R, Sdiv_ptg000015l_2302-R
OG0014146	Thhalv10005883m.g	Sdiv_ptg000016l_0203-R, Sdiv_ptg000015l_2306-R
OG0014147	Thhalv10006221m.g	Sdiv_ptg000015l_2307-R
OG0014148	Thhalv10006123m.g	Sdiv_ptg000015l_2314-R
OG0014149	Thhalv10006320m.g	Sdiv_ptg000016l_0206-R, Sdiv_ptg000015l_2315-R
OG0014150	Thhalv10006385m.g	Sdiv_ptg000015l_2323-R, Sdiv_ptg000016l_0211-R
OG0014151	Thhalv10005965m.g	Sdiv_ptg000015l_2327-R
OG0014152	Thhalv10006233m.g	Sdiv_ptg000016l_0217-R
OG0014153	Thhalv10006037m.g	Sdiv_ptg000016l_0223-R
OG0014154	Thhalv10005921m.g	Sdiv_ptg000015l_2335-R, Sdiv_ptg000016l_0229-R
OG0014155	Thhalv10006054m.g	Sdiv_ptg000015l_2337-R
OG0014156	Thhalv10006352m.g	Sdiv_ptg000015l_2340-R
OG0014157	Thhalv10006300m.g	Sdiv_ptg000015l_2348-R, Sdiv_ptg000016l_0248-R
OG0014158	Thhalv10005977m.g	Sdiv_ptg000016l_0257-R
OG0014159	Thhalv10006364m.g	Sdiv_ptg000015l_2356-R
OG0014160	Thhalv10006327m.g	Sdiv_ptg000015l_2358-R
OG0014161	Thhalv10006001m.g	Sdiv_ptg000015l_2366-R
OG0014162	Thhalv10006348m.g	Sdiv_ptg000015l_2367-R
OG0014163	Thhalv10006204m.g	Sdiv_ptg000016l_0280-R, Sdiv_ptg000015l_2378-R
OG0014164	Thhalv10006027m.g	Sdiv_ptg000015l_2389-R
OG0014165	Thhalv10006167m.g	Sdiv_ptg000016l_0286-R, Sdiv_ptg000015l_2390-R
OG0014166	Thhalv10006393m.g	Sdiv_ptg000016l_0287-R, Sdiv_ptg000012l_1440-R
OG0014167	Thhalv10005864m.g	Sdiv_ptg000016l_0290-R
OG0014168	Thhalv10006021m.g	Sdiv_ptg000015l_2396-R
OG0014169	Thhalv10005760m.g	Sdiv_ptg000016l_0292-R
OG0014170	Thhalv10006301m.g	Sdiv_ptg000016l_0295-R, Sdiv_ptg000015l_2398-R
OG0014172	Thhalv10006272m.g	Sdiv_ptg000015l_2400-R
OG0014174	Thhalv10005912m.g	Sdiv_ptg000015l_2410-R
OG0014175	Thhalv10008122m.g	Sdiv_ptg000014l_1313-R
OG0014176	Thhalv10007448m.g	Sdiv_ptg000014l_1308-R
OG0014178	Thhalv10007145m.g	Sdiv_ptg000014l_1295-R
OG0014179	Thhalv10007267m.g	Sdiv_ptg000014l_1293-R
OG0014180	Thhalv10007856m.g	Sdiv_ptg000014l_1288-R
OG0014181	Thhalv10007476m.g	Sdiv_ptg000014l_1287-R
OG0014183	Thhalv10008038m.g	Sdiv_ptg000014l_1286-R
OG0014185	Thhalv10009239m.g	Sdiv_ptg000003l_0347-R
OG0014186	Thhalv10009294m.g	Sdiv_ptg000014l_1268-R
OG0014187	Thhalv10007768m.g	Sdiv_ptg000003l_0336-R
OG0014188	Thhalv10007382m.g	Sdiv_ptg000003l_0332-R
OG0014189	Thhalv10009175m.g	Sdiv_ptg000003l_0329-R
OG0014190	Thhalv10008419m.g	Sdiv_ptg000003l_0325-R, Sdiv_ptg000014l_1252-R
OG0014191	Thhalv10007407m.g	Sdiv_ptg000014l_1251-R
OG0014192	Thhalv10008493m.g	Sdiv_ptg000014l_1250-R
OG0014193	Thhalv10008278m.g	Sdiv_ptg000014l_1249-R
OG0014194	Thhalv10006991m.g	Sdiv_ptg000014l_1245-R, Sdiv_ptg000003l_0322-R
OG0014195	Thhalv10021491m.g	Sdiv_ptg000014l_1244-R
OG0014196	Thhalv10007278m.g	Sdiv_ptg000003l_0320-R
OG0014197	Thhalv10008283m.g	Sdiv_ptg000003l_0316-R
OG0014198	Thhalv10006851m.g	Sdiv_ptg000003l_0315-R
OG0014199	Thhalv10009547m.g	Sdiv_ptg000014l_1236-R
OG0014200	Thhalv10007243m.g	Sdiv_ptg000003l_0312-R
OG0014201	Thhalv10007461m.g	Sdiv_ptg000014l_1234-R
OG0014202	Thhalv10007212m.g	Sdiv_ptg000014l_1232-R
OG0014203	Thhalv10008859m.g	Sdiv_ptg000003l_0298-R
OG0014204	Thhalv10006926m.g	Sdiv_ptg000014l_1224-R
OG0014205	Thhalv10008142m.g	Sdiv_ptg000003l_0293-R
OG0014206	Thhalv10008152m.g	Sdiv_ptg000003l_0291-R, Sdiv_ptg000014l_1217-R
OG0014207	Thhalv10006990m.g	Sdiv_ptg000003l_0290-R
OG0014208	Thhalv10006963m.g	Sdiv_ptg000014l_1208-R
OG0014209	Thhalv10009989m.g	Sdiv_ptg000014l_1206-R
OG0014210	Thhalv10006662m.g	Sdiv_ptg000003l_0278-R
OG0014211	Thhalv10007718m.g	Sdiv_ptg000003l_0273-R
OG0014212	Thhalv10008316m.g	Sdiv_ptg000003l_0272-R
OG0014213	Thhalv10008624m.g	Sdiv_ptg000003l_0271-R
OG0014214	Thhalv10008035m.g	Sdiv_ptg000003l_0270-R
OG0014215	Thhalv10008922m.g	Sdiv_ptg000014l_1198-R, Sdiv_ptg000003l_0269-R
OG0014216	Thhalv10009618m.g	Sdiv_ptg000014l_1196-R
OG0014217	Thhalv10007004m.g	Sdiv_ptg000014l_1188-R
OG0014218	Thhalv10007165m.g	Sdiv_ptg000014l_1185-R
OG0014219	Thhalv10009636m.g	Sdiv_ptg000014l_1183-R
OG0014220	Thhalv10007935m.g	Sdiv_ptg000003l_0247-R, Sdiv_ptg000014l_1174-R
OG0014221	Thhalv10008597m.g	Sdiv_ptg000014l_1173-R, Sdiv_ptg000003l_0246-R
OG0014224	Thhalv10007072m.g	Sdiv_ptg000003l_0229-R, Sdiv_ptg000014l_1159-R
OG0014225	Thhalv10008108m.g	Sdiv_ptg000003l_0226-R
OG0014226	Thhalv10008217m.g	Sdiv_ptg000003l_0225-R
OG0014227	Thhalv10009551m.g	Sdiv_ptg000003l_0223-R
OG0014228	Thhalv10008522m.g	Sdiv_ptg000003l_0222-R, Sdiv_ptg000014l_1153-R
OG0014229	Thhalv10007386m.g	Sdiv_ptg000003l_0219-R
OG0014230	Thhalv10008387m.g	Sdiv_ptg000014l_1148-R, Sdiv_ptg000003l_0217-R
OG0014231	Thhalv10008415m.g	Sdiv_ptg000014l_1137-R
OG0014232	Thhalv10009641m.g	Sdiv_ptg000003l_0191-R, Sdiv_ptg000014l_1120-R
OG0014233	Thhalv10006789m.g	Sdiv_ptg000003l_0183-R, Sdiv_ptg000014l_1109-R
OG0014234	Thhalv10006979m.g	Sdiv_ptg000003l_0178-R
OG0014235	Thhalv10007085m.g	Sdiv_ptg000014l_1101-R
OG0014236	Thhalv10008752m.g	Sdiv_ptg000003l_0174-R
OG0014237	Thhalv10008939m.g	Sdiv_ptg000003l_0162-R
OG0014238	Thhalv10007086m.g	Sdiv_ptg000014l_1091-R
OG0014239	Thhalv10007747m.g	Sdiv_ptg000014l_0298-R, Sdiv_ptg000003l_2674-R
OG0014240	Thhalv10007593m.g, Thhalv10007589m.g	Sdiv_ptg000003l_2664-R
OG0014241	Thhalv10009387m.g	Sdiv_ptg000014l_0312-R, Sdiv_ptg000003l_2662-R
OG0014242	Thhalv10007424m.g	Sdiv_ptg000014l_0315-R
OG0014243	Thhalv10008223m.g	Sdiv_ptg000003l_2659-R, Sdiv_ptg000014l_0316-R
OG0014244	Thhalv10007603m.g	Sdiv_ptg000014l_0319-R
OG0014245	Thhalv10006938m.g	Sdiv_ptg000003l_2650-R, Sdiv_ptg000014l_0326-R
OG0014246	Thhalv10007296m.g	Sdiv_ptg000014l_0329-R, Sdiv_ptg000003l_2647-R
OG0014247	Thhalv10008219m.g	Sdiv_ptg000014l_0331-R, Sdiv_ptg000003l_2644-R
OG0014248	Thhalv10008336m.g	Sdiv_ptg000014l_0332-R, Sdiv_ptg000003l_2641-R
OG0014249	Thhalv10009243m.g	Sdiv_ptg000014l_0342-R
OG0014250	Thhalv10008612m.g	Sdiv_ptg000014l_0344-R, Sdiv_ptg000003l_2633-R
OG0014251	Thhalv10008518m.g	Sdiv_ptg000003l_2626-R
OG0014252	Thhalv10007851m.g	Sdiv_ptg000014l_0359-R
OG0014253	Thhalv10007767m.g	Sdiv_ptg000003l_2616-R
OG0014255	Thhalv10024102m.g, Thhalv10008540m.g	Sdiv_ptg000014l_0363-R
OG0014256	Thhalv10008353m.g	Sdiv_ptg000003l_2603-R
OG0014257	Thhalv10007752m.g	Sdiv_ptg000003l_2602-R
OG0014258	Thhalv10009835m.g	Sdiv_ptg000014l_0378-R
OG0014259	Thhalv10007941m.g	Sdiv_ptg000014l_0392-R
OG0014260	Thhalv10007491m.g	Sdiv_ptg000014l_0394-R
OG0014261	Thhalv10008471m.g	Sdiv_ptg000003l_2577-R, Sdiv_ptg000014l_0398-R
OG0014262	Thhalv10028967m.g	Sdiv_ptg000003l_2573-R
OG0014263	Thhalv10009773m.g	Sdiv_ptg000014l_0414-R, Sdiv_ptg000003l_2559-R
OG0014264	Thhalv10008798m.g	Sdiv_ptg000003l_2558-R, Sdiv_ptg000014l_0415-R
OG0014265	Thhalv10008808m.g	Sdiv_ptg000014l_0416-R
OG0014266	Thhalv10007804m.g	Sdiv_ptg000003l_2540-R
OG0014267	Thhalv10007332m.g	Sdiv_ptg000003l_2539-R
OG0014268	Thhalv10007265m.g	Sdiv_ptg000003l_2536-R, Sdiv_ptg000014l_0428-R
OG0014269	Thhalv10009101m.g	Sdiv_ptg000014l_0431-R
OG0014270	Thhalv10008043m.g	Sdiv_ptg000003l_2534-R, Sdiv_ptg000014l_0432-R
OG0014271	Thhalv10006948m.g	Sdiv_ptg000003l_2522-R
OG0014272	Thhalv10009069m.g	Sdiv_ptg000014l_0451-R
OG0014273	Thhalv10009298m.g	Sdiv_ptg000003l_2505-R
OG0014274	Thhalv10007092m.g	Sdiv_ptg000003l_2502-R, Sdiv_ptg000014l_0456-R
OG0014276	Thhalv10007281m.g	Sdiv_ptg000003l_2498-R
OG0014277	Thhalv10009537m.g	Sdiv_ptg000014l_0467-R, Sdiv_ptg000003l_2486-R
OG0014278	Thhalv10007441m.g	Sdiv_ptg000014l_0471-R
OG0014279	Thhalv10007913m.g	Sdiv_ptg000003l_2482-R, Sdiv_ptg000014l_0472-R
OG0014280	Thhalv10003453m.g	Sdiv_ptg000005l_0077-R
OG0014282	Thhalv10028571m.g	Sdiv_ptg000008l_0432-R
OG0014284	Thhalv10002015m.g	Sdiv_ptg000012l_1489-R
OG0014285	Thhalv10002506m.g	Sdiv_ptg000013l_0575-R, Sdiv_ptg000001l_0610-R
OG0014286	Thhalv10002590m.g	Sdiv_ptg000001l_0534-R, Sdiv_ptg000013l_0503-R
OG0014287	Thhalv10002525m.g	Sdiv_ptg000001l_0531-R
OG0014288	Thhalv10003006m.g	Sdiv_ptg000001l_0528-R
OG0014290	Thhalv10002726m.g	Sdiv_ptg000001l_0511-R
OG0014291	Thhalv10010069m.g	Sdiv_ptg000002l_0793-R
OG0014292	Thhalv10010262m.g	Sdiv_ptg000015l_1356-R
OG0014293	Thhalv10010967m.g	Sdiv_ptg000002l_0767-R, Sdiv_ptg000015l_1375-R
OG0014294	Thhalv10011094m.g	Sdiv_ptg000002l_0763-R
OG0014295	Thhalv10010689m.g	Sdiv_ptg000002l_0759-R
OG0014296	Thhalv10010112m.g	Sdiv_ptg000015l_1388-R
OG0014297	Thhalv10010110m.g	Sdiv_ptg000002l_0751-R
OG0014298	Thhalv10010580m.g	Sdiv_ptg000002l_0747-R
OG0014299	Thhalv10011007m.g	Sdiv_ptg000015l_1393-R
OG0014300	Thhalv10010656m.g	Sdiv_ptg000015l_1398-R, Sdiv_ptg000002l_0735-R
OG0014301	Thhalv10010271m.g	Sdiv_ptg000015l_1400-R
OG0014302	Thhalv10010305m.g	Sdiv_ptg000015l_1409-R
OG0014303	Thhalv10010747m.g	Sdiv_ptg000015l_1415-R, Sdiv_ptg000002l_0718-R
OG0014304	Thhalv10010209m.g	Sdiv_ptg000002l_0717-R
OG0014305	Thhalv10010323m.g	Sdiv_ptg000002l_0713-R
OG0014306	Thhalv10010684m.g	Sdiv_ptg000002l_0712-R
OG0014307	Thhalv10010540m.g	Sdiv_ptg000015l_1425-R
OG0014308	Thhalv10011000m.g	Sdiv_ptg000015l_1426-R
OG0014309	Thhalv10010098m.g	Sdiv_ptg000015l_1430-R, Sdiv_ptg000002l_0697-R
OG0014310	Thhalv10010620m.g	Sdiv_ptg000002l_0681-R
OG0014311	Thhalv10010601m.g	Sdiv_ptg000002l_0668-R
OG0014312	Thhalv10010382m.g	Sdiv_ptg000015l_1458-R
OG0014313	Thhalv10010467m.g	Sdiv_ptg000015l_1460-R
OG0014314	Thhalv10010657m.g	Sdiv_ptg000015l_1471-R, Sdiv_ptg000002l_0658-R
OG0014315	Thhalv10011050m.g	Sdiv_ptg000015l_1473-R
OG0014316	Thhalv10010995m.g, Thhalv10010940m.g	Sdiv_ptg000015l_1481-R
OG0014317	Thhalv10010130m.g	Sdiv_ptg000015l_1482-R, Sdiv_ptg000002l_0649-R
OG0014318	Thhalv10010462m.g	Sdiv_ptg000002l_0648-R
OG0014319	Thhalv10010175m.g	Sdiv_ptg000002l_0643-R
OG0014320	Thhalv10010489m.g	Sdiv_ptg000002l_0633-R
OG0014322	Thhalv10010990m.g	Sdiv_ptg000015l_1502-R
OG0014327	Thhalv10010709m.g	Sdiv_ptg000002l_0602-R
OG0014328	Thhalv10010193m.g	Sdiv_ptg000015l_1542-R
OG0014329	Thhalv10008929m.g	Sdiv_ptg000002l_0576-R
OG0014331	Thhalv10010459m.g	Sdiv_ptg000002l_0572-R
OG0014334	Thhalv10010715m.g	Sdiv_ptg000015l_1567-R
OG0014336	Thhalv10022849m.g	Sdiv_ptg000013l_0211-R
OG0014337	Thhalv10022605m.g	Sdiv_ptg000011l_0221-R, Sdiv_ptg000013l_0213-R
OG0014338	Thhalv10022639m.g	Sdiv_ptg000013l_0223-R, Sdiv_ptg000011l_0230-R
OG0014339	Thhalv10023141m.g	Sdiv_ptg000011l_0231-R, Sdiv_ptg000013l_0224-R
OG0014340	Thhalv10022743m.g, Thhalv10009866m.g	Sdiv_ptg000013l_0251-R
OG0014347	Thhalv10022581m.g	Sdiv_ptg000013l_0389-R, Sdiv_ptg000011l_0391-R
OG0014348	Thhalv10023638m.g	Sdiv_ptg000007l_0058-R
OG0014350	Thhalv10023631m.g	Sdiv_ptg000007l_0057-R
OG0014353	Thhalv10023803m.g	Sdiv_ptg000012l_2299-R
OG0014354	Thhalv10023593m.g	Sdiv_ptg000007l_0047-R
OG0014355	Thhalv10023327m.g	Sdiv_ptg000007l_0046-R, Sdiv_ptg000012l_2303-R
OG0014356	Thhalv10023649m.g	Sdiv_ptg000012l_2307-R
OG0014357	Thhalv10023333m.g	Sdiv_ptg000012l_2308-R, Sdiv_ptg000007l_0041-R
OG0014358	Thhalv10023367m.g	Sdiv_ptg000012l_2309-R, Sdiv_ptg000007l_0037-R
OG0014359	Thhalv10024075m.g	Sdiv_ptg000012l_2313-R
OG0014360	Thhalv10023330m.g	Sdiv_ptg000012l_2326-R
OG0014361	Thhalv10023571m.g	Sdiv_ptg000007l_0024-R
OG0014362	Thhalv10023399m.g	Sdiv_ptg000007l_0023-R, Sdiv_ptg000012l_2328-R
OG0014363	Thhalv10023690m.g	Sdiv_ptg000012l_2332-R, Sdiv_ptg000007l_0021-R
OG0014364	Thhalv10023304m.g	Sdiv_ptg000007l_0015-R, Sdiv_ptg000012l_2337-R
OG0014365	Thhalv10023348m.g	Sdiv_ptg000012l_2341-R
OG0014366	Thhalv10023526m.g	Sdiv_ptg000007l_0002-R
OG0014367	Thhalv10005442m.g	Sdiv_ptg000014l_1800-R
OG0014368	Thhalv10011445m.g	Sdiv_ptg000003l_1378-R
OG0014369	Thhalv10012283m.g	Sdiv_ptg000003l_1382-R
OG0014372	Thhalv10011591m.g	Sdiv_ptg000014l_1786-R
OG0014373	Thhalv10011320m.g	Sdiv_ptg000003l_1388-R
OG0014374	Thhalv10011176m.g	Sdiv_ptg000014l_1780-R
OG0014375	Thhalv10011529m.g	Sdiv_ptg000003l_1393-R
OG0014376	Thhalv10011458m.g	Sdiv_ptg000003l_1397-R
OG0014377	Thhalv10011817m.g	Sdiv_ptg000014l_1771-R
OG0014378	Thhalv10011581m.g	Sdiv_ptg000003l_1402-R
OG0014379	Thhalv10011770m.g	Sdiv_ptg000014l_1770-R
OG0014380	Thhalv10011778m.g	Sdiv_ptg000014l_1762-R
OG0014381	Thhalv10011622m.g	Sdiv_ptg000014l_1750-R
OG0014383	Thhalv10011493m.g	Sdiv_ptg000003l_1438-R
OG0014384	Thhalv10011258m.g	Sdiv_ptg000003l_1440-R
OG0014385	Thhalv10007459m.g	Sdiv_ptg000003l_2955-R
OG0014387	Thhalv10028381m.g	Sdiv_ptg000010l_1468-R
OG0014388	Thhalv10019414m.g	Sdiv_ptg000010l_1497-R
OG0014390	Thhalv10029371m.g	Sdiv_ptg000010l_1551-R
OG0014391	Thhalv10029456m.g	Sdiv_ptg000009l_1712-R, Sdiv_ptg000010l_1563-R
OG0014392	Thhalv10028955m.g	Sdiv_ptg000009l_1676-R, Sdiv_ptg000010l_1586-R
OG0014394	Thhalv10028393m.g	Sdiv_ptg000010l_1645-R
OG0014395	Thhalv10028698m.g	Sdiv_ptg000009l_1598-R
OG0014397	Thhalv10028672m.g	Sdiv_ptg000010l_1657-R
OG0014399	Thhalv10028542m.g	Sdiv_ptg000009l_1582-R
OG0014401	Thhalv10022755m.g	Sdiv_ptg000001l_0447-R
OG0014402	Thhalv10025674m.g	Sdiv_ptg000005l_1107-R
OG0014403	Thhalv10024396m.g	Sdiv_ptg000005l_1007-R
OG0014405	Thhalv10024554m.g	Sdiv_ptg000005l_0926-R
OG0014406	Thhalv10026259m.g	Sdiv_ptg000005l_0919-R
OG0014407	Thhalv10025716m.g	Sdiv_ptg000004l_1195-R
OG0014409	Thhalv10026536m.g	Sdiv_ptg000005l_0829-R
OG0014410	Thhalv10025955m.g	Sdiv_ptg000003l_1426-R
OG0014412	Thhalv10024475m.g	Sdiv_ptg000004l_0994-R, Sdiv_ptg000005l_0672-R
OG0014414	Thhalv10026210m.g	Sdiv_ptg000005l_0638-R
OG0014415	Thhalv10025925m.g, Thhalv10027258m.g	Sdiv_ptg000004l_0906-R, Sdiv_ptg000005l_0588-R
OG0014416	Thhalv10025036m.g	Sdiv_ptg000004l_0871-R, Sdiv_ptg000005l_0553-R
OG0014418	Thhalv10024816m.g	Sdiv_ptg000004l_0842-R
OG0014419	Thhalv10025145m.g	Sdiv_ptg000004l_0838-R
OG0014420	Thhalv10024586m.g	Sdiv_ptg000005l_0527-R
OG0014423	Thhalv10026024m.g	Sdiv_ptg000004l_0829-R
OG0014425	Thhalv10026166m.g	Sdiv_ptg000005l_0513-R
OG0014426	Thhalv10027543m.g	Sdiv_ptg000005l_0495-R
OG0014427	Thhalv10025513m.g	Sdiv_ptg000004l_0791-R
OG0014428	Thhalv10025356m.g	Sdiv_ptg000004l_0784-R
OG0014429	Thhalv10019873m.g	Sdiv_ptg000001l_1980-R
OG0014430	Thhalv10020657m.g	Sdiv_ptg000001l_2018-R
OG0014432	Thhalv10020805m.g	Sdiv_ptg000001l_2061-R, Sdiv_ptg000013l_1979-R
OG0014433	Thhalv10019899m.g	Sdiv_ptg000013l_2152-R, Sdiv_ptg000001l_2252-R
OG0014434	Thhalv10019986m.g	Sdiv_ptg000001l_2257-R
OG0014435	Thhalv10020372m.g, Thhalv10022528m.g	Sdiv_ptg000001l_2258-R
OG0014436	Thhalv10020517m.g	Sdiv_ptg000001l_2274-R
OG0014437	Thhalv10007194m.g	Sdiv_ptg000003l_2449-R
OG0014438	Thhalv10009077m.g	Sdiv_ptg000003l_2451-R
OG0014439	Thhalv10007490m.g	Sdiv_ptg000003l_2456-R, Sdiv_ptg000014l_0489-R
OG0014440	Thhalv10007826m.g	Sdiv_ptg000014l_0486-R
OG0014441	Thhalv10007475m.g	Sdiv_ptg000003l_2465-R
OG0014443	Thhalv10006822m.g	Sdiv_ptg000003l_2471-R
OG0014444	Thhalv10017984m.g, Thhalv10018190m.g	Sdiv_ptg000015l_0971-R
OG0014445	Thhalv10017993m.g	Sdiv_ptg000015l_0997-R
OG0014446	Thhalv10018406m.g	Sdiv_ptg000002l_1114-R, Sdiv_ptg000015l_0998-R
OG0014447	Thhalv10018994m.g	Sdiv_ptg000015l_1006-R
OG0014449	Thhalv10018793m.g	Sdiv_ptg000015l_0620-R
OG0014450	Thhalv10018554m.g	Sdiv_ptg000015l_0627-R
OG0014451	Thhalv10018661m.g	Sdiv_ptg000002l_1525-R
OG0014452	Thhalv10019647m.g	Sdiv_ptg000015l_0635-R
OG0014453	Thhalv10018642m.g	Sdiv_ptg000002l_1519-R
OG0014455	Thhalv10018999m.g	Sdiv_ptg000015l_0639-R, Sdiv_ptg000002l_1514-R
OG0014456	Thhalv10018790m.g	Sdiv_ptg000002l_1509-R
OG0014457	Thhalv10019220m.g	Sdiv_ptg000002l_1490-R, Sdiv_ptg000015l_0661-R
OG0014458	Thhalv10018799m.g	Sdiv_ptg000002l_1487-R, Sdiv_ptg000015l_0663-R
OG0014459	Thhalv10019132m.g	Sdiv_ptg000015l_0666-R
OG0014462	Thhalv10019786m.g	Sdiv_ptg000002l_1468-R
OG0014463	Thhalv10023495m.g	Sdiv_ptg000002l_1458-R
OG0014465	Thhalv10019522m.g	Sdiv_ptg000015l_0715-R, Sdiv_ptg000002l_1433-R
OG0014466	Thhalv10018305m.g	Sdiv_ptg000015l_0717-R
