Orthogroup	C_amplexicaulis	S_pinnata
OG0001953	Caamp.0052s0425, Caamp.1041s1749	Stapi.0387s0020
OG0001954	Caamp.0052s0400	Stapi.0651s0011
OG0001954	Caamp.1041s1766	Stapi.0173s0014
OG0001955	Caamp.0003s0394, Caamp.0190s0763	Stapi.24038s0001, Stapi.3130s0012
OG0001956	Caamp.1041s1812	Stapi.3378s0005
OG0001956	Caamp.1041s1811	Stapi.12045s0002, Stapi.12045s0003, Stapi.12045s0001
OG0001957	Caamp.0052s0350, Caamp.0052s0349, Caamp.1041s1831, Caamp.1041s1830	Stapi.0843s0008, Stapi.0843s0006
OG0001958	Caamp.0037s0305	Stapi.0111s0035
OG0001958	Caamp.0037s0304, Caamp.0037s0428, Caamp.1041s1932	Stapi.2084s0005, Stapi.8940s0001
OG0001959	Caamp.0026s0522	Stapi.2157s0008
OG0001959	Caamp.1041s1977	Stapi.7928s0003
OG0001960	Caamp.1041s1993, Caamp.0033s0418, Caamp.0105s0918, Caamp.0094s0251	Stapi.0991s0002
OG0001961	Caamp.0105s0133	Stapi.0231s0021
OG0001961	Caamp.0013s0311	Stapi.0681s0002
OG0001961	Caamp.0026s0204	Stapi.0019s0006
OG0001962	Caamp.0013s0276	Stapi.4253s0002
OG0001962	Caamp.0105s0162	Stapi.0405s0005
OG0001963	Caamp.0105s0224	Stapi.0115s0022
OG0001963	Caamp.0013s0215	Stapi.1411s0004
OG0001964	Caamp.0105s0244	Stapi.0441s0013, Stapi.5319s0002
OG0001964	Caamp.0097s0133, Caamp.0005s0081	Stapi.0028s0052
OG0001965	Caamp.0024s0286, Caamp.0056s0170, Caamp.0045s0013, Caamp.0105s0249	Stapi.0405s0015
OG0001966	Caamp.0105s0253, Caamp.0045s0018	Stapi.0364s0034
OG0001967	Caamp.0105s0353, Caamp.0066s0124	Stapi.2211s0005, Stapi.0731s0006
OG0001969	Caamp.0095s1155, Caamp.0093s0140	Stapi.2675s0003
OG0001970	Caamp.0093s0166, Caamp.0095s1134	Stapi.4699s0003
OG0001971	Caamp.0105s1035, Caamp.0094s0377	Stapi.16534s0001
OG0001972	Caamp.0105s1152, Caamp.0094s0457, Caamp.0105s1154	Stapi.1649s0001
OG0001973	Caamp.0105s1197	Stapi.2843s0005, Stapi.8830s0005
OG0001973	Caamp.0094s0536	Stapi.8830s0001, Stapi.16725s0002
OG0001974	Caamp.0105s1208	Stapi.4042s0001
OG0001974	Caamp.0095s0287, Caamp.0035s0079	Stapi.1177s0004
OG0001975	Caamp.0133s0006	Stapi.0006s0022
OG0001975	Caamp.0057s0033	Stapi.0030s0009
OG0001976	Caamp.0214s0043, Caamp.0078s0937	Stapi.14958s0002
OG0001977	Caamp.0002s0134	Stapi.0095s0023, Stapi.0095s0029
OG0001978	Caamp.0078s0744	Stapi.5813s0001
OG0001979	Caamp.0011s0001	Stapi.1649s0008
OG0001979	Caamp.0007s0409	Stapi.4697s0002
OG0001979	Caamp.0015s0007	Stapi.2213s0003
OG0001980	Caamp.0011s0020	Stapi.2700s0001, Stapi.5887s0001
OG0001980	Caamp.0011s0077, Caamp.0007s0478	Stapi.0026s0004, Stapi.1284s0007
OG0001981	Caamp.0011s0229	Stapi.0149s0002, Stapi.0844s0007, Stapi.0176s0002, Stapi.1518s0006
OG0001981	Caamp.0020s0004, Caamp.0009s0041	Stapi.1518s0007, Stapi.0422s0001, Stapi.0068s0010, Stapi.0022s0018
OG0001982	Caamp.0110s0034	Stapi.0421s0009
OG0001983	Caamp.0029s0034	Stapi.5044s0003
OG0001983	Caamp.0043s0008, Caamp.0112s0013, Caamp.0035s0017, Caamp.0058s0029, Caamp.0004s0291, Caamp.0012s0061, Caamp.0029s0025	Stapi.1935s0006, Stapi.0288s0009
OG0001986	Caamp.0076s1072	Stapi.0356s0022
OG0001986	Caamp.0120s0001	Stapi.3813s0002
OG0001986	Caamp.0071s0037, Caamp.0188s0507	Stapi.0431s0021
OG0001987	Caamp.0120s0245	Stapi.8018s0001
OG0001988	Caamp.0078s0033	Stapi.2340s0004
OG0001988	Caamp.0026s0439	Stapi.0915s0015
OG0001989	Caamp.0129s0068	Stapi.2532s0001
OG0001989	Caamp.0079s0077	Stapi.4572s0002
OG0001990	Caamp.0013s0110	Stapi.0153s0019
OG0001990	Caamp.0026s0182	Stapi.0071s0024
OG0001990	Caamp.0026s0184	Stapi.0071s0032
OG0001990	Caamp.0026s0185	Stapi.0071s0034
OG0001991	Caamp.0013s0277, Caamp.0097s0721	Stapi.7334s0004, Stapi.2418s0006, Stapi.0684s0030, Stapi.4253s0003, Stapi.4253s0004
OG0001991	Caamp.0013s0241	Stapi.2949s0001
OG0001992	Caamp.0013s0244	Stapi.1180s0005
OG0001993	Caamp.0130s0001	Stapi.0288s0012
OG0001994	Caamp.0015s0065, Caamp.0015s0050	Stapi.1144s0007, Stapi.0230s0012
OG0001994	Caamp.0054s0071	Stapi.0230s0036, Stapi.1144s0008, Stapi.1829s0004
OG0001995	Caamp.0015s0116, Caamp.0015s0117	Stapi.0991s0013
OG0001996	Caamp.0015s0148, Caamp.0303s1342	Stapi.10128s0001
OG0001997	Caamp.0015s0165	Stapi.1224s0002, Stapi.4631s0001, Stapi.5739s0002
OG0001997	Caamp.0303s1365	Stapi.3295s0004
OG0001998	Caamp.0188s0244, Caamp.0071s0275	Stapi.2130s0004
OG0001999	Caamp.0303s1290	Stapi.0533s0006
OG0001999	Caamp.0015s0209	Stapi.4859s0003, Stapi.0231s0001, Stapi.2164s0006, Stapi.0533s0005
OG0002000	Caamp.0188s0169, Caamp.0071s0186	Stapi.1725s0003
OG0002001	Caamp.0015s0311, Caamp.0303s1197, Caamp.0016s0027, Caamp.0007s0504	Stapi.6495s0002
OG0002002	Caamp.0188s0396, Caamp.0188s0397, Caamp.0071s0151	Stapi.1284s0009
OG0002003	Caamp.0095s1307	Stapi.4797s0002, Stapi.9063s0002, Stapi.0273s0006, Stapi.9090s0003
OG0002004	Caamp.0035s0155	Stapi.3468s0003, Stapi.0111s0032, Stapi.3468s0004
OG0002004	Caamp.0205s0007	Stapi.2941s0003
OG0002004	Caamp.0026s0215, Caamp.0026s0214, Caamp.0152s0010	Stapi.2941s0011
OG0002005	Caamp.0039s0053, Caamp.0017s0056	Stapi.0153s0006, Stapi.0925s0003, Stapi.0153s0004, Stapi.0153s0003, Stapi.0925s0004, Stapi.0153s0005
OG0002006	Caamp.0017s0065	Stapi.1796s0002, Stapi.0335s0012, Stapi.0032s0055, Stapi.0384s0004, Stapi.1967s0001, Stapi.0282s0003, Stapi.1523s0001, Stapi.0537s0004, Stapi.0136s0004, Stapi.13025s0001
OG0002007	Caamp.0018s0026	Stapi.8136s0005
OG0002008	Caamp.0018s0108	Stapi.6453s0006
OG0002008	Caamp.0023s0392, Caamp.0065s0017	Stapi.14897s0001
OG0002009	Caamp.0018s0297	Stapi.11204s0002
OG0002010	Caamp.0007s0449	Stapi.4244s0001
OG0002010	Caamp.0188s0134	Stapi.4332s0005
OG0002011	Caamp.0188s0291	Stapi.3217s0004
OG0002011	Caamp.0190s0423	Stapi.4238s0001
OG0002012	Caamp.0188s0327, Caamp.0052s0254	Stapi.2008s0001
OG0002013	Caamp.0188s0480, Caamp.0071s0074	Stapi.1095s0010
OG0002014	Caamp.0188s0556	Stapi.2346s0002
OG0002014	Caamp.0077s0056	Stapi.1113s0002
OG0002015	Caamp.0040s0159, Caamp.0188s0691	Stapi.1894s0008
OG0002015	Caamp.0064s0032	Stapi.1172s0016
OG0002016	Caamp.0040s0160	Stapi.1172s0017
OG0002016	Caamp.0188s0692	Stapi.1894s0009
OG0002017	Caamp.0040s0172	Stapi.3493s0006, Stapi.1293s0013
OG0002018	Caamp.0084s0004, Caamp.0006s0687	Stapi.23741s0001
OG0002018	Caamp.0046s0157, Caamp.0188s0719	Stapi.0327s0009
OG0002019	Caamp.0188s0730	Stapi.2983s0005
OG0002020	Caamp.0046s0194	Stapi.0701s0010
OG0002021	Caamp.0188s0841	Stapi.6134s0006, Stapi.5192s0005, Stapi.8106s0005
OG0002022	Caamp.0188s0887, Caamp.0044s0023	Stapi.30120s0001, Stapi.5250s0004
OG0002023	Caamp.0275s0044, Caamp.0188s1132	Stapi.15250s0001, Stapi.1891s0001
OG0002024	Caamp.0019s0109, Caamp.0019s0128	Stapi.8384s0001, Stapi.0137s0015, Stapi.0001s0010
OG0002025	Caamp.0190s0074, Caamp.0046s0547	Stapi.1551s0004
OG0002026	Caamp.0046s0563, Caamp.0190s0091	Stapi.0580s0002
OG0002027	Caamp.0064s0879	Stapi.1200s0002, Stapi.0751s0003, Stapi.0658s0010, Stapi.2430s0001
OG0002027	Caamp.0190s0197	Stapi.1535s0007, Stapi.1535s0006
OG0002028	Caamp.0037s0553	Stapi.3900s0005
OG0002028	Caamp.0190s0491	Stapi.3455s0005
OG0002029	Caamp.0007s0084	Stapi.0134s0052
OG0002030	Caamp.0026s0745	Stapi.3607s0001, Stapi.5495s0001
OG0002031	Caamp.0190s0682	Stapi.0202s0015, Stapi.15441s0001, Stapi.0202s0016
OG0002031	Caamp.0003s0303	Stapi.3617s0007
OG0002032	Caamp.0003s0310, Caamp.0190s0687	Stapi.3617s0004
OG0002032	Caamp.0003s0312	Stapi.0202s0003, Stapi.2551s0004
OG0002033	Caamp.0003s0316	Stapi.3883s0004
OG0002033	Caamp.0190s0704	Stapi.2426s0001
OG0002034	Caamp.0028s0255	Stapi.3124s0003
OG0002035	Caamp.0190s0879	Stapi.0212s0006, Stapi.3532s0005
OG0002035	Caamp.0003s0490, Caamp.0026s0809	Stapi.0097s0020, Stapi.3435s0002
OG0002036	Caamp.0003s0561	Stapi.2642s0005
OG0002036	Caamp.0190s0954	Stapi.3679s0005
OG0002037	Caamp.0190s1162	Stapi.0720s0002
OG0002037	Caamp.0026s0781	Stapi.5977s0004, Stapi.1288s0002, Stapi.0383s0004
OG0002038	Caamp.0190s1182	Stapi.0332s0012
OG0002038	Caamp.0190s1181	Stapi.0332s0010
OG0002038	Caamp.0026s0775	Stapi.0332s0009
OG0002039	Caamp.0190s1243	Stapi.5090s0004
OG0002040	Caamp.0190s1251, Caamp.0026s0731, Caamp.0094s0493	Stapi.0629s0002, Stapi.2375s0001
OG0002041	Caamp.0190s1297	Stapi.12798s0001, Stapi.0716s0006, Stapi.5900s0001, Stapi.24235s0001, Stapi.2390s0005
OG0002042	Caamp.0026s0650	Stapi.4459s0001, Stapi.6937s0001, Stapi.0316s0005
OG0002042	Caamp.0190s1321	Stapi.0355s0008
OG0002043	Caamp.0064s0192	Stapi.7663s0001
OG0002043	Caamp.0006s0079	Stapi.6772s0002
OG0002044	Caamp.0026s0038	Stapi.0169s0013
OG0002044	Caamp.0002s0193	Stapi.0677s0001
OG0002045	Caamp.0024s0182	Stapi.7369s0002
OG0002046	Caamp.0002s0333	Stapi.5936s0003
OG0002046	Caamp.0002s0332, Caamp.0064s0520	Stapi.5936s0002
OG0002047	Caamp.0058s0015, Caamp.0035s0194, Caamp.0050s0009, Caamp.0021s0103, Caamp.0048s0024, Caamp.0004s0191	Stapi.0003s0040, Stapi.0424s0003, Stapi.0255s0013, Stapi.6916s0004, Stapi.0754s0013
OG0002048	Caamp.0078s0967	Stapi.9274s0001
OG0002049	Caamp.0078s0752, Caamp.0078s0753	Stapi.3857s0002
OG0002050	Caamp.0022s0014	Stapi.4006s0001, Stapi.0486s0009, Stapi.1558s0001
OG0002050	Caamp.0097s0485, Caamp.0022s0013	Stapi.2573s0002
OG0002051	Caamp.0022s0029, Caamp.0097s0499	Stapi.2834s0004
OG0002052	Caamp.0097s0523	Stapi.0116s0020
OG0002053	Caamp.0097s0602	Stapi.8932s0001
OG0002054	Caamp.0097s0636	Stapi.0025s0025
OG0002054	Caamp.0022s0160	Stapi.3313s0002
OG0002055	Caamp.0022s0217	Stapi.10772s0001, Stapi.0413s0009, Stapi.0923s0005
OG0002055	Caamp.0061s0004	Stapi.0413s0010
OG0002056	Caamp.0023s0228, Caamp.0095s0438, Caamp.0076s1501	Stapi.0442s0004, Stapi.20918s0001
OG0002057	Caamp.0023s0230	Stapi.6719s0001
OG0002057	Caamp.0076s1498	Stapi.7558s0002
OG0002058	Caamp.0024s0370	Stapi.3904s0007
OG0002059	Caamp.0024s0012, Caamp.0046s0464	Stapi.5174s0004
OG0002059	Caamp.0076s0441, Caamp.0006s0279	Stapi.10479s0001
OG0002060	Caamp.0024s0025, Caamp.0046s0453	Stapi.3234s0007
OG0002061	Caamp.0024s0029	Stapi.3234s0002
OG0002062	Caamp.0024s0133	Stapi.1133s0001
OG0002063	Caamp.0076s0263, Caamp.0006s0457	Stapi.1679s0004, Stapi.3175s0001
OG0002064	Caamp.0024s0154	Stapi.3188s0002
OG0002064	Caamp.0006s0455	Stapi.1679s0002
OG0002065	Caamp.0046s0303, Caamp.0024s0171, Caamp.0076s0245	Stapi.4031s0004
OG0002066	Caamp.0024s0173	Stapi.5891s0002
OG0002067	Caamp.0024s0213, Caamp.0046s0264	Stapi.0786s0004
OG0002068	Caamp.0024s0221, Caamp.0046s0259, Caamp.0076s0165	Stapi.2050s0011
OG0002069	Caamp.0024s0264	Stapi.0701s0025
OG0002070	Caamp.0046s0213, Caamp.0024s0267	Stapi.0701s0022
OG0002071	Caamp.0046s0208, Caamp.0024s0271	Stapi.0701s0018
OG0002071	Caamp.0006s0612	Stapi.6857s0002
OG0002072	Caamp.0056s0312, Caamp.0024s0430, Caamp.0051s0061	Stapi.1326s0006
OG0002072	Caamp.0066s0065	Stapi.0479s0018
OG0002073	Caamp.0066s0064	Stapi.0479s0019
OG0002074	Caamp.0066s0035	Stapi.5563s0004
OG0002074	Caamp.0024s0450, Caamp.0056s0331	Stapi.3944s0005
OG0002075	Caamp.0052s0019	Stapi.14776s0001, Stapi.12765s0002
OG0002075	Caamp.0026s0584, Caamp.0035s0023	Stapi.11653s0001
OG0002076	Caamp.0026s0413	Stapi.0519s0001
OG0002076	Caamp.0026s0240	Stapi.5581s0002, Stapi.29377s0001, Stapi.0396s0012
OG0002077	Caamp.0026s0755, Caamp.0026s0756	Stapi.0131s0001, Stapi.0190s0018, Stapi.0131s0002, Stapi.0190s0017
OG0002078	Caamp.0004s0120, Caamp.0027s0038	Stapi.0603s0003
OG0002079	Caamp.0003s0282	Stapi.2688s0001, Stapi.5162s0002
OG0002080	Caamp.0076s0844, Caamp.0085s0013	Stapi.3497s0004
OG0002080	Caamp.0095s0192, Caamp.0003s0800	Stapi.0155s0012
OG0002081	Caamp.0059s0055	Stapi.8286s0001
OG0002083	Caamp.0303s0751, Caamp.0076s0304	Stapi.2216s0004
OG0002083	Caamp.0006s0420	Stapi.0641s0006
OG0002084	Caamp.0303s1177	Stapi.4848s0002, Stapi.4848s0001, Stapi.16836s0001, Stapi.8187s0002, Stapi.7590s0002, Stapi.9037s0001, Stapi.3587s0002, Stapi.7590s0001
OG0002085	Caamp.0306s0020	Stapi.0421s0020
OG0002086	Caamp.0033s0033	Stapi.0271s0008
OG0002087	Caamp.0034s0083	Stapi.0092s0022
OG0002087	Caamp.0060s0040	Stapi.0101s0028
OG0002088	Caamp.0034s0114, Caamp.0034s0102, Caamp.0080s0046, Caamp.0080s0052	Stapi.0162s0041, Stapi.0104s0032
OG0002089	Caamp.0043s0005	Stapi.6558s0001
OG0002089	Caamp.0035s0032	Stapi.0198s0003
OG0002090	Caamp.0036s0029	Stapi.0179s0013
OG0002090	Caamp.0058s0086	Stapi.0005s0024
OG0002091	Caamp.0036s0034	Stapi.0179s0012
OG0002091	Caamp.0058s0087	Stapi.0005s0026
OG0002092	Caamp.0046s0008, Caamp.0037s0007	Stapi.4145s0006
OG0002092	Caamp.0078s1077	Stapi.3140s0003
OG0002093	Caamp.0078s1170, Caamp.0046s0083, Caamp.0037s0079	Stapi.5533s0004
OG0002094	Caamp.0076s0570	Stapi.4225s0001
OG0002094	Caamp.0046s0135	Stapi.2114s0001
OG0002094	Caamp.0046s0136	Stapi.5743s0001
OG0002095	Caamp.0040s0202	Stapi.0336s0004
OG0002096	Caamp.0057s0007, Caamp.0069s0019, Caamp.0069s0020	Stapi.1711s0001
OG0002096	Caamp.0038s0015	Stapi.1711s0005
OG0002097	Caamp.0038s0046	Stapi.2926s0002, Stapi.7536s0003, Stapi.0060s0018, Stapi.15451s0002, Stapi.0014s0045, Stapi.0266s0006, Stapi.0271s0002, Stapi.0262s0007, Stapi.0692s0012, Stapi.0692s0013
OG0002098	Caamp.0078s0557	Stapi.1952s0004
OG0002098	Caamp.0436s0017	Stapi.1768s0004
OG0002099	Caamp.0094s1032	Stapi.1987s0016, Stapi.5406s0004
OG0002100	Caamp.0064s0254	Stapi.7304s0004
OG0002101	Caamp.0097s0047	Stapi.2669s0002
OG0002101	Caamp.0047s0033	Stapi.1397s0005
OG0002103	Caamp.0051s0039, Caamp.0066s0036	Stapi.5563s0003
OG0002103	Caamp.0056s0330	Stapi.3944s0004
OG0002104	Caamp.0066s0050	Stapi.2079s0009, Stapi.11919s0001
OG0002104	Caamp.0051s0051	Stapi.4773s0002, Stapi.0898s0017
OG0002106	Caamp.0006s0212	Stapi.4278s0003
OG0002107	Caamp.0006s0795	Stapi.1786s0014
OG0002107	Caamp.0084s0082	Stapi.7665s0008
OG0002108	Caamp.0068s0015, Caamp.0064s0452	Stapi.0595s0006
OG0002109	Caamp.0064s0483, Caamp.0064s0486, Caamp.0064s0481, Caamp.0064s0457, Caamp.0064s0472, Caamp.0064s0477, Caamp.0064s0470	Stapi.3124s0002
OG0002110	Caamp.0097s0296	Stapi.0948s0004
OG0002110	Caamp.0064s0650	Stapi.1427s0005
OG0002111	Caamp.0078s0166, Caamp.0095s1109	Stapi.0573s0001
OG0002111	Caamp.0078s0168	Stapi.0264s0003
OG0002112	Caamp.0078s0347, Caamp.0095s0946	Stapi.2696s0003
OG0002113	Caamp.0095s0739, Caamp.0078s0556	Stapi.1952s0005
OG0002113	Caamp.0095s0737	Stapi.0356s0001, Stapi.4002s0001
OG0002114	Caamp.0078s0964	Stapi.1029s0007
OG0002115	Caamp.0079s0026, Caamp.0095s1312	Stapi.1929s0001, Stapi.6494s0004, Stapi.2800s0002, Stapi.1929s0004, Stapi.1931s0004, Stapi.2460s0009
OG0002116	Caamp.0093s0013	Stapi.0737s0012, Stapi.10209s0001, Stapi.0737s0013
OG0002117	Caamp.0094s0236	Stapi.5831s0005
OG0002117	Caamp.0093s0089	Stapi.4729s0004, Stapi.23169s0001, Stapi.7368s0002
OG0002118	Caamp.0099s0001	Stapi.2602s0004
OG0002118	Caamp.0095s0730, Caamp.0095s0731, Caamp.0095s0732	Stapi.4545s0001
OG0002119	Caamp.0095s1206, Caamp.0095s1207	Stapi.12443s0001, Stapi.2441s0006, Stapi.11253s0002, Stapi.6584s0001, Stapi.5916s0002, Stapi.3629s0004
OG0002136	Caamp.0003s0709	Stapi.2972s0003
OG0002136	Caamp.0001s0012	Stapi.3792s0001
OG0002137	Caamp.0001s0017, Caamp.0065s0045, Caamp.0023s0428	Stapi.13861s0002
OG0002138	Caamp.0001s0068	Stapi.1604s0003, Stapi.2100s0001
OG0002138	Caamp.0076s0772	Stapi.1918s0004
OG0002139	Caamp.0076s0752	Stapi.0020s0012, Stapi.0761s0012
OG0002140	Caamp.0001s0143	Stapi.0738s0009
OG0002140	Caamp.0001s0142	Stapi.2385s0002
OG0002141	Caamp.0001s0242	Stapi.4869s0007, Stapi.13787s0001
OG0002142	Caamp.0003s0518, Caamp.0001s0259, Caamp.0076s0569	Stapi.0981s0002
OG0002142	Caamp.0190s0908	Stapi.3820s0005
OG0002143	Caamp.0072s0003	Stapi.1565s0006, Stapi.3873s0005, Stapi.0329s0005
OG0002143	Caamp.0001s0299	Stapi.0128s0011, Stapi.7659s0001, Stapi.2808s0002
OG0002144	Caamp.0010s0111	Stapi.1382s0015
OG0002145	Caamp.0028s0277	Stapi.3662s0002, Stapi.3662s0003
OG0002146	Caamp.1041s0384	Stapi.4064s0007, Stapi.0652s0011
OG0002147	Caamp.1039s0229	Stapi.12458s0001
OG0002147	Caamp.0010s0252	Stapi.4512s0002, Stapi.4512s0003, Stapi.6621s0001
OG0002148	Caamp.0010s0282, Caamp.1027s0245, Caamp.0094s0192	Stapi.13648s0003
OG0002149	Caamp.0101s0023, Caamp.0013s0041	Stapi.0129s0005
OG0002150	Caamp.0095s0537, Caamp.0101s0115, Caamp.0023s0126	Stapi.3817s0004
OG0002151	Caamp.0080s0010, Caamp.0101s0118	Stapi.0967s0004
OG0002152	Caamp.0069s0009	Stapi.0490s0005
OG0002152	Caamp.0101s0156	Stapi.0369s0005
OG0002155	Caamp.0102s0118	Stapi.5601s0003
OG0002155	Caamp.1031s0161	Stapi.1033s0008
OG0002156	Caamp.0095s0790	Stapi.0010s0001
OG0002156	Caamp.0102s0164	Stapi.6574s0002
OG0002157	Caamp.1031s0116, Caamp.0102s0168	Stapi.6654s0005
OG0002158	Caamp.1031s0115	Stapi.3373s0001
OG0002160	Caamp.0078s0441, Caamp.0095s0831	Stapi.2298s0003
OG0002160	Caamp.1031s0031, Caamp.0102s0250	Stapi.3983s0004
OG0002161	Caamp.0102s0326	Stapi.2166s0007
OG0002162	Caamp.0102s0370	Stapi.1797s0004, Stapi.0093s0032
OG0002162	Caamp.0105s0693	Stapi.1797s0003
OG0002163	Caamp.0105s0642	Stapi.13713s0002
OG0002163	Caamp.0095s0951	Stapi.1456s0013
OG0002164	Caamp.0102s0605	Stapi.14324s0002
OG0002164	Caamp.0097s0097, Caamp.0105s0455	Stapi.3611s0001, Stapi.1445s0004
OG0002165	Caamp.0102s0613	Stapi.5061s0004
OG0002166	Caamp.0102s0618	Stapi.18195s0001
OG0002166	Caamp.1039s1030	Stapi.2382s0003
OG0002166	Caamp.0051s0295	Stapi.4832s0003
OG0002167	Caamp.0102s0655	Stapi.3748s0003
OG0002168	Caamp.0102s0682	Stapi.0342s0002
OG0002168	Caamp.0105s0376	Stapi.4158s0002
OG0002169	Caamp.0102s0714	Stapi.2245s0003
OG0002169	Caamp.0028s0228	Stapi.0142s0017
OG0002170	Caamp.0028s0216, Caamp.0102s0723	Stapi.5636s0002
OG0002171	Caamp.0102s0757	Stapi.1335s0007
OG0002171	Caamp.0190s0660	Stapi.3517s0004
OG0002171	Caamp.0003s0277	Stapi.2930s0008
OG0002172	Caamp.0102s0794	Stapi.3600s0001
OG0002173	Caamp.0102s0801, Caamp.0028s0154	Stapi.3939s0003
OG0002173	Caamp.0064s0692	Stapi.2646s0002
OG0002174	Caamp.0028s0148, Caamp.0028s0083, Caamp.0102s0865	Stapi.0583s0008
OG0002175	Caamp.0102s0867	Stapi.0134s0042
OG0002175	Caamp.1033s0365	Stapi.1438s0004
OG0002176	Caamp.0035s0211, Caamp.0102s1017, Caamp.0083s0001, Caamp.0004s0112, Caamp.0008s0099, Caamp.1040s1509, Caamp.0017s0044, Caamp.0035s0240, Caamp.0004s0237	Stapi.0015s0059
OG0002177	Caamp.1037s0893, Caamp.1040s0529	Stapi.5396s0001
OG0002178	Caamp.0003s0224	Stapi.3527s0002
OG0002178	Caamp.0190s0609	Stapi.0380s0037
OG0002179	Caamp.1027s0054, Caamp.0094s0002, Caamp.0059s0102	Stapi.14830s0001
OG0002181	Caamp.1027s0081, Caamp.0094s0036, Caamp.0059s0072, Caamp.1039s0051	Stapi.7793s0003
OG0002182	Caamp.0059s0068, Caamp.1039s0055, Caamp.1027s0087	Stapi.7571s0003
OG0002183	Caamp.1027s0092	Stapi.10521s0003
OG0002184	Caamp.1027s0093	Stapi.10521s0004
OG0002185	Caamp.0007s0348, Caamp.1033s0955	Stapi.0566s0009
OG0002186	Caamp.0094s0077, Caamp.1027s0127	Stapi.6486s0008
OG0002187	Caamp.0094s0102, Caamp.0094s0101, Caamp.1027s0156	Stapi.0596s0004
OG0002187	Caamp.0064s0566, Caamp.0064s0565	Stapi.0596s0003
OG0002188	Caamp.0094s0110, Caamp.1027s0164	Stapi.14511s0002
OG0002190	Caamp.1027s0215	Stapi.2894s0006, Stapi.24678s0001, Stapi.3218s0001, Stapi.1390s0010
OG0002191	Caamp.1027s0254, Caamp.0094s0201	Stapi.10434s0003, Stapi.10434s0001, Stapi.23618s0001, Stapi.5619s0002
OG0002193	Caamp.1031s0281	Stapi.4539s0002
OG0002193	Caamp.0071s0101	Stapi.9765s0003
OG0002194	Caamp.1031s0334, Caamp.0076s1639	Stapi.2561s0009
OG0002195	Caamp.0076s1596	Stapi.4486s0007, Stapi.4486s0008
OG0002195	Caamp.1031s0375	Stapi.6830s0002
OG0002196	Caamp.0076s1593	Stapi.2679s0004
OG0002197	Caamp.0095s0532	Stapi.0170s0005
OG0002198	Caamp.1031s0403	Stapi.2997s0011, Stapi.10920s0002, Stapi.0923s0002, Stapi.0923s0006, Stapi.1356s0002, Stapi.2708s0001
OG0002199	Caamp.0076s1513	Stapi.8687s0002
OG0002202	Caamp.0018s0030, Caamp.0023s0331	Stapi.0938s0001
OG0002203	Caamp.1035s0296, Caamp.1031s0627, Caamp.0018s0042	Stapi.4297s0002
OG0002204	Caamp.0023s0338	Stapi.26235s0001
OG0002205	Caamp.0018s0075	Stapi.1178s0009, Stapi.12348s0001
OG0002205	Caamp.1031s0661	Stapi.6087s0002, Stapi.15444s0001
OG0002207	Caamp.0105s1153	Stapi.4855s0004
OG0002207	Caamp.0094s0481, Caamp.0094s0476	Stapi.7033s0005
OG0002208	Caamp.1031s0700	Stapi.9756s0001
OG0002209	Caamp.0065s0038, Caamp.0023s0416	Stapi.11692s0001
OG0002210	Caamp.0018s0322	Stapi.4196s0005
OG0002210	Caamp.1031s0894	Stapi.6074s0002
OG0002211	Caamp.0065s0204	Stapi.2580s0004
OG0002212	Caamp.0006s0124, Caamp.0064s0233	Stapi.3443s0004
OG0002212	Caamp.0190s0128, Caamp.1033s0007	Stapi.0155s0049
OG0002213	Caamp.0006s0114	Stapi.15054s0001
OG0002213	Caamp.1033s0020, Caamp.0190s0139	Stapi.2061s0004
OG0002214	Caamp.0037s0331, Caamp.1033s0050	Stapi.1338s0001
OG0002215	Caamp.1033s0069	Stapi.2377s0006
OG0002217	Caamp.1033s0181	Stapi.2109s0005, Stapi.0064s0052
OG0002217	Caamp.0037s0465	Stapi.3721s0001, Stapi.0097s0031
OG0002218	Caamp.0303s0883	Stapi.1578s0001
OG0002218	Caamp.1033s0191	Stapi.0064s0041
OG0002219	Caamp.1033s0192, Caamp.0037s0474, Caamp.0037s0476, Caamp.1033s0193, Caamp.0037s0475	Stapi.0064s0040
OG0002220	Caamp.0303s0623	Stapi.2898s0003
OG0002221	Caamp.1033s0388	Stapi.0006s0021
OG0002222	Caamp.0070s0089	Stapi.2128s0002, Stapi.6109s0002
OG0002222	Caamp.1033s0448	Stapi.7657s0002, Stapi.0885s0014, Stapi.7657s0001
OG0002223	Caamp.1033s0525	Stapi.2302s0005
OG0002223	Caamp.0070s0021	Stapi.5781s0002
OG0002224	Caamp.0007s0209, Caamp.1033s0822	Stapi.1286s0008, Stapi.0816s0007
OG0002225	Caamp.1033s0831	Stapi.1715s0005
OG0002225	Caamp.0007s0219, Caamp.0007s0144	Stapi.8720s0002
OG0002226	Caamp.1033s0850, Caamp.0007s0236	Stapi.0252s0009
OG0002227	Caamp.0007s0253	Stapi.1232s0008
OG0002227	Caamp.1033s0869	Stapi.8273s0002
OG0002228	Caamp.1033s0913	Stapi.1965s0008, Stapi.3727s0004, Stapi.1047s0006, Stapi.5732s0002, Stapi.1120s0003, Stapi.1047s0001, Stapi.0898s0019
OG0002229	Caamp.1033s0954, Caamp.0007s0347	Stapi.0228s0015, Stapi.0228s0013
OG0002230	Caamp.0040s0300	Stapi.5028s0002
