Orthogroup	S_pinnata	S_parvula
OG0000028	Stapi.1077s0015, Stapi.2301s0007, Stapi.0467s0001	Sp1g32850
OG0000028	Stapi.0054s0060, Stapi.0013s0048	Sp5g17180, Sp3g26930
OG0000028	Stapi.2041s0004	Sp1g32360, Sp7g07460, SpUn1776_0010, Sp6g07890, Sp6g09170, Sp5g18380, Sp6g10520, Sp6g09680, Sp2g07530, Sp2g05200, Sp1g16530, Sp7g09260, SpUn0002_0370, Sp5g20030, Sp1g33340, Sp3g25050, Sp1g31240, Sp5g16900, Sp7g10830, Sp1g32680, Sp7g09450, Sp7g07960, Sp4g06340, Sp6g12650, Sp6g11310
OG0000043	Stapi.10698s0001, Stapi.25561s0001, Stapi.0010s0058, Stapi.1337s0006, Stapi.0023s0014, Stapi.0969s0001, Stapi.5267s0002, Stapi.14280s0001, Stapi.20824s0001, Stapi.6885s0001, Stapi.15748s0001, Stapi.10648s0003, Stapi.8283s0001, Stapi.0049s0021, Stapi.2139s0002, Stapi.15579s0001, Stapi.1340s0010, Stapi.4315s0003, Stapi.0963s0008, Stapi.0192s0001, Stapi.8305s0001, Stapi.1009s0010, Stapi.2994s0004, Stapi.2994s0006, Stapi.0004s0054, Stapi.0342s0015, Stapi.4676s0002, Stapi.3723s0001, Stapi.4580s0001, Stapi.5410s0001, Stapi.0592s0003, Stapi.0870s0004, Stapi.0022s0064, Stapi.1845s0014, Stapi.16089s0001, Stapi.5497s0001, Stapi.9502s0001, Stapi.0603s0008, Stapi.0736s0008, Stapi.6055s0001, Stapi.14271s0001, Stapi.1253s0003, Stapi.10771s0001, Stapi.1535s0003, Stapi.7357s0001, Stapi.0015s0018, Stapi.21619s0001, Stapi.0305s0005, Stapi.8418s0001, Stapi.3519s0009, Stapi.2186s0002, Stapi.2255s0002, Stapi.0160s0002, Stapi.0976s0004, Stapi.0749s0008, Stapi.14326s0001, Stapi.8601s0001, Stapi.0217s0017, Stapi.2934s0002, Stapi.2168s0009, Stapi.0039s0018, Stapi.0039s0017, Stapi.0186s0015, Stapi.1220s0001, Stapi.2644s0005, Stapi.0115s0030, Stapi.3399s0002, Stapi.0484s0024, Stapi.0956s0004, Stapi.4362s0008, Stapi.6648s0002, Stapi.0042s0017, Stapi.9727s0002, Stapi.9727s0003, Stapi.6804s0001, Stapi.31577s0001, Stapi.5391s0001, Stapi.7201s0001, Stapi.16595s0001, Stapi.0956s0005, Stapi.0482s0007, Stapi.0642s0006, Stapi.4937s0002, Stapi.4801s0002, Stapi.0089s0011, Stapi.0336s0008	Sp1g31020
OG0000046	Stapi.0048s0036, Stapi.8980s0003, Stapi.14589s0001, Stapi.5875s0001, Stapi.1888s0002, Stapi.0976s0008, Stapi.3093s0005, Stapi.0670s0012, Stapi.1542s0002, Stapi.5877s0002, Stapi.16395s0001, Stapi.2131s0006, Stapi.3281s0008, Stapi.1299s0008, Stapi.0058s0009, Stapi.0858s0005, Stapi.2176s0006, Stapi.7627s0002, Stapi.13496s0001, Stapi.4672s0001, Stapi.0279s0006, Stapi.0194s0014, Stapi.0235s0014, Stapi.0356s0015, Stapi.1752s0003, Stapi.0535s0006, Stapi.6990s0006, Stapi.9771s0001, Stapi.0317s0008, Stapi.11182s0001, Stapi.16207s0001, Stapi.6871s0002, Stapi.0875s0008, Stapi.4869s0004, Stapi.10989s0001, Stapi.9023s0001, Stapi.5756s0002, Stapi.1118s0004, Stapi.3207s0001, Stapi.0055s0004, Stapi.0001s0058, Stapi.0224s0010, Stapi.0605s0011, Stapi.1157s0002, Stapi.3140s0002, Stapi.0685s0003, Stapi.0902s0004, Stapi.10663s0002, Stapi.2472s0009, Stapi.0080s0024, Stapi.20460s0001, Stapi.0001s0016, Stapi.0859s0003, Stapi.0645s0004, Stapi.0129s0023, Stapi.0016s0058, Stapi.0103s0021, Stapi.3425s0003, Stapi.0735s0011, Stapi.0085s0032, Stapi.0256s0011, Stapi.1452s0005, Stapi.1725s0010	Sp5g16870
OG0000046	Stapi.2719s0005, Stapi.0210s0016, Stapi.5191s0004, Stapi.5997s0001, Stapi.2997s0001, Stapi.2810s0001, Stapi.23479s0001, Stapi.2300s0005, Stapi.0939s0003, Stapi.0455s0013, Stapi.4884s0001, Stapi.2961s0001, Stapi.2933s0005, Stapi.2632s0003, Stapi.0431s0031	Sp3g27860
OG0000047	Stapi.4119s0002, Stapi.0259s0001, Stapi.0129s0011, Stapi.22709s0001, Stapi.0238s0007, Stapi.0240s0007, Stapi.0108s0005, Stapi.0060s0005, Stapi.0567s0012, Stapi.14816s0001, Stapi.0323s0002, Stapi.1501s0005, Stapi.4996s0001, Stapi.0038s0038, Stapi.1583s0001, Stapi.0300s0010, Stapi.0164s0011, Stapi.0531s0002, Stapi.1850s0001, Stapi.0448s0005, Stapi.1901s0001, Stapi.2695s0001, Stapi.0107s0006, Stapi.0289s0001, Stapi.0473s0002, Stapi.1296s0002, Stapi.5627s0001, Stapi.0216s0011, Stapi.0689s0001, Stapi.1897s0001, Stapi.4528s0001, Stapi.2968s0001, Stapi.7063s0001, Stapi.0240s0006, Stapi.0059s0007, Stapi.4275s0001, Stapi.2049s0005, Stapi.1526s0003, Stapi.0059s0008, Stapi.1960s0006, Stapi.1811s0005, Stapi.13169s0001, Stapi.2085s0001, Stapi.1138s0001, Stapi.0166s0005, Stapi.8967s0001, Stapi.20683s0001, Stapi.2526s0004, Stapi.0102s0030, Stapi.0564s0002, Stapi.0557s0001, Stapi.13146s0001	SpUn1806_0010
OG0000051	Stapi.3009s0005, Stapi.5426s0002, Stapi.2279s0001, Stapi.29212s0001, Stapi.4022s0001, Stapi.4022s0002, Stapi.4715s0002, Stapi.9243s0001, Stapi.8297s0002, Stapi.9954s0001, Stapi.28881s0001, Stapi.1306s0008, Stapi.8297s0001, Stapi.4715s0001, Stapi.11149s0002, Stapi.0180s0027, Stapi.1245s0004, Stapi.0180s0025, Stapi.4599s0002, Stapi.3452s0004, Stapi.10408s0001, Stapi.8022s0003, Stapi.5386s0001, Stapi.2727s0009, Stapi.3339s0003, Stapi.11205s0001, Stapi.11683s0002, Stapi.3452s0006, Stapi.7204s0001, Stapi.6214s0003, Stapi.7204s0002, Stapi.4856s0002, Stapi.1354s0001, Stapi.10296s0002, Stapi.26356s0001, Stapi.3075s0004, Stapi.3075s0007, Stapi.5204s0001, Stapi.3452s0001, Stapi.0112s0019, Stapi.3452s0008, Stapi.1450s0002, Stapi.9970s0001, Stapi.3075s0003, Stapi.2727s0006, Stapi.6214s0005, Stapi.10345s0001, Stapi.4856s0001, Stapi.6192s0002, Stapi.3339s0002, Stapi.2727s0008, Stapi.0522s0006, Stapi.0299s0020, Stapi.7527s0002, Stapi.11256s0001, Stapi.0013s0001, Stapi.17512s0001, Stapi.15362s0002, Stapi.17222s0001, Stapi.12423s0001, Stapi.15362s0001, Stapi.15134s0001, Stapi.0522s0005, Stapi.11683s0001, Stapi.4027s0001, Stapi.3452s0003, Stapi.6192s0001, Stapi.3339s0001, Stapi.8572s0002, Stapi.3641s0003, Stapi.9970s0003, Stapi.6214s0001, Stapi.11205s0002, Stapi.2727s0002, Stapi.10345s0003, Stapi.30524s0001, Stapi.4487s0001, Stapi.19329s0002	Sp2g00780
OG0000052	Stapi.1980s0008, Stapi.1980s0010, Stapi.0428s0009, Stapi.3753s0003, Stapi.17044s0001, Stapi.0315s0014, Stapi.0006s0045, Stapi.7060s0002, Stapi.11439s0001, Stapi.1160s0008, Stapi.0184s0004, Stapi.2114s0008, Stapi.16251s0001, Stapi.15199s0001, Stapi.4100s0001, Stapi.0028s0058, Stapi.0194s0002, Stapi.3839s0003, Stapi.5489s0002, Stapi.0582s0001, Stapi.0043s0034, Stapi.4997s0002, Stapi.24698s0001, Stapi.0201s0005, Stapi.0093s0034, Stapi.1102s0013, Stapi.0114s0017, Stapi.0102s0022, Stapi.0032s0048, Stapi.1219s0005, Stapi.0114s0014, Stapi.5197s0001, Stapi.8541s0002, Stapi.0039s0005, Stapi.5660s0003, Stapi.2565s0006, Stapi.0747s0003, Stapi.0230s0004, Stapi.0198s0010, Stapi.1675s0003, Stapi.2897s0004, Stapi.3949s0003, Stapi.0090s0022, Stapi.4502s0001, Stapi.2098s0001, Stapi.5098s0001, Stapi.2733s0001, Stapi.0054s0091, Stapi.1165s0003, Stapi.12035s0002, Stapi.20051s0001, Stapi.0904s0003, Stapi.1779s0008, Stapi.16090s0002, Stapi.2441s0004, Stapi.1979s0004, Stapi.0967s0005, Stapi.15397s0001, Stapi.1259s0001, Stapi.0532s0012, Stapi.11152s0003, Stapi.0770s0004, Stapi.12088s0001, Stapi.4371s0004, Stapi.0523s0002, Stapi.2356s0002, Stapi.0098s0009, Stapi.4967s0006, Stapi.7832s0002, Stapi.9909s0001, Stapi.1832s0007, Stapi.0649s0003, Stapi.0293s0001, Stapi.3464s0003, Stapi.2065s0001, Stapi.2307s0001, Stapi.0598s0005, Stapi.6705s0004, Stapi.23265s0001	Sp7g04575
OG0000065	Stapi.1807s0006, Stapi.4188s0004, Stapi.0572s0006, Stapi.21110s0001, Stapi.3032s0003, Stapi.7564s0002, Stapi.0040s0021, Stapi.2432s0006, Stapi.2270s0006, Stapi.11985s0001, Stapi.0887s0012, Stapi.3765s0004, Stapi.0137s0001, Stapi.11843s0001, Stapi.1925s0008, Stapi.7042s0001, Stapi.1212s0004, Stapi.4911s0003, Stapi.1047s0005, Stapi.7019s0005, Stapi.2419s0007, Stapi.0034s0038, Stapi.0722s0009, Stapi.1356s0005, Stapi.9093s0002, Stapi.4415s0003, Stapi.2495s0001, Stapi.4902s0001, Stapi.1416s0005, Stapi.1903s0002, Stapi.0378s0007, Stapi.0603s0009, Stapi.5997s0003, Stapi.16130s0001, Stapi.9609s0001, Stapi.1558s0005, Stapi.4505s0003, Stapi.5802s0001	Sp5g15617
OG0000066	Stapi.15433s0001	Sp1g27310
OG0000073	Stapi.13237s0002, Stapi.2640s0004	Sp7g04630
OG0000073	Stapi.3242s0008	Sp7g03745
OG0000073	Stapi.0041s0022	Sp1g21910, Sp2g04440
OG0000073	Stapi.9929s0002, Stapi.2814s0011, Stapi.2226s0016, Stapi.0968s0002, Stapi.0725s0011, Stapi.1341s0005, Stapi.8343s0001, Stapi.15480s0001, Stapi.10757s0001, Stapi.4918s0003, Stapi.3685s0009, Stapi.0654s0012, Stapi.0376s0017, Stapi.6808s0002	Sp6g06080, Sp1g34110, Sp5g28990, Sp2g02350
OG0000077	Stapi.0396s0014, Stapi.0498s0001	Sp2g25870, Sp5g14830
OG0000077	Stapi.0722s0003	Sp2g23430
OG0000077	Stapi.5563s0006	Sp4g12280
OG0000077	Stapi.0250s0012	Sp6g31390
OG0000077	Stapi.9655s0001	Sp5g30900
OG0000077	Stapi.2395s0008	Sp7g18980
OG0000077	Stapi.6662s0001, Stapi.0455s0003	Sp2g09180
OG0000078	Stapi.4938s0003, Stapi.0137s0018, Stapi.0424s0007, Stapi.1884s0007, Stapi.0172s0011, Stapi.0170s0018, Stapi.4746s0002, Stapi.0994s0002, Stapi.3828s0004, Stapi.2362s0004, Stapi.11140s0001, Stapi.15729s0001, Stapi.2874s0010, Stapi.3809s0001, Stapi.14439s0001, Stapi.13023s0002, Stapi.8696s0001, Stapi.3136s0005, Stapi.0865s0003, Stapi.0443s0008, Stapi.3759s0002, Stapi.5493s0001, Stapi.18037s0001, Stapi.3968s0001, Stapi.0351s0007, Stapi.3071s0003, Stapi.1925s0001, Stapi.10510s0001, Stapi.2131s0005, Stapi.15920s0001, Stapi.10108s0001, Stapi.3279s0002, Stapi.8580s0001, Stapi.0031s0017, Stapi.10035s0001, Stapi.1582s0006, Stapi.0008s0007, Stapi.12101s0001, Stapi.3741s0003, Stapi.3522s0001, Stapi.23340s0001, Stapi.2129s0001, Stapi.13644s0001, Stapi.3804s0002, Stapi.13991s0001, Stapi.27762s0001, Stapi.3143s0002, Stapi.5769s0002, Stapi.2805s0003, Stapi.0024s0019, Stapi.6030s0001, Stapi.0749s0005, Stapi.0589s0003, Stapi.15577s0001, Stapi.1820s0006, Stapi.6510s0001, Stapi.0098s0023, Stapi.7757s0006, Stapi.12619s0002	Sp1g30990
OG0000080	Stapi.14275s0001	Sp5g15160
OG0000080	Stapi.2729s0004	Sp6g21050
OG0000080	Stapi.4151s0001	Sp4g19980
OG0000080	Stapi.3274s0003	Sp5g08630
OG0000080	Stapi.3628s0004, Stapi.2736s0001	Sp3g10340
OG0000080	Stapi.1457s0008	Sp1g36120
OG0000080	Stapi.1519s0013, Stapi.8139s0002	Sp1g28660
OG0000088	Stapi.5326s0001, Stapi.1107s0010, Stapi.5877s0001, Stapi.1006s0014, Stapi.0254s0013, Stapi.0013s0050, Stapi.0103s0017, Stapi.0725s0013, Stapi.0023s0027, Stapi.0030s0007, Stapi.10944s0001, Stapi.1655s0004, Stapi.1260s0002, Stapi.0044s0043, Stapi.0599s0003, Stapi.2193s0003, Stapi.0019s0046, Stapi.3972s0002, Stapi.0336s0005, Stapi.21885s0001, Stapi.0360s0004, Stapi.5457s0001, Stapi.5326s0002, Stapi.9290s0001, Stapi.6331s0001, Stapi.0378s0001, Stapi.6108s0004, Stapi.1670s0001, Stapi.4691s0001, Stapi.0006s0044, Stapi.7605s0002, Stapi.1179s0003, Stapi.0755s0004	Sp5g19230, Sp5g19310
OG0000093	Stapi.4414s0005	Sp7g28060
OG0000093	Stapi.3377s0004, Stapi.1523s0002	Sp5g18280
OG0000093	Stapi.6181s0001	Sp3g25350
OG0000093	Stapi.25448s0001	Sp5g35100
OG0000093	Stapi.9223s0001, Stapi.10113s0002	Sp2g25850
OG0000093	Stapi.2258s0007	Sp4g03520
OG0000093	Stapi.3635s0004	Sp6g19080
OG0000093	Stapi.5513s0002, Stapi.7229s0002	Sp3g32410
OG0000098	Stapi.1049s0003	Sp2g02500
OG0000098	Stapi.1478s0007, Stapi.1478s0002, Stapi.4636s0003, Stapi.0312s0006, Stapi.2292s0006, Stapi.10469s0001, Stapi.5124s0003, Stapi.0082s0028, Stapi.13970s0002, Stapi.7389s0004, Stapi.11256s0002, Stapi.8400s0004, Stapi.17475s0001, Stapi.0013s0040, Stapi.0013s0041, Stapi.0128s0013, Stapi.0079s0020, Stapi.6882s0002, Stapi.1447s0001, Stapi.2442s0006, Stapi.0183s0002, Stapi.0086s0031, Stapi.0724s0001, Stapi.0164s0009, Stapi.7688s0001, Stapi.0116s0003, Stapi.0262s0002, Stapi.3085s0003, Stapi.1220s0006, Stapi.0048s0013, Stapi.4540s0005, Stapi.4306s0002, Stapi.6084s0004, Stapi.0755s0002, Stapi.1132s0009, Stapi.7999s0001, Stapi.7168s0001, Stapi.3797s0005, Stapi.5512s0002, Stapi.14792s0002, Stapi.6517s0006, Stapi.0192s0010, Stapi.0130s0006, Stapi.7796s0002, Stapi.0114s0021, Stapi.0588s0006, Stapi.1300s0005, Stapi.0091s0003, Stapi.1345s0003, Stapi.6578s0001, Stapi.1363s0001	Sp2g03860
OG0000104	Stapi.2418s0007	Sp2g05210, Sp1g07810, Sp6g33050, Sp6g33060
OG0000104	Stapi.9585s0001	Sp6g32510, Sp5g30720, Sp3g29820, Sp7g35840, Sp7g35830
OG0000105	Stapi.1900s0005	Sp2g02560
OG0000105	Stapi.8098s0001	Sp2g02110, Sp2g02100, Sp2g02550
OG0000105	Stapi.8225s0002	Sp2g02600
OG0000107	Stapi.1884s0001	Sp7g03450, Sp7g12400, Sp3g28520
OG0000109	Stapi.0085s0011, Stapi.0085s0013, Stapi.17225s0001, Stapi.10621s0001, Stapi.1956s0013, Stapi.18115s0001, Stapi.12813s0002, Stapi.0010s0023, Stapi.6564s0002, Stapi.0085s0012, Stapi.30141s0001, Stapi.10621s0002, Stapi.0085s0014, Stapi.25876s0001, Stapi.17225s0002, Stapi.1956s0009, Stapi.1956s0002, Stapi.4764s0001, Stapi.4665s0004, Stapi.4665s0005, Stapi.8852s0001, Stapi.0085s0001, Stapi.0010s0015, Stapi.6564s0001, Stapi.22492s0001, Stapi.1956s0011, Stapi.25924s0001, Stapi.1956s0004, Stapi.1956s0006, Stapi.1956s0010, Stapi.1956s0008, Stapi.1956s0015, Stapi.11672s0001, Stapi.12813s0001, Stapi.0010s0022, Stapi.0010s0020, Stapi.1956s0005, Stapi.26989s0001, Stapi.31701s0001, Stapi.0085s0003, Stapi.1956s0003, Stapi.4665s0006, Stapi.1956s0014, Stapi.1956s0007, Stapi.1956s0012, Stapi.18433s0001	Sp7g20710
OG0000113	Stapi.2393s0003, Stapi.3032s0001, Stapi.4547s0001, Stapi.0165s0012, Stapi.1203s0005, Stapi.0057s0008, Stapi.9558s0001, Stapi.2821s0001, Stapi.0572s0007, Stapi.0360s0006, Stapi.1855s0002, Stapi.1860s0003, Stapi.2265s0001, Stapi.0015s0063, Stapi.0003s0060, Stapi.0024s0010, Stapi.2442s0001, Stapi.0391s0003, Stapi.0104s0010	Sp5g19285
OG0000114	Stapi.4802s0004, Stapi.22146s0001, Stapi.1979s0001, Stapi.4983s0001	Sp7g03130
OG0000116	Stapi.2511s0001, Stapi.2882s0006, Stapi.20719s0001, Stapi.11390s0001, Stapi.20687s0001, Stapi.6506s0002, Stapi.6135s0002, Stapi.10239s0001, Stapi.4174s0005, Stapi.5547s0006, Stapi.3843s0003, Stapi.1373s0003, Stapi.1539s0004, Stapi.16868s0001, Stapi.0505s0007, Stapi.6135s0004, Stapi.3425s0007, Stapi.8328s0001, Stapi.10875s0001, Stapi.6683s0001, Stapi.14003s0001, Stapi.6715s0001, Stapi.5751s0003, Stapi.1539s0003, Stapi.0850s0009, Stapi.1781s0005, Stapi.1373s0001, Stapi.11271s0001, Stapi.3843s0006, Stapi.3005s0003, Stapi.5002s0003, Stapi.7450s0001, Stapi.14003s0002, Stapi.11783s0001, Stapi.10018s0001, Stapi.3843s0005, Stapi.5462s0001, Stapi.0250s0020, Stapi.3568s0001	Sp7g00350
OG0000119	Stapi.4669s0002, Stapi.0159s0001, Stapi.0766s0006, Stapi.13910s0002, Stapi.9011s0002, Stapi.0766s0003, Stapi.0766s0004, Stapi.11860s0001, Stapi.1049s0002, Stapi.1049s0005, Stapi.1049s0009, Stapi.0833s0003, Stapi.1024s0002, Stapi.0766s0008, Stapi.0766s0007, Stapi.1049s0001, Stapi.1049s0007	Sp4g03230, Sp4g03220
OG0000121	Stapi.10430s0001, Stapi.3081s0003, Stapi.9075s0001, Stapi.5362s0002, Stapi.11831s0001, Stapi.0194s0011, Stapi.22753s0001, Stapi.1403s0007, Stapi.3773s0001, Stapi.0611s0012, Stapi.0747s0002, Stapi.4642s0001, Stapi.7604s0003, Stapi.5480s0002, Stapi.4740s0002, Stapi.1528s0004, Stapi.3833s0005, Stapi.0016s0032, Stapi.3898s0009, Stapi.1455s0002, Stapi.0304s0009, Stapi.0449s0015, Stapi.1726s0005, Stapi.31538s0001, Stapi.1074s0007, Stapi.1074s0005, Stapi.10736s0002, Stapi.1612s0008, Stapi.1443s0017, Stapi.6995s0001, Stapi.0092s0011, Stapi.0539s0021, Stapi.1299s0011, Stapi.8305s0003, Stapi.3266s0008, Stapi.7691s0001, Stapi.1237s0002, Stapi.2600s0003, Stapi.1299s0010, Stapi.4230s0003	Sp7g15370
OG0000122	Stapi.1154s0012	Sp6g21360
OG0000122	Stapi.0142s0025	Sp1g06390, Sp4g11600, Sp5g08650
OG0000122	Stapi.4430s0002	Sp5g15350
OG0000126	Stapi.15517s0001, Stapi.0060s0002, Stapi.2105s0001, Stapi.8505s0001, Stapi.0351s0010, Stapi.4517s0006, Stapi.8230s0001, Stapi.0433s0007, Stapi.2493s0003, Stapi.10440s0004, Stapi.0664s0007, Stapi.0494s0006, Stapi.16526s0001, Stapi.3992s0006, Stapi.2409s0006, Stapi.0494s0004, Stapi.0196s0011, Stapi.3029s0001, Stapi.3255s0002, Stapi.21145s0001, Stapi.0160s0017, Stapi.4399s0005, Stapi.5816s0001, Stapi.0160s0019, Stapi.0160s0016, Stapi.7397s0002, Stapi.0160s0015, Stapi.0110s0016, Stapi.8612s0003, Stapi.3530s0009, Stapi.0562s0006, Stapi.0064s0012, Stapi.3016s0003, Stapi.2756s0005, Stapi.5399s0003, Stapi.6577s0003, Stapi.10032s0002, Stapi.0770s0001, Stapi.2272s0002, Stapi.0916s0011	Sp1g31610
OG0000127	Stapi.0371s0011	Sp5g05790
OG0000127	Stapi.4986s0001, Stapi.3438s0001	Sp5g21490
OG0000127	Stapi.0402s0008, Stapi.0399s0010	Sp5g17420
OG0000129	Stapi.4286s0001, Stapi.2600s0004, Stapi.0655s0004, Stapi.2852s0002, Stapi.26342s0001, Stapi.0008s0027, Stapi.3873s0004, Stapi.0231s0025, Stapi.1733s0012, Stapi.2524s0006, Stapi.1686s0014, Stapi.3828s0005, Stapi.3612s0012, Stapi.2031s0001, Stapi.2319s0002, Stapi.3663s0001, Stapi.1113s0008, Stapi.15202s0001, Stapi.6410s0002, Stapi.0530s0003, Stapi.9809s0001, Stapi.1394s0004, Stapi.0117s0019, Stapi.0396s0003, Stapi.7074s0003, Stapi.7510s0003, Stapi.0812s0002, Stapi.5472s0001, Stapi.9330s0002, Stapi.1651s0010, Stapi.7604s0002, Stapi.0755s0006, Stapi.1403s0008, Stapi.0428s0008, Stapi.0014s0025, Stapi.17385s0001, Stapi.10142s0002, Stapi.8748s0002, Stapi.6383s0002, Stapi.1083s0002, Stapi.0684s0013	Sp4g06720
OG0000131	Stapi.1673s0001, Stapi.1474s0007, Stapi.26402s0001, Stapi.0659s0003, Stapi.1777s0003, Stapi.3445s0001, Stapi.0240s0011, Stapi.4542s0002, Stapi.0410s0009, Stapi.4282s0003, Stapi.0428s0015, Stapi.3165s0002, Stapi.3372s0003, Stapi.9546s0001, Stapi.2708s0003, Stapi.1483s0010, Stapi.16568s0001, Stapi.1541s0003, Stapi.0202s0005, Stapi.11725s0001, Stapi.7535s0001, Stapi.4636s0005	SpUn0025_0050
OG0000131	Stapi.7448s0001, Stapi.1647s0009, Stapi.5146s0003, Stapi.2752s0001, Stapi.0063s0009, Stapi.1292s0005, Stapi.4255s0001, Stapi.2848s0003, Stapi.6435s0001, Stapi.1739s0004, Stapi.14573s0001, Stapi.2409s0003, Stapi.2460s0002	Sp7g08850, Sp7g07400, Sp4g06000
OG0000134	Stapi.2732s0003	Sp2g14580
OG0000134	Stapi.0744s0001, Stapi.0431s0005, Stapi.4197s0006	Sp1g12250
OG0000134	Stapi.0115s0033	Sp1g24360
OG0000135	Stapi.0400s0020	Sp6g15450
OG0000135	Stapi.1357s0015	Sp7g25920
OG0000135	Stapi.0449s0021	Sp3g29980
OG0000137	Stapi.1123s0003, Stapi.0141s0020	SpUn0040_0003
OG0000140	Stapi.7425s0002, Stapi.3737s0002, Stapi.1430s0004, Stapi.0386s0006, Stapi.3820s0002, Stapi.5242s0002, Stapi.15817s0001, Stapi.0032s0065, Stapi.0661s0022, Stapi.0481s0016, Stapi.0122s0001, Stapi.2357s0001, Stapi.3880s0002, Stapi.0529s0010, Stapi.1702s0013, Stapi.3089s0009, Stapi.6151s0004, Stapi.0016s0010, Stapi.5095s0002, Stapi.0419s0007, Stapi.9888s0001, Stapi.3446s0001, Stapi.4500s0007, Stapi.14628s0002, Stapi.16778s0002, Stapi.12296s0001, Stapi.1106s0006, Stapi.2162s0007, Stapi.2181s0008, Stapi.6063s0004	Sp3g32180
OG0000141	Stapi.2748s0001	Sp6g26260
OG0000141	Stapi.2834s0005	Sp6g26270, Sp6g26240
OG0000143	Stapi.0016s0007	Sp7g07740, Sp4g06170, Sp3g29630, SpUn0002_0700, Sp1g31130, Sp6g16700, Sp2g06260, Sp1g29090, Sp5g20730, Sp7g04130, Sp7g10930, Sp6g07800, Sp6g10060, Sp7g03320, Sp7g08450, Sp7g10230, Sp7g07530, Sp3g29680, Sp3g31760, SpUn0030_0070, Sp7g10630, Sp6g09390, Sp3g23930, Sp5g17770, Sp7g05470, Sp7g06400, Sp7g26700, Sp3g21330, Sp7g09760, Sp3g26380, Sp4g09450, Sp2g22320, Sp2g01850, Sp4g06470, Sp7g05980, Sp6g07660, Sp3g28720
OG0000146	Stapi.9699s0002	Sp4g29160, Sp5g01100
OG0000146	Stapi.5707s0002	Sp2g04250, Sp1g09310
OG0000146	Stapi.3060s0006	Sp6g29370
OG0000146	Stapi.3499s0005, Stapi.2316s0001	Sp1g20910
OG0000147	Stapi.3279s0001	Sp7g13940
OG0000147	Stapi.18235s0001, Stapi.0831s0013	Sp7g13970
OG0000147	Stapi.0831s0014, Stapi.0831s0017, Stapi.0831s0016	Sp7g13960
OG0000147	Stapi.0831s0015	Sp7g13950
OG0000148	Stapi.4934s0002	SpUn0364_0020, SpUn0328_0010
OG0000148	Stapi.14664s0002, Stapi.3639s0001	Sp2g05640
OG0000148	Stapi.0125s0034, Stapi.3493s0003, Stapi.1293s0009	Sp1g14350
OG0000148	Stapi.0758s0003	Sp3g10720
OG0000149	Stapi.22276s0002, Stapi.1295s0006	Sp4g12680
OG0000149	Stapi.1405s0010	Sp5g22490
OG0000151	Stapi.0399s0012, Stapi.31140s0001	Sp5g16600, Sp5g16390
OG0000151	Stapi.3261s0006, Stapi.0637s0006, Stapi.2204s0003, Stapi.0669s0007	Sp2g09620
OG0000151	Stapi.3302s0005, Stapi.5876s0001	Sp1g34070
OG0000152	Stapi.4633s0002, Stapi.4633s0001	Sp1g25430
OG0000152	Stapi.0175s0024	Sp1g25360, Sp1g25450
OG0000152	Stapi.4905s0001, Stapi.4633s0003	Sp1g25420
OG0000153	Stapi.2503s0004	Sp6g21620
OG0000153	Stapi.13444s0003	Sp5g15570
OG0000153	Stapi.1305s0003	Sp6g22520
OG0000153	Stapi.5025s0005	Sp3g07850
OG0000153	Stapi.0619s0016	Sp5g08710
OG0000154	Stapi.22220s0001, Stapi.0150s0019	Sp3g15660
OG0000155	Stapi.12524s0002	Sp3g30390, Sp3g30360
OG0000155	Stapi.4143s0002	Sp3g30350
OG0000155	Stapi.23368s0001, Stapi.2572s0005, Stapi.2531s0003	Sp3g30370
OG0000155	Stapi.2050s0004	Sp7g32980
OG0000155	Stapi.28563s0001	Sp7g32970
OG0000159	Stapi.8121s0001, Stapi.8750s0001, Stapi.3691s0002, Stapi.4848s0004	Sp1g11210
OG0000159	Stapi.3587s0003	Sp2g01710
OG0000160	Stapi.8757s0001	Sp7g33730
OG0000160	Stapi.0449s0020	Sp3g29990
OG0000160	Stapi.2877s0006	Sp3g31210
OG0000161	Stapi.7017s0001, Stapi.0250s0016, Stapi.3659s0004, Stapi.7628s0001, Stapi.3659s0003, Stapi.13186s0001, Stapi.0592s0009, Stapi.8541s0001, Stapi.6571s0001, Stapi.2323s0001, Stapi.13229s0001, Stapi.0617s0008, Stapi.2246s0001, Stapi.4256s0003, Stapi.1198s0007, Stapi.0043s0020	Sp6g11565
OG0000161	Stapi.0298s0003, Stapi.0119s0012, Stapi.7866s0002, Stapi.2011s0011, Stapi.8775s0001, Stapi.0550s0020, Stapi.1795s0010, Stapi.0962s0003, Stapi.1510s0002, Stapi.7866s0001, Stapi.3247s0002, Stapi.0194s0001, Stapi.5588s0001, Stapi.4928s0001, Stapi.9924s0003	Sp7g06753
OG0000163	Stapi.0710s0015, Stapi.2477s0002	Sp4g12090
OG0000163	Stapi.0916s0001	Sp4g12160
OG0000163	Stapi.0520s0003	Sp4g12085, Sp4g12060
