Orthogroup	C_amplexicaulis	E_salsugineum
OG0019203	Caamp.1041s1937	Thhalv10011776m.g
OG0019205	Caamp.1041s1970	Thhalv10004496m.g
OG0019206	Caamp.0033s0408, Caamp.1041s1985	Thhalv10005479m.g
OG0019207	Caamp.1041s1992, Caamp.0033s0417	Thhalv10004249m.g
OG0019208	Caamp.0033s0431, Caamp.1041s2004	Thhalv10005185m.g
OG0019209	Caamp.1041s2023	Thhalv10003695m.g
OG0019210	Caamp.0105s0016	Thhalv10021266m.g
OG0019211	Caamp.0105s0085	Thhalv10017776m.g
OG0019212	Caamp.0105s0090, Caamp.0105s0098	Thhalv10017743m.g
OG0019214	Caamp.0105s0153	Thhalv10017782m.g
OG0019216	Caamp.0105s0220, Caamp.0013s0219	Thhalv10017922m.g
OG0019217	Caamp.0013s0192, Caamp.0105s0240	Thhalv10017436m.g
OG0019221	Caamp.0105s0336	Thhalv10017728m.g
OG0019222	Caamp.0105s0418	Thhalv10017461m.g
OG0019223	Caamp.0105s0432	Thhalv10017362m.g
OG0019224	Caamp.0105s0433	Thhalv10016947m.g
OG0019225	Caamp.0105s0490	Thhalv10017803m.g
OG0019226	Caamp.0105s0554	Thhalv10017432m.g
OG0019227	Caamp.0105s0580	Thhalv10017598m.g
OG0019228	Caamp.0105s0586	Thhalv10017839m.g
OG0019229	Caamp.0105s0660	Thhalv10016644m.g
OG0019230	Caamp.0105s0774	Thhalv10017177m.g
OG0019231	Caamp.0105s0795	Thhalv10013420m.g
OG0019232	Caamp.0105s0830	Thhalv10013774m.g
OG0019233	Caamp.0105s0862	Thhalv10015114m.g
OG0019235	Caamp.0105s0925, Caamp.0094s0260	Thhalv10027307m.g
OG0019236	Caamp.0105s0939, Caamp.0094s0276	Thhalv10026441m.g
OG0019238	Caamp.0105s0984	Thhalv10026337m.g
OG0019239	Caamp.0094s0333, Caamp.0105s0988	Thhalv10027241m.g
OG0019240	Caamp.0105s0990, Caamp.0105s0991, Caamp.0094s0336	Thhalv10027140m.g
OG0019241	Caamp.0105s0994	Thhalv10023161m.g, Thhalv10026068m.g
OG0019242	Caamp.0105s1000	Thhalv10025792m.g
OG0019243	Caamp.0105s1005	Thhalv10027037m.g
OG0019244	Caamp.0094s0364, Caamp.0105s1020	Thhalv10025703m.g
OG0019245	Caamp.0105s1129	Thhalv10025022m.g
OG0019246	Caamp.0094s0474, Caamp.0105s1130	Thhalv10024844m.g
OG0019248	Caamp.0105s1144	Thhalv10025133m.g
OG0019249	Caamp.0105s1145	Thhalv10024935m.g
OG0019250	Caamp.0105s1146	Thhalv10025048m.g
OG0019251	Caamp.0105s1160	Thhalv10025203m.g
OG0019252	Caamp.0105s1181	Thhalv10027595m.g
OG0019253	Caamp.0105s1202, Caamp.0094s0541	Thhalv10025682m.g
OG0019254	Caamp.0094s0542, Caamp.0105s1203	Thhalv10025266m.g
OG0019256	Caamp.0105s1333, Caamp.0094s0676	Thhalv10025398m.g
OG0019257	Caamp.0105s1345	Thhalv10026852m.g
OG0019258	Caamp.0105s1346	Thhalv10025532m.g
OG0019259	Caamp.0105s1347	Thhalv10024264m.g
OG0019260	Caamp.0105s1393	Thhalv10015579m.g, Thhalv10014500m.g
OG0019261	Caamp.0105s1397	Thhalv10015492m.g
OG0019263	Caamp.0105s1425	Thhalv10015126m.g
OG0019264	Caamp.0105s1438	Thhalv10013732m.g
OG0019265	Caamp.0105s1445	Thhalv10015938m.g
OG0019267	Caamp.0105s1477	Thhalv10012568m.g
OG0019268	Caamp.0105s1497	Thhalv10013326m.g
OG0019269	Caamp.0105s1508	Thhalv10013532m.g
OG0019270	Caamp.0105s1519	Thhalv10013662m.g
OG0019271	Caamp.0105s1598	Thhalv10014946m.g
OG0019272	Caamp.0105s1719	Thhalv10015988m.g, Thhalv10015547m.g
OG0019273	Caamp.0105s1735	Thhalv10013969m.g
OG0019274	Caamp.0105s1752	Thhalv10012679m.g
OG0019275	Caamp.0105s1759	Thhalv10002994m.g, Thhalv10002986m.g, Thhalv10002720m.g
OG0019276	Caamp.0105s1763	Thhalv10014552m.g
OG0019277	Caamp.0105s1764	Thhalv10015725m.g
OG0019278	Caamp.0105s1858	Thhalv10015743m.g
OG0019279	Caamp.0105s1878	Thhalv10013300m.g
OG0019283	Caamp.0011s0125	Thhalv10024152m.g
OG0019285	Caamp.0011s0164	Thhalv10023396m.g
OG0019287	Caamp.0011s0225	Thhalv10023775m.g
OG0019289	Caamp.0110s0007	Thhalv10023100m.g
OG0019291	Caamp.0110s0030	Thhalv10001270m.g
OG0019292	Caamp.0110s0045	Thhalv10029166m.g
OG0019293	Caamp.0110s0051	Thhalv10023004m.g
OG0019295	Caamp.0110s0069, Caamp.0110s0070	Thhalv10001258m.g
OG0019299	Caamp.0012s0001	Thhalv10028638m.g
OG0019303	Caamp.0076s1083, Caamp.0120s0008	Thhalv10005515m.g
OG0019304	Caamp.0120s0032	Thhalv10005000m.g
OG0019305	Caamp.0076s1130, Caamp.0120s0043	Thhalv10005200m.g
OG0019307	Caamp.0120s0134	Thhalv10004966m.g
OG0019308	Caamp.0120s0175	Thhalv10005332m.g
OG0019309	Caamp.0120s0195	Thhalv10004828m.g
OG0019310	Caamp.0120s0273	Thhalv10004661m.g
OG0019311	Caamp.0120s0282	Thhalv10004599m.g
OG0019312	Caamp.0120s0319	Thhalv10005658m.g
OG0019314	Caamp.0120s0439	Thhalv10005300m.g
OG0019315	Caamp.0120s0460	Thhalv10004159m.g
OG0019316	Caamp.0120s0622	Thhalv10003721m.g
OG0019318	Caamp.0120s0663	Thhalv10005510m.g
OG0019319	Caamp.0120s0720	Thhalv10004452m.g
OG0019320	Caamp.0120s0729	Thhalv10004164m.g
OG0019321	Caamp.0120s0763	Thhalv10004004m.g
OG0019322	Caamp.0120s0777	Thhalv10005240m.g
OG0019323	Caamp.0120s0796	Thhalv10004042m.g
OG0019324	Caamp.0120s0825	Thhalv10004675m.g
OG0019325	Caamp.0120s0842	Thhalv10004218m.g
OG0019327	Caamp.0120s0975	Thhalv10005330m.g
OG0019330	Caamp.0120s1014	Thhalv10004705m.g
OG0019331	Caamp.0120s1017	Thhalv10004841m.g
OG0019334	Caamp.0013s0013	Thhalv10017766m.g
OG0019341	Caamp.0013s0190	Thhalv10016291m.g
OG0019342	Caamp.0013s0193	Thhalv10017383m.g
OG0019343	Caamp.0013s0323	Thhalv10016004m.g, Thhalv10007816m.g
OG0019352	Caamp.0015s0003, Caamp.0007s0411	Thhalv10023749m.g
OG0019353	Caamp.0015s0015, Caamp.0054s0100	Thhalv10024015m.g
OG0019354	Caamp.0015s0042	Thhalv10023854m.g
OG0019355	Caamp.0015s0046, Caamp.0054s0059	Thhalv10024035m.g
OG0019356	Caamp.0015s0070	Thhalv10023990m.g
OG0019358	Caamp.0015s0124	Thhalv10023404m.g
OG0019359	Caamp.0015s0126	Thhalv10023576m.g
OG0019363	Caamp.0015s0258	Thhalv10023801m.g
OG0019364	Caamp.0015s0265	Thhalv10023815m.g
OG0019365	Caamp.0015s0269	Thhalv10023639m.g
OG0019366	Caamp.0015s0283	Thhalv10023694m.g
OG0019367	Caamp.0015s0287, Caamp.0303s1216	Thhalv10024108m.g
OG0019368	Caamp.0303s1213, Caamp.0015s0290	Thhalv10023291m.g
OG0019369	Caamp.0015s0304	Thhalv10023256m.g
OG0019371	Caamp.0015s0322, Caamp.0303s1186	Thhalv10023268m.g
OG0019373	Caamp.0303s1138, Caamp.0015s0360	Thhalv10023229m.g
OG0019374	Caamp.0015s0371, Caamp.0303s1127	Thhalv10023358m.g
OG0019377	Caamp.0159s0023	Thhalv10017898m.g
OG0019379	Caamp.0016s0050	Thhalv10015057m.g, Thhalv10015096m.g
OG0019380	Caamp.0016s0063, Caamp.0016s0066	Thhalv10019385m.g
OG0019381	Caamp.0016s0070	Thhalv10024356m.g
OG0019389	Caamp.0018s0055	Thhalv10001410m.g
OG0019390	Caamp.0007s0403, Caamp.0018s0068	Thhalv10001768m.g
OG0019391	Caamp.0018s0073	Thhalv10001725m.g
OG0019392	Caamp.0018s0088	Thhalv10001582m.g
OG0019393	Caamp.0018s0094	Thhalv10023655m.g
OG0019394	Caamp.0018s0228	Thhalv10001365m.g
OG0019395	Caamp.0018s0263	Thhalv10001577m.g
OG0019397	Caamp.0018s0332	Thhalv10001290m.g
OG0019398	Caamp.0018s0345	Thhalv10001776m.g
OG0019399	Caamp.0188s0016	Thhalv10021865m.g
OG0019400	Caamp.0188s0017	Thhalv10021987m.g
OG0019401	Caamp.0188s0020	Thhalv10022262m.g
OG0019402	Caamp.0214s0861, Caamp.0188s0023	Thhalv10021726m.g
OG0019403	Caamp.0188s0047	Thhalv10006658m.g
OG0019404	Caamp.0052s0092, Caamp.0188s0055	Thhalv10008666m.g
OG0019405	Caamp.0052s0154, Caamp.0188s0113	Thhalv10009592m.g
OG0019406	Caamp.0188s0116	Thhalv10007968m.g
OG0019407	Caamp.0188s0179	Thhalv10009383m.g
OG0019407	Caamp.0071s0199	Thhalv10027057m.g
OG0019409	Caamp.0188s0288	Thhalv10007956m.g
OG0019410	Caamp.0188s0304	Thhalv10007260m.g
OG0019412	Caamp.0188s0372	Thhalv10009498m.g
OG0019413	Caamp.0188s0394	Thhalv10007116m.g
OG0019414	Caamp.0188s0429	Thhalv10008615m.g
OG0019415	Caamp.0188s0461, Caamp.0071s0091	Thhalv10009891m.g
OG0019418	Caamp.0188s0520, Caamp.0071s0024	Thhalv10008453m.g
OG0019419	Caamp.0188s0531	Thhalv10009872m.g
OG0019420	Caamp.0040s0009, Caamp.0188s0548	Thhalv10009661m.g
OG0019422	Caamp.0188s0629	Thhalv10008074m.g
OG0019424	Caamp.0040s0156, Caamp.0188s0688	Thhalv10010015m.g
OG0019426	Caamp.0188s0756	Thhalv10009082m.g
OG0019427	Caamp.0188s0775	Thhalv10008057m.g
OG0019428	Caamp.0188s0794, Caamp.0056s0131	Thhalv10008116m.g
OG0019429	Caamp.0188s0824, Caamp.0056s0107	Thhalv10007007m.g
OG0019431	Caamp.0188s0837	Thhalv10009113m.g
OG0019433	Caamp.0188s0846	Thhalv10007965m.g
OG0019435	Caamp.0188s0869, Caamp.0056s0055	Thhalv10009418m.g
OG0019436	Caamp.0188s0889	Thhalv10006667m.g
OG0019437	Caamp.0188s0893, Caamp.0056s0033	Thhalv10006861m.g
OG0019439	Caamp.0188s0902	Thhalv10006882m.g
OG0019440	Caamp.0188s0906	Thhalv10008774m.g
OG0019441	Caamp.0188s0908	Thhalv10006994m.g
OG0019442	Caamp.0188s0920	Thhalv10008830m.g
OG0019443	Caamp.0188s0921	Thhalv10007884m.g
OG0019444	Caamp.0188s0924	Thhalv10007808m.g
OG0019446	Caamp.0188s0946	Thhalv10007707m.g
OG0019447	Caamp.0188s0956	Thhalv10007898m.g
OG0019448	Caamp.0188s0960	Thhalv10007330m.g
OG0019449	Caamp.0188s1046	Thhalv10008452m.g
OG0019450	Caamp.0188s1048	Thhalv10007769m.g
OG0019451	Caamp.0275s0087, Caamp.0188s1087	Thhalv10008629m.g
OG0019452	Caamp.0188s1098	Thhalv10009686m.g
OG0019453	Caamp.0188s1102	Thhalv10009011m.g
OG0019455	Caamp.0275s0056, Caamp.0188s1123	Thhalv10009599m.g
OG0019456	Caamp.0188s1128	Thhalv10007725m.g
OG0019457	Caamp.0188s1129	Thhalv10007047m.g
OG0019458	Caamp.0275s0039, Caamp.0188s1135	Thhalv10008101m.g
OG0019459	Caamp.0275s0027, Caamp.0188s1146	Thhalv10009894m.g
OG0019461	Caamp.0190s0009	Thhalv10007776m.g
OG0019462	Caamp.0190s0261	Thhalv10027501m.g
OG0019464	Caamp.0190s0330, Caamp.0094s1139	Thhalv10027587m.g
OG0019466	Caamp.0190s0357	Thhalv10024446m.g
OG0019467	Caamp.0190s0374	Thhalv10026750m.g
OG0019468	Caamp.0190s0393	Thhalv10026121m.g
OG0019470	Caamp.0190s0415	Thhalv10001167m.g
OG0019473	Caamp.0003s0106, Caamp.0190s0473	Thhalv10024265m.g
OG0019474	Caamp.0190s0477	Thhalv10027405m.g
OG0019475	Caamp.0190s0483	Thhalv10025080m.g
OG0019476	Caamp.0190s0488	Thhalv10027349m.g
OG0019477	Caamp.0190s0534	Thhalv10026135m.g
OG0019478	Caamp.0190s0536	Thhalv10027469m.g
OG0019479	Caamp.0190s0555	Thhalv10026466m.g
OG0019480	Caamp.0190s0634	Thhalv10026287m.g
OG0019483	Caamp.0190s0753	Thhalv10026009m.g
OG0019484	Caamp.0190s0826	Thhalv10026853m.g
OG0019485	Caamp.0190s0857	Thhalv10025811m.g
OG0019486	Caamp.0190s0861	Thhalv10025914m.g
OG0019487	Caamp.0190s0877	Thhalv10026066m.g
OG0019488	Caamp.0190s0903	Thhalv10027426m.g
OG0019489	Caamp.0190s0931	Thhalv10017655m.g
OG0019490	Caamp.0190s0932, Caamp.0003s0542	Thhalv10027261m.g
OG0019491	Caamp.0003s0564, Caamp.0190s0957	Thhalv10027430m.g
OG0019492	Caamp.0190s0984	Thhalv10026756m.g
OG0019494	Caamp.0190s1019	Thhalv10025163m.g
OG0019495	Caamp.0190s1020	Thhalv10026426m.g
OG0019496	Caamp.0190s1033, Caamp.0003s0632	Thhalv10026969m.g
OG0019497	Caamp.0190s1091, Caamp.0003s0688	Thhalv10027225m.g
OG0019500	Caamp.0190s1146	Thhalv10001129m.g
OG0019502	Caamp.0190s1259	Thhalv10022548m.g
OG0019508	Caamp.0002s0053	Thhalv10019325m.g
OG0019510	Caamp.0002s0109	Thhalv10018188m.g
OG0019512	Caamp.0002s0159	Thhalv10019362m.g
OG0019516	Caamp.0002s0300	Thhalv10018111m.g
OG0019517	Caamp.0002s0315	Thhalv10019221m.g
OG0019518	Caamp.0002s0317	Thhalv10018809m.g
OG0019519	Caamp.0002s0320	Thhalv10019159m.g
OG0019520	Caamp.0002s0322	Thhalv10019537m.g
OG0019521	Caamp.0064s0547, Caamp.0002s0360	Thhalv10019246m.g
OG0019526	Caamp.0214s0059	Thhalv10022117m.g
OG0019527	Caamp.0214s0066	Thhalv10020407m.g
OG0019528	Caamp.0214s0093, Caamp.0078s0880	Thhalv10022372m.g
OG0019529	Caamp.0214s0116	Thhalv10022345m.g
OG0019530	Caamp.0214s0119, Caamp.0078s0856	Thhalv10021857m.g
OG0019531	Caamp.0214s0122, Caamp.0078s0851	Thhalv10021626m.g
OG0019532	Caamp.0214s0134	Thhalv10021649m.g
OG0019535	Caamp.0214s0191	Thhalv10021472m.g
OG0019536	Caamp.0214s0203, Caamp.0078s0771	Thhalv10020222m.g
OG0019537	Caamp.0078s0709, Caamp.0214s0261	Thhalv10020705m.g
OG0019538	Caamp.0078s0705, Caamp.0214s0263	Thhalv10021192m.g
OG0019539	Caamp.0214s0329, Caamp.0078s0637	Thhalv10021897m.g
OG0019540	Caamp.0078s0625, Caamp.0214s0340	Thhalv10021010m.g
OG0019542	Caamp.0214s0374, Caamp.0303s0027	Thhalv10021607m.g
OG0019543	Caamp.0214s0417	Thhalv10020779m.g
OG0019544	Caamp.0214s0427	Thhalv10021629m.g
OG0019545	Caamp.0214s0442	Thhalv10022344m.g, Thhalv10010882m.g
OG0019546	Caamp.0214s0457, Caamp.0303s0110	Thhalv10021183m.g
OG0019547	Caamp.0214s0462, Caamp.0303s0115	Thhalv10021539m.g
OG0019548	Caamp.0214s0486, Caamp.0303s0142	Thhalv10028286m.g, Thhalv10022244m.g
OG0019549	Caamp.0214s0499	Thhalv10021289m.g
OG0019550	Caamp.0214s0513	Thhalv10020270m.g
OG0019551	Caamp.0214s0519	Thhalv10022134m.g
OG0019552	Caamp.0214s0527	Thhalv10021930m.g
OG0019553	Caamp.0214s0542	Thhalv10022016m.g
OG0019554	Caamp.0214s0543	Thhalv10021439m.g
OG0019555	Caamp.0303s0202, Caamp.0214s0544	Thhalv10021594m.g
OG0019556	Caamp.0214s0546, Caamp.0303s0204	Thhalv10020724m.g
OG0019557	Caamp.0214s0550	Thhalv10021425m.g
OG0019558	Caamp.0028s0217, Caamp.0214s0564	Thhalv10029410m.g
OG0019559	Caamp.0214s0578, Caamp.0303s0241	Thhalv10021166m.g
OG0019561	Caamp.0214s0584, Caamp.0303s0251	Thhalv10020878m.g
OG0019562	Caamp.0214s0587	Thhalv10022119m.g
OG0019563	Caamp.0214s0609, Caamp.0303s0273	Thhalv10022229m.g
OG0019564	Caamp.0214s0619, Caamp.0303s0287	Thhalv10020774m.g
OG0019565	Caamp.0214s0623	Thhalv10021488m.g
OG0019566	Caamp.0303s0316, Caamp.0214s0644	Thhalv10019972m.g
OG0019567	Caamp.0214s0650	Thhalv10022143m.g
OG0019568	Caamp.0214s0653	Thhalv10020027m.g
OG0019570	Caamp.0214s0662, Caamp.0303s0335	Thhalv10020431m.g
OG0019571	Caamp.0303s0343, Caamp.0214s0670	Thhalv10020730m.g
OG0019572	Caamp.0303s0346, Caamp.0214s0674	Thhalv10022137m.g
OG0019574	Caamp.0214s0677	Thhalv10021974m.g
OG0019575	Caamp.0303s0354, Caamp.0214s0681	Thhalv10020974m.g
OG0019576	Caamp.0214s0683	Thhalv10021507m.g
OG0019577	Caamp.0303s0377, Caamp.0214s0702	Thhalv10022005m.g
OG0019580	Caamp.0214s0735, Caamp.0303s0410	Thhalv10022378m.g
OG0019584	Caamp.0214s0786, Caamp.0303s0469	Thhalv10022306m.g
OG0019585	Caamp.0214s0800, Caamp.0303s0482	Thhalv10021455m.g
OG0019586	Caamp.0214s0806, Caamp.0303s0490	Thhalv10022240m.g
OG0019588	Caamp.0214s0838	Thhalv10022197m.g
OG0019589	Caamp.0214s0853	Thhalv10022328m.g
OG0019591	Caamp.0022s0214	Thhalv10027048m.g
OG0019592	Caamp.0023s0011, Caamp.0078s0996	Thhalv10021370m.g
OG0019593	Caamp.0023s0038	Thhalv10022160m.g
OG0019595	Caamp.0023s0060	Thhalv10021516m.g
OG0019596	Caamp.0095s0563, Caamp.0023s0102	Thhalv10006368m.g
OG0019598	Caamp.0023s0130, Caamp.0095s0531	Thhalv10005782m.g
OG0019599	Caamp.0023s0158	Thhalv10006089m.g
OG0019600	Caamp.0023s0160	Thhalv10005822m.g
OG0019601	Caamp.0023s0186, Caamp.0095s0485	Thhalv10006369m.g
OG0019602	Caamp.0095s0429, Caamp.0023s0239	Thhalv10005808m.g
OG0019603	Caamp.0023s0253, Caamp.0095s0416	Thhalv10006349m.g
OG0019604	Caamp.0023s0330, Caamp.0095s0340	Thhalv10006454m.g
OG0019605	Caamp.0023s0351	Thhalv10006501m.g
OG0019606	Caamp.0023s0367, Caamp.0095s0303	Thhalv10006200m.g
OG0019607	Caamp.0023s0377	Thhalv10006432m.g
OG0019608	Caamp.0023s0379	Thhalv10006383m.g, Thhalv10000440m.g, Thhalv10000680m.g
OG0019609	Caamp.0065s0013, Caamp.0023s0386	Thhalv10006509m.g
OG0019611	Caamp.0023s0389	Thhalv10006472m.g
OG0019612	Caamp.0065s0025, Caamp.0023s0403	Thhalv10006144m.g
OG0019613	Caamp.0023s0440, Caamp.0065s0056	Thhalv10005769m.g
OG0019614	Caamp.0023s0444	Thhalv10006061m.g
OG0019615	Caamp.0065s0084, Caamp.0023s0472	Thhalv10006118m.g
OG0019616	Caamp.0023s0486	Thhalv10006100m.g
OG0019617	Caamp.0023s0489, Caamp.0065s0105	Thhalv10005923m.g
OG0019618	Caamp.0065s0119, Caamp.0023s0502	Thhalv10006380m.g
OG0019619	Caamp.0023s0504	Thhalv10006045m.g
OG0019620	Caamp.0023s0526	Thhalv10006305m.g
OG0019621	Caamp.0023s0534	Thhalv10006046m.g
OG0019622	Caamp.0023s0540	Thhalv10006458m.g
OG0019623	Caamp.0023s0582	Thhalv10006094m.g
OG0019624	Caamp.0023s0597	Thhalv10006016m.g
OG0019625	Caamp.0065s0212, Caamp.0023s0599	Thhalv10006499m.g
OG0019626	Caamp.0023s0615	Thhalv10006026m.g
OG0019627	Caamp.0023s0630	Thhalv10006422m.g
OG0019628	Caamp.0046s0440, Caamp.0024s0034	Thhalv10009784m.g
OG0019629	Caamp.0024s0053	Thhalv10009253m.g
OG0019630	Caamp.0024s0077	Thhalv10008865m.g
OG0019631	Caamp.0024s0092	Thhalv10007356m.g
OG0019632	Caamp.0046s0378, Caamp.0024s0101	Thhalv10009347m.g
OG0019633	Caamp.0024s0103, Caamp.0046s0376	Thhalv10007914m.g
OG0019635	Caamp.0024s0136, Caamp.0046s0338	Thhalv10009608m.g
OG0019636	Caamp.0024s0155, Caamp.0046s0316	Thhalv10008547m.g
OG0019637	Caamp.0024s0167	Thhalv10007558m.g
OG0019638	Caamp.0046s0298, Caamp.0024s0179	Thhalv10009965m.g
OG0019640	Caamp.0024s0215	Thhalv10008875m.g
OG0019641	Caamp.0024s0224	Thhalv10008690m.g
OG0019642	Caamp.0024s0274	Thhalv10009262m.g
OG0019644	Caamp.0024s0293	Thhalv10007179m.g
OG0019645	Caamp.0056s0185, Caamp.0024s0301	Thhalv10010012m.g
OG0019646	Caamp.0056s0211, Caamp.0024s0326	Thhalv10009546m.g
OG0019647	Caamp.0024s0338	Thhalv10018358m.g, Thhalv10023151m.g
OG0019648	Caamp.0056s0224, Caamp.0024s0339	Thhalv10022616m.g
OG0019649	Caamp.0024s0343	Thhalv10008531m.g
OG0019651	Caamp.0056s0279, Caamp.0024s0395	Thhalv10009104m.g
OG0019652	Caamp.0056s0283, Caamp.0024s0398	Thhalv10009180m.g
OG0019653	Caamp.0024s0411	Thhalv10009433m.g
OG0019654	Caamp.0024s0433, Caamp.0056s0314	Thhalv10009263m.g, Thhalv10009260m.g
OG0019655	Caamp.0024s0440	Thhalv10007519m.g
OG0019656	Caamp.0024s0448, Caamp.0056s0329	Thhalv10008061m.g
OG0019657	Caamp.0056s0342, Caamp.0024s0457	Thhalv10009441m.g
OG0019658	Caamp.0056s0353, Caamp.0024s0468	Thhalv10009927m.g
OG0019659	Caamp.0024s0487	Thhalv10009782m.g
OG0019660	Caamp.0024s0503, Caamp.0052s0022	Thhalv10009030m.g
OG0019661	Caamp.0025s0039, Caamp.0025s0035, Caamp.0025s0043	Thhalv10015083m.g
OG0019662	Caamp.0026s0103	Thhalv10002489m.g
OG0019663	Caamp.0026s0109	Thhalv10015979m.g
OG0019664	Caamp.0026s0138	Thhalv10002873m.g
OG0019667	Caamp.0026s0270	Thhalv10011004m.g
OG0019668	Caamp.0026s0275	Thhalv10010230m.g
OG0019669	Caamp.0026s0280, Caamp.0303s1250	Thhalv10010963m.g, Thhalv10010965m.g
OG0019671	Caamp.0026s0293	Thhalv10010858m.g
OG0019672	Caamp.0026s0325	Thhalv10010873m.g
OG0019673	Caamp.0026s0336, Caamp.0005s0321	Thhalv10022485m.g
OG0019675	Caamp.0026s0365	Thhalv10027059m.g
OG0019676	Caamp.0026s0419	Thhalv10010343m.g
OG0019677	Caamp.0026s0575, Caamp.0093s0201	Thhalv10022597m.g
OG0019678	Caamp.0026s0606	Thhalv10022678m.g
OG0019681	Caamp.0004s0160, Caamp.0026s0698	Thhalv10023029m.g
OG0019683	Caamp.0026s0766	Thhalv10022642m.g
OG0019684	Caamp.0266s0032, Caamp.0303s1076	Thhalv10024130m.g
OG0019685	Caamp.0266s0036	Thhalv10023635m.g
OG0019686	Caamp.0266s0040, Caamp.0303s1068	Thhalv10023808m.g
OG0019687	Caamp.0266s0042	Thhalv10023946m.g
OG0019688	Caamp.0266s0050	Thhalv10023644m.g
OG0019689	Caamp.0266s0058, Caamp.0303s1053	Thhalv10023875m.g
OG0019690	Caamp.0266s0075, Caamp.0303s1035	Thhalv10023562m.g
OG0019691	Caamp.0266s0086	Thhalv10023888m.g
OG0019692	Caamp.0027s0029	Thhalv10012184m.g, Thhalv10012151m.g
OG0019694	Caamp.0275s0030	Thhalv10007755m.g
OG0019695	Caamp.0275s0051	Thhalv10008538m.g
OG0019696	Caamp.0275s0058	Thhalv10008431m.g
OG0019698	Caamp.0028s0264	Thhalv10028747m.g
OG0019699	Caamp.0028s0280, Caamp.0052s0347	Thhalv10029032m.g
OG0019700	Caamp.0003s0011	Thhalv10027179m.g
OG0019702	Caamp.0003s0182	Thhalv10026816m.g
OG0019705	Caamp.0003s0340	Thhalv10025096m.g
OG0019706	Caamp.0003s0369	Thhalv10026252m.g
OG0019707	Caamp.0003s0422	Thhalv10026602m.g
OG0019708	Caamp.0003s0606	Thhalv10024633m.g
OG0019710	Caamp.0003s0643	Thhalv10026696m.g
OG0019711	Caamp.0003s0714	Thhalv10025391m.g
OG0019713	Caamp.0095s0205, Caamp.0003s0787	Thhalv10026142m.g
OG0019714	Caamp.0303s0037	Thhalv10019983m.g
OG0019715	Caamp.0303s0056	Thhalv10020308m.g
OG0019716	Caamp.0303s0132	Thhalv10019963m.g
OG0019717	Caamp.0303s0146, Caamp.0303s0308	Thhalv10021301m.g
OG0019719	Caamp.0303s0175	Thhalv10021312m.g
OG0019722	Caamp.0303s0223	Thhalv10021503m.g
OG0019723	Caamp.0303s0224	Thhalv10021723m.g
OG0019724	Caamp.0303s0226	Thhalv10021572m.g
OG0019725	Caamp.0303s0249	Thhalv10020155m.g
OG0019726	Caamp.0303s0252	Thhalv10020942m.g
OG0019727	Caamp.0303s0280	Thhalv10021212m.g
OG0019728	Caamp.0303s0298	Thhalv10022965m.g
OG0019729	Caamp.0303s0303	Thhalv10021203m.g
OG0019730	Caamp.0303s0309	Thhalv10021023m.g
OG0019731	Caamp.0303s0324	Thhalv10021710m.g
OG0019732	Caamp.0303s0328	Thhalv10020514m.g
OG0019733	Caamp.0303s0333	Thhalv10022173m.g
OG0019734	Caamp.0303s0435	Thhalv10020771m.g
OG0019735	Caamp.0303s0444	Thhalv10020658m.g
OG0019736	Caamp.0303s0451	Thhalv10020716m.g
OG0019737	Caamp.0303s0464	Thhalv10020693m.g
OG0019738	Caamp.0303s0467	Thhalv10020582m.g
OG0019739	Caamp.0303s0486	Thhalv10020923m.g
OG0019740	Caamp.0303s0487	Thhalv10021386m.g
OG0019741	Caamp.0303s0496	Thhalv10022210m.g
OG0019742	Caamp.0303s0499	Thhalv10021032m.g
OG0019743	Caamp.0303s0520	Thhalv10020920m.g
OG0019744	Caamp.0303s0535	Thhalv10021231m.g
OG0019745	Caamp.0303s0596	Thhalv10019639m.g
OG0019746	Caamp.0303s0636	Thhalv10019446m.g
OG0019747	Caamp.0303s0709	Thhalv10019339m.g
OG0019748	Caamp.0303s0722, Caamp.0303s0726	Thhalv10019685m.g
OG0019749	Caamp.0076s0113, Caamp.0303s0756	Thhalv10019790m.g
OG0019750	Caamp.0303s0765, Caamp.0076s0103	Thhalv10019190m.g
OG0019751	Caamp.0303s0786	Thhalv10018341m.g
OG0019753	Caamp.0303s0908	Thhalv10019156m.g
OG0019754	Caamp.0303s0925	Thhalv10019763m.g, Thhalv10023789m.g
OG0019755	Caamp.0303s1038	Thhalv10023944m.g
OG0019756	Caamp.0303s1058	Thhalv10023588m.g
OG0019758	Caamp.0303s1113	Thhalv10023292m.g
OG0019759	Caamp.0303s1114	Thhalv10023318m.g
OG0019760	Caamp.0303s1140	Thhalv10023394m.g
OG0019761	Caamp.0303s1154	Thhalv10023678m.g
OG0019762	Caamp.0303s1156	Thhalv10023214m.g
OG0019766	Caamp.0303s1277	Thhalv10023487m.g
OG0019767	Caamp.0303s1279	Thhalv10023866m.g
OG0019768	Caamp.0303s1335	Thhalv10023863m.g, Thhalv10024151m.g
OG0019769	Caamp.0303s1368	Thhalv10024081m.g
OG0019774	Caamp.0311s0002	Thhalv10010706m.g
OG0019776	Caamp.0311s0019	Thhalv10011089m.g
OG0019777	Caamp.0311s0022	Thhalv10010976m.g
OG0019778	Caamp.0311s0025	Thhalv10011034m.g
