Orthogroup	S_pinnata	S_diversifolius
OG0010572	Stapi.0581s0009, Stapi.0761s0003	Sdiv_ptg000012l_1506-R
OG0010573	Stapi.0518s0008	Sdiv_ptg000012l_1470-R
OG0010574	Stapi.2826s0006	Sdiv_ptg000012l_1437-R
OG0010575	Stapi.1814s0010	Sdiv_ptg000012l_1435-R
OG0010576	Stapi.2330s0004, Stapi.10350s0001	Sdiv_ptg000012l_1434-R
OG0010577	Stapi.6613s0002	Sdiv_ptg000012l_1432-R, Sdiv_ptg000007l_0826-R
OG0010578	Stapi.1065s0009	Sdiv_ptg000007l_0836-R
OG0010579	Stapi.1065s0019, Stapi.0549s0020	Sdiv_ptg000007l_0843-R
OG0010580	Stapi.1065s0020	Sdiv_ptg000007l_0844-R
OG0010581	Stapi.0549s0015, Stapi.0635s0002	Sdiv_ptg000007l_0847-R
OG0010582	Stapi.0635s0005	Sdiv_ptg000007l_0852-R
OG0010583	Stapi.0549s0005	Sdiv_ptg000012l_1400-R
OG0010583	Stapi.0635s0011	Sdiv_ptg000007l_0858-R
OG0010584	Stapi.0635s0024, Stapi.0222s0006	Sdiv_ptg000012l_1389-R
OG0010585	Stapi.0222s0005	Sdiv_ptg000012l_1388-R
OG0010586	Stapi.0222s0002	Sdiv_ptg000012l_1387-R, Sdiv_ptg000007l_0865-R
OG0010587	Stapi.2367s0006	Sdiv_ptg000007l_0871-R, Sdiv_ptg000012l_1380-R
OG0010588	Stapi.2367s0004	Sdiv_ptg000012l_1378-R, Sdiv_ptg000007l_0874-R
OG0010589	Stapi.2367s0003	Sdiv_ptg000007l_0875-R
OG0010590	Stapi.7990s0003	Sdiv_ptg000012l_1375-R
OG0010591	Stapi.3996s0012	Sdiv_ptg000012l_1370-R
OG0010592	Stapi.3996s0011	Sdiv_ptg000012l_1369-R
OG0010593	Stapi.3996s0008	Sdiv_ptg000012l_1367-R
OG0010594	Stapi.3996s0006	Sdiv_ptg000007l_0884-R, Sdiv_ptg000012l_1366-R
OG0010595	Stapi.3996s0003	Sdiv_ptg000012l_1364-R
OG0010596	Stapi.3996s0001	Sdiv_ptg000012l_1363-R
OG0010597	Stapi.1073s0010	Sdiv_ptg000012l_1360-R, Sdiv_ptg000007l_0888-R
OG0010598	Stapi.1073s0011, Stapi.5912s0001	Sdiv_ptg000012l_1359-R
OG0010599	Stapi.5912s0002	Sdiv_ptg000007l_0890-R
OG0010600	Stapi.0860s0016	Sdiv_ptg000007l_0892-R, Sdiv_ptg000012l_1357-R
OG0010601	Stapi.1083s0003, Stapi.0860s0014	Sdiv_ptg000012l_1356-R
OG0010602	Stapi.0860s0010	Sdiv_ptg000012l_1353-R
OG0010603	Stapi.1302s0005, Stapi.1380s0012	Sdiv_ptg000007l_0898-R
OG0010604	Stapi.1380s0004	Sdiv_ptg000012l_1342-R
OG0010605	Stapi.0456s0002	Sdiv_ptg000007l_0906-R
OG0010606	Stapi.3014s0002	Sdiv_ptg000007l_0916-R, Sdiv_ptg000012l_1324-R
OG0010607	Stapi.0376s0011	Sdiv_ptg000012l_1316-R, Sdiv_ptg000007l_0924-R
OG0010608	Stapi.8000s0001	Sdiv_ptg000007l_0929-R, Sdiv_ptg000012l_1313-R
OG0010609	Stapi.4201s0004, Stapi.2331s0003	Sdiv_ptg000012l_1307-R
OG0010610	Stapi.9244s0001	Sdiv_ptg000007l_0935-R, Sdiv_ptg000012l_1306-R
OG0010611	Stapi.1364s0014	Sdiv_ptg000012l_1304-R
OG0010612	Stapi.3867s0005	Sdiv_ptg000012l_1291-R
OG0010613	Stapi.3867s0002	Sdiv_ptg000007l_0948-R, Sdiv_ptg000012l_1288-R
OG0010614	Stapi.8072s0003	Sdiv_ptg000012l_1285-R, Sdiv_ptg000007l_0953-R
OG0010615	Stapi.3080s0003	Sdiv_ptg000012l_1279-R, Sdiv_ptg000007l_0959-R
OG0010616	Stapi.3080s0004	Sdiv_ptg000007l_0960-R
OG0010616	Stapi.1113s0013	Sdiv_ptg000012l_1278-R
OG0010617	Stapi.3080s0008, Stapi.7784s0002, Stapi.1113s0005	Sdiv_ptg000012l_1271-R
OG0010618	Stapi.7784s0001	Sdiv_ptg000007l_0967-R
OG0010619	Stapi.0641s0026	Sdiv_ptg000007l_0968-R
OG0010620	Stapi.1113s0001	Sdiv_ptg000012l_1264-R
OG0010621	Stapi.11160s0003	Sdiv_ptg000012l_1262-R
OG0010622	Stapi.7951s0003	Sdiv_ptg000012l_1257-R
OG0010623	Stapi.2057s0004	Sdiv_ptg000012l_1253-R
OG0010624	Stapi.3644s0004, Stapi.4229s0004	Sdiv_ptg000012l_1248-R
OG0010625	Stapi.3644s0003	Sdiv_ptg000007l_0986-R
OG0010626	Stapi.0356s0008	Sdiv_ptg000012l_1239-R
OG0010627	Stapi.6784s0004, Stapi.0356s0013	Sdiv_ptg000007l_0996-R
OG0010628	Stapi.0356s0014	Sdiv_ptg000012l_1235-R
OG0010629	Stapi.0356s0017	Sdiv_ptg000007l_0999-R, Sdiv_ptg000012l_1233-R
OG0010630	Stapi.10868s0002	Sdiv_ptg000007l_1001-R
OG0010630	Stapi.0356s0021	Sdiv_ptg000012l_1231-R
OG0010631	Stapi.2605s0003, Stapi.3511s0006	Sdiv_ptg000012l_1226-R, Sdiv_ptg000007l_1008-R
OG0010633	Stapi.0126s0022, Stapi.3637s0005	Sdiv_ptg000001l_0775-R
OG0010634	Stapi.2125s0006	Sdiv_ptg000001l_0738-R
OG0010635	Stapi.0554s0010, Stapi.0311s0026, Stapi.0792s0016	Sdiv_ptg000013l_0651-R
OG0010636	Stapi.1593s0003	Sdiv_ptg000001l_0678-R
OG0010637	Stapi.2326s0001	Sdiv_ptg000013l_0627-R
OG0010638	Stapi.7645s0002, Stapi.1980s0006	Sdiv_ptg000001l_1347-R, Sdiv_ptg000013l_1282-R
OG0010639	Stapi.16287s0001, Stapi.11301s0001, Stapi.2463s0005	Sdiv_ptg000022l_1599-R
OG0010640	Stapi.7074s0002	Sdiv_ptg000015l_1497-R
OG0010640	Stapi.4791s0007	Sdiv_ptg000002l_0635-R
OG0010642	Stapi.3886s0002	Sdiv_ptg000002l_0590-R
OG0010642	Stapi.0692s0006	Sdiv_ptg000015l_1538-R
OG0010643	Stapi.3084s0001	Sdiv_ptg000002l_0588-R
OG0010644	Stapi.0307s0010	Sdiv_ptg000002l_0543-R
OG0010645	Stapi.4123s0008	Sdiv_ptg000015l_1584-R
OG0010645	Stapi.0573s0006	Sdiv_ptg000002l_0541-R
OG0010646	Stapi.2841s0006, Stapi.0264s0005	Sdiv_ptg000002l_0534-R
OG0010647	Stapi.10409s0001	Sdiv_ptg000015l_1593-R
OG0010648	Stapi.0264s0018	Sdiv_ptg000015l_1597-R, Sdiv_ptg000002l_0522-R
OG0010649	Stapi.0264s0019	Sdiv_ptg000015l_1598-R, Sdiv_ptg000002l_0521-R
OG0010650	Stapi.1166s0019	Sdiv_ptg000002l_0517-R
OG0010651	Stapi.4270s0004	Sdiv_ptg000015l_1609-R
OG0010652	Stapi.1166s0003	Sdiv_ptg000002l_0506-R
OG0010654	Stapi.2129s0007	Sdiv_ptg000015l_1622-R, Sdiv_ptg000002l_0494-R
OG0010655	Stapi.0237s0003	Sdiv_ptg000015l_1627-R, Sdiv_ptg000002l_0491-R
OG0010656	Stapi.0237s0005	Sdiv_ptg000002l_0489-R, Sdiv_ptg000015l_1629-R
OG0010657	Stapi.1068s0008	Sdiv_ptg000015l_1631-R, Sdiv_ptg000002l_0487-R
OG0010658	Stapi.1068s0007	Sdiv_ptg000002l_0486-R
OG0010659	Stapi.5191s0005	Sdiv_ptg000002l_0480-R
OG0010660	Stapi.3812s0001	Sdiv_ptg000002l_0479-R, Sdiv_ptg000015l_1638-R
OG0010661	Stapi.3422s0004	Sdiv_ptg000002l_0477-R
OG0010662	Stapi.3422s0006	Sdiv_ptg000002l_0475-R, Sdiv_ptg000015l_1640-R
OG0010663	Stapi.0307s0003	Sdiv_ptg000002l_0474-R
OG0010664	Stapi.0573s0009	Sdiv_ptg000002l_0467-R
OG0010665	Stapi.0573s0015, Stapi.5602s0004	Sdiv_ptg000015l_1651-R
OG0010667	Stapi.4950s0001, Stapi.0218s0033	Sdiv_ptg000002l_0449-R
OG0010668	Stapi.0218s0028	Sdiv_ptg000002l_0444-R
OG0010669	Stapi.0725s0003, Stapi.6409s0002, Stapi.0218s0026	Sdiv_ptg000002l_0442-R
OG0010671	Stapi.0218s0022	Sdiv_ptg000002l_0439-R
OG0010672	Stapi.0218s0019	Sdiv_ptg000002l_0437-R
OG0010673	Stapi.1645s0007, Stapi.0218s0014	Sdiv_ptg000002l_0434-R
OG0010674	Stapi.0218s0010	Sdiv_ptg000015l_1676-R, Sdiv_ptg000002l_0430-R
OG0010675	Stapi.1645s0004	Sdiv_ptg000015l_1679-R
OG0010676	Stapi.9259s0001	Sdiv_ptg000015l_1680-R
OG0010677	Stapi.0758s0007	Sdiv_ptg000015l_1685-R, Sdiv_ptg000002l_0421-R
OG0010678	Stapi.4780s0002, Stapi.0758s0011	Sdiv_ptg000015l_1687-R
OG0010679	Stapi.0758s0012, Stapi.13365s0003	Sdiv_ptg000015l_1688-R
OG0010680	Stapi.13365s0002, Stapi.4780s0003	Sdiv_ptg000002l_0417-R
OG0010681	Stapi.2583s0001	Sdiv_ptg000002l_0414-R
OG0010683	Stapi.2257s0007	Sdiv_ptg000002l_0409-R, Sdiv_ptg000015l_1698-R
OG0010684	Stapi.0855s0018	Sdiv_ptg000002l_0407-R
OG0010685	Stapi.4212s0001	Sdiv_ptg000002l_0404-R, Sdiv_ptg000015l_1701-R
OG0010686	Stapi.7523s0002	Sdiv_ptg000015l_1705-R
OG0010687	Stapi.1456s0014	Sdiv_ptg000002l_0399-R
OG0010688	Stapi.2696s0007	Sdiv_ptg000015l_1714-R, Sdiv_ptg000002l_0392-R
OG0010689	Stapi.2796s0002	Sdiv_ptg000002l_0389-R
OG0010690	Stapi.1554s0011	Sdiv_ptg000015l_1719-R
OG0010691	Stapi.1554s0012	Sdiv_ptg000015l_1720-R
OG0010692	Stapi.8416s0001, Stapi.2796s0005	Sdiv_ptg000015l_1721-R
OG0010693	Stapi.8416s0003	Sdiv_ptg000015l_1723-R
OG0010694	Stapi.0647s0017	Sdiv_ptg000002l_0378-R
OG0010695	Stapi.3215s0006	Sdiv_ptg000015l_1732-R
OG0010696	Stapi.0010s0007	Sdiv_ptg000002l_0264-R
OG0010697	Stapi.2020s0003	Sdiv_ptg000015l_1840-R
OG0010698	Stapi.0010s0005, Stapi.2020s0004	Sdiv_ptg000015l_1839-R
OG0010699	Stapi.0010s0004	Sdiv_ptg000002l_0266-R
OG0010700	Stapi.3017s0009	Sdiv_ptg000015l_1828-R
OG0010701	Stapi.3017s0006, Stapi.1198s0011	Sdiv_ptg000002l_0282-R
OG0010702	Stapi.1198s0008	Sdiv_ptg000015l_1822-R, Sdiv_ptg000002l_0284-R
OG0010703	Stapi.0292s0013	Sdiv_ptg000015l_1820-R, Sdiv_ptg000002l_0287-R
OG0010704	Stapi.0292s0015	Sdiv_ptg000002l_0289-R
OG0010705	Stapi.0292s0016	Sdiv_ptg000002l_0290-R
OG0010706	Stapi.2031s0003	Sdiv_ptg000015l_1814-R, Sdiv_ptg000002l_0292-R
OG0010707	Stapi.4342s0001	Sdiv_ptg000002l_0296-R
OG0010709	Stapi.1686s0001, Stapi.2700s0003	Sdiv_ptg000015l_1805-R
OG0010710	Stapi.4103s0006	Sdiv_ptg000002l_0306-R
OG0010711	Stapi.4103s0005	Sdiv_ptg000002l_0307-R
OG0010712	Stapi.2298s0002, Stapi.4103s0003	Sdiv_ptg000015l_1800-R
OG0010714	Stapi.2298s0006	Sdiv_ptg000002l_0312-R
OG0010715	Stapi.2298s0007	Sdiv_ptg000002l_0313-R
OG0010716	Stapi.8035s0001	Sdiv_ptg000002l_0316-R, Sdiv_ptg000015l_1792-R
OG0010717	Stapi.2277s0006	Sdiv_ptg000015l_1786-R
OG0010718	Stapi.5898s0003	Sdiv_ptg000002l_0323-R
OG0010719	Stapi.2176s0007	Sdiv_ptg000002l_0325-R
OG0010720	Stapi.2277s0013	Sdiv_ptg000015l_1782-R
OG0010721	Stapi.0619s0004	Sdiv_ptg000002l_0334-R
OG0010722	Stapi.3274s0002	Sdiv_ptg000015l_1777-R
OG0010723	Stapi.3274s0005, Stapi.0619s0008	Sdiv_ptg000002l_0338-R
OG0010724	Stapi.0619s0010	Sdiv_ptg000015l_1774-R, Sdiv_ptg000002l_0339-R
OG0010725	Stapi.0619s0012	Sdiv_ptg000002l_0340-R
OG0010726	Stapi.0619s0013	Sdiv_ptg000002l_0341-R
OG0010727	Stapi.3252s0002	Sdiv_ptg000015l_1771-R
OG0010728	Stapi.0728s0009	Sdiv_ptg000002l_0345-R, Sdiv_ptg000015l_1768-R
OG0010729	Stapi.0728s0008	Sdiv_ptg000002l_0346-R
OG0010730	Stapi.0728s0004	Sdiv_ptg000002l_0348-R
OG0010731	Stapi.2398s0002	Sdiv_ptg000002l_0355-R, Sdiv_ptg000015l_1758-R
OG0010732	Stapi.3515s0006	Sdiv_ptg000015l_1753-R
OG0010733	Stapi.3826s0006	Sdiv_ptg000015l_1748-R, Sdiv_ptg000002l_0363-R
OG0010734	Stapi.0647s0002	Sdiv_ptg000002l_0368-R
OG0010734	Stapi.4427s0001	Sdiv_ptg000015l_1742-R
OG0010735	Stapi.0647s0004	Sdiv_ptg000002l_0370-R
OG0010736	Stapi.2896s0008	Sdiv_ptg000002l_0246-R
OG0010737	Stapi.2118s0002	Sdiv_ptg000015l_1855-R
OG0010738	Stapi.2896s0004	Sdiv_ptg000002l_0242-R
OG0010739	Stapi.2896s0003	Sdiv_ptg000002l_0241-R
OG0010740	Stapi.2896s0002	Sdiv_ptg000002l_0240-R
OG0010741	Stapi.2118s0007	Sdiv_ptg000002l_0237-R, Sdiv_ptg000015l_1861-R
OG0010742	Stapi.4455s0007	Sdiv_ptg000002l_0224-R
OG0010743	Stapi.4784s0004, Stapi.4455s0004	Sdiv_ptg000002l_0221-R
OG0010744	Stapi.4784s0003	Sdiv_ptg000015l_1874-R
OG0010744	Stapi.8493s0002	Sdiv_ptg000002l_0220-R
OG0010745	Stapi.1082s0003	Sdiv_ptg000013l_1750-R
OG0010746	Stapi.8347s0003, Stapi.22481s0001, Stapi.9065s0001	Sdiv_ptg000001l_1802-R
OG0010747	Stapi.4748s0005, Stapi.4748s0006, Stapi.6784s0007	Sdiv_ptg000001l_1630-R
OG0010748	Stapi.4748s0002, Stapi.1924s0001, Stapi.1944s0008	Sdiv_ptg000001l_1627-R
OG0010749	Stapi.4725s0001	Sdiv_ptg000013l_1519-R
OG0010749	Stapi.3717s0001	Sdiv_ptg000001l_1588-R
OG0010750	Stapi.4725s0002	Sdiv_ptg000013l_1518-R
OG0010750	Stapi.3717s0002	Sdiv_ptg000001l_1587-R
OG0010751	Stapi.6913s0002	Sdiv_ptg000013l_1373-R
OG0010751	Stapi.2160s0001	Sdiv_ptg000001l_1442-R
OG0010752	Stapi.2389s0001, Stapi.6662s0008, Stapi.6662s0009	Sdiv_ptg000001l_1426-R
OG0010753	Stapi.9229s0001	Sdiv_ptg000011l_0071-R, Sdiv_ptg000013l_0070-R
OG0010756	Stapi.7832s0003	Sdiv_ptg000013l_0057-R, Sdiv_ptg000011l_0056-R
OG0010757	Stapi.7832s0001	Sdiv_ptg000001l_0072-R
OG0010759	Stapi.9257s0002	Sdiv_ptg000001l_0067-R
OG0010762	Stapi.0622s0011	Sdiv_ptg000011l_0044-R, Sdiv_ptg000013l_0045-R
OG0010763	Stapi.2986s0005, Stapi.2974s0009	Sdiv_ptg000001l_0053-R
OG0010766	Stapi.14131s0001	Sdiv_ptg000001l_0043-R
OG0010768	Stapi.4572s0004	Sdiv_ptg000011l_0019-R, Sdiv_ptg000013l_0024-R
OG0010769	Stapi.4572s0003	Sdiv_ptg000011l_0018-R, Sdiv_ptg000013l_0023-R, Sdiv_ptg000001l_0032-R
OG0010770	Stapi.6177s0003	Sdiv_ptg000011l_0009-R, Sdiv_ptg000013l_0014-R
OG0010771	Stapi.2912s0001, Stapi.0732s0006	Sdiv_ptg000014l_1921-R
OG0010772	Stapi.5884s0002, Stapi.0011s0028	Sdiv_ptg000014l_1860-R
OG0010773	Stapi.14100s0001, Stapi.0709s0003, Stapi.0193s0009	Sdiv_ptg000022l_0328-R
OG0010774	Stapi.0010s0052, Stapi.0200s0001	Sdiv_ptg000022l_0367-R
OG0010775	Stapi.0133s0017	Sdiv_ptg000022l_0381-R
OG0010776	Stapi.0133s0018	Sdiv_ptg000022l_0382-R
OG0010777	Stapi.6533s0001, Stapi.0037s0031	Sdiv_ptg000022l_0540-R, Sdiv_ptg000008l_0483-R
OG0010778	Stapi.4516s0003	Sdiv_ptg000015l_0046-R, Sdiv_ptg000002l_2123-R
OG0010779	Stapi.0549s0017	Sdiv_ptg000012l_1414-R
OG0010779	Stapi.1065s0022	Sdiv_ptg000007l_0845-R
OG0010780	Stapi.0372s0004	Sdiv_ptg000005l_0082-R
OG0010781	Stapi.0002s0012	Sdiv_ptg000004l_0356-R
OG0010783	Stapi.1035s0008	Sdiv_ptg000005l_0387-R
OG0010784	Stapi.0887s0019, Stapi.1035s0007	Sdiv_ptg000005l_0386-R
OG0010785	Stapi.0887s0020	Sdiv_ptg000004l_0685-R
OG0010786	Stapi.1419s0001	Sdiv_ptg000005l_0379-R
OG0010787	Stapi.1011s0009	Sdiv_ptg000005l_0376-R
OG0010788	Stapi.0661s0020, Stapi.3839s0005	Sdiv_ptg000005l_0364-R
OG0010789	Stapi.0736s0002, Stapi.4724s0002	Sdiv_ptg000005l_0346-R
OG0010791	Stapi.4742s0005	Sdiv_ptg000013l_0084-R, Sdiv_ptg000011l_0085-R, Sdiv_ptg000001l_0096-R
OG0010792	Stapi.0737s0008	Sdiv_ptg000001l_0101-R, Sdiv_ptg000013l_0092-R
OG0010793	Stapi.0737s0005	Sdiv_ptg000013l_0093-R, Sdiv_ptg000011l_0094-R
OG0010797	Stapi.0868s0001	Sdiv_ptg000011l_0146-R, Sdiv_ptg000013l_0137-R
OG0010802	Stapi.3629s0003	Sdiv_ptg000001l_0173-R
OG0010804	Stapi.4660s0003, Stapi.2012s0005	Sdiv_ptg000001l_0163-R
OG0010807	Stapi.7967s0002	Sdiv_ptg000011l_0182-R, Sdiv_ptg000013l_0172-R
OG0010809	Stapi.10975s0001	Sdiv_ptg000013l_0179-R, Sdiv_ptg000001l_0191-R
OG0010811	Stapi.3610s0005, Stapi.2675s0004	Sdiv_ptg000001l_0195-R
OG0010812	Stapi.5115s0002, Stapi.8896s0001	Sdiv_ptg000011l_0192-R
OG0010813	Stapi.13724s0001	Sdiv_ptg000013l_0184-R, Sdiv_ptg000001l_0198-R
OG0010814	Stapi.5115s0001	Sdiv_ptg000011l_0193-R
OG0010815	Stapi.9345s0004	Sdiv_ptg000011l_0195-R, Sdiv_ptg000013l_0186-R
OG0010819	Stapi.1581s0002, Stapi.5711s0002	Sdiv_ptg000011l_0204-R
OG0010821	Stapi.5917s0002	Sdiv_ptg000005l_1822-R
OG0010822	Stapi.7962s0003, Stapi.2219s0002	Sdiv_ptg000005l_1753-R
OG0010823	Stapi.0550s0002, Stapi.2879s0008, Stapi.28413s0001	Sdiv_ptg000005l_1716-R
OG0010824	Stapi.11923s0003, Stapi.23181s0001	Sdiv_ptg000005l_1503-R
OG0010827	Stapi.0719s0002	Sdiv_ptg000005l_1278-R
OG0010828	Stapi.18151s0001, Stapi.7362s0003	Sdiv_ptg000004l_0725-R
OG0010829	Stapi.2253s0002	Sdiv_ptg000005l_0424-R
OG0010830	Stapi.2839s0005	Sdiv_ptg000005l_0425-R
OG0010831	Stapi.2839s0004, Stapi.1753s0005	Sdiv_ptg000004l_0733-R
OG0010832	Stapi.2839s0001	Sdiv_ptg000005l_0430-R
OG0010833	Stapi.0754s0002, Stapi.1753s0001	Sdiv_ptg000004l_0735-R
OG0010834	Stapi.0754s0006, Stapi.2496s0012	Sdiv_ptg000005l_0433-R
OG0010835	Stapi.0754s0007	Sdiv_ptg000005l_0434-R
OG0010836	Stapi.2108s0001, Stapi.9832s0002, Stapi.5713s0005	Sdiv_ptg000004l_1318-R
OG0010837	Stapi.7575s0001, Stapi.5713s0004, Stapi.2496s0006	Sdiv_ptg000004l_0742-R
OG0010838	Stapi.2506s0003	Sdiv_ptg000005l_0444-R
OG0010839	Stapi.2506s0001	Sdiv_ptg000004l_0750-R, Sdiv_ptg000005l_0445-R
OG0010840	Stapi.1109s0004	Sdiv_ptg000005l_0448-R, Sdiv_ptg000004l_0753-R
OG0010841	Stapi.1109s0002	Sdiv_ptg000004l_0755-R
OG0010842	Stapi.0217s0012, Stapi.0240s0014	Sdiv_ptg000001l_0427-R
OG0010845	Stapi.2834s0001	Sdiv_ptg000002l_0127-R, Sdiv_ptg000015l_1968-R
OG0010846	Stapi.15716s0001	Sdiv_ptg000002l_0128-R
OG0010847	Stapi.15716s0002	Sdiv_ptg000002l_0129-R
OG0010848	Stapi.20914s0001	Sdiv_ptg000015l_1965-R
OG0010849	Stapi.3990s0001	Sdiv_ptg000002l_0134-R
OG0010850	Stapi.3266s0002	Sdiv_ptg000015l_1956-R
OG0010851	Stapi.11085s0002	Sdiv_ptg000002l_0146-R
OG0010852	Stapi.1575s0004	Sdiv_ptg000002l_0147-R, Sdiv_ptg000015l_1953-R
OG0010853	Stapi.3310s0002	Sdiv_ptg000002l_0148-R
OG0010854	Stapi.5154s0003	Sdiv_ptg000002l_0152-R
OG0010855	Stapi.3776s0009	Sdiv_ptg000002l_0154-R, Sdiv_ptg000015l_1942-R
OG0010856	Stapi.3115s0004	Sdiv_ptg000002l_0156-R, Sdiv_ptg000015l_1941-R
OG0010857	Stapi.13604s0002	Sdiv_ptg000002l_0159-R
OG0010858	Stapi.1995s0004	Sdiv_ptg000015l_1936-R
OG0010859	Stapi.5704s0004	Sdiv_ptg000002l_0164-R
OG0010860	Stapi.5704s0003	Sdiv_ptg000015l_1933-R, Sdiv_ptg000002l_0165-R
OG0010861	Stapi.11159s0001	Sdiv_ptg000002l_0166-R
OG0010862	Stapi.4672s0002	Sdiv_ptg000015l_1927-R
OG0010863	Stapi.10393s0003	Sdiv_ptg000002l_0175-R, Sdiv_ptg000015l_1926-R
OG0010864	Stapi.5501s0003	Sdiv_ptg000002l_0177-R, Sdiv_ptg000015l_1922-R
OG0010865	Stapi.5501s0002	Sdiv_ptg000015l_1921-R, Sdiv_ptg000002l_0178-R
OG0010866	Stapi.5282s0002	Sdiv_ptg000002l_0180-R
OG0010867	Stapi.6501s0001	Sdiv_ptg000002l_0185-R
OG0010868	Stapi.7580s0001	Sdiv_ptg000002l_0187-R, Sdiv_ptg000015l_1908-R
OG0010870	Stapi.31612s0001	Sdiv_ptg000002l_0196-R, Sdiv_ptg000015l_1899-R
OG0010871	Stapi.3660s0006	Sdiv_ptg000015l_1890-R
OG0010872	Stapi.2602s0002	Sdiv_ptg000015l_1881-R, Sdiv_ptg000002l_0212-R
OG0010873	Stapi.2031s0008	Sdiv_ptg000015l_1811-R
OG0010874	Stapi.2298s0005, Stapi.1686s0006	Sdiv_ptg000002l_0311-R
OG0010876	Stapi.4319s0006	Sdiv_ptg000015l_1634-R
OG0010876	Stapi.18351s0001, Stapi.1068s0003	Sdiv_ptg000002l_0482-R
OG0010877	Stapi.3629s0005	Sdiv_ptg000013l_0157-R, Sdiv_ptg000011l_0159-R, Sdiv_ptg000013l_0148-R
OG0010878	Stapi.0082s0001, Stapi.19282s0001	Sdiv_ptg000011l_0153-R, Sdiv_ptg000013l_0143-R
OG0010879	Stapi.6870s0003, Stapi.7222s0002	Sdiv_ptg000011l_0102-R, Sdiv_ptg000013l_0100-R
OG0010880	Stapi.0737s0014, Stapi.2299s0003	Sdiv_ptg000013l_0086-R, Sdiv_ptg000011l_0087-R
OG0010881	Stapi.3439s0010	Sdiv_ptg000013l_0008-R, Sdiv_ptg000011l_0002-R, Sdiv_ptg000001l_0013-R
OG0010882	Stapi.3439s0009	Sdiv_ptg000011l_0001-R, Sdiv_ptg000013l_0007-R, Sdiv_ptg000001l_0012-R
OG0010883	Stapi.0573s0012, Stapi.0142s0026	Sdiv_ptg000015l_1307-R
OG0010884	Stapi.3160s0007, Stapi.1921s0004	Sdiv_ptg000015l_1314-R
OG0010887	Stapi.0754s0001, Stapi.2839s0002, Stapi.1753s0003	Sdiv_ptg000004l_0734-R
OG0010888	Stapi.6413s0002, Stapi.2496s0004	Sdiv_ptg000005l_0437-R, Sdiv_ptg000004l_0744-R
OG0010889	Stapi.1125s0005	Sdiv_ptg000027l_0095-R
OG0010890	Stapi.1323s0002, Stapi.0578s0004	Sdiv_ptg000004l_0228-R
OG0010891	Stapi.0521s0011, Stapi.2665s0011	Sdiv_ptg000027l_0086-R
OG0010892	Stapi.5394s0001, Stapi.7311s0002, Stapi.15459s0001	Sdiv_ptg000027l_0080-R
OG0010893	Stapi.0044s0010, Stapi.0016s0036	Sdiv_ptg000008l_0548-R, Sdiv_ptg000022l_0583-R
OG0010894	Stapi.2665s0010, Stapi.0521s0010	Sdiv_ptg000004l_0233-R
OG0010895	Stapi.0207s0007, Stapi.2101s0006	Sdiv_ptg000004l_0278-R
OG0010898	Stapi.5200s0001	Sdiv_ptg000015l_0030-R
OG0010913	Stapi.0198s0011, Stapi.3039s0008	Sdiv_ptg000007l_0439-R, Sdiv_ptg000012l_2018-R, Sdiv_ptg000022l_0393-R, Sdiv_ptg000004l_0346-R, Sdiv_ptg000015l_1177-R
OG0010914	Stapi.18461s0001, Stapi.4145s0012, Stapi.0705s0003, Stapi.1700s0006, Stapi.1764s0002, Stapi.11991s0001	Sdiv_ptg000004l_0868-R
OG0010915	Stapi.1739s0009	Sdiv_ptg000005l_0250-R, Sdiv_ptg000014l_1886-R, Sdiv_ptg000013l_0478-R, Sdiv_ptg000008l_0273-R, Sdiv_ptg000010l_1442-R, Sdiv_ptg000007l_0546-R
OG0010917	Stapi.5956s0001, Stapi.18731s0001, Stapi.0590s0024, Stapi.2164s0001, Stapi.4859s0001, Stapi.4930s0002	Sdiv_ptg000015l_1286-R
OG0010918	Stapi.10681s0003	Sdiv_ptg000471l_0001-R, Sdiv_ptg000332l_0002-R, Sdiv_ptg000158l_0001-R, Sdiv_ptg000079l_0001-R, Sdiv_ptg000768l_0001-R, Sdiv_ptg000893l_0001-R
OG0010953	Stapi.2826s0005	Sdiv_ptg000007l_0821-R
OG0010954	Stapi.7125s0001	Sdiv_ptg000007l_0818-R
OG0010955	Stapi.2972s0007	Sdiv_ptg000012l_1450-R
OG0010958	Stapi.3301s0004	Sdiv_ptg000012l_1460-R
OG0010959	Stapi.15557s0002	Sdiv_ptg000012l_1463-R
OG0010960	Stapi.3801s0004	Sdiv_ptg000007l_0794-R
OG0010962	Stapi.0243s0015	Sdiv_ptg000012l_1467-R
OG0010964	Stapi.4428s0001	Sdiv_ptg000012l_1472-R
OG0010965	Stapi.5633s0001	Sdiv_ptg000012l_1479-R
OG0010966	Stapi.3469s0005	Sdiv_ptg000012l_1481-R
OG0010967	Stapi.1937s0001	Sdiv_ptg000007l_0775-R
OG0010968	Stapi.0242s0012	Sdiv_ptg000012l_1494-R
OG0010969	Stapi.0242s0011, Stapi.8471s0001	Sdiv_ptg000007l_0771-R
OG0010970	Stapi.4872s0001	Sdiv_ptg000007l_0754-R
OG0010971	Stapi.18320s0002	Sdiv_ptg000012l_1514-R
OG0010972	Stapi.2144s0002	Sdiv_ptg000012l_1516-R
OG0010973	Stapi.2144s0009	Sdiv_ptg000007l_0747-R
