Desc	Orthogroup	Aal	Aar	Aly	Ath	Boh	Cam	Chi	Dni	Esy	Rsq	Spi	Streptanthus	Tar	Tpa
(null)	OG0022233	0	0	1	0	1	0	0	0	1	1	0	0	0	0
(null)	OG0022235	0	0	1	0	0	0	0	0	0	0	0	0	0	3
(null)	OG0022236	0	0	1	0	1	0	0	0	1	0	1	0	0	0
(null)	OG0022237	0	0	1	1	0	1	0	0	0	0	1	0	0	0
(null)	OG0022238	0	0	3	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0022239	0	0	2	1	0	0	0	1	0	0	0	0	0	0
(null)	OG0022241	0	0	2	0	0	1	0	0	1	0	0	0	0	0
(null)	OG0022242	0	0	1	3	0	0	0	0	0	0	0	0	0	0
(null)	OG0022243	0	0	1	1	0	0	0	0	2	0	0	0	0	0
(null)	OG0022244	0	0	1	0	1	0	0	1	0	1	0	0	0	0
(null)	OG0022245	0	0	1	2	0	0	1	0	0	0	0	0	0	0
(null)	OG0022246	0	0	1	1	1	1	0	0	0	0	0	0	0	0
(null)	OG0022247	0	0	1	0	2	0	0	0	0	0	1	0	0	0
(null)	OG0022248	0	0	1	0	2	0	0	0	0	0	0	0	1	0
(null)	OG0022249	0	0	1	1	1	0	0	0	0	0	1	0	0	0
(null)	OG0022250	0	0	1	0	0	0	1	0	0	0	1	0	1	0
(null)	OG0022251	0	0	1	0	2	0	0	0	0	0	0	1	0	0
(null)	OG0022252	0	0	1	0	1	0	0	0	0	0	1	0	0	1
(null)	OG0022253	0	0	1	1	0	0	0	0	2	0	0	0	0	0
(null)	OG0022254	0	0	1	3	0	0	0	0	0	0	0	0	0	0
(null)	OG0022256	0	0	1	3	0	0	0	0	0	0	0	0	0	0
(null)	OG0022257	0	0	1	2	0	0	1	0	0	0	0	0	0	0
(null)	OG0022258	0	0	1	0	0	0	0	0	0	0	3	0	0	0
(null)	OG0022259	0	0	1	0	0	0	0	1	0	0	1	0	1	0
(null)	OG0022260	0	0	1	0	0	0	0	0	0	0	1	0	2	0
(null)	OG0022261	0	0	1	0	2	0	0	0	0	0	0	1	0	0
(null)	OG0022262	0	0	1	1	2	0	0	0	0	0	0	0	0	0
(null)	OG0022263	0	0	1	1	1	1	0	0	0	0	0	0	0	0
(null)	OG0022264	0	0	2	0	1	0	0	0	0	0	1	0	0	0
(null)	OG0022265	0	0	1	3	0	0	0	0	0	0	0	0	0	0
(null)	OG0022266	0	0	1	0	3	0	0	0	0	0	0	0	0	0
(null)	OG0022267	0	0	1	0	0	0	0	0	0	0	0	2	0	1
(null)	OG0022268	0	0	1	1	0	0	0	0	0	0	0	0	2	0
(null)	OG0022270	0	0	3	0	0	0	0	0	0	0	0	0	0	1
(null)	OG0022271	0	0	2	0	0	0	0	0	1	0	1	0	0	0
(null)	OG0022272	0	0	1	0	2	0	0	0	1	0	0	0	0	0
(null)	OG0022273	0	0	1	1	0	0	1	0	1	0	0	0	0	0
(null)	OG0022275	0	0	1	1	0	0	1	0	1	0	0	0	0	0
(null)	OG0022276	0	0	1	1	0	0	2	0	0	0	0	0	0	0
(null)	OG0022277	0	0	1	0	0	0	0	0	3	0	0	0	0	0
(null)	OG0022278	0	0	1	0	1	0	0	0	0	0	0	2	0	0
(null)	OG0022279	0	0	1	0	2	0	0	0	0	0	1	0	0	0
(null)	OG0022280	0	0	1	1	0	1	0	0	0	0	1	0	0	0
(null)	OG0022281	0	0	2	0	0	0	0	2	0	0	0	0	0	0
(null)	OG0022282	0	0	2	1	0	0	0	1	0	0	0	0	0	0
(null)	OG0022284	0	0	1	1	0	0	0	0	1	0	0	0	0	1
(null)	OG0022285	0	0	1	0	0	0	0	0	3	0	0	0	0	0
(null)	OG0022286	0	0	2	0	0	0	0	0	2	0	0	0	0	0
(null)	OG0022287	0	0	1	0	0	0	0	0	0	3	0	0	0	0
(null)	OG0022288	0	0	2	1	0	0	1	0	0	0	0	0	0	0
(null)	OG0022289	0	0	1	1	0	0	1	0	1	0	0	0	0	0
(null)	OG0022290	0	0	3	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0022291	0	0	3	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0022292	0	0	1	3	0	0	0	0	0	0	0	0	0	0
(null)	OG0022293	0	0	1	0	0	0	0	0	0	0	1	0	0	2
(null)	OG0022294	0	0	1	3	0	0	0	0	0	0	0	0	0	0
(null)	OG0022295	0	0	1	0	0	0	2	0	0	0	0	0	1	0
(null)	OG0022296	0	0	1	3	0	0	0	0	0	0	0	0	0	0
(null)	OG0022297	0	0	1	0	1	0	0	0	0	0	0	2	0	0
(null)	OG0022298	0	0	1	1	0	0	1	0	1	0	0	0	0	0
(null)	OG0022299	0	0	1	0	1	0	0	2	0	0	0	0	0	0
(null)	OG0022300	0	0	1	0	1	0	1	0	0	0	0	0	0	1
(null)	OG0022301	0	0	1	0	0	0	0	1	1	0	0	1	0	0
(null)	OG0022302	0	0	1	0	1	0	0	0	0	0	1	0	1	0
(null)	OG0022303	0	0	2	1	0	0	0	1	0	0	0	0	0	0
(null)	OG0022304	0	0	1	0	0	0	0	0	0	0	3	0	0	0
(null)	OG0022305	0	0	2	1	0	0	1	0	0	0	0	0	0	0
(null)	OG0022306	0	0	1	1	0	0	0	0	1	0	0	0	1	0
(null)	OG0022307	0	0	1	1	0	0	0	1	1	0	0	0	0	0
(null)	OG0022308	0	0	1	0	0	1	1	0	0	0	0	0	1	0
(null)	OG0022309	0	0	1	0	0	0	0	0	1	2	0	0	0	0
(null)	OG0022310	0	0	2	0	0	0	0	1	0	0	1	0	0	0
(null)	OG0022311	0	0	1	1	1	0	1	0	0	0	0	0	0	0
(null)	OG0022312	0	0	1	0	0	0	3	0	0	0	0	0	0	0
(null)	OG0022313	0	0	1	0	0	0	1	0	1	0	0	0	1	0
(null)	OG0022316	0	0	0	1	1	0	1	0	1	0	0	0	0	0
(null)	OG0022317	0	0	0	1	0	0	0	0	3	0	0	0	0	0
(null)	OG0022320	0	0	0	1	0	0	0	0	0	0	1	1	0	1
(null)	OG0022321	0	0	0	1	0	0	1	2	0	0	0	0	0	0
(null)	OG0022322	0	0	0	1	0	0	0	0	2	0	0	0	0	1
(null)	OG0022323	0	0	0	1	0	0	0	0	3	0	0	0	0	0
(null)	OG0022324	0	0	0	1	1	0	0	0	0	2	0	0	0	0
(null)	OG0022326	0	0	0	1	1	0	0	0	0	0	0	2	0	0
(null)	OG0022327	0	0	0	3	0	0	0	0	0	1	0	0	0	0
(null)	OG0022328	0	0	0	1	1	0	0	0	0	0	0	0	0	2
(null)	OG0022329	0	0	0	1	0	0	3	0	0	0	0	0	0	0
(null)	OG0022330	0	0	0	2	1	0	0	0	0	0	1	0	0	0
(null)	OG0022332	0	0	0	1	0	1	1	0	0	0	1	0	0	0
(null)	OG0022333	0	0	0	1	0	0	0	0	0	1	1	0	0	1
(null)	OG0022334	0	0	0	1	1	0	0	1	0	0	1	0	0	0
(null)	OG0022335	0	0	0	1	0	0	1	0	0	1	0	0	0	1
(null)	OG0022337	0	0	0	1	0	0	0	1	1	0	1	0	0	0
(null)	OG0022338	0	0	0	1	0	3	0	0	0	0	0	0	0	0
(null)	OG0022339	0	0	0	1	0	0	0	0	1	0	1	1	0	0
(null)	OG0022340	0	0	0	1	1	1	0	0	0	0	0	1	0	0
(null)	OG0022341	0	0	0	1	0	0	0	0	2	0	0	0	0	1
(null)	OG0022342	0	0	0	1	0	0	0	1	0	1	1	0	0	0
(null)	OG0022343	0	0	0	1	0	0	1	0	0	0	0	0	2	0
(null)	OG0022345	0	0	0	1	0	0	0	0	3	0	0	0	0	0
(null)	OG0022346	0	0	0	1	0	0	1	1	0	0	0	0	1	0
(null)	OG0022347	0	0	0	1	1	0	0	1	0	0	0	0	0	1
(null)	OG0022348	0	0	0	1	0	0	1	0	0	0	0	0	2	0
(null)	OG0022349	0	0	0	1	1	1	0	0	0	0	0	0	1	0
(null)	OG0022350	0	0	0	2	1	0	0	0	0	1	0	0	0	0
(null)	OG0022351	0	0	0	1	1	1	0	0	0	0	0	0	1	0
(null)	OG0022352	0	0	0	1	0	0	0	3	0	0	0	0	0	0
(null)	OG0022353	0	0	0	1	0	0	0	0	1	0	1	0	0	1
(null)	OG0022354	0	0	0	1	0	0	1	0	1	0	1	0	0	0
(null)	OG0022355	0	0	0	1	0	0	0	0	0	1	1	0	0	1
(null)	OG0022356	0	0	0	1	0	0	1	1	0	0	1	0	0	0
(null)	OG0022357	0	0	0	1	1	0	0	0	0	2	0	0	0	0
(null)	OG0022358	0	0	0	1	0	0	1	0	0	0	2	0	0	0
(null)	OG0022359	0	0	0	1	0	0	0	3	0	0	0	0	0	0
(null)	OG0022361	0	0	0	3	0	0	0	0	0	1	0	0	0	0
(null)	OG0022362	0	0	0	1	1	1	0	0	0	0	1	0	0	0
(null)	OG0022363	0	0	0	1	0	0	3	0	0	0	0	0	0	0
(null)	OG0022364	0	0	0	1	0	0	0	0	0	0	3	0	0	0
(null)	OG0022365	0	0	0	1	0	0	0	0	0	0	2	0	1	0
(null)	OG0022366	0	0	0	1	0	1	1	0	0	0	0	0	1	0
(null)	OG0022367	0	0	0	1	3	0	0	0	0	0	0	0	0	0
(null)	OG0022368	0	0	0	3	1	0	0	0	0	0	0	0	0	0
(null)	OG0022369	0	0	0	1	0	0	0	0	1	0	2	0	0	0
(null)	OG0022370	0	0	0	1	0	1	0	0	0	0	1	0	1	0
(null)	OG0022371	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022373	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022376	0	0	0	0	1	1	0	0	0	0	1	0	1	0
(null)	OG0022377	0	0	0	0	1	1	0	0	0	0	1	0	1	0
(null)	OG0022378	0	0	0	0	3	0	0	0	0	0	0	0	0	1
(null)	OG0022379	0	0	0	0	3	0	1	0	0	0	0	0	0	0
(null)	OG0022383	0	0	0	0	2	0	0	0	0	0	0	2	0	0
(null)	OG0022384	0	0	0	0	3	0	0	0	0	0	0	0	1	0
(null)	OG0022386	0	0	0	0	3	0	1	0	0	0	0	0	0	0
(null)	OG0022387	0	0	0	0	3	0	0	0	0	0	0	1	0	0
(null)	OG0022389	0	0	0	0	3	0	0	1	0	0	0	0	0	0
(null)	OG0022390	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022391	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022396	0	0	0	0	1	0	0	2	0	0	0	1	0	0
(null)	OG0022400	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022401	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022404	0	0	0	0	1	0	0	0	1	2	0	0	0	0
(null)	OG0022405	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022407	0	0	0	0	3	0	0	0	0	0	0	1	0	0
(null)	OG0022411	0	0	0	0	1	1	0	0	0	1	1	0	0	0
(null)	OG0022415	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022418	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022419	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022422	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022424	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022426	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022427	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022429	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022431	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022439	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022440	0	0	0	0	3	0	0	1	0	0	0	0	0	0
(null)	OG0022442	0	0	0	0	3	0	0	0	0	0	0	1	0	0
(null)	OG0022443	0	0	0	0	3	0	0	0	0	0	1	0	0	0
(null)	OG0022444	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022446	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022447	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022448	0	0	0	0	1	0	0	0	0	2	0	1	0	0
(null)	OG0022450	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022452	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022456	0	0	0	0	1	0	0	0	1	1	0	0	1	0
(null)	OG0022462	0	0	0	0	1	0	0	3	0	0	0	0	0	0
(null)	OG0022464	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022466	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022469	0	0	0	0	1	0	0	0	0	0	3	0	0	0
(null)	OG0022472	0	0	0	0	3	0	0	0	0	0	0	0	0	1
(null)	OG0022473	0	0	0	0	2	0	0	1	0	0	1	0	0	0
(null)	OG0022474	0	0	0	0	1	0	0	1	0	2	0	0	0	0
(null)	OG0022475	0	0	0	0	1	1	0	0	1	0	0	1	0	0
(null)	OG0022476	0	0	0	0	1	0	0	0	0	0	1	2	0	0
(null)	OG0022477	0	0	0	0	3	0	0	0	1	0	0	0	0	0
(null)	OG0022478	0	0	0	0	3	0	0	1	0	0	0	0	0	0
(null)	OG0022480	0	0	0	0	2	0	0	0	1	0	0	0	1	0
(null)	OG0022481	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022490	0	0	0	0	3	0	0	1	0	0	0	0	0	0
(null)	OG0022491	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022493	0	0	0	0	1	1	1	0	0	0	1	0	0	0
(null)	OG0022495	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022496	0	0	0	0	2	0	0	0	0	1	0	1	0	0
(null)	OG0022497	0	0	0	0	2	0	1	0	0	0	0	0	1	0
(null)	OG0022502	0	0	0	0	1	0	0	0	2	1	0	0	0	0
(null)	OG0022503	0	0	0	0	1	0	1	1	0	0	1	0	0	0
(null)	OG0022504	0	0	0	0	1	0	0	2	0	1	0	0	0	0
(null)	OG0022507	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022508	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022510	0	0	0	0	3	0	0	0	0	0	1	0	0	0
(null)	OG0022511	0	0	0	0	1	0	0	0	1	0	2	0	0	0
(null)	OG0022512	0	0	0	0	2	0	0	1	1	0	0	0	0	0
(null)	OG0022513	0	0	0	0	3	0	0	0	0	0	1	0	0	0
(null)	OG0022514	0	0	0	0	3	0	0	0	1	0	0	0	0	0
(null)	OG0022515	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022518	0	0	0	0	2	0	0	0	1	0	1	0	0	0
(null)	OG0022527	0	0	0	0	1	0	0	2	0	0	1	0	0	0
(null)	OG0022529	0	0	0	0	2	0	0	1	0	0	1	0	0	0
(null)	OG0022533	0	0	0	0	2	0	0	1	0	1	0	0	0	0
(null)	OG0022534	0	0	0	0	1	0	0	0	0	0	3	0	0	0
(null)	OG0022538	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022539	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022540	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022542	0	0	0	0	2	0	1	0	1	0	0	0	0	0
(null)	OG0022543	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022544	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022547	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022550	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022551	0	0	0	0	3	0	0	0	0	0	0	0	0	1
(null)	OG0022554	0	0	0	0	1	0	1	0	1	0	0	1	0	0
(null)	OG0022559	0	0	0	0	1	0	1	0	1	0	1	0	0	0
(null)	OG0022560	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022561	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022562	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022564	0	0	0	0	3	0	0	0	1	0	0	0	0	0
(null)	OG0022565	0	0	0	0	1	0	0	1	0	1	0	0	0	1
(null)	OG0022566	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022568	0	0	0	0	1	1	0	1	1	0	0	0	0	0
(null)	OG0022570	0	0	0	0	3	0	0	1	0	0	0	0	0	0
(null)	OG0022571	0	0	0	0	1	1	0	0	0	0	1	0	1	0
(null)	OG0022577	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022579	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022581	0	0	0	0	1	0	0	0	0	1	1	0	1	0
(null)	OG0022582	0	0	0	0	2	0	0	2	0	0	0	0	0	0
(null)	OG0022583	0	0	0	0	2	0	0	1	0	1	0	0	0	0
(null)	OG0022585	0	0	0	0	3	0	0	1	0	0	0	0	0	0
(null)	OG0022590	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022591	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022593	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022595	0	0	0	0	1	0	0	0	0	0	3	0	0	0
(null)	OG0022596	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022597	0	0	0	0	1	0	0	0	0	2	0	1	0	0
(null)	OG0022600	0	0	0	0	1	0	0	2	1	0	0	0	0	0
(null)	OG0022601	0	0	0	0	2	0	0	0	0	1	1	0	0	0
(null)	OG0022602	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022603	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022604	0	0	0	0	1	0	1	2	0	0	0	0	0	0
(null)	OG0022605	0	0	0	0	2	0	0	0	0	1	1	0	0	0
(null)	OG0022607	0	0	0	0	2	0	1	0	0	1	0	0	0	0
(null)	OG0022610	0	0	0	0	3	0	0	1	0	0	0	0	0	0
(null)	OG0022611	0	0	0	0	1	0	3	0	0	0	0	0	0	0
(null)	OG0022612	0	0	0	0	2	0	0	0	0	0	2	0	0	0
(null)	OG0022613	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022615	0	0	0	0	1	0	1	1	0	0	1	0	0	0
(null)	OG0022616	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022617	0	0	0	0	3	0	0	0	0	0	1	0	0	0
(null)	OG0022618	0	0	0	0	3	0	0	0	0	0	0	1	0	0
(null)	OG0022619	0	0	0	0	1	0	0	1	1	1	0	0	0	0
(null)	OG0022620	0	0	0	0	1	0	0	0	0	0	3	0	0	0
(null)	OG0022623	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022624	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022626	0	0	0	0	3	0	0	0	0	0	0	0	0	1
(null)	OG0022631	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022633	0	0	0	0	2	0	0	0	0	1	0	0	1	0
(null)	OG0022634	0	0	0	0	2	1	0	0	0	0	1	0	0	0
(null)	OG0022635	0	0	0	0	2	0	0	1	0	1	0	0	0	0
(null)	OG0022636	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022639	0	0	0	0	1	0	0	0	0	0	2	1	0	0
(null)	OG0022640	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022641	0	0	0	0	1	1	0	0	0	1	1	0	0	0
(null)	OG0022642	0	0	0	0	1	0	0	0	0	0	2	0	0	1
(null)	OG0022644	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022648	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022651	0	0	0	0	1	0	0	0	0	0	0	0	1	2
(null)	OG0022653	0	0	0	0	2	1	0	0	0	0	1	0	0	0
(null)	OG0022654	0	0	0	0	3	0	0	0	0	0	1	0	0	0
(null)	OG0022655	0	0	0	0	3	0	0	0	0	0	1	0	0	0
(null)	OG0022656	0	0	0	0	3	0	1	0	0	0	0	0	0	0
(null)	OG0022657	0	0	0	0	2	0	0	0	0	0	0	2	0	0
(null)	OG0022658	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022660	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022663	0	0	0	0	1	0	0	1	1	0	0	1	0	0
(null)	OG0022664	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022665	0	0	0	0	3	0	0	0	0	0	0	1	0	0
(null)	OG0022666	0	0	0	0	2	0	0	1	0	0	0	0	0	1
(null)	OG0022669	0	0	0	0	2	1	0	0	1	0	0	0	0	0
(null)	OG0022671	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022672	0	0	0	0	2	0	0	2	0	0	0	0	0	0
(null)	OG0022673	0	0	0	0	1	0	0	0	0	1	2	0	0	0
(null)	OG0022674	0	0	0	0	1	0	0	0	1	0	2	0	0	0
(null)	OG0022677	0	0	0	0	3	0	0	0	0	0	0	1	0	0
(null)	OG0022679	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022681	0	0	0	0	1	0	2	0	0	0	1	0	0	0
(null)	OG0022684	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022688	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022691	0	0	0	0	1	0	0	0	0	1	2	0	0	0
(null)	OG0022692	0	0	0	0	1	0	2	0	1	0	0	0	0	0
(null)	OG0022693	0	0	0	0	3	0	0	1	0	0	0	0	0	0
(null)	OG0022695	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022697	0	0	0	0	1	0	0	0	0	0	3	0	0	0
(null)	OG0022699	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022700	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022701	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022702	0	0	0	0	1	0	0	1	1	0	1	0	0	0
(null)	OG0022703	0	0	0	0	2	1	0	0	0	0	1	0	0	0
(null)	OG0022708	0	0	0	0	2	0	0	0	0	0	2	0	0	0
(null)	OG0022710	0	0	0	0	2	0	0	2	0	0	0	0	0	0
(null)	OG0022712	0	0	0	0	2	0	1	0	0	0	0	1	0	0
(null)	OG0022713	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022714	0	0	0	0	1	0	0	1	0	0	2	0	0	0
(null)	OG0022715	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022716	0	0	0	0	1	0	2	0	0	0	1	0	0	0
(null)	OG0022717	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022719	0	0	0	0	1	0	0	0	0	0	0	3	0	0
(null)	OG0022720	0	0	0	0	1	0	0	0	2	0	0	0	0	1
(null)	OG0022722	0	0	0	0	1	0	1	0	0	1	0	1	0	0
(null)	OG0022724	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022725	0	0	0	0	3	1	0	0	0	0	0	0	0	0
(null)	OG0022726	0	0	0	0	1	1	0	0	0	1	0	0	1	0
(null)	OG0022729	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022731	0	0	0	0	2	0	2	0	0	0	0	0	0	0
(null)	OG0022733	0	0	0	0	2	0	2	0	0	0	0	0	0	0
(null)	OG0022734	0	0	0	0	2	1	0	0	0	0	0	0	1	0
(null)	OG0022736	0	0	0	0	1	0	0	3	0	0	0	0	0	0
(null)	OG0022737	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022739	0	0	0	0	2	0	0	0	2	0	0	0	0	0
(null)	OG0022741	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022743	0	0	0	0	1	1	1	1	0	0	0	0	0	0
(null)	OG0022745	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022746	0	0	0	0	3	0	1	0	0	0	0	0	0	0
(null)	OG0022747	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022748	0	0	0	0	1	0	0	0	1	1	1	0	0	0
(null)	OG0022749	0	0	0	0	1	0	0	0	0	2	1	0	0	0
(null)	OG0022750	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022751	0	0	0	0	2	1	0	0	0	0	1	0	0	0
(null)	OG0022752	0	0	0	0	1	0	0	0	1	2	0	0	0	0
(null)	OG0022754	0	0	0	0	1	0	0	3	0	0	0	0	0	0
(null)	OG0022755	0	0	0	0	1	1	0	0	1	0	0	0	1	0
(null)	OG0022756	0	0	0	0	1	0	1	0	0	1	0	0	0	1
(null)	OG0022757	0	0	0	0	1	2	0	0	0	0	1	0	0	0
(null)	OG0022758	0	0	0	0	1	0	2	0	0	0	1	0	0	0
(null)	OG0022759	0	0	0	0	2	0	0	0	0	0	1	1	0	0
(null)	OG0022761	0	0	0	0	2	0	0	0	0	1	1	0	0	0
(null)	OG0022762	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022763	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022764	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022765	0	0	0	0	2	0	0	2	0	0	0	0	0	0
(null)	OG0022766	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022767	0	0	0	0	2	0	1	0	0	1	0	0	0	0
(null)	OG0022768	0	0	0	0	1	0	2	0	0	1	0	0	0	0
(null)	OG0022769	0	0	0	0	2	0	0	0	0	1	0	0	0	1
(null)	OG0022771	0	0	0	0	1	0	0	0	0	0	1	0	0	2
(null)	OG0022772	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0022773	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022774	0	0	0	0	2	0	0	0	1	0	1	0	0	0
(null)	OG0022776	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022778	0	0	0	0	3	0	0	0	0	0	0	0	1	0
(null)	OG0022779	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022780	0	0	0	0	3	1	0	0	0	0	0	0	0	0
(null)	OG0022781	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022783	0	0	0	0	1	0	0	0	0	2	1	0	0	0
(null)	OG0022784	0	0	0	0	1	0	0	0	0	0	2	1	0	0
(null)	OG0022787	0	0	0	0	1	0	1	0	0	2	0	0	0	0
(null)	OG0022788	0	0	0	0	2	0	0	2	0	0	0	0	0	0
(null)	OG0022790	0	0	0	0	1	0	0	1	1	0	0	0	0	1
(null)	OG0022791	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022792	0	0	0	0	2	0	0	0	0	1	0	0	0	1
(null)	OG0022793	0	0	0	0	2	0	0	0	0	0	0	0	2	0
(null)	OG0022794	0	0	0	0	1	0	0	3	0	0	0	0	0	0
(null)	OG0022795	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022796	0	0	0	0	1	0	0	1	0	2	0	0	0	0
(null)	OG0022797	0	0	0	0	1	0	0	0	1	1	1	0	0	0
(null)	OG0022799	0	0	0	0	1	0	0	0	0	1	1	0	0	1
(null)	OG0022800	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0022801	0	0	0	0	2	1	0	1	0	0	0	0	0	0
(null)	OG0022802	0	0	0	0	3	0	0	0	0	1	0	0	0	0
(null)	OG0022804	0	0	0	0	1	1	0	0	0	0	1	1	0	0
(null)	OG0022805	0	0	0	0	1	0	0	1	0	0	0	0	0	2
